"Step","non_det_DDQN_9_100k - total_reward","non_det_DDQN_9_100k - total_reward__MIN","non_det_DDQN_9_100k - total_reward__MAX"
"26359","3","3","3"
"26367","-1","-1","-1"
"26376","1","1","1"
"26381","4","4","4"
"26382","7","7","7"
"26385","2","2","2"
"26392","27","27","27"
"26397","38","38","38"
"26424","-2","-2","-2"
"26427","4","4","4"
"26450","-1","-1","-1"
"26452","-1","-1","-1"
"26470","6","6","6"
"26479","8","8","8"
"26480","0","0","0"
"26487","3","3","3"
"26496","5","5","5"
"26497","7","7","7"
"26500","5","5","5"
"26509","3","3","3"
"26511","28","28","28"
"26551","3","3","3"
"26553","30","30","30"
"26565","7","7","7"
"26587","6","6","6"
"26597","1","1","1"
"26600","11","11","11"
"26602","0","0","0"
"26609","3","3","3"
"26616","1","1","1"
"26617","27","27","27"
"26619","0","0","0"
"26627","9","9","9"
"26631","-1","-1","-1"
"26645","10","10","10"
"26653","8","8","8"
"26667","24","24","24"
"26668","13","13","13"
"26672","5","5","5"
"26677","5","5","5"
"26688","3","3","3"
"26692","7","7","7"
"26714","6","6","6"
"26720","3","3","3"
"26727","2","2","2"
"26745","-1","-1","-1"
"26760","3","3","3"
"26765","-1","-1","-1"
"26774","32","32","32"
"26800","6","6","6"
"26820","2","2","2"
"26822","8","8","8"
"26824","9","9","9"
"26834","8","8","8"
"26835","3","3","3"
"26850","-1","-1","-1"
"26858","17","17","17"
"26863","23","23","23"
"26873","5","5","5"
"26874","1","1","1"
"26879","11","11","11"
"26900","5","5","5"
"26911","9","9","9"
"26917","0","0","0"
"26926","6","6","6"
"26930","15","15","15"
"26946","4","4","4"
"26956","0","0","0"
"26970","21","21","21"
"26979","2","2","2"
"27009","8","8","8"
"27011","27","27","27"
"27021","1","1","1"
"27028","0","0","0"
"27030","5","5","5"
"27032","20","20","20"
"27048","-2","-2","-2"
"27073","15","15","15"
"27080","0","0","0"
"27094","26","26","26"
"27097","-1","-1","-1"
"27108","1","1","1"
"27156","3","3","3"
"27166","3","3","3"
"27183","10","10","10"
"27185","0","0","0"
"27191","8","8","8"
"27194","-2","-2","-2"
"27203","6","6","6"
"27208","1","1","1"
"27211","-2","-2","-2"
"27218","-1","-1","-1"
"27247","22","22","22"
"27248","6","6","6"
"27258","3","3","3"
"27284","4","4","4"
"27286","4","4","4"
"27326","6","6","6"
"27336","7","7","7"
"27349","7","7","7"
"27365","13","13","13"
"27396","28","28","28"
"27420","6","6","6"
"27426","6","6","6"
"27430","0","0","0"
"27435","5","5","5"
"27451","18","18","18"
"27470","26","26","26"
"27481","9","9","9"
"27484","25","25","25"
"27492","32","32","32"
"27502","9","9","9"
"27509","1","1","1"
"27521","3","3","3"
"27533","7","7","7"
"27543","10","10","10"
"27546","9","9","9"
"27549","21","21","21"
"27557","1","1","1"
"27561","-1","-1","-1"
"27570","17","17","17"
"27599","1","1","1"
"27617","18","18","18"
"27628","11","11","11"
"27630","19","19","19"
"27632","-1","-1","-1"
"27633","0","0","0"
"27668","-1","-1","-1"
"27676","12","12","12"
"27686","7","7","7"
"27689","3","3","3"
"27695","5","5","5"
"27714","11","11","11"
"27717","11","11","11"
"27718","3","3","3"
"27739","-2","-2","-2"
"27742","13","13","13"
"27766","28","28","28"
"27769","3","3","3"
"27771","2","2","2"
"27791","5","5","5"
"27793","1","1","1"
"27795","23","23","23"
"27798","32","32","32"
"27803","6","6","6"
"27814","3","3","3"
"27828","7","7","7"
"27831","21","21","21"
"27832","23","23","23"
"27833","4","4","4"
"27834","-1","-1","-1"
"27835","8","8","8"
"27838","1","1","1"
"27850","-1","-1","-1"
"27866","1","1","1"
"27868","7","7","7"
"27872","8","8","8"
"27886","9","9","9"
"27895","3","3","3"
"27900","-2","-2","-2"
"27906","4","4","4"
"27909","6","6","6"
"27921","0","0","0"
"27923","2","2","2"
"27925","0","0","0"
"27929","9","9","9"
"27945","14","14","14"
"27954","3","3","3"
"27958","3","3","3"
"27975","1","1","1"
"27977","9","9","9"
"27999","0","0","0"
"28003","0","0","0"
"28018","-2","-2","-2"
"28032","23","23","23"
"28060","11","11","11"
"28065","10","10","10"
"28079","9","9","9"
"28089","34","34","34"
"28092","3","3","3"
"28096","2","2","2"
"28103","2","2","2"
"28137","32","32","32"
"28140","4","4","4"
"28144","3","3","3"
"28153","8","8","8"
"28162","24","24","24"
"28180","9","9","9"
"28208","-1","-1","-1"
"28213","2","2","2"
"28221","6","6","6"
"28222","-1","-1","-1"
"28240","29","29","29"
"28243","-2","-2","-2"
"28257","4","4","4"
"28265","1","1","1"
"28266","5","5","5"
"28274","25","25","25"
"28281","2","2","2"
"28287","18","18","18"
"28296","14","14","14"
"28299","23","23","23"
"28303","14","14","14"
"28309","27","27","27"
"28321","1","1","1"
"28325","27","27","27"
"28327","23","23","23"
"28333","5","5","5"
"28346","5","5","5"
"28348","8","8","8"
"28354","9","9","9"
"28364","1","1","1"
"28383","11","11","11"
"28416","4","4","4"
"28417","9","9","9"
"28427","2","2","2"
"28429","7","7","7"
"28434","2","2","2"
"28437","25","25","25"
"28444","33","33","33"
"28446","7","7","7"
"28453","-1","-1","-1"
"28461","9","9","9"
"28485","2","2","2"
"28490","-1","-1","-1"
"28499","-1","-1","-1"
"28507","3","3","3"
"28517","2","2","2"
"28518","1","1","1"
"28540","7","7","7"
"28545","2","2","2"
"28547","21","21","21"
"28553","-1","-1","-1"
"28582","1","1","1"
"28584","6","6","6"
"28586","2","2","2"
"28588","5","5","5"
"28611","0","0","0"
"28615","11","11","11"
"28620","8","8","8"
"28626","-2","-2","-2"
"28685","4","4","4"
"28686","3","3","3"
"28687","0","0","0"
"28711","1","1","1"
"28725","3","3","3"
"28729","29","29","29"
"28742","1","1","1"
"28757","5","5","5"
"28766","23","23","23"
"28786","-1","-1","-1"
"28803","2","2","2"
"28810","19","19","19"
"28814","25","25","25"
"28849","-1","-1","-1"
"28864","34","34","34"
"28865","2","2","2"
"28873","1","1","1"
"28881","8","8","8"
"28895","14","14","14"
"28904","4","4","4"
"28914","3","3","3"
"28920","6","6","6"
"28936","21","21","21"
"28937","16","16","16"
"28944","6","6","6"
"28945","13","13","13"
"28947","26","26","26"
"28950","8","8","8"
"28954","3","3","3"
"29001","-1","-1","-1"
"29004","3","3","3"
"29011","32","32","32"
"29038","12","12","12"
"29040","18","18","18"
"29049","13","13","13"
"29054","-1","-1","-1"
"29076","29","29","29"
"29086","1","1","1"
"29103","32","32","32"
"29111","9","9","9"
"29116","22","22","22"
"29157","1","1","1"
"29158","-1","-1","-1"
"29162","4","4","4"
"29199","43","43","43"
"29204","8","8","8"
"29210","-1","-1","-1"
"29224","3","3","3"
"29227","1","1","1"
"29234","1","1","1"
"29247","27","27","27"
"29249","29","29","29"
"29258","-1","-1","-1"
"29269","40","40","40"
"29287","13","13","13"
"29293","-2","-2","-2"
"29308","8","8","8"
"29312","30","30","30"
"29313","4","4","4"
"29320","8","8","8"
"29326","20","20","20"
"29343","4","4","4"
"29358","28","28","28"
"29380","30","30","30"
"29384","32","32","32"
"29400","25","25","25"
"29403","12","12","12"
"29405","1","1","1"
"29412","5","5","5"
"29425","0","0","0"
"29426","-1","-1","-1"
"29437","17","17","17"
"29447","-2","-2","-2"
"29453","14","14","14"
"29456","13","13","13"
"29458","8","8","8"
"29459","6","6","6"
"29464","19","19","19"
"29489","22","22","22"
"29493","23","23","23"
"29508","13","13","13"
"29516","3","3","3"
"29518","-1","-1","-1"
"29519","4","4","4"
"29536","17","17","17"
"29551","1","1","1"
"29593","-1","-1","-1"
"29609","10","10","10"
"29618","2","2","2"
"29620","0","0","0"
"29633","23","23","23"
"29638","0","0","0"
"29646","3","3","3"
"29649","0","0","0"
"29651","3","3","3"
"29660","3","3","3"
"29681","0","0","0"
"29691","6","6","6"
"29711","31","31","31"
"29725","1","1","1"
"29730","5","5","5"
"29732","3","3","3"
"29736","27","27","27"
"29769","7","7","7"
"29776","7","7","7"
"29781","0","0","0"
"29792","7","7","7"
"29794","1","1","1"
"29802","8","8","8"
"29804","19","19","19"
"29815","3","3","3"
"29821","10","10","10"
"29825","6","6","6"
"29826","-1","-1","-1"
"29847","2","2","2"
"29851","6","6","6"
"29854","19","19","19"
"29889","-2","-2","-2"
"29896","27","27","27"
"29898","-2","-2","-2"
"29903","7","7","7"
"29909","17","17","17"
"29913","17","17","17"
"29922","5","5","5"
"29933","8","8","8"
"29935","4","4","4"
"29940","5","5","5"
"29942","20","20","20"
"29944","-2","-2","-2"
"29948","0","0","0"
"29953","5","5","5"
"29960","7","7","7"
"29981","-1","-1","-1"
"29990","2","2","2"
"30003","1","1","1"
"30015","-1","-1","-1"
"30020","1","1","1"
"30027","6","6","6"
"30034","15","15","15"
"30048","4","4","4"
"30060","2","2","2"
"30073","12","12","12"
"30093","5","5","5"
"30094","13","13","13"
"30095","11","11","11"
"30100","34","34","34"
"30102","-2","-2","-2"
"30111","34","34","34"
"30125","3","3","3"
"30127","0","0","0"
"30143","10","10","10"
"30190","5","5","5"
"30192","18","18","18"
"30225","1","1","1"
"30228","12","12","12"
"30231","2","2","2"
"30250","6","6","6"
"30270","6","6","6"
"30277","12","12","12"
"30282","23","23","23"
"30284","-2","-2","-2"
"30305","11","11","11"
"30316","21","21","21"
"30359","0","0","0"
"30360","0","0","0"
"30366","33","33","33"
"30381","15","15","15"
"30382","0","0","0"
"30388","7","7","7"
"30393","27","27","27"
"30412","6","6","6"
"30450","3","3","3"
"30453","7","7","7"
"30455","6","6","6"
"30471","1","1","1"
"30479","12","12","12"
"30482","4","4","4"
"30502","2","2","2"
"30506","2","2","2"
"30509","34","34","34"
"30522","3","3","3"
"30533","39","39","39"
"30550","0","0","0"
"30574","5","5","5"
"30595","1","1","1"
"30612","9","9","9"
"30615","20","20","20"
"30632","6","6","6"
"30642","16","16","16"
"30645","-2","-2","-2"
"30657","13","13","13"
"30677","-1","-1","-1"
"30683","8","8","8"
"30688","3","3","3"
"30693","8","8","8"
"30694","1","1","1"
"30696","8","8","8"
"30699","3","3","3"
"30702","12","12","12"
"30730","5","5","5"
"30744","4","4","4"
"30765","-1","-1","-1"
"30784","2","2","2"
"30797","0","0","0"
"30832","1","1","1"
"30851","36","36","36"
"30868","11","11","11"
"30872","5","5","5"
"30879","0","0","0"
"30881","12","12","12"
"30886","26","26","26"
"30889","47","47","47"
"30899","23","23","23"
"30907","6","6","6"
"30948","47","47","47"
"30964","10","10","10"
"30970","0","0","0"
"30971","21","21","21"
"30986","1","1","1"
"30998","4","4","4"
"31020","7","7","7"
"31027","1","1","1"
"31030","7","7","7"
"31035","1","1","1"
"31059","41","41","41"
"31060","-1","-1","-1"
"31075","37","37","37"
"31083","1","1","1"
"31089","1","1","1"
"31097","2","2","2"
"31107","13","13","13"
"31117","35","35","35"
"31130","38","38","38"
"31131","8","8","8"
"31139","1","1","1"
"31154","14","14","14"
"31155","32","32","32"
"31157","28","28","28"
"31172","13","13","13"
"31173","10","10","10"
"31175","16","16","16"
"31179","27","27","27"
"31182","21","21","21"
"31199","3","3","3"
"31204","8","8","8"
"31231","-1","-1","-1"
"31235","4","4","4"
"31245","4","4","4"
"31246","8","8","8"
"31249","34","34","34"
"31266","7","7","7"
"31311","32","32","32"
"31312","14","14","14"
"31315","0","0","0"
"31351","23","23","23"
"31353","7","7","7"
"31354","3","3","3"
"31360","8","8","8"
"31362","35","35","35"
"31363","16","16","16"
"31375","4","4","4"
"31379","15","15","15"
"31380","8","8","8"
"31384","1","1","1"
"31389","4","4","4"
"31396","30","30","30"
"31399","5","5","5"
"31403","3","3","3"
"31409","5","5","5"
"31410","23","23","23"
"31417","23","23","23"
"31419","23","23","23"
"31426","9","9","9"
"31450","6","6","6"
"31473","5","5","5"
"31499","5","5","5"
"31511","30","30","30"
"31522","2","2","2"
"31523","15","15","15"
"31537","2","2","2"
"31538","15","15","15"
"31572","1","1","1"
"31588","9","9","9"
"31598","2","2","2"
"31605","0","0","0"
"31639","10","10","10"
"31642","24","24","24"
"31643","-2","-2","-2"
"31665","29","29","29"
"31675","3","3","3"
"31676","2","2","2"
"31683","7","7","7"
"31686","13","13","13"
"31691","4","4","4"
"31707","3","3","3"
"31728","4","4","4"
"31752","23","23","23"
"31765","1","1","1"
"31766","22","22","22"
"31768","15","15","15"
"31771","8","8","8"
"31778","0","0","0"
"31796","13","13","13"
"31800","24","24","24"
"31802","6","6","6"
"31809","-2","-2","-2"
"31810","28","28","28"
"31816","12","12","12"
"31824","21","21","21"
"31842","4","4","4"
"31843","-2","-2","-2"
"31850","5","5","5"
"31861","7","7","7"
"31873","-1","-1","-1"
"31890","9","9","9"
"31897","13","13","13"
"31910","-1","-1","-1"
"31944","6","6","6"
"31960","13","13","13"
"31963","2","2","2"
"31966","8","8","8"
"31969","3","3","3"
"31981","3","3","3"
"32017","8","8","8"
"32018","2","2","2"
"32024","24","24","24"
"32037","-2","-2","-2"
"32039","6","6","6"
"32052","10","10","10"
"32067","28","28","28"
"32075","9","9","9"
"32094","7","7","7"
"32110","30","30","30"
"32118","7","7","7"
"32131","0","0","0"
"32154","25","25","25"
"32155","3","3","3"
"32161","4","4","4"
"32194","1","1","1"
"32212","8","8","8"
"32236","10","10","10"
"32249","2","2","2"
"32250","-1","-1","-1"
"32278","1","1","1"
"32300","0","0","0"
"32301","-1","-1","-1"
"32309","32","32","32"
"32310","6","6","6"
"32313","27","27","27"
"32320","35","35","35"
"32354","15","15","15"
"32363","10","10","10"
"32367","26","26","26"
"32371","4","4","4"
"32382","-2","-2","-2"
"32392","11","11","11"
"32406","1","1","1"
"32422","-1","-1","-1"
"32423","0","0","0"
"32425","0","0","0"
"32426","4","4","4"
"32428","29","29","29"
"32432","3","3","3"
"32455","5","5","5"
"32458","8","8","8"
"32480","10","10","10"
"32487","39","39","39"
"32502","1","1","1"
"32508","24","24","24"
"32513","0","0","0"
"32521","27","27","27"
"32527","18","18","18"
"32536","10","10","10"
"32541","2","2","2"
"32564","1","1","1"
"32574","31","31","31"
"32591","1","1","1"
"32593","14","14","14"
"32603","0","0","0"
"32612","5","5","5"
"32616","29","29","29"
"32617","5","5","5"
"32619","29","29","29"
"32621","8","8","8"
"32624","35","35","35"
"32634","0","0","0"
"32644","28","28","28"
"32652","1","1","1"
"32653","4","4","4"
"32657","-1","-1","-1"
"32682","2","2","2"
"32698","22","22","22"
"32703","14","14","14"
"32705","9","9","9"
"32710","20","20","20"
"32716","7","7","7"
"32717","2","2","2"
"32722","7","7","7"
"32733","21","21","21"
"32740","4","4","4"
"32745","2","2","2"
"32758","13","13","13"
"32767","11","11","11"
"32769","42","42","42"
"32771","9","9","9"
"32776","2","2","2"
"32784","0","0","0"
"32794","11","11","11"
"32796","-2","-2","-2"
"32806","1","1","1"
"32811","0","0","0"
"32812","17","17","17"
"32813","1","1","1"
"32816","43","43","43"
"32817","0","0","0"
"32818","1","1","1"
"32821","0","0","0"
"32830","10","10","10"
"32879","3","3","3"
"32881","7","7","7"
"32922","10","10","10"
"32924","7","7","7"
"32933","28","28","28"
"32935","20","20","20"
"32975","7","7","7"
"32977","0","0","0"
"32986","38","38","38"
"33022","-2","-2","-2"
"33031","27","27","27"
"33060","5","5","5"
"33063","-1","-1","-1"
"33080","-2","-2","-2"
"33089","33","33","33"
"33093","-1","-1","-1"
"33101","6","6","6"
"33130","-1","-1","-1"
"33144","8","8","8"
"33148","16","16","16"
"33153","28","28","28"
"33172","19","19","19"
"33176","18","18","18"
"33179","20","20","20"
"33182","4","4","4"
"33184","6","6","6"
"33188","27","27","27"
"33198","3","3","3"
"33200","27","27","27"
"33202","13","13","13"
"33206","34","34","34"
"33226","21","21","21"
"33230","11","11","11"
"33234","2","2","2"
"33253","-2","-2","-2"
"33259","5","5","5"
"33266","35","35","35"
"33278","25","25","25"
"33279","18","18","18"
"33307","24","24","24"
"33312","36","36","36"
"33314","3","3","3"
"33355","4","4","4"
"33372","42","42","42"
"33398","4","4","4"
"33409","3","3","3"
"33415","6","6","6"
"33417","-1","-1","-1"
"33432","0","0","0"
"33477","-1","-1","-1"
"33493","7","7","7"
"33495","9","9","9"
"33508","-1","-1","-1"
"33530","3","3","3"
"33549","23","23","23"
"33551","2","2","2"
"33553","11","11","11"
"33566","1","1","1"
"33579","0","0","0"
"33583","21","21","21"
"33589","8","8","8"
"33599","29","29","29"
"33607","4","4","4"
"33612","14","14","14"
"33616","31","31","31"
"33626","14","14","14"
"33627","19","19","19"
"33644","0","0","0"
"33666","26","26","26"
"33675","12","12","12"
"33683","0","0","0"
"33687","11","11","11"
"33688","18","18","18"
"33689","14","14","14"
"33704","10","10","10"
"33706","22","22","22"
"33709","7","7","7"
"33726","7","7","7"
"33742","4","4","4"
"33754","3","3","3"
"33774","7","7","7"
"33789","2","2","2"
"33803","0","0","0"
"33810","2","2","2"
"33817","28","28","28"
"33845","8","8","8"
"33848","-1","-1","-1"
"33859","3","3","3"
"33864","-1","-1","-1"
"33868","14","14","14"
"33877","22","22","22"
"33885","26","26","26"
"33929","2","2","2"
"33942","0","0","0"
"33957","35","35","35"
"33962","4","4","4"
"33981","4","4","4"
"34000","18","18","18"
"34001","3","3","3"
"34010","22","22","22"
"34013","14","14","14"
"34018","3","3","3"
"34054","9","9","9"
"34065","24","24","24"
"34068","33","33","33"
"34077","17","17","17"
"34080","4","4","4"
"34081","25","25","25"
"34089","19","19","19"
"34094","6","6","6"
"34095","2","2","2"
"34131","-2","-2","-2"
"34133","7","7","7"
"34138","1","1","1"
"34153","18","18","18"
"34165","9","9","9"
"34167","16","16","16"
"34170","35","35","35"
"34179","10","10","10"
"34194","0","0","0"
"34200","32","32","32"
"34210","38","38","38"
"34235","30","30","30"
"34236","2","2","2"
"34243","10","10","10"
"34249","5","5","5"
"34293","34","34","34"
"34297","3","3","3"
"34303","14","14","14"
"34304","-1","-1","-1"
"34319","19","19","19"
"34323","30","30","30"
"34331","11","11","11"
"34333","25","25","25"
"34339","0","0","0"
"34355","6","6","6"
"34356","33","33","33"
"34364","4","4","4"
"34371","4","4","4"
"34383","33","33","33"
"34395","22","22","22"
"34402","7","7","7"
"34436","6","6","6"
"34440","3","3","3"
"34447","41","41","41"
"34449","13","13","13"
"34453","37","37","37"
"34456","1","1","1"
"34476","6","6","6"
"34488","2","2","2"
"34494","1","1","1"
"34498","18","18","18"
"34511","26","26","26"
"34515","-1","-1","-1"
"34521","9","9","9"
"34525","-1","-1","-1"
"34528","31","31","31"
"34530","36","36","36"
"34531","3","3","3"
"34533","-2","-2","-2"
"34536","7","7","7"
"34539","5","5","5"
"34541","-2","-2","-2"
"34543","24","24","24"
"34547","14","14","14"
"34548","-2","-2","-2"
"34556","3","3","3"
"34561","8","8","8"
"34607","-1","-1","-1"
"34616","-2","-2","-2"
"34621","18","18","18"
"34673","3","3","3"
"34677","26","26","26"
"34680","6","6","6"
"34687","14","14","14"
"34694","4","4","4"
"34702","37","37","37"
"34703","25","25","25"
"34720","2","2","2"
"34726","13","13","13"
"34756","28","28","28"
"34763","7","7","7"
"34780","1","1","1"
"34786","6","6","6"
"34820","31","31","31"
"34907","38","38","38"
"34917","2","2","2"
"34920","7","7","7"
"34921","6","6","6"
"34927","6","6","6"
"34928","12","12","12"
"34942","30","30","30"
"34946","13","13","13"
"34947","5","5","5"
"34951","-1","-1","-1"
"34959","0","0","0"
"34972","5","5","5"
"34981","5","5","5"
"34990","-2","-2","-2"
"34995","16","16","16"
"35004","39","39","39"
"35005","24","24","24"
"35006","10","10","10"
"35012","3","3","3"
"35017","42","42","42"
"35023","8","8","8"
"35030","8","8","8"
"35046","20","20","20"
"35057","-2","-2","-2"
"35061","20","20","20"
"35079","23","23","23"
"35081","23","23","23"
"35083","23","23","23"
"35086","28","28","28"
"35111","20","20","20"
"35149","6","6","6"
"35151","9","9","9"
"35173","7","7","7"
"35184","27","27","27"
"35186","8","8","8"
"35189","18","18","18"
"35198","5","5","5"
"35207","3","3","3"
"35218","27","27","27"
"35229","2","2","2"
"35233","6","6","6"
"35239","28","28","28"
"35259","-1","-1","-1"
"35284","3","3","3"
"35302","22","22","22"
"35335","36","36","36"
"35339","23","23","23"
"35351","21","21","21"
"35361","33","33","33"
"35364","16","16","16"
"35407","30","30","30"
"35412","31","31","31"
"35419","0","0","0"
"35452","22","22","22"
"35453","13","13","13"
"35471","11","11","11"
"35482","22","22","22"
"35484","-2","-2","-2"
"35485","31","31","31"
"35490","3","3","3"
"35492","9","9","9"
"35522","7","7","7"
"35538","7","7","7"
"35543","-2","-2","-2"
"35545","8","8","8"
"35551","27","27","27"
"35559","-1","-1","-1"
"35577","3","3","3"
"35591","24","24","24"
"35596","8","8","8"
"35615","40","40","40"
"35621","7","7","7"
"35636","17","17","17"
"35673","24","24","24"
"35677","13","13","13"
"35681","32","32","32"
"35703","17","17","17"
"35715","2","2","2"
"35719","0","0","0"
"35723","1","1","1"
"35732","3","3","3"
"35745","21","21","21"
"35749","4","4","4"
"35778","27","27","27"
"35792","23","23","23"
"35803","-2","-2","-2"
"35812","0","0","0"
"35855","28","28","28"
"35856","26","26","26"
"35861","34","34","34"
"35887","7","7","7"
"35896","0","0","0"
"35899","1","1","1"
"35900","24","24","24"
"35918","1","1","1"
"35920","6","6","6"
"35937","24","24","24"
"35938","27","27","27"
"35939","18","18","18"
"35942","17","17","17"
"35954","42","42","42"
"35969","13","13","13"
"35972","0","0","0"
"35984","37","37","37"
"35994","28","28","28"
"35998","1","1","1"
"36006","-2","-2","-2"
"36008","22","22","22"
"36037","19","19","19"
"36039","13","13","13"
"36053","21","21","21"
"36085","18","18","18"
"36099","35","35","35"
"36106","23","23","23"
"36118","3","3","3"
"36120","5","5","5"
"36127","4","4","4"
"36135","5","5","5"
"36148","19","19","19"
"36176","6","6","6"
"36177","30","30","30"
"36181","1","1","1"
"36195","0","0","0"
"36197","20","20","20"
"36202","27","27","27"
"36215","8","8","8"
"36218","6","6","6"
"36225","34","34","34"
"36234","-2","-2","-2"
"36240","8","8","8"
"36261","3","3","3"
"36264","8","8","8"
"36267","16","16","16"
"36274","9","9","9"
"36287","9","9","9"
"36337","1","1","1"
"36344","26","26","26"
"36351","2","2","2"
"36359","33","33","33"
"36370","27","27","27"
"36396","1","1","1"
"36404","5","5","5"
"36405","27","27","27"
"36418","15","15","15"
"36419","-2","-2","-2"
"36453","23","23","23"
"36462","4","4","4"
"36463","9","9","9"
"36465","14","14","14"
"36468","27","27","27"
"36469","0","0","0"
"36477","38","38","38"
"36502","35","35","35"
"36526","2","2","2"
"36535","3","3","3"
"36544","1","1","1"
"36547","3","3","3"
"36552","2","2","2"
"36565","12","12","12"
"36570","-1","-1","-1"
"36571","9","9","9"
"36577","12","12","12"
"36585","18","18","18"
"36586","4","4","4"
"36597","-1","-1","-1"
"36600","6","6","6"
"36609","-1","-1","-1"
"36618","23","23","23"
"36623","24","24","24"
"36628","5","5","5"
"36640","11","11","11"
"36654","26","26","26"
"36689","17","17","17"
"36693","26","26","26"
"36706","32","32","32"
"36716","9","9","9"
"36719","34","34","34"
"36726","11","11","11"
"36732","31","31","31"
"36754","34","34","34"
"36758","13","13","13"
"36762","35","35","35"
"36773","7","7","7"
"36774","32","32","32"
"36775","24","24","24"
"36780","17","17","17"
"36782","7","7","7"
"36821","0","0","0"
"36828","8","8","8"
"36829","6","6","6"
"36838","34","34","34"
"36845","-1","-1","-1"
"36868","24","24","24"
"36892","28","28","28"
"36905","1","1","1"
"36909","31","31","31"
"36919","-2","-2","-2"
"36922","-1","-1","-1"
"36938","3","3","3"
"36957","20","20","20"
"36974","2","2","2"
"36976","23","23","23"
"36986","1","1","1"
"36998","11","11","11"
"37000","23","23","23"
"37002","18","18","18"
"37023","1","1","1"
"37032","-1","-1","-1"
"37047","10","10","10"
"37056","14","14","14"
"37065","7","7","7"
"37071","19","19","19"
"37072","-2","-2","-2"
"37081","2","2","2"
"37093","-1","-1","-1"
"37107","39","39","39"
"37112","3","3","3"
"37113","13","13","13"
"37140","8","8","8"
"37141","21","21","21"
"37143","8","8","8"
"37144","1","1","1"
"37150","26","26","26"
"37151","22","22","22"
"37154","24","24","24"
"37157","5","5","5"
"37172","31","31","31"
"37176","1","1","1"
"37184","18","18","18"
"37205","8","8","8"
"37213","1","1","1"
"37214","19","19","19"
"37220","2","2","2"
"37258","3","3","3"
"37287","4","4","4"
"37291","10","10","10"
"37293","5","5","5"
"37300","7","7","7"
"37306","4","4","4"
"37312","3","3","3"
"37316","2","2","2"
"37333","3","3","3"
"37357","6","6","6"
"37362","24","24","24"
"37363","30","30","30"
"37367","6","6","6"
"37368","16","16","16"
"37383","27","27","27"
"37421","19","19","19"
"37423","1","1","1"
"37424","9","9","9"
"37434","4","4","4"
"37449","17","17","17"
"37450","9","9","9"
"37456","28","28","28"
"37462","0","0","0"
"37480","33","33","33"
"37483","27","27","27"
"37485","-1","-1","-1"
"37496","11","11","11"
"37524","9","9","9"
"37538","3","3","3"
"37559","24","24","24"
"37578","4","4","4"
"37589","19","19","19"
"37596","25","25","25"
"37620","2","2","2"
"37625","1","1","1"
"37655","3","3","3"
"37656","4","4","4"
"37663","32","32","32"
"37665","1","1","1"
"37666","9","9","9"
"37684","6","6","6"
"37690","5","5","5"
"37703","10","10","10"
"37723","6","6","6"
"37731","3","3","3"
"37748","29","29","29"
"37753","30","30","30"
"37778","0","0","0"
"37783","25","25","25"
"37786","2","2","2"
"37788","2","2","2"
"37795","3","3","3"
"37815","0","0","0"
"37835","42","42","42"
"37836","23","23","23"
"37838","5","5","5"
"37854","15","15","15"
"37869","24","24","24"
"37873","20","20","20"
"37878","2","2","2"
"37896","16","16","16"
"37897","30","30","30"
"37914","10","10","10"
"37915","1","1","1"
"37924","26","26","26"
"37949","29","29","29"
"37956","11","11","11"
"37959","18","18","18"
"37975","3","3","3"
"37977","27","27","27"
"37995","35","35","35"
"37996","24","24","24"
"37998","33","33","33"
"38006","4","4","4"
"38019","14","14","14"
"38032","22","22","22"
"38036","22","22","22"
"38042","-2","-2","-2"
"38045","1","1","1"
"38067","6","6","6"
"38070","-1","-1","-1"
"38071","-1","-1","-1"
"38075","7","7","7"
"38081","1","1","1"
"38083","36","36","36"
"38089","26","26","26"
"38091","0","0","0"
"38137","7","7","7"
"38153","1","1","1"
"38164","1","1","1"
"38168","6","6","6"
"38175","17","17","17"
"38179","7","7","7"
"38180","20","20","20"
"38183","6","6","6"
"38188","23","23","23"
"38210","5","5","5"
"38212","28","28","28"
"38219","-2","-2","-2"
"38224","12","12","12"
"38226","-2","-2","-2"
"38229","29","29","29"
"38232","-1","-1","-1"
"38241","7","7","7"
"38249","2","2","2"
"38255","0","0","0"
"38257","28","28","28"
"38259","26","26","26"
"38269","4","4","4"
"38271","7","7","7"
"38272","8","8","8"
"38273","9","9","9"
"38282","-2","-2","-2"
"38283","9","9","9"
"38285","0","0","0"
"38286","-1","-1","-1"
"38291","27","27","27"
"38294","7","7","7"
"38299","3","3","3"
"38301","-1","-1","-1"
"38321","10","10","10"
"38338","28","28","28"
"38364","10","10","10"
"38366","7","7","7"
"38377","8","8","8"
"38392","30","30","30"
"38400","12","12","12"
"38401","24","24","24"
"38410","37","37","37"
"38414","33","33","33"
"38422","26","26","26"
"38430","3","3","3"
"38433","9","9","9"
"38462","-1","-1","-1"
"38472","37","37","37"
"38495","5","5","5"
"38498","23","23","23"
"38503","27","27","27"
"38514","10","10","10"
"38518","42","42","42"
"38529","2","2","2"
"38541","13","13","13"
"38549","6","6","6"
"38562","-2","-2","-2"
"38568","1","1","1"
"38578","19","19","19"
"38581","23","23","23"
"38597","6","6","6"
"38611","4","4","4"
"38628","2","2","2"
"38632","2","2","2"
"38642","5","5","5"
"38647","24","24","24"
"38697","5","5","5"
"38724","11","11","11"
"38731","7","7","7"
"38733","19","19","19"
