"Step","non_det_DDQN_9_100k - total_reward","non_det_DDQN_9_100k - total_reward__MIN","non_det_DDQN_9_100k - total_reward__MAX"
"49844","8","8","8"
"49847","9","9","9"
"49848","32","32","32"
"49849","-2","-2","-2"
"49864","10","10","10"
"49870","3","3","3"
"49880","9","9","9"
"49886","0","0","0"
"49893","1","1","1"
"49894","35","35","35"
"49906","1","1","1"
"49908","33","33","33"
"49910","10","10","10"
"49931","33","33","33"
"49941","13","13","13"
"49947","-1","-1","-1"
"49954","10","10","10"
"49959","23","23","23"
"49971","32","32","32"
"49981","8","8","8"
"49985","31","31","31"
"50000","30","30","30"
"50002","12","12","12"
"50012","8","8","8"
"50021","6","6","6"
"50026","31","31","31"
"50028","1","1","1"
"50032","1","1","1"
"50037","6","6","6"
"50059","1","1","1"
"50070","9","9","9"
"50093","28","28","28"
"50104","5","5","5"
"50111","2","2","2"
"50124","5","5","5"
"50130","6","6","6"
"50137","-1","-1","-1"
"50156","8","8","8"
"50164","32","32","32"
"50167","16","16","16"
"50173","3","3","3"
"50180","5","5","5"
"50181","9","9","9"
"50184","7","7","7"
"50194","1","1","1"
"50203","-1","-1","-1"
"50215","8","8","8"
"50222","22","22","22"
"50249","34","34","34"
"50257","8","8","8"
"50277","3","3","3"
"50290","1","1","1"
"50310","11","11","11"
"50311","33","33","33"
"50316","1","1","1"
"50317","-1","-1","-1"
"50325","34","34","34"
"50330","6","6","6"
"50341","3","3","3"
"50347","7","7","7"
"50353","5","5","5"
"50363","32","32","32"
"50369","6","6","6"
"50396","9","9","9"
"50402","5","5","5"
"50404","1","1","1"
"50419","8","8","8"
"50425","25","25","25"
"50446","37","37","37"
"50447","1","1","1"
"50491","16","16","16"
"50493","30","30","30"
"50507","18","18","18"
"50508","28","28","28"
"50526","2","2","2"
"50542","-2","-2","-2"
"50557","9","9","9"
"50561","-1","-1","-1"
"50562","22","22","22"
"50567","0","0","0"
"50571","38","38","38"
"50593","-2","-2","-2"
"50597","1","1","1"
"50641","7","7","7"
"50658","35","35","35"
"50661","-1","-1","-1"
"50670","26","26","26"
"50674","27","27","27"
"50676","18","18","18"
"50684","9","9","9"
"50695","10","10","10"
"50696","1","1","1"
"50710","9","9","9"
"50711","7","7","7"
"50730","15","15","15"
"50731","31","31","31"
"50732","27","27","27"
"50734","6","6","6"
"50735","5","5","5"
"50746","29","29","29"
"50768","11","11","11"
"50775","6","6","6"
"50784","2","2","2"
"50789","4","4","4"
"50817","9","9","9"
"50824","23","23","23"
"50844","27","27","27"
"50847","6","6","6"
"50852","22","22","22"
"50857","34","34","34"
"50867","-2","-2","-2"
"50880","3","3","3"
"50887","9","9","9"
"50891","27","27","27"
"50895","22","22","22"
"50896","35","35","35"
"50897","3","3","3"
"50909","31","31","31"
"50922","7","7","7"
"50933","19","19","19"
"50980","-2","-2","-2"
"50985","-1","-1","-1"
"50986","9","9","9"
"50994","29","29","29"
"50997","21","21","21"
"50999","3","3","3"
"51008","32","32","32"
"51013","4","4","4"
"51022","36","36","36"
"51032","-1","-1","-1"
"51034","30","30","30"
"51039","35","35","35"
"51043","8","8","8"
"51054","8","8","8"
"51056","11","11","11"
"51066","7","7","7"
"51068","27","27","27"
"51077","6","6","6"
"51087","27","27","27"
"51094","34","34","34"
"51096","1","1","1"
"51097","13","13","13"
"51109","30","30","30"
"51118","32","32","32"
"51123","26","26","26"
"51131","28","28","28"
"51147","27","27","27"
"51153","27","27","27"
"51176","35","35","35"
"51180","24","24","24"
"51197","21","21","21"
"51208","5","5","5"
"51215","28","28","28"
"51218","41","41","41"
"51222","27","27","27"
"51230","28","28","28"
"51233","3","3","3"
"51252","33","33","33"
"51263","-1","-1","-1"
"51270","22","22","22"
"51295","-1","-1","-1"
"51305","36","36","36"
"51310","35","35","35"
"51317","13","13","13"
"51328","17","17","17"
"51339","17","17","17"
"51363","13","13","13"
"51372","33","33","33"
"51374","9","9","9"
"51382","5","5","5"
"51383","29","29","29"
"51389","25","25","25"
"51400","16","16","16"
"51405","23","23","23"
"51424","20","20","20"
"51464","5","5","5"
"51468","26","26","26"
"51470","11","11","11"
"51474","-2","-2","-2"
"51478","40","40","40"
"51480","5","5","5"
"51495","6","6","6"
"51503","29","29","29"
"51504","20","20","20"
"51517","27","27","27"
"51519","29","29","29"
"51538","22","22","22"
"51540","25","25","25"
"51551","37","37","37"
"51566","8","8","8"
"51583","29","29","29"
"51591","32","32","32"
"51622","26","26","26"
"51626","7","7","7"
"51633","3","3","3"
"51635","23","23","23"
"51644","4","4","4"
"51652","3","3","3"
"51668","25","25","25"
"51672","2","2","2"
"51684","27","27","27"
"51685","14","14","14"
"51699","17","17","17"
"51717","2","2","2"
"51720","14","14","14"
"51724","6","6","6"
"51739","2","2","2"
"51768","32","32","32"
"51785","9","9","9"
"51796","6","6","6"
"51803","32","32","32"
"51809","22","22","22"
"51835","7","7","7"
"51836","18","18","18"
"51865","-1","-1","-1"
"51870","2","2","2"
"51891","2","2","2"
"51907","0","0","0"
"51910","1","1","1"
"51940","11","11","11"
"51951","10","10","10"
"51970","-1","-1","-1"
"51974","3","3","3"
"52003","28","28","28"
"52013","38","38","38"
"52023","44","44","44"
"52033","2","2","2"
"52058","21","21","21"
"52069","0","0","0"
"52072","1","1","1"
"52073","30","30","30"
"52092","11","11","11"
"52105","1","1","1"
"52119","43","43","43"
"52121","47","47","47"
"52129","12","12","12"
"52141","-1","-1","-1"
"52148","30","30","30"
"52149","15","15","15"
"52152","5","5","5"
"52153","25","25","25"
"52155","31","31","31"
"52161","5","5","5"
"52163","37","37","37"
"52167","10","10","10"
"52173","0","0","0"
"52224","27","27","27"
"52236","13","13","13"
"52263","44","44","44"
"52265","20","20","20"
"52274","4","4","4"
"52278","0","0","0"
"52287","15","15","15"
"52329","11","11","11"
"52332","34","34","34"
"52423","10","10","10"
"52426","14","14","14"
"52431","28","28","28"
"52447","11","11","11"
"52464","36","36","36"
"52474","10","10","10"
"52475","34","34","34"
"52476","30","30","30"
"52493","37","37","37"
"52496","26","26","26"
"52498","0","0","0"
"52500","3","3","3"
"52506","10","10","10"
"52525","24","24","24"
"52539","8","8","8"
"52559","-1","-1","-1"
"52565","7","7","7"
"52569","15","15","15"
"52577","27","27","27"
"52582","4","4","4"
"52584","20","20","20"
"52590","9","9","9"
"52596","6","6","6"
"52608","1","1","1"
"52625","-1","-1","-1"
"52628","8","8","8"
"52648","40","40","40"
"52649","32","32","32"
"52650","1","1","1"
"52652","26","26","26"
"52658","11","11","11"
"52664","20","20","20"
"52673","32","32","32"
"52675","38","38","38"
"52684","17","17","17"
"52704","7","7","7"
"52705","5","5","5"
"52713","1","1","1"
"52719","8","8","8"
"52757","24","24","24"
"52763","11","11","11"
"52775","1","1","1"
"52790","34","34","34"
"52799","21","21","21"
"52802","17","17","17"
"52831","6","6","6"
"52846","4","4","4"
"52848","25","25","25"
"52867","3","3","3"
"52870","14","14","14"
"52884","32","32","32"
"52908","14","14","14"
"52909","4","4","4"
"52936","-1","-1","-1"
"52944","-1","-1","-1"
"52957","11","11","11"
"52963","3","3","3"
"52966","38","38","38"
"52976","31","31","31"
"53000","-1","-1","-1"
"53004","19","19","19"
"53005","29","29","29"
"53007","32","32","32"
"53026","6","6","6"
"53032","7","7","7"
"53048","-1","-1","-1"
"53058","14","14","14"
"53059","12","12","12"
"53062","-2","-2","-2"
"53074","24","24","24"
"53094","24","24","24"
"53096","14","14","14"
"53098","4","4","4"
"53108","3","3","3"
"53109","-1","-1","-1"
"53131","3","3","3"
"53170","3","3","3"
"53171","1","1","1"
"53173","35","35","35"
"53198","10","10","10"
"53207","-1","-1","-1"
"53218","0","0","0"
"53240","31","31","31"
"53262","-2","-2","-2"
"53272","4","4","4"
"53306","33","33","33"
"53320","26","26","26"
"53325","11","11","11"
"53329","7","7","7"
"53339","29","29","29"
"53341","6","6","6"
"53343","31","31","31"
"53348","0","0","0"
"53362","7","7","7"
"53369","25","25","25"
"53380","23","23","23"
"53393","25","25","25"
"53399","5","5","5"
"53400","29","29","29"
"53435","27","27","27"
"53452","19","19","19"
"53455","4","4","4"
"53462","2","2","2"
"53469","12","12","12"
"53473","-1","-1","-1"
"53475","-1","-1","-1"
"53481","7","7","7"
"53499","1","1","1"
"53500","7","7","7"
"53510","6","6","6"
"53513","4","4","4"
"53524","3","3","3"
"53537","25","25","25"
"53539","11","11","11"
"53567","33","33","33"
"53603","13","13","13"
"53640","2","2","2"
"53657","1","1","1"
"53669","4","4","4"
"53682","14","14","14"
"53684","0","0","0"
"53687","39","39","39"
"53703","21","21","21"
"53717","16","16","16"
"53726","0","0","0"
"53728","4","4","4"
"53775","20","20","20"
"53787","20","20","20"
"53809","15","15","15"
"53810","25","25","25"
"53816","7","7","7"
"53824","35","35","35"
"53827","2","2","2"
"53853","1","1","1"
"53856","3","3","3"
"53857","1","1","1"
"53859","30","30","30"
"53884","12","12","12"
"53896","31","31","31"
"53897","22","22","22"
"53922","4","4","4"
"53926","4","4","4"
"53928","-2","-2","-2"
"53933","1","1","1"
"53961","15","15","15"
"53962","32","32","32"
"53978","25","25","25"
"53988","3","3","3"
"53990","38","38","38"
"54004","5","5","5"
"54008","21","21","21"
"54009","7","7","7"
"54012","33","33","33"
"54013","15","15","15"
"54026","28","28","28"
"54033","4","4","4"
"54041","0","0","0"
"54060","15","15","15"
"54095","7","7","7"
"54118","11","11","11"
"54144","18","18","18"
"54161","14","14","14"
"54188","-1","-1","-1"
"54203","24","24","24"
"54209","-1","-1","-1"
"54213","0","0","0"
"54260","5","5","5"
"54262","1","1","1"
"54271","4","4","4"
"54281","35","35","35"
"54307","1","1","1"
"54310","33","33","33"
"54332","9","9","9"
"54338","37","37","37"
"54345","14","14","14"
"54353","2","2","2"
"54354","9","9","9"
"54358","8","8","8"
"54361","37","37","37"
"54369","1","1","1"
"54375","5","5","5"
"54378","3","3","3"
"54381","-2","-2","-2"
"54388","5","5","5"
"54395","44","44","44"
"54397","34","34","34"
"54398","26","26","26"
"54400","0","0","0"
"54401","2","2","2"
"54408","4","4","4"
"54433","1","1","1"
"54441","23","23","23"
"54443","9","9","9"
"54448","-2","-2","-2"
"54455","15","15","15"
"54457","1","1","1"
"54461","6","6","6"
"54463","30","30","30"
"54477","8","8","8"
"54488","0","0","0"
"54494","14","14","14"
"54505","33","33","33"
"54509","6","6","6"
"54523","4","4","4"
"54525","3","3","3"
"54538","39","39","39"
"54550","13","13","13"
"54567","3","3","3"
"54579","-1","-1","-1"
"54614","22","22","22"
"54618","14","14","14"
"54622","12","12","12"
"54631","1","1","1"
"54635","9","9","9"
"54637","37","37","37"
"54639","31","31","31"
"54646","26","26","26"
"54671","35","35","35"
"54689","2","2","2"
"54701","-1","-1","-1"
"54704","0","0","0"
"54708","9","9","9"
"54731","29","29","29"
"54732","6","6","6"
"54742","0","0","0"
"54746","27","27","27"
"54748","4","4","4"
"54749","26","26","26"
"54761","24","24","24"
"54794","2","2","2"
"54800","23","23","23"
"54812","5","5","5"
"54834","-1","-1","-1"
"54848","1","1","1"
"54870","13","13","13"
"54880","10","10","10"
"54895","6","6","6"
"54900","0","0","0"
"54901","3","3","3"
"54921","12","12","12"
"54922","24","24","24"
"54932","-2","-2","-2"
"54934","4","4","4"
"54938","45","45","45"
"54948","31","31","31"
"54958","3","3","3"
"54963","5","5","5"
"55003","32","32","32"
"55005","7","7","7"
"55009","-2","-2","-2"
"55025","26","26","26"
"55043","25","25","25"
"55080","3","3","3"
"55146","21","21","21"
"55159","30","30","30"
"55160","10","10","10"
"55163","22","22","22"
"55193","24","24","24"
"55197","-2","-2","-2"
"55200","1","1","1"
"55201","16","16","16"
"55203","2","2","2"
"55209","6","6","6"
"55221","6","6","6"
"55223","41","41","41"
"55239","28","28","28"
"55254","7","7","7"
"55271","5","5","5"
"55302","0","0","0"
"55307","29","29","29"
"55317","27","27","27"
"55328","28","28","28"
"55341","13","13","13"
"55364","29","29","29"
"55380","5","5","5"
"55392","21","21","21"
"55407","11","11","11"
"55417","-2","-2","-2"
"55421","5","5","5"
"55440","7","7","7"
"55473","21","21","21"
"55485","4","4","4"
"55498","25","25","25"
"55515","2","2","2"
"55522","2","2","2"
"55523","32","32","32"
"55547","0","0","0"
"55562","7","7","7"
"55572","9","9","9"
"55576","0","0","0"
"55582","9","9","9"
"55589","28","28","28"
"55598","36","36","36"
"55604","31","31","31"
"55607","28","28","28"
"55609","17","17","17"
"55618","-2","-2","-2"
"55620","0","0","0"
"55633","6","6","6"
"55634","45","45","45"
"55639","9","9","9"
"55641","23","23","23"
"55644","-1","-1","-1"
"55658","2","2","2"
"55665","24","24","24"
"55671","8","8","8"
"55688","30","30","30"
"55689","9","9","9"
"55697","21","21","21"
"55721","0","0","0"
"55734","12","12","12"
"55738","12","12","12"
"55756","13","13","13"
"55757","13","13","13"
"55764","4","4","4"
"55770","8","8","8"
"55782","9","9","9"
"55787","28","28","28"
"55789","8","8","8"
"55799","19","19","19"
"55812","36","36","36"
"55827","8","8","8"
"55837","-2","-2","-2"
"55842","19","19","19"
"55845","5","5","5"
"55847","-1","-1","-1"
"55850","5","5","5"
"55854","3","3","3"
"55860","2","2","2"
"55867","2","2","2"
"55870","9","9","9"
"55887","20","20","20"
"55888","23","23","23"
"55903","16","16","16"
"55906","3","3","3"
"55908","22","22","22"
"55936","29","29","29"
"55944","10","10","10"
"55946","6","6","6"
"55960","1","1","1"
"55970","0","0","0"
"55978","12","12","12"
"55982","-1","-1","-1"
"55984","2","2","2"
"55995","15","15","15"
"56006","-2","-2","-2"
"56012","0","0","0"
"56027","29","29","29"
"56031","8","8","8"
"56057","27","27","27"
"56072","3","3","3"
"56096","28","28","28"
"56099","11","11","11"
"56111","10","10","10"
"56116","28","28","28"
"56117","13","13","13"
"56123","19","19","19"
"56127","27","27","27"
"56129","27","27","27"
"56164","5","5","5"
"56166","0","0","0"
"56170","26","26","26"
"56205","7","7","7"
"56254","-1","-1","-1"
"56290","29","29","29"
"56291","7","7","7"
"56331","30","30","30"
"56349","4","4","4"
"56350","26","26","26"
"56356","7","7","7"
"56362","10","10","10"
"56370","22","22","22"
"56378","30","30","30"
"56385","8","8","8"
"56414","4","4","4"
"56419","7","7","7"
"56421","9","9","9"
"56425","7","7","7"
"56455","23","23","23"
"56461","27","27","27"
"56468","-2","-2","-2"
"56475","40","40","40"
"56476","8","8","8"
"56488","2","2","2"
"56497","31","31","31"
"56500","5","5","5"
"56501","1","1","1"
"56514","17","17","17"
"56531","0","0","0"
"56534","16","16","16"
"56554","9","9","9"
"56555","1","1","1"
"56562","32","32","32"
"56572","5","5","5"
"56588","16","16","16"
"56600","-1","-1","-1"
"56606","31","31","31"
"56621","23","23","23"
"56623","24","24","24"
"56638","7","7","7"
"56657","8","8","8"
"56658","3","3","3"
"56671","0","0","0"
"56685","5","5","5"
"56689","5","5","5"
"56691","6","6","6"
"56692","-1","-1","-1"
"56696","12","12","12"
"56709","19","19","19"
"56710","-2","-2","-2"
"56714","12","12","12"
"56717","6","6","6"
"56721","3","3","3"
"56725","1","1","1"
"56754","-2","-2","-2"
"56761","26","26","26"
"56772","32","32","32"
"56797","6","6","6"
"56801","10","10","10"
"56804","3","3","3"
"56809","28","28","28"
"56814","6","6","6"
"56823","28","28","28"
"56829","1","1","1"
"56839","4","4","4"
"56850","24","24","24"
"56862","3","3","3"
"56871","8","8","8"
"56882","15","15","15"
"56900","19","19","19"
"56908","1","1","1"
"56910","1","1","1"
"56911","0","0","0"
"56923","9","9","9"
"56931","2","2","2"
"56942","7","7","7"
"56948","9","9","9"
"56966","0","0","0"
"56972","4","4","4"
"56993","11","11","11"
"56995","2","2","2"
"57000","9","9","9"
"57020","0","0","0"
"57029","6","6","6"
"57067","34","34","34"
"57090","7","7","7"
"57104","3","3","3"
"57105","-2","-2","-2"
"57116","-1","-1","-1"
"57118","29","29","29"
"57123","5","5","5"
"57131","19","19","19"
"57148","11","11","11"
"57152","8","8","8"
"57158","25","25","25"
"57160","29","29","29"
"57172","-1","-1","-1"
"57180","13","13","13"
"57187","14","14","14"
"57195","7","7","7"
"57196","6","6","6"
"57200","33","33","33"
"57203","6","6","6"
"57208","-1","-1","-1"
"57215","30","30","30"
"57240","27","27","27"
"57245","6","6","6"
"57246","4","4","4"
"57254","-2","-2","-2"
"57258","1","1","1"
"57296","26","26","26"
"57299","0","0","0"
"57303","4","4","4"
"57315","3","3","3"
"57332","0","0","0"
"57347","1","1","1"
"57378","1","1","1"
"57390","5","5","5"
"57397","5","5","5"
"57415","3","3","3"
"57421","-1","-1","-1"
"57441","25","25","25"
"57445","34","34","34"
"57452","-1","-1","-1"
"57456","1","1","1"
"57465","17","17","17"
"57471","5","5","5"
"57472","-2","-2","-2"
"57474","5","5","5"
"57485","8","8","8"
"57516","26","26","26"
"57517","4","4","4"
"57524","3","3","3"
"57537","3","3","3"
"57542","1","1","1"
"57551","-2","-2","-2"
"57568","22","22","22"
"57576","6","6","6"
"57578","33","33","33"
"57580","14","14","14"
"57587","18","18","18"
"57602","5","5","5"
"57603","13","13","13"
"57607","7","7","7"
"57616","2","2","2"
"57629","4","4","4"
"57637","-1","-1","-1"
"57657","0","0","0"
"57658","-1","-1","-1"
"57661","4","4","4"
"57677","4","4","4"
"57680","0","0","0"
"57683","24","24","24"
"57706","-2","-2","-2"
"57712","-2","-2","-2"
"57738","3","3","3"
"57740","7","7","7"
"57760","1","1","1"
"57774","6","6","6"
"57776","2","2","2"
"57783","-1","-1","-1"
"57785","3","3","3"
"57805","4","4","4"
"57810","2","2","2"
"57812","25","25","25"
"57815","33","33","33"
"57825","20","20","20"
"57826","0","0","0"
"57830","13","13","13"
"57851","1","1","1"
"57855","5","5","5"
"57858","10","10","10"
"57859","17","17","17"
"57861","10","10","10"
"57865","7","7","7"
"57875","10","10","10"
"57879","3","3","3"
"57887","12","12","12"
"57891","1","1","1"
"57898","2","2","2"
"57932","11","11","11"
"57934","4","4","4"
"57942","4","4","4"
"57952","0","0","0"
"57964","37","37","37"
"57974","4","4","4"
"57979","3","3","3"
"57989","25","25","25"
"58003","2","2","2"
"58007","4","4","4"
"58024","6","6","6"
"58032","1","1","1"
"58057","0","0","0"
"58060","4","4","4"
"58091","14","14","14"
"58099","3","3","3"
"58105","7","7","7"
"58117","7","7","7"
"58133","0","0","0"
"58135","0","0","0"
"58140","19","19","19"
"58157","0","0","0"
"58162","17","17","17"
"58174","5","5","5"
"58175","0","0","0"
"58195","-2","-2","-2"
"58209","-2","-2","-2"
"58238","1","1","1"
"58252","6","6","6"
"58283","2","2","2"
"58288","20","20","20"
"58289","4","4","4"
"58309","1","1","1"
"58327","6","6","6"
"58331","0","0","0"
"58337","25","25","25"
"58349","9","9","9"
"58400","18","18","18"
"58412","0","0","0"
"58424","7","7","7"
"58439","2","2","2"
"58443","0","0","0"
"58453","1","1","1"
"58460","2","2","2"
"58465","-1","-1","-1"
"58483","21","21","21"
"58487","12","12","12"
"58496","7","7","7"
"58506","3","3","3"
"58528","11","11","11"
"58531","30","30","30"
"58535","17","17","17"
"58541","22","22","22"
"58542","-1","-1","-1"
"58545","8","8","8"
"58558","9","9","9"
"58587","8","8","8"
"58612","6","6","6"
"58614","1","1","1"
"58615","4","4","4"
"58625","1","1","1"
"58635","11","11","11"
"58644","22","22","22"
"58645","30","30","30"
"58648","-1","-1","-1"
"58652","31","31","31"
"58653","5","5","5"
"58656","29","29","29"
"58677","2","2","2"
"58680","2","2","2"
"58688","5","5","5"
"58692","2","2","2"
"58696","-2","-2","-2"
"58701","0","0","0"
"58747","3","3","3"
"58749","1","1","1"
"58756","10","10","10"
"58763","3","3","3"
"58767","19","19","19"
"58792","3","3","3"
"58796","18","18","18"
"58801","12","12","12"
"58806","8","8","8"
"58826","25","25","25"
"58844","6","6","6"
"58849","10","10","10"
"58863","12","12","12"
"58868","5","5","5"
"58879","5","5","5"
"58910","26","26","26"
"58913","8","8","8"
"58936","-2","-2","-2"
"58940","2","2","2"
"58957","1","1","1"
"58960","7","7","7"
"58972","18","18","18"
"58980","18","18","18"
"58995","-1","-1","-1"
"58999","-1","-1","-1"
"59008","3","3","3"
"59010","5","5","5"
"59011","-2","-2","-2"
"59019","4","4","4"
"59034","-1","-1","-1"
"59043","6","6","6"
"59056","-2","-2","-2"
"59057","13","13","13"
"59077","1","1","1"
"59083","1","1","1"
"59108","1","1","1"
"59111","23","23","23"
"59114","-1","-1","-1"
"59115","3","3","3"
"59137","0","0","0"
"59146","19","19","19"
"59155","-2","-2","-2"
"59162","1","1","1"
"59164","9","9","9"
"59184","10","10","10"
"59205","26","26","26"
"59213","2","2","2"
"59217","-1","-1","-1"
"59221","3","3","3"
"59225","2","2","2"
"59227","6","6","6"
"59254","24","24","24"
"59255","-1","-1","-1"
"59258","7","7","7"
"59260","4","4","4"
"59261","-1","-1","-1"
"59281","4","4","4"
"59290","24","24","24"
"59296","6","6","6"
"59301","5","5","5"
"59307","14","14","14"
"59315","-2","-2","-2"
"59323","15","15","15"
"59326","5","5","5"
"59332","5","5","5"
"59340","3","3","3"
"59345","3","3","3"
"59346","-1","-1","-1"
"59385","3","3","3"
"59389","-2","-2","-2"
"59391","28","28","28"
"59397","7","7","7"
"59480","-1","-1","-1"
"59484","3","3","3"
"59487","-1","-1","-1"
"59512","-2","-2","-2"
"59515","3","3","3"
"59529","-1","-1","-1"
"59533","-1","-1","-1"
"59549","-1","-1","-1"
"59550","14","14","14"
"59564","1","1","1"
"59568","0","0","0"
"59572","6","6","6"
"59574","0","0","0"
"59593","6","6","6"
"59598","3","3","3"
"59609","4","4","4"
"59632","3","3","3"
"59644","-2","-2","-2"
"59645","-1","-1","-1"
"59651","-2","-2","-2"
"59654","4","4","4"
"59687","-1","-1","-1"
"59699","3","3","3"
"59707","3","3","3"
"59711","1","1","1"
"59718","16","16","16"
"59724","1","1","1"
"59726","8","8","8"
"59728","1","1","1"
"59752","0","0","0"
"59753","1","1","1"
"59756","8","8","8"
"59764","8","8","8"
"59770","1","1","1"
"59780","1","1","1"
"59783","2","2","2"
"59785","1","1","1"
"59810","-1","-1","-1"
"59812","6","6","6"
"59815","-1","-1","-1"
"59816","0","0","0"
"59827","9","9","9"
"59836","11","11","11"
"59856","-2","-2","-2"
"59858","0","0","0"
"59859","8","8","8"
"59871","17","17","17"
"59881","22","22","22"
"59885","2","2","2"
"59892","0","0","0"
"59920","0","0","0"
"59930","19","19","19"
"59933","-2","-2","-2"
"59936","4","4","4"
"59938","-1","-1","-1"
"59942","1","1","1"
"59950","1","1","1"
"59961","-1","-1","-1"
"59981","1","1","1"
"59991","20","20","20"
"59992","9","9","9"
"60011","2","2","2"
"60023","5","5","5"
"60027","5","5","5"
"60030","2","2","2"
"60039","8","8","8"
"60053","0","0","0"
"60073","6","6","6"
"60084","-2","-2","-2"
"60101","1","1","1"
"60133","11","11","11"
"60136","-2","-2","-2"
"60140","3","3","3"
"60147","-2","-2","-2"
"60175","2","2","2"
"60184","1","1","1"
"60215","2","2","2"
"60227","2","2","2"
"60257","6","6","6"
"60270","-1","-1","-1"
"60281","0","0","0"
"60282","2","2","2"
"60283","-2","-2","-2"
"60285","-1","-1","-1"
"60293","0","0","0"
"60331","-1","-1","-1"
"60342","-1","-1","-1"
"60353","-1","-1","-1"
"60357","-1","-1","-1"
"60362","7","7","7"
"60375","1","1","1"
"60378","-1","-1","-1"
"60395","0","0","0"
"60402","3","3","3"
"60426","1","1","1"
"60453","1","1","1"
"60454","0","0","0"
"60472","-1","-1","-1"
"60475","1","1","1"
"60476","25","25","25"
"60478","4","4","4"
"60486","8","8","8"
"60487","17","17","17"
"60494","15","15","15"
"60509","2","2","2"
"60514","0","0","0"
"60552","2","2","2"
"60561","1","1","1"
"60582","12","12","12"
"60584","0","0","0"
"60587","4","4","4"
"60589","1","1","1"
"60619","1","1","1"
"60628","-1","-1","-1"
"60639","-1","-1","-1"
"60641","0","0","0"
"60671","5","5","5"
"60678","3","3","3"
"60687","9","9","9"
"60690","-1","-1","-1"
"60706","0","0","0"
"60720","1","1","1"
"60731","6","6","6"
"60743","1","1","1"
"60752","0","0","0"
"60763","3","3","3"
"60764","1","1","1"
"60766","9","9","9"
"60777","-1","-1","-1"
"60778","-1","-1","-1"
"60782","0","0","0"
"60788","5","5","5"
"60796","-1","-1","-1"
"60798","12","12","12"
"60805","3","3","3"
"60825","0","0","0"
"60828","8","8","8"
"60830","-2","-2","-2"
"60831","12","12","12"
"60834","5","5","5"
"60835","0","0","0"
"60839","-2","-2","-2"
"60851","-2","-2","-2"
"60857","2","2","2"
"60868","22","22","22"
"60869","0","0","0"
"60877","5","5","5"
"60894","-1","-1","-1"
"60896","4","4","4"
"60899","7","7","7"
"60910","1","1","1"
"60918","-2","-2","-2"
"60931","2","2","2"
"60939","-1","-1","-1"
"60942","1","1","1"
"60948","1","1","1"
"60961","-2","-2","-2"
"60967","9","9","9"
"60973","20","20","20"
"60977","1","1","1"
"60987","-1","-1","-1"
"60999","3","3","3"
"61003","-1","-1","-1"
"61010","-1","-1","-1"
"61022","6","6","6"
"61064","0","0","0"
"61084","-1","-1","-1"
"61091","5","5","5"
"61093","-1","-1","-1"
"61105","-2","-2","-2"
"61115","1","1","1"
"61122","-1","-1","-1"
"61140","5","5","5"
"61169","3","3","3"
"61172","-1","-1","-1"
"61178","1","1","1"
"61206","-2","-2","-2"
"61208","1","1","1"
"61230","2","2","2"
"61242","-2","-2","-2"
"61243","4","4","4"
"61246","5","5","5"
"61254","4","4","4"
"61257","8","8","8"
"61273","-1","-1","-1"
"61284","5","5","5"
"61289","0","0","0"
"61295","3","3","3"
"61305","2","2","2"
"61309","1","1","1"
"61310","-2","-2","-2"
"61320","-2","-2","-2"
"61339","-1","-1","-1"
"61340","1","1","1"
"61350","11","11","11"
"61367","-1","-1","-1"
"61384","3","3","3"
"61394","20","20","20"
"61407","-2","-2","-2"
"61440","1","1","1"
"61443","2","2","2"
"61445","-1","-1","-1"
"61466","-1","-1","-1"
"61467","2","2","2"
"61471","-1","-1","-1"
"61486","5","5","5"
"61487","1","1","1"
"61494","-2","-2","-2"
"61498","-2","-2","-2"
"61506","-1","-1","-1"
"61508","1","1","1"
"61519","2","2","2"
"61520","-1","-1","-1"
"61521","-2","-2","-2"
"61530","2","2","2"
"61568","0","0","0"
"61569","22","22","22"
"61574","-2","-2","-2"
"61582","1","1","1"
"61587","-1","-1","-1"
"61603","-1","-1","-1"
"61605","3","3","3"
"61613","3","3","3"
"61632","10","10","10"
"61635","0","0","0"
"61640","2","2","2"
"61642","-2","-2","-2"
"61644","10","10","10"
"61655","-1","-1","-1"
"61659","2","2","2"
"61663","-1","-1","-1"
"61673","4","4","4"
"61675","-2","-2","-2"
"61676","1","1","1"
"61679","-2","-2","-2"
"61684","11","11","11"
"61698","-1","-1","-1"
"61731","13","13","13"
"61752","1","1","1"
"61758","-2","-2","-2"
"61770","0","0","0"
"61802","1","1","1"
"61803","0","0","0"
"61811","8","8","8"
"61816","-2","-2","-2"
"61830","0","0","0"
"61840","4","4","4"
"61843","2","2","2"
"61847","2","2","2"
"61864","-2","-2","-2"
"61868","-2","-2","-2"
"61869","0","0","0"
"61870","7","7","7"
"61883","-2","-2","-2"
"61892","0","0","0"
"61900","14","14","14"
"61916","2","2","2"
"61943","-2","-2","-2"
"61945","9","9","9"
"61949","-1","-1","-1"
"61952","-2","-2","-2"
"61963","-2","-2","-2"
"61970","0","0","0"
"61982","20","20","20"
"62004","10","10","10"
"62006","-2","-2","-2"
"62032","-2","-2","-2"
"62033","-2","-2","-2"
"62053","-2","-2","-2"
"62105","-1","-1","-1"
"62110","2","2","2"
"62124","-2","-2","-2"
"62127","17","17","17"
"62133","-1","-1","-1"
"62139","8","8","8"
"62151","-2","-2","-2"
