"Step","DQN_run_1747564920 - total_reward","DQN_run_1747564920 - total_reward__MIN","DQN_run_1747564920 - total_reward__MAX"
"26508","43","43","43"
"26513","46","46","46"
"26518","43","43","43"
"26525","44","44","44"
"26537","45","45","45"
"26541","48","48","48"
"26543","44","44","44"
"26548","47","47","47"
"26556","50","50","50"
"26560","48","48","48"
"26565","46","46","46"
"26570","53","53","53"
"26580","49","49","49"
"26591","45","45","45"
"26592","11","11","11"
"26593","46","46","46"
"26606","29","29","29"
"26607","12","12","12"
"26608","-2","-2","-2"
"26614","45","45","45"
"26617","45","45","45"
"26618","43","43","43"
"26620","44","44","44"
"26627","44","44","44"
"26630","45","45","45"
"26634","45","45","45"
"26635","48","48","48"
"26637","43","43","43"
"26641","43","43","43"
"26654","45","45","45"
"26662","45","45","45"
"26666","8","8","8"
"26668","46","46","46"
"26669","23","23","23"
"26674","49","49","49"
"26676","46","46","46"
"26684","19","19","19"
"26689","46","46","46"
"26690","47","47","47"
"26693","46","46","46"
"26695","44","44","44"
"26701","44","44","44"
"26705","47","47","47"
"26715","46","46","46"
"26716","46","46","46"
"26717","46","46","46"
"26727","46","46","46"
"26737","15","15","15"
"26739","47","47","47"
"26741","44","44","44"
"26746","45","45","45"
"26747","12","12","12"
"26748","43","43","43"
"26749","45","45","45"
"26753","23","23","23"
"26759","44","44","44"
"26771","49","49","49"
"26772","44","44","44"
"26781","44","44","44"
"26785","47","47","47"
"26788","18","18","18"
"26794","46","46","46"
"26795","46","46","46"
"26804","44","44","44"
"26808","43","43","43"
"26819","43","43","43"
"26825","46","46","46"
"26826","48","48","48"
"26827","49","49","49"
"26844","43","43","43"
"26848","43","43","43"
"26863","22","22","22"
"26872","45","45","45"
"26873","27","27","27"
"26879","45","45","45"
"26886","45","45","45"
"26888","43","43","43"
"26903","46","46","46"
"26906","44","44","44"
"26921","47","47","47"
"26926","48","48","48"
"26927","48","48","48"
"26941","47","47","47"
"26945","43","43","43"
"26950","5","5","5"
"26951","44","44","44"
"26954","49","49","49"
"26961","49","49","49"
"26964","44","44","44"
"26972","46","46","46"
"26976","44","44","44"
"26977","44","44","44"
"26983","45","45","45"
"26988","43","43","43"
"26998","43","43","43"
"26999","47","47","47"
"27006","44","44","44"
"27007","20","20","20"
"27014","44","44","44"
"27018","49","49","49"
"27022","45","45","45"
"27025","44","44","44"
"27028","44","44","44"
"27030","45","45","45"
"27031","6","6","6"
"27034","43","43","43"
"27036","5","5","5"
"27051","47","47","47"
"27052","48","48","48"
"27061","19","19","19"
"27070","44","44","44"
"27076","44","44","44"
"27078","46","46","46"
"27082","11","11","11"
"27091","47","47","47"
"27093","43","43","43"
"27097","45","45","45"
"27103","29","29","29"
"27107","50","50","50"
"27110","46","46","46"
"27123","16","16","16"
"27129","44","44","44"
"27133","48","48","48"
"27137","45","45","45"
"27146","43","43","43"
"27155","46","46","46"
"27175","16","16","16"
"27176","44","44","44"
"27186","48","48","48"
"27187","45","45","45"
"27188","46","46","46"
"27193","46","46","46"
"27211","20","20","20"
"27212","45","45","45"
"27213","43","43","43"
"27214","43","43","43"
"27218","18","18","18"
"27220","43","43","43"
"27221","43","43","43"
"27222","44","44","44"
"27228","43","43","43"
"27247","43","43","43"
"27248","46","46","46"
"27249","44","44","44"
"27253","43","43","43"
"27254","44","44","44"
"27258","48","48","48"
"27266","45","45","45"
"27271","45","45","45"
"27272","43","43","43"
"27274","49","49","49"
"27280","45","45","45"
"27283","45","45","45"
"27293","3","3","3"
"27295","46","46","46"
"27299","43","43","43"
"27305","44","44","44"
"27306","47","47","47"
"27307","48","48","48"
"27308","44","44","44"
"27309","46","46","46"
"27312","50","50","50"
"27313","45","45","45"
"27318","45","45","45"
"27337","46","46","46"
"27339","43","43","43"
"27341","45","45","45"
"27343","43","43","43"
"27347","50","50","50"
"27354","47","47","47"
"27361","44","44","44"
"27366","50","50","50"
"27371","29","29","29"
"27378","44","44","44"
"27379","45","45","45"
"27381","47","47","47"
"27387","43","43","43"
"27390","11","11","11"
"27392","46","46","46"
"27398","47","47","47"
"27406","45","45","45"
"27423","44","44","44"
"27425","46","46","46"
"27427","43","43","43"
"27428","45","45","45"
"27430","44","44","44"
"27435","44","44","44"
"27443","49","49","49"
"27449","44","44","44"
"27452","43","43","43"
"27456","45","45","45"
"27457","49","49","49"
"27465","27","27","27"
"27466","47","47","47"
"27467","44","44","44"
"27468","45","45","45"
"27470","43","43","43"
"27475","45","45","45"
"27477","4","4","4"
"27483","45","45","45"
"27484","48","48","48"
"27485","47","47","47"
"27494","45","45","45"
"27499","46","46","46"
"27507","48","48","48"
"27509","44","44","44"
"27511","44","44","44"
"27515","45","45","45"
"27516","46","46","46"
"27534","49","49","49"
"27537","47","47","47"
"27547","44","44","44"
"27550","45","45","45"
"27560","15","15","15"
"27562","48","48","48"
"27567","50","50","50"
"27571","43","43","43"
"27572","43","43","43"
"27577","10","10","10"
"27583","45","45","45"
"27586","46","46","46"
"27593","44","44","44"
"27598","48","48","48"
"27607","44","44","44"
"27609","43","43","43"
"27613","43","43","43"
"27620","47","47","47"
"27622","16","16","16"
"27623","9","9","9"
"27626","43","43","43"
"27628","49","49","49"
"27633","46","46","46"
"27642","46","46","46"
"27645","44","44","44"
"27655","48","48","48"
"27659","45","45","45"
"27660","44","44","44"
"27661","2","2","2"
"27663","48","48","48"
"27664","46","46","46"
"27665","19","19","19"
"27676","45","45","45"
"27682","18","18","18"
"27693","46","46","46"
"27695","49","49","49"
"27696","44","44","44"
"27709","45","45","45"
"27710","44","44","44"
"27724","16","16","16"
"27734","44","44","44"
"27738","43","43","43"
"27740","47","47","47"
"27749","44","44","44"
"27754","43","43","43"
"27758","44","44","44"
"27766","46","46","46"
"27775","45","45","45"
"27777","43","43","43"
"27782","43","43","43"
"27784","43","43","43"
"27789","43","43","43"
"27797","48","48","48"
"27803","43","43","43"
"27805","43","43","43"
"27807","20","20","20"
"27810","12","12","12"
"27813","46","46","46"
"27815","46","46","46"
"27825","43","43","43"
"27831","25","25","25"
"27834","43","43","43"
"27838","49","49","49"
"27851","53","53","53"
"27852","23","23","23"
"27853","46","46","46"
"27858","43","43","43"
"27859","46","46","46"
"27862","44","44","44"
"27865","46","46","46"
"27870","6","6","6"
"27887","49","49","49"
"27895","44","44","44"
"27896","46","46","46"
"27904","44","44","44"
"27909","47","47","47"
"27913","47","47","47"
"27915","5","5","5"
"27924","49","49","49"
"27926","17","17","17"
"27931","15","15","15"
"27934","47","47","47"
"27939","46","46","46"
"27940","49","49","49"
"27942","45","45","45"
"27951","46","46","46"
"27955","46","46","46"
"27956","47","47","47"
"27967","44","44","44"
"27972","44","44","44"
"27988","48","48","48"
"27989","46","46","46"
"27997","46","46","46"
"28001","47","47","47"
"28010","43","43","43"
"28011","45","45","45"
"28015","45","45","45"
"28018","45","45","45"
"28036","44","44","44"
"28047","44","44","44"
"28048","45","45","45"
"28051","43","43","43"
"28061","48","48","48"
"28066","44","44","44"
"28072","18","18","18"
"28100","43","43","43"
"28104","44","44","44"
"28109","44","44","44"
"28111","44","44","44"
"28114","48","48","48"
"28117","47","47","47"
"28124","44","44","44"
"28125","44","44","44"
"28128","47","47","47"
"28132","48","48","48"
"28136","43","43","43"
"28137","45","45","45"
"28142","47","47","47"
"28151","19","19","19"
"28153","27","27","27"
"28156","47","47","47"
"28159","43","43","43"
"28163","9","9","9"
"28164","44","44","44"
"28169","46","46","46"
"28170","20","20","20"
"28173","47","47","47"
"28175","47","47","47"
"28184","44","44","44"
"28192","46","46","46"
"28196","44","44","44"
"28202","45","45","45"
"28218","45","45","45"
"28223","43","43","43"
"28227","49","49","49"
"28232","45","45","45"
"28233","50","50","50"
"28240","47","47","47"
"28245","21","21","21"
"28246","43","43","43"
"28247","44","44","44"
"28253","46","46","46"
"28255","44","44","44"
"28257","44","44","44"
"28260","49","49","49"
"28265","46","46","46"
"28267","43","43","43"
"28268","48","48","48"
"28270","43","43","43"
"28289","7","7","7"
"28298","46","46","46"
"28304","43","43","43"
"28305","48","48","48"
"28307","44","44","44"
"28308","45","45","45"
"28310","45","45","45"
"28315","43","43","43"
"28317","44","44","44"
"28327","45","45","45"
"28329","43","43","43"
"28330","45","45","45"
"28332","50","50","50"
"28344","48","48","48"
"28349","7","7","7"
"28350","47","47","47"
"28356","7","7","7"
"28358","46","46","46"
"28362","49","49","49"
"28371","49","49","49"
"28375","17","17","17"
"28376","49","49","49"
"28378","48","48","48"
"28385","44","44","44"
"28388","46","46","46"
"28396","44","44","44"
"28424","44","44","44"
"28429","21","21","21"
"28432","44","44","44"
"28441","46","46","46"
"28444","44","44","44"
"28455","43","43","43"
"28464","43","43","43"
"28475","26","26","26"
"28476","48","48","48"
"28480","3","3","3"
"28484","43","43","43"
"28495","44","44","44"
"28500","44","44","44"
"28512","45","45","45"
"28514","43","43","43"
"28522","45","45","45"
"28530","46","46","46"
"28534","44","44","44"
"28539","45","45","45"
"28540","44","44","44"
"28544","43","43","43"
"28547","0","0","0"
"28566","45","45","45"
"28569","48","48","48"
"28576","45","45","45"
"28581","45","45","45"
"28586","46","46","46"
"28589","45","45","45"
"28591","47","47","47"
"28597","47","47","47"
"28599","44","44","44"
"28604","43","43","43"
"28605","46","46","46"
"28610","44","44","44"
"28611","43","43","43"
"28626","44","44","44"
"28627","44","44","44"
"28629","45","45","45"
"28630","45","45","45"
"28635","21","21","21"
"28640","44","44","44"
"28647","46","46","46"
"28650","44","44","44"
"28651","2","2","2"
"28652","47","47","47"
"28653","17","17","17"
"28655","50","50","50"
"28670","0","0","0"
"28689","44","44","44"
"28692","47","47","47"
"28695","48","48","48"
"28698","52","52","52"
"28703","44","44","44"
"28711","44","44","44"
"28712","-1","-1","-1"
"28720","10","10","10"
"28727","48","48","48"
"28732","47","47","47"
"28735","45","45","45"
"28738","45","45","45"
"28747","4","4","4"
"28757","45","45","45"
"28777","10","10","10"
"28778","47","47","47"
"28782","13","13","13"
"28784","47","47","47"
"28787","48","48","48"
"28794","49","49","49"
"28802","46","46","46"
"28811","44","44","44"
"28815","46","46","46"
"28829","44","44","44"
"28831","43","43","43"
"28847","44","44","44"
"28850","12","12","12"
"28866","45","45","45"
"28868","44","44","44"
"28874","-1","-1","-1"
"28880","0","0","0"
"28888","47","47","47"
"28903","43","43","43"
"28906","48","48","48"
"28907","46","46","46"
"28909","46","46","46"
"28910","44","44","44"
"28913","6","6","6"
"28915","24","24","24"
"28917","16","16","16"
"28922","46","46","46"
"28923","47","47","47"
"28930","44","44","44"
"28932","44","44","44"
"28934","5","5","5"
"28942","44","44","44"
"28957","17","17","17"
"28966","9","9","9"
"28968","46","46","46"
"28973","45","45","45"
"28978","43","43","43"
"28979","47","47","47"
"28982","44","44","44"
"28988","46","46","46"
"28998","49","49","49"
"28999","46","46","46"
"29009","43","43","43"
"29010","43","43","43"
"29021","46","46","46"
"29023","44","44","44"
"29031","45","45","45"
"29050","44","44","44"
"29052","44","44","44"
"29056","18","18","18"
"29066","43","43","43"
"29073","45","45","45"
"29077","17","17","17"
"29086","45","45","45"
"29089","46","46","46"
"29099","43","43","43"
"29100","47","47","47"
"29103","43","43","43"
"29110","6","6","6"
"29111","45","45","45"
"29114","46","46","46"
"29119","1","1","1"
"29121","45","45","45"
"29125","21","21","21"
"29134","43","43","43"
"29135","8","8","8"
"29139","15","15","15"
"29145","48","48","48"
"29147","46","46","46"
"29148","47","47","47"
"29156","45","45","45"
"29161","7","7","7"
"29162","44","44","44"
"29170","44","44","44"
"29171","47","47","47"
"29182","20","20","20"
"29183","43","43","43"
"29202","44","44","44"
"29203","47","47","47"
"29206","49","49","49"
"29208","43","43","43"
"29215","44","44","44"
"29221","46","46","46"
"29224","46","46","46"
"29229","45","45","45"
"29231","44","44","44"
"29235","46","46","46"
"29239","44","44","44"
"29241","49","49","49"
"29246","44","44","44"
"29247","48","48","48"
"29248","45","45","45"
"29262","48","48","48"
"29263","45","45","45"
"29264","48","48","48"
"29265","11","11","11"
"29267","49","49","49"
"29268","46","46","46"
"29269","47","47","47"
"29271","45","45","45"
"29274","0","0","0"
"29275","45","45","45"
"29276","46","46","46"
"29282","43","43","43"
"29288","43","43","43"
"29293","21","21","21"
"29294","43","43","43"
"29295","45","45","45"
"29301","46","46","46"
"29310","19","19","19"
"29313","45","45","45"
"29321","43","43","43"
"29331","48","48","48"
"29336","43","43","43"
"29337","45","45","45"
"29342","48","48","48"
"29343","45","45","45"
"29346","50","50","50"
"29364","49","49","49"
"29366","46","46","46"
"29371","14","14","14"
"29379","14","14","14"
"29387","48","48","48"
"29390","47","47","47"
"29404","43","43","43"
"29407","43","43","43"
"29410","45","45","45"
"29412","46","46","46"
"29414","46","46","46"
"29426","49","49","49"
"29427","43","43","43"
"29429","48","48","48"
"29431","49","49","49"
"29432","43","43","43"
"29437","17","17","17"
"29439","43","43","43"
"29444","44","44","44"
"29447","44","44","44"
"29454","47","47","47"
"29485","46","46","46"
"29487","46","46","46"
"29490","44","44","44"
"29494","47","47","47"
"29495","46","46","46"
"29499","12","12","12"
"29506","45","45","45"
"29511","46","46","46"
"29515","26","26","26"
"29528","7","7","7"
"29529","44","44","44"
"29544","43","43","43"
"29551","44","44","44"
"29554","-1","-1","-1"
"29557","44","44","44"
"29559","46","46","46"
"29568","44","44","44"
"29569","44","44","44"
"29572","44","44","44"
"29573","47","47","47"
"29576","47","47","47"
"29577","43","43","43"
"29580","46","46","46"
"29585","46","46","46"
"29586","44","44","44"
"29588","43","43","43"
"29599","44","44","44"
"29603","46","46","46"
"29606","23","23","23"
"29607","48","48","48"
"29609","44","44","44"
"29611","45","45","45"
"29614","13","13","13"
"29624","45","45","45"
"29628","46","46","46"
"29637","48","48","48"
"29643","43","43","43"
"29644","43","43","43"
"29649","48","48","48"
"29654","44","44","44"
"29661","45","45","45"
"29669","45","45","45"
"29671","47","47","47"
"29672","45","45","45"
"29673","46","46","46"
"29676","45","45","45"
"29677","9","9","9"
"29681","45","45","45"
"29701","46","46","46"
"29702","48","48","48"
"29728","44","44","44"
"29733","43","43","43"
"29743","46","46","46"
"29747","25","25","25"
"29749","44","44","44"
"29753","44","44","44"
"29760","44","44","44"
"29762","9","9","9"
"29763","50","50","50"
"29768","45","45","45"
"29769","45","45","45"
"29775","47","47","47"
"29776","45","45","45"
"29778","46","46","46"
"29781","20","20","20"
"29785","47","47","47"
"29787","43","43","43"
"29799","45","45","45"
"29803","47","47","47"
"29806","47","47","47"
"29807","47","47","47"
"29809","45","45","45"
"29812","45","45","45"
"29816","45","45","45"
"29822","48","48","48"
"29828","45","45","45"
"29831","44","44","44"
"29835","47","47","47"
"29840","49","49","49"
"29847","46","46","46"
"29860","44","44","44"
"29861","46","46","46"
"29865","49","49","49"
"29870","49","49","49"
"29872","43","43","43"
"29876","2","2","2"
"29881","46","46","46"
"29882","48","48","48"
"29895","47","47","47"
"29904","43","43","43"
"29907","45","45","45"
"29909","46","46","46"
"29913","13","13","13"
"29916","44","44","44"
"29918","43","43","43"
"29924","43","43","43"
"29941","44","44","44"
"29942","46","46","46"
"29948","26","26","26"
"29955","45","45","45"
"29956","43","43","43"
"29960","44","44","44"
"29987","44","44","44"
"29994","6","6","6"
"30004","44","44","44"
"30008","12","12","12"
"30014","46","46","46"
"30015","-1","-1","-1"
"30019","43","43","43"
"30032","46","46","46"
"30043","44","44","44"
"30046","43","43","43"
"30065","45","45","45"
"30069","48","48","48"
"30070","44","44","44"
"30073","45","45","45"
"30081","44","44","44"
"30092","47","47","47"
"30094","44","44","44"
"30097","44","44","44"
"30099","48","48","48"
"30102","44","44","44"
"30103","47","47","47"
"30104","45","45","45"
"30109","45","45","45"
"30113","44","44","44"
"30130","19","19","19"
"30132","49","49","49"
"30135","44","44","44"
"30143","44","44","44"
"30144","-3","-3","-3"
"30146","46","46","46"
"30148","43","43","43"
"30151","47","47","47"
"30155","46","46","46"
"30158","45","45","45"
"30160","49","49","49"
"30162","23","23","23"
"30167","46","46","46"
"30171","46","46","46"
"30186","44","44","44"
"30193","44","44","44"
"30197","4","4","4"
"30201","47","47","47"
"30208","47","47","47"
"30215","46","46","46"
"30217","43","43","43"
"30227","47","47","47"
"30230","27","27","27"
"30232","44","44","44"
"30233","49","49","49"
"30237","49","49","49"
"30250","46","46","46"
"30252","45","45","45"
"30254","46","46","46"
"30264","45","45","45"
"30269","44","44","44"
"30277","51","51","51"
"30284","47","47","47"
"30285","26","26","26"
"30291","48","48","48"
"30293","44","44","44"
"30298","22","22","22"
"30300","51","51","51"
"30305","45","45","45"
"30315","43","43","43"
"30325","45","45","45"
"30330","7","7","7"
"30331","47","47","47"
"30338","45","45","45"
"30344","46","46","46"
"30349","49","49","49"
"30364","17","17","17"
"30369","14","14","14"
"30371","50","50","50"
"30372","44","44","44"
"30376","50","50","50"
"30387","45","45","45"
"30391","47","47","47"
"30393","49","49","49"
"30395","44","44","44"
"30397","47","47","47"
"30410","44","44","44"
"30415","47","47","47"
"30418","45","45","45"
"30431","43","43","43"
"30435","22","22","22"
"30439","45","45","45"
"30450","2","2","2"
"30458","45","45","45"
"30473","47","47","47"
"30474","49","49","49"
"30475","45","45","45"
"30476","46","46","46"
"30484","45","45","45"
"30485","22","22","22"
"30491","49","49","49"
"30497","46","46","46"
"30501","47","47","47"
"30508","49","49","49"
"30530","47","47","47"
"30534","44","44","44"
"30536","48","48","48"
"30537","22","22","22"
"30539","10","10","10"
"30544","44","44","44"
"30545","47","47","47"
"30551","48","48","48"
"30563","49","49","49"
"30569","44","44","44"
"30570","49","49","49"
"30573","44","44","44"
"30589","47","47","47"
"30592","44","44","44"
"30596","48","48","48"
"30597","23","23","23"
"30603","43","43","43"
"30607","47","47","47"
"30610","43","43","43"
"30613","45","45","45"
"30618","48","48","48"
"30620","50","50","50"
"30626","46","46","46"
"30640","43","43","43"
"30648","48","48","48"
"30656","47","47","47"
"30667","48","48","48"
"30669","46","46","46"
"30676","46","46","46"
"30678","44","44","44"
"30688","45","45","45"
"30691","46","46","46"
"30696","18","18","18"
"30697","46","46","46"
"30703","47","47","47"
"30707","43","43","43"
"30716","48","48","48"
"30719","9","9","9"
"30725","48","48","48"
"30727","25","25","25"
"30736","44","44","44"
"30749","50","50","50"
"30763","49","49","49"
"30767","46","46","46"
"30772","44","44","44"
"30773","48","48","48"
"30774","46","46","46"
"30776","44","44","44"
"30777","47","47","47"
"30778","45","45","45"
"30781","43","43","43"
"30786","45","45","45"
"30793","49","49","49"
"30796","46","46","46"
"30803","44","44","44"
"30804","46","46","46"
"30808","48","48","48"
"30812","43","43","43"
"30817","16","16","16"
"30818","45","45","45"
"30822","43","43","43"
"30834","44","44","44"
"30841","8","8","8"
"30847","45","45","45"
"30848","43","43","43"
"30849","47","47","47"
"30850","51","51","51"
"30854","47","47","47"
"30859","19","19","19"
"30868","44","44","44"
"30872","46","46","46"
"30874","0","0","0"
"30876","45","45","45"
"30882","45","45","45"
"30893","49","49","49"
"30908","44","44","44"
"30911","47","47","47"
"30915","1","1","1"
"30916","44","44","44"
"30926","48","48","48"
"30927","48","48","48"
"30930","8","8","8"
"30937","43","43","43"
"30938","44","44","44"
"30945","47","47","47"
"30950","44","44","44"
"30964","45","45","45"
"30968","-1","-1","-1"
"30970","46","46","46"
"30971","44","44","44"
"30982","43","43","43"
"30986","45","45","45"
"30989","6","6","6"
"30991","17","17","17"
"30993","47","47","47"
"31009","48","48","48"
"31015","45","45","45"
"31017","47","47","47"
"31020","51","51","51"
"31023","1","1","1"
"31030","46","46","46"
"31032","44","44","44"
"31033","1","1","1"
"31035","10","10","10"
"31039","43","43","43"
"31043","45","45","45"
"31045","44","44","44"
"31052","44","44","44"
"31058","43","43","43"
"31060","51","51","51"
"31064","46","46","46"
"31071","16","16","16"
"31075","46","46","46"
"31078","47","47","47"
"31079","46","46","46"
"31084","47","47","47"
"31085","47","47","47"
"31089","47","47","47"
"31097","44","44","44"
"31111","2","2","2"
"31113","52","52","52"
"31116","49","49","49"
"31123","44","44","44"
"31124","47","47","47"
"31144","44","44","44"
"31155","43","43","43"
"31156","44","44","44"
"31157","8","8","8"
"31158","46","46","46"
"31163","45","45","45"
"31166","44","44","44"
"31167","44","44","44"
"31171","44","44","44"
"31178","45","45","45"
"31180","12","12","12"
"31184","43","43","43"
"31186","47","47","47"
"31189","45","45","45"
"31190","48","48","48"
"31201","45","45","45"
"31204","43","43","43"
"31206","9","9","9"
"31218","46","46","46"
"31221","43","43","43"
"31232","46","46","46"
"31233","46","46","46"
"31237","47","47","47"
"31238","46","46","46"
"31246","43","43","43"
"31251","43","43","43"
"31263","43","43","43"
"31264","43","43","43"
"31267","48","48","48"
"31271","44","44","44"
"31277","45","45","45"
"31287","46","46","46"
"31290","46","46","46"
"31291","43","43","43"
"31294","47","47","47"
"31295","43","43","43"
"31297","47","47","47"
"31298","45","45","45"
"31301","18","18","18"
"31302","44","44","44"
"31303","45","45","45"
"31306","44","44","44"
"31310","7","7","7"
"31315","43","43","43"
"31319","45","45","45"
"31321","45","45","45"
"31323","48","48","48"
"31328","43","43","43"
"31335","46","46","46"
"31339","45","45","45"
"31342","43","43","43"
"31345","47","47","47"
"31348","46","46","46"
"31375","16","16","16"
"31380","47","47","47"
"31396","44","44","44"
"31400","49","49","49"
"31409","44","44","44"
"31421","23","23","23"
"31426","45","45","45"
"31440","49","49","49"
"31441","45","45","45"
"31444","44","44","44"
"31447","46","46","46"
"31460","44","44","44"
"31463","45","45","45"
"31466","44","44","44"
"31467","43","43","43"
"31470","45","45","45"
"31471","49","49","49"
"31475","46","46","46"
"31488","46","46","46"
"31490","47","47","47"
"31492","45","45","45"
"31495","46","46","46"
"31496","46","46","46"
"31497","43","43","43"
"31498","46","46","46"
"31502","47","47","47"
"31509","43","43","43"
"31510","45","45","45"
"31517","47","47","47"
"31523","44","44","44"
"31529","45","45","45"
"31533","45","45","45"
"31537","46","46","46"
"31542","49","49","49"
"31548","45","45","45"
"31554","45","45","45"
"31557","44","44","44"
"31562","44","44","44"
"31564","44","44","44"
"31575","21","21","21"
"31578","46","46","46"
"31579","48","48","48"
"31580","27","27","27"
"31581","2","2","2"
"31584","44","44","44"
"31585","48","48","48"
"31592","44","44","44"
"31596","47","47","47"
"31599","17","17","17"
"31603","22","22","22"
"31604","46","46","46"
"31605","7","7","7"
"31607","45","45","45"
"31611","44","44","44"
"31620","46","46","46"
"31638","21","21","21"
"31643","44","44","44"
"31653","46","46","46"
"31658","47","47","47"
"31664","43","43","43"
"31665","21","21","21"
"31666","48","48","48"
"31675","43","43","43"
"31676","26","26","26"
"31679","44","44","44"
"31681","44","44","44"
"31693","44","44","44"
"31703","9","9","9"
"31704","46","46","46"
"31705","46","46","46"
"31709","44","44","44"
"31712","43","43","43"
"31718","20","20","20"
"31720","19","19","19"
"31723","46","46","46"
"31726","46","46","46"
"31727","18","18","18"
"31728","45","45","45"
"31733","45","45","45"
"31737","44","44","44"
"31738","43","43","43"
"31742","50","50","50"
"31752","43","43","43"
"31753","44","44","44"
"31758","8","8","8"
"31760","44","44","44"
"31761","45","45","45"
"31765","47","47","47"
"31770","51","51","51"
"31771","21","21","21"
"31775","50","50","50"
"31783","46","46","46"
"31784","49","49","49"
"31786","42","42","42"
"31806","44","44","44"
"31829","48","48","48"
"31831","50","50","50"
"31850","43","43","43"
"31863","44","44","44"
"31866","46","46","46"
"31867","43","43","43"
"31868","46","46","46"
"31875","43","43","43"
"31881","43","43","43"
"31891","50","50","50"
"31893","47","47","47"
"31894","43","43","43"
"31896","46","46","46"
"31900","46","46","46"
"31904","0","0","0"
"31906","24","24","24"
"31921","48","48","48"
"31926","45","45","45"
"31930","13","13","13"
"31936","3","3","3"
"31948","46","46","46"
"31949","43","43","43"
"31957","46","46","46"
"31964","43","43","43"
"31965","43","43","43"
"31967","47","47","47"
"31968","46","46","46"
"31978","49","49","49"
"31979","47","47","47"
"31981","6","6","6"
"31985","21","21","21"
"31987","48","48","48"
"31990","45","45","45"
"31995","49","49","49"
"32010","49","49","49"
"32011","44","44","44"
"32019","48","48","48"
"32023","2","2","2"
"32029","44","44","44"
"32032","45","45","45"
"32033","47","47","47"
"32034","49","49","49"
"32037","47","47","47"
"32040","47","47","47"
"32042","43","43","43"
"32045","45","45","45"
"32046","5","5","5"
"32051","48","48","48"
"32052","43","43","43"
"32058","43","43","43"
"32059","44","44","44"
"32061","46","46","46"
"32062","44","44","44"
"32065","46","46","46"
"32069","44","44","44"
"32078","48","48","48"
"32081","44","44","44"
"32090","45","45","45"
"32102","4","4","4"
"32104","46","46","46"
"32107","44","44","44"
"32111","43","43","43"
"32116","50","50","50"
"32120","45","45","45"
"32122","18","18","18"
"32124","44","44","44"
"32131","47","47","47"
"32135","48","48","48"
"32137","49","49","49"
"32140","47","47","47"
"32141","46","46","46"
"32144","44","44","44"
"32146","50","50","50"
"32149","45","45","45"
"32150","5","5","5"
"32155","44","44","44"
"32166","44","44","44"
"32170","46","46","46"
"32174","24","24","24"
"32176","44","44","44"
"32189","45","45","45"
"32193","43","43","43"
"32198","43","43","43"
"32201","3","3","3"
"32214","43","43","43"
"32222","44","44","44"
"32225","45","45","45"
"32231","47","47","47"
"32236","43","43","43"
"32241","45","45","45"
"32243","43","43","43"
"32246","44","44","44"
"32250","44","44","44"
"32254","45","45","45"
"32256","43","43","43"
"32267","45","45","45"
"32270","47","47","47"
"32272","45","45","45"
"32281","45","45","45"
"32297","44","44","44"
"32300","45","45","45"
"32304","9","9","9"
"32317","44","44","44"
"32318","45","45","45"
"32328","46","46","46"
"32338","20","20","20"
"32341","43","43","43"
"32343","44","44","44"
"32344","45","45","45"
"32350","46","46","46"
"32353","51","51","51"
"32356","45","45","45"
"32358","48","48","48"
"32359","46","46","46"
"32362","45","45","45"
"32374","18","18","18"
"32375","44","44","44"
"32389","44","44","44"
"32395","46","46","46"
"32401","46","46","46"
"32404","43","43","43"
"32409","43","43","43"
"32410","48","48","48"
"32416","44","44","44"
"32417","43","43","43"
"32424","6","6","6"
"32425","-1","-1","-1"
"32429","46","46","46"
"32433","50","50","50"
"32439","45","45","45"
"32441","45","45","45"
"32447","47","47","47"
"32452","5","5","5"
"32453","45","45","45"
"32461","45","45","45"
"32466","45","45","45"
"32470","45","45","45"
"32478","47","47","47"
"32481","46","46","46"
"32484","47","47","47"
"32485","47","47","47"
"32487","46","46","46"
"32488","45","45","45"
"32491","48","48","48"
"32503","47","47","47"
"32506","48","48","48"
"32507","43","43","43"
"32508","43","43","43"
"32510","20","20","20"
"32515","45","45","45"
"32520","47","47","47"
"32525","47","47","47"
"32526","46","46","46"
"32528","9","9","9"
"32533","43","43","43"
"32538","45","45","45"
"32542","43","43","43"
"32543","48","48","48"
"32560","8","8","8"
"32567","44","44","44"
"32590","46","46","46"
"32593","43","43","43"
"32601","45","45","45"
"32605","46","46","46"
"32639","45","45","45"
"32645","45","45","45"
"32647","50","50","50"
"32650","43","43","43"
"32652","45","45","45"
"32654","47","47","47"
"32657","45","45","45"
"32659","44","44","44"
"32664","43","43","43"
"32670","48","48","48"
"32674","47","47","47"
"32675","48","48","48"
"32676","44","44","44"
"32682","47","47","47"
"32688","19","19","19"
"32701","50","50","50"
"32712","44","44","44"
"32727","46","46","46"
"32736","11","11","11"
"32738","44","44","44"
"32743","46","46","46"
"32750","47","47","47"
"32754","44","44","44"
"32755","45","45","45"
"32758","50","50","50"
"32759","43","43","43"
"32768","48","48","48"
"32770","44","44","44"
"32775","47","47","47"
"32787","23","23","23"
"32795","48","48","48"
"32810","43","43","43"
"32816","44","44","44"
"32818","24","24","24"
"32819","44","44","44"
"32822","45","45","45"
"32823","27","27","27"
"32831","45","45","45"
"32833","46","46","46"
"32836","46","46","46"
"32839","43","43","43"
"32842","43","43","43"
"32848","52","52","52"
