"Step","DQN_run_1747564920 - total_reward","DQN_run_1747564920 - total_reward__MIN","DQN_run_1747564920 - total_reward__MAX"
"11004","1","1","1"
"11005","-2","-2","-2"
"11006","4","4","4"
"11007","15","15","15"
"11008","5","5","5"
"11009","21","21","21"
"11021","22","22","22"
"11028","8","8","8"
"11029","-2","-2","-2"
"11030","5","5","5"
"11031","4","4","4"
"11037","3","3","3"
"11038","3","3","3"
"11044","2","2","2"
"11051","11","11","11"
"11053","4","4","4"
"11054","4","4","4"
"11063","4","4","4"
"11075","0","0","0"
"11077","12","12","12"
"11081","15","15","15"
"11089","-3","-3","-3"
"11094","13","13","13"
"11112","2","2","2"
"11113","2","2","2"
"11121","-2","-2","-2"
"11125","5","5","5"
"11130","-1","-1","-1"
"11147","-1","-1","-1"
"11153","-3","-3","-3"
"11158","12","12","12"
"11163","0","0","0"
"11166","3","3","3"
"11167","3","3","3"
"11172","-2","-2","-2"
"11174","17","17","17"
"11186","16","16","16"
"11190","11","11","11"
"11196","1","1","1"
"11198","5","5","5"
"11200","0","0","0"
"11211","2","2","2"
"11212","7","7","7"
"11214","2","2","2"
"11216","4","4","4"
"11228","0","0","0"
"11230","2","2","2"
"11236","5","5","5"
"11237","8","8","8"
"11250","0","0","0"
"11256","-2","-2","-2"
"11262","2","2","2"
"11266","2","2","2"
"11273","8","8","8"
"11276","19","19","19"
"11284","-2","-2","-2"
"11287","2","2","2"
"11304","3","3","3"
"11308","-1","-1","-1"
"11309","10","10","10"
"11321","0","0","0"
"11322","3","3","3"
"11326","10","10","10"
"11328","9","9","9"
"11336","-2","-2","-2"
"11339","0","0","0"
"11344","1","1","1"
"11349","6","6","6"
"11356","7","7","7"
"11357","44","44","44"
"11359","13","13","13"
"11363","-2","-2","-2"
"11367","0","0","0"
"11375","9","9","9"
"11385","5","5","5"
"11395","8","8","8"
"11396","-1","-1","-1"
"11397","4","4","4"
"11400","3","3","3"
"11404","0","0","0"
"11416","-2","-2","-2"
"11419","14","14","14"
"11422","-2","-2","-2"
"11428","6","6","6"
"11432","6","6","6"
"11433","4","4","4"
"11438","17","17","17"
"11440","11","11","11"
"11441","-3","-3","-3"
"11442","4","4","4"
"11460","4","4","4"
"11463","-1","-1","-1"
"11468","0","0","0"
"11475","-2","-2","-2"
"11477","6","6","6"
"11482","0","0","0"
"11485","3","3","3"
"11491","4","4","4"
"11492","-2","-2","-2"
"11497","1","1","1"
"11510","17","17","17"
"11521","21","21","21"
"11523","0","0","0"
"11529","-3","-3","-3"
"11538","0","0","0"
"11541","6","6","6"
"11549","12","12","12"
"11551","1","1","1"
"11562","1","1","1"
"11581","15","15","15"
"11585","2","2","2"
"11587","0","0","0"
"11594","12","12","12"
"11597","7","7","7"
"11598","17","17","17"
"11600","-1","-1","-1"
"11609","0","0","0"
"11611","20","20","20"
"11615","16","16","16"
"11620","3","3","3"
"11627","8","8","8"
"11630","27","27","27"
"11639","7","7","7"
"11640","7","7","7"
"11651","-3","-3","-3"
"11653","13","13","13"
"11656","19","19","19"
"11664","1","1","1"
"11673","0","0","0"
"11674","7","7","7"
"11675","4","4","4"
"11676","2","2","2"
"11680","0","0","0"
"11688","2","2","2"
"11691","0","0","0"
"11697","5","5","5"
"11702","1","1","1"
"11706","16","16","16"
"11708","-1","-1","-1"
"11715","5","5","5"
"11722","6","6","6"
"11726","10","10","10"
"11740","21","21","21"
"11741","2","2","2"
"11744","9","9","9"
"11750","1","1","1"
"11753","2","2","2"
"11754","10","10","10"
"11759","0","0","0"
"11762","7","7","7"
"11773","-1","-1","-1"
"11774","3","3","3"
"11776","1","1","1"
"11778","15","15","15"
"11782","9","9","9"
"11794","3","3","3"
"11802","0","0","0"
"11809","4","4","4"
"11816","-3","-3","-3"
"11818","0","0","0"
"11821","7","7","7"
"11837","1","1","1"
"11844","0","0","0"
"11852","1","1","1"
"11853","-2","-2","-2"
"11855","9","9","9"
"11864","43","43","43"
"11871","1","1","1"
"11872","1","1","1"
"11877","15","15","15"
"11880","-1","-1","-1"
"11881","10","10","10"
"11890","6","6","6"
"11897","-1","-1","-1"
"11898","4","4","4"
"11904","22","22","22"
"11905","6","6","6"
"11910","3","3","3"
"11921","2","2","2"
"11923","8","8","8"
"11925","23","23","23"
"11931","24","24","24"
"11932","19","19","19"
"11942","-1","-1","-1"
"11945","4","4","4"
"11954","8","8","8"
"11957","-1","-1","-1"
"11963","13","13","13"
"11965","8","8","8"
"11966","-2","-2","-2"
"11978","5","5","5"
"11985","-2","-2","-2"
"11989","5","5","5"
"11993","-1","-1","-1"
"11996","21","21","21"
"11997","-1","-1","-1"
"12000","7","7","7"
"12001","9","9","9"
"12010","5","5","5"
"12014","16","16","16"
"12016","8","8","8"
"12019","-3","-3","-3"
"12024","22","22","22"
"12026","17","17","17"
"12027","17","17","17"
"12040","-2","-2","-2"
"12041","-1","-1","-1"
"12044","3","3","3"
"12047","-2","-2","-2"
"12050","45","45","45"
"12057","6","6","6"
"12064","23","23","23"
"12067","0","0","0"
"12073","6","6","6"
"12079","14","14","14"
"12083","21","21","21"
"12087","6","6","6"
"12089","21","21","21"
"12107","6","6","6"
"12112","-2","-2","-2"
"12115","44","44","44"
"12131","-2","-2","-2"
"12132","1","1","1"
"12136","9","9","9"
"12138","6","6","6"
"12139","14","14","14"
"12140","2","2","2"
"12141","5","5","5"
"12145","16","16","16"
"12147","-3","-3","-3"
"12159","-2","-2","-2"
"12161","9","9","9"
"12163","9","9","9"
"12170","23","23","23"
"12182","-2","-2","-2"
"12188","3","3","3"
"12191","8","8","8"
"12198","19","19","19"
"12199","7","7","7"
"12202","7","7","7"
"12204","3","3","3"
"12224","2","2","2"
"12235","1","1","1"
"12241","21","21","21"
"12244","44","44","44"
"12248","4","4","4"
"12250","5","5","5"
"12257","16","16","16"
"12264","0","0","0"
"12265","10","10","10"
"12266","16","16","16"
"12270","5","5","5"
"12276","-2","-2","-2"
"12285","0","0","0"
"12286","17","17","17"
"12287","9","9","9"
"12288","13","13","13"
"12293","24","24","24"
"12310","8","8","8"
"12312","7","7","7"
"12316","23","23","23"
"12318","5","5","5"
"12321","14","14","14"
"12322","0","0","0"
"12330","5","5","5"
"12335","2","2","2"
"12351","16","16","16"
"12376","-3","-3","-3"
"12386","21","21","21"
"12392","-1","-1","-1"
"12399","10","10","10"
"12402","-2","-2","-2"
"12405","8","8","8"
"12412","4","4","4"
"12413","-3","-3","-3"
"12415","22","22","22"
"12416","15","15","15"
"12422","-3","-3","-3"
"12426","3","3","3"
"12431","4","4","4"
"12433","1","1","1"
"12437","15","15","15"
"12445","15","15","15"
"12446","18","18","18"
"12447","9","9","9"
"12451","5","5","5"
"12458","3","3","3"
"12460","0","0","0"
"12475","9","9","9"
"12481","13","13","13"
"12484","2","2","2"
"12486","4","4","4"
"12488","-1","-1","-1"
"12491","2","2","2"
"12494","2","2","2"
"12511","4","4","4"
"12522","21","21","21"
"12536","8","8","8"
"12540","1","1","1"
"12543","-1","-1","-1"
"12547","19","19","19"
"12549","8","8","8"
"12552","6","6","6"
"12558","23","23","23"
"12559","21","21","21"
"12564","6","6","6"
"12568","44","44","44"
"12581","8","8","8"
"12582","32","32","32"
"12593","11","11","11"
"12601","-2","-2","-2"
"12602","4","4","4"
"12608","2","2","2"
"12613","-1","-1","-1"
"12615","25","25","25"
"12620","25","25","25"
"12624","18","18","18"
"12625","2","2","2"
"12631","11","11","11"
"12633","17","17","17"
"12642","6","6","6"
"12649","6","6","6"
"12656","1","1","1"
"12657","22","22","22"
"12661","5","5","5"
"12664","-3","-3","-3"
"12665","5","5","5"
"12667","4","4","4"
"12696","5","5","5"
"12699","3","3","3"
"12700","15","15","15"
"12705","-2","-2","-2"
"12709","12","12","12"
"12714","8","8","8"
"12715","0","0","0"
"12716","0","0","0"
"12726","-1","-1","-1"
"12728","4","4","4"
"12729","41","41","41"
"12730","1","1","1"
"12750","20","20","20"
"12754","9","9","9"
"12759","-2","-2","-2"
"12760","14","14","14"
"12764","-1","-1","-1"
"12772","18","18","18"
"12774","13","13","13"
"12785","8","8","8"
"12790","17","17","17"
"12793","6","6","6"
"12797","-2","-2","-2"
"12798","23","23","23"
"12804","13","13","13"
"12805","-1","-1","-1"
"12809","1","1","1"
"12811","21","21","21"
"12820","8","8","8"
"12821","11","11","11"
"12830","-2","-2","-2"
"12833","6","6","6"
"12836","20","20","20"
"12840","25","25","25"
"12842","21","21","21"
"12848","3","3","3"
"12849","10","10","10"
"12857","5","5","5"
"12860","-3","-3","-3"
"12868","0","0","0"
"12869","13","13","13"
"12873","-1","-1","-1"
"12875","3","3","3"
"12879","2","2","2"
"12880","20","20","20"
"12886","-2","-2","-2"
"12890","20","20","20"
"12895","5","5","5"
"12901","5","5","5"
"12902","23","23","23"
"12903","4","4","4"
"12904","1","1","1"
"12909","4","4","4"
"12911","-2","-2","-2"
"12913","5","5","5"
"12930","17","17","17"
"12932","9","9","9"
"12936","0","0","0"
"12937","7","7","7"
"12941","12","12","12"
"12964","2","2","2"
"12970","2","2","2"
"12971","21","21","21"
"12979","13","13","13"
"12983","18","18","18"
"12985","44","44","44"
"12986","6","6","6"
"12993","5","5","5"
"12996","7","7","7"
"12997","15","15","15"
"13009","8","8","8"
"13010","6","6","6"
"13012","1","1","1"
"13029","7","7","7"
"13033","5","5","5"
"13035","0","0","0"
"13036","13","13","13"
"13047","-3","-3","-3"
"13051","-2","-2","-2"
"13056","-2","-2","-2"
"13069","0","0","0"
"13088","15","15","15"
"13089","16","16","16"
"13091","46","46","46"
"13094","5","5","5"
"13097","22","22","22"
"13103","6","6","6"
"13107","4","4","4"
"13109","12","12","12"
"13114","2","2","2"
"13120","10","10","10"
"13122","10","10","10"
"13124","11","11","11"
"13132","10","10","10"
"13134","18","18","18"
"13137","2","2","2"
"13140","0","0","0"
"13146","14","14","14"
"13151","10","10","10"
"13155","42","42","42"
"13156","0","0","0"
"13161","17","17","17"
"13169","45","45","45"
"13173","8","8","8"
"13176","-1","-1","-1"
"13179","20","20","20"
"13182","5","5","5"
"13183","42","42","42"
"13186","-1","-1","-1"
"13187","9","9","9"
"13195","4","4","4"
"13196","5","5","5"
"13200","11","11","11"
"13207","20","20","20"
"13216","1","1","1"
"13221","-2","-2","-2"
"13222","4","4","4"
"13232","4","4","4"
"13235","14","14","14"
"13242","10","10","10"
"13249","-1","-1","-1"
"13266","45","45","45"
"13268","4","4","4"
"13269","23","23","23"
"13271","10","10","10"
"13272","6","6","6"
"13276","-2","-2","-2"
"13280","7","7","7"
"13281","13","13","13"
"13284","15","15","15"
"13286","3","3","3"
"13290","1","1","1"
"13298","14","14","14"
"13300","5","5","5"
"13305","13","13","13"
"13316","5","5","5"
"13317","8","8","8"
"13320","-3","-3","-3"
"13333","-1","-1","-1"
"13338","21","21","21"
"13341","12","12","12"
"13347","15","15","15"
"13351","1","1","1"
"13354","18","18","18"
"13355","-1","-1","-1"
"13360","8","8","8"
"13362","0","0","0"
"13367","-2","-2","-2"
"13370","8","8","8"
"13371","-2","-2","-2"
"13387","3","3","3"
"13392","10","10","10"
"13399","7","7","7"
"13400","-1","-1","-1"
"13401","9","9","9"
"13402","15","15","15"
"13403","1","1","1"
"13412","17","17","17"
"13415","44","44","44"
"13418","1","1","1"
"13420","11","11","11"
"13422","4","4","4"
"13424","21","21","21"
"13429","8","8","8"
"13430","7","7","7"
"13431","-1","-1","-1"
"13434","-2","-2","-2"
"13435","41","41","41"
"13441","19","19","19"
"13442","16","16","16"
"13445","47","47","47"
"13447","9","9","9"
"13455","46","46","46"
"13468","3","3","3"
"13470","-2","-2","-2"
"13475","1","1","1"
"13477","7","7","7"
"13479","-3","-3","-3"
"13481","5","5","5"
"13485","21","21","21"
"13490","19","19","19"
"13491","21","21","21"
"13494","26","26","26"
"13501","6","6","6"
"13503","12","12","12"
"13504","3","3","3"
"13516","26","26","26"
"13530","7","7","7"
"13539","42","42","42"
"13540","17","17","17"
"13548","6","6","6"
"13554","45","45","45"
"13561","9","9","9"
"13568","-3","-3","-3"
"13575","22","22","22"
"13581","4","4","4"
"13588","20","20","20"
"13592","1","1","1"
"13617","27","27","27"
"13625","44","44","44"
"13634","42","42","42"
"13638","0","0","0"
"13642","3","3","3"
"13653","23","23","23"
"13655","14","14","14"
"13661","8","8","8"
"13669","24","24","24"
"13675","9","9","9"
"13677","1","1","1"
"13687","10","10","10"
"13710","7","7","7"
"13712","21","21","21"
"13719","7","7","7"
"13720","43","43","43"
"13730","1","1","1"
"13731","42","42","42"
"13735","13","13","13"
"13744","45","45","45"
"13745","12","12","12"
"13747","0","0","0"
"13752","3","3","3"
"13754","5","5","5"
"13773","5","5","5"
"13778","2","2","2"
"13785","14","14","14"
"13787","14","14","14"
"13789","4","4","4"
"13796","20","20","20"
"13807","11","11","11"
"13811","22","22","22"
"13812","11","11","11"
"13813","12","12","12"
"13817","22","22","22"
"13823","0","0","0"
"13828","15","15","15"
"13842","25","25","25"
"13858","43","43","43"
"13863","4","4","4"
"13868","24","24","24"
"13876","8","8","8"
"13878","4","4","4"
"13885","27","27","27"
"13890","-1","-1","-1"
"13898","7","7","7"
"13899","44","44","44"
"13903","15","15","15"
"13905","5","5","5"
"13923","9","9","9"
"13928","2","2","2"
"13934","7","7","7"
"13947","1","1","1"
"13950","8","8","8"
"13963","-3","-3","-3"
"13968","1","1","1"
"13977","24","24","24"
"13978","8","8","8"
"13980","48","48","48"
"13991","-3","-3","-3"
"13995","4","4","4"
"13997","-2","-2","-2"
"14006","42","42","42"
"14009","0","0","0"
"14014","43","43","43"
"14025","-2","-2","-2"
"14027","15","15","15"
"14030","0","0","0"
"14033","1","1","1"
"14038","11","11","11"
"14045","-1","-1","-1"
"14048","13","13","13"
"14052","9","9","9"
"14060","12","12","12"
"14062","5","5","5"
"14064","11","11","11"
"14066","7","7","7"
"14069","-2","-2","-2"
"14070","4","4","4"
"14079","0","0","0"
"14082","1","1","1"
"14084","-1","-1","-1"
"14087","22","22","22"
"14090","24","24","24"
"14096","4","4","4"
"14100","27","27","27"
"14113","18","18","18"
"14116","41","41","41"
"14117","4","4","4"
"14125","18","18","18"
"14126","3","3","3"
"14134","-3","-3","-3"
"14147","2","2","2"
"14151","16","16","16"
"14153","23","23","23"
"14156","-3","-3","-3"
"14162","12","12","12"
"14165","20","20","20"
"14176","19","19","19"
"14180","22","22","22"
"14184","7","7","7"
"14185","18","18","18"
"14192","4","4","4"
"14193","1","1","1"
"14194","4","4","4"
"14201","19","19","19"
"14210","16","16","16"
"14213","4","4","4"
"14216","18","18","18"
"14223","22","22","22"
"14224","3","3","3"
"14226","2","2","2"
"14228","0","0","0"
"14232","-2","-2","-2"
"14234","-3","-3","-3"
"14236","-3","-3","-3"
"14241","18","18","18"
"14243","-1","-1","-1"
"14249","27","27","27"
"14254","20","20","20"
"14281","10","10","10"
"14287","18","18","18"
"14288","1","1","1"
"14294","3","3","3"
"14295","2","2","2"
"14302","6","6","6"
"14303","17","17","17"
"14305","4","4","4"
"14312","3","3","3"
"14314","25","25","25"
"14315","10","10","10"
"14323","0","0","0"
"14326","7","7","7"
"14339","46","46","46"
"14345","14","14","14"
"14364","13","13","13"
"14368","-1","-1","-1"
"14372","18","18","18"
"14374","4","4","4"
"14375","7","7","7"
"14380","9","9","9"
"14382","19","19","19"
"14384","21","21","21"
"14385","14","14","14"
"14388","41","41","41"
"14405","3","3","3"
"14422","14","14","14"
"14424","19","19","19"
"14430","0","0","0"
"14434","44","44","44"
"14437","18","18","18"
"14439","13","13","13"
"14443","8","8","8"
"14444","2","2","2"
"14447","-3","-3","-3"
"14453","41","41","41"
"14473","42","42","42"
"14474","11","11","11"
"14479","0","0","0"
"14483","21","21","21"
"14484","1","1","1"
"14495","3","3","3"
"14496","5","5","5"
"14500","-2","-2","-2"
"14505","13","13","13"
"14508","5","5","5"
"14513","10","10","10"
"14523","4","4","4"
"14524","21","21","21"
"14530","1","1","1"
"14532","21","21","21"
"14537","26","26","26"
"14545","43","43","43"
"14551","1","1","1"
"14557","23","23","23"
"14561","3","3","3"
"14563","19","19","19"
"14576","43","43","43"
"14578","6","6","6"
"14582","5","5","5"
"14583","8","8","8"
"14591","45","45","45"
"14593","27","27","27"
"14599","0","0","0"
"14615","13","13","13"
"14617","1","1","1"
"14618","6","6","6"
"14629","10","10","10"
"14633","20","20","20"
"14635","3","3","3"
"14640","9","9","9"
"14644","4","4","4"
"14652","46","46","46"
"14660","0","0","0"
"14661","20","20","20"
"14671","9","9","9"
"14673","13","13","13"
"14674","1","1","1"
"14677","13","13","13"
"14686","6","6","6"
"14688","13","13","13"
"14714","10","10","10"
"14720","5","5","5"
"14723","23","23","23"
"14725","10","10","10"
"14726","26","26","26"
"14732","45","45","45"
"14733","43","43","43"
"14740","22","22","22"
"14742","-1","-1","-1"
"14745","1","1","1"
"14752","46","46","46"
"14754","12","12","12"
"14755","19","19","19"
"14759","9","9","9"
"14770","18","18","18"
"14773","7","7","7"
"14775","10","10","10"
"14781","5","5","5"
"14787","24","24","24"
"14788","10","10","10"
"14789","15","15","15"
"14790","20","20","20"
"14791","6","6","6"
"14793","22","22","22"
"14797","-2","-2","-2"
"14799","14","14","14"
"14800","1","1","1"
"14803","46","46","46"
"14809","14","14","14"
"14815","7","7","7"
"14817","12","12","12"
"14820","3","3","3"
"14825","8","8","8"
"14827","8","8","8"
"14829","10","10","10"
"14833","5","5","5"
"14841","3","3","3"
"14843","18","18","18"
"14847","0","0","0"
"14855","47","47","47"
"14864","16","16","16"
"14870","1","1","1"
"14874","28","28","28"
"14877","0","0","0"
"14880","4","4","4"
"14881","18","18","18"
"14885","9","9","9"
"14888","12","12","12"
"14891","-3","-3","-3"
"14894","42","42","42"
"14903","13","13","13"
"14911","7","7","7"
"14913","6","6","6"
"14914","41","41","41"
"14922","0","0","0"
"14926","2","2","2"
"14936","21","21","21"
"14939","-1","-1","-1"
"14941","28","28","28"
"14942","23","23","23"
"14959","18","18","18"
"14960","16","16","16"
"14963","-2","-2","-2"
"14973","45","45","45"
"14974","8","8","8"
"14976","6","6","6"
"14978","8","8","8"
"14982","3","3","3"
"14983","3","3","3"
"14985","43","43","43"
"14990","46","46","46"
"14994","8","8","8"
"15003","8","8","8"
"15004","-1","-1","-1"
"15010","18","18","18"
"15014","-3","-3","-3"
"15022","11","11","11"
"15023","15","15","15"
"15037","0","0","0"
"15044","23","23","23"
"15052","26","26","26"
"15065","16","16","16"
"15068","17","17","17"
"15079","44","44","44"
"15093","18","18","18"
"15096","5","5","5"
"15097","17","17","17"
"15101","6","6","6"
"15103","6","6","6"
"15107","46","46","46"
"15109","48","48","48"
"15119","11","11","11"
"15121","0","0","0"
"15129","18","18","18"
"15137","13","13","13"
"15144","45","45","45"
"15147","42","42","42"
"15154","-1","-1","-1"
"15157","17","17","17"
"15164","21","21","21"
"15186","18","18","18"
"15187","23","23","23"
"15192","43","43","43"
"15193","6","6","6"
"15198","42","42","42"
"15212","15","15","15"
"15218","17","17","17"
"15220","21","21","21"
"15223","13","13","13"
"15224","42","42","42"
"15228","2","2","2"
"15236","4","4","4"
"15238","23","23","23"
"15245","46","46","46"
"15246","31","31","31"
"15249","9","9","9"
"15250","11","11","11"
"15253","46","46","46"
"15256","18","18","18"
"15257","10","10","10"
"15258","4","4","4"
"15259","4","4","4"
"15267","27","27","27"
"15275","46","46","46"
"15279","23","23","23"
"15286","42","42","42"
"15290","2","2","2"
"15314","23","23","23"
"15317","6","6","6"
"15318","17","17","17"
"15320","3","3","3"
"15327","17","17","17"
"15328","2","2","2"
"15331","45","45","45"
"15332","-1","-1","-1"
"15333","21","21","21"
"15345","-1","-1","-1"
"15349","2","2","2"
"15350","25","25","25"
"15356","9","9","9"
"15360","44","44","44"
"15363","20","20","20"
"15364","16","16","16"
"15367","48","48","48"
"15374","19","19","19"
"15375","6","6","6"
"15377","-3","-3","-3"
"15395","44","44","44"
"15396","13","13","13"
"15407","43","43","43"
"15409","45","45","45"
"15410","-3","-3","-3"
"15417","22","22","22"
"15421","48","48","48"
"15422","13","13","13"
"15425","-3","-3","-3"
"15427","0","0","0"
"15430","9","9","9"
"15431","15","15","15"
"15435","3","3","3"
"15444","43","43","43"
"15456","46","46","46"
"15458","8","8","8"
"15460","10","10","10"
"15463","2","2","2"
"15471","1","1","1"
"15474","51","51","51"
"15476","15","15","15"
"15486","14","14","14"
"15490","22","22","22"
"15498","48","48","48"
"15499","44","44","44"
"15501","26","26","26"
"15503","4","4","4"
"15506","1","1","1"
"15510","15","15","15"
"15513","46","46","46"
"15522","21","21","21"
"15526","22","22","22"
"15532","2","2","2"
"15539","44","44","44"
"15547","45","45","45"
"15551","8","8","8"
"15554","44","44","44"
"15555","45","45","45"
"15557","4","4","4"
"15562","4","4","4"
"15570","13","13","13"
"15571","0","0","0"
"15576","5","5","5"
"15578","6","6","6"
"15579","15","15","15"
"15582","46","46","46"
"15587","-3","-3","-3"
"15594","25","25","25"
"15598","43","43","43"
"15600","15","15","15"
"15618","45","45","45"
"15624","0","0","0"
"15626","6","6","6"
"15629","0","0","0"
"15630","24","24","24"
"15634","26","26","26"
"15638","-1","-1","-1"
"15643","3","3","3"
"15644","6","6","6"
"15649","8","8","8"
"15652","45","45","45"
"15656","0","0","0"
"15658","3","3","3"
"15660","45","45","45"
"15674","26","26","26"
"15675","9","9","9"
"15676","45","45","45"
"15690","7","7","7"
"15691","26","26","26"
"15699","45","45","45"
"15700","1","1","1"
"15703","46","46","46"
"15731","7","7","7"
"15732","11","11","11"
"15741","46","46","46"
"15752","44","44","44"
"15764","7","7","7"
"15765","3","3","3"
"15768","-2","-2","-2"
"15773","4","4","4"
"15776","45","45","45"
"15777","43","43","43"
"15778","10","10","10"
"15779","29","29","29"
"15782","45","45","45"
"15783","44","44","44"
"15784","-1","-1","-1"
"15788","7","7","7"
"15791","4","4","4"
"15807","-1","-1","-1"
"15817","11","11","11"
"15819","22","22","22"
"15821","13","13","13"
"15833","15","15","15"
"15846","42","42","42"
"15847","43","43","43"
"15848","26","26","26"
"15851","46","46","46"
"15862","45","45","45"
"15869","48","48","48"
"15872","15","15","15"
"15880","19","19","19"
"15881","23","23","23"
"15883","10","10","10"
"15885","3","3","3"
"15888","23","23","23"
"15898","43","43","43"
"15899","19","19","19"
"15909","6","6","6"
"15918","11","11","11"
"15925","44","44","44"
"15930","7","7","7"
"15932","15","15","15"
"15933","2","2","2"
"15936","43","43","43"
"15949","7","7","7"
"15960","18","18","18"
"15961","11","11","11"
"15964","3","3","3"
"15966","4","4","4"
"15974","3","3","3"
"15977","22","22","22"
"15979","13","13","13"
"15982","6","6","6"
"15983","17","17","17"
"15995","26","26","26"
"15996","17","17","17"
"16012","0","0","0"
"16013","48","48","48"
"16020","10","10","10"
"16025","2","2","2"
"16030","47","47","47"
"16033","44","44","44"
"16036","4","4","4"
"16038","14","14","14"
"16045","45","45","45"
"16048","8","8","8"
"16061","21","21","21"
"16070","16","16","16"
"16077","47","47","47"
"16080","6","6","6"
"16082","17","17","17"
"16089","48","48","48"
"16091","23","23","23"
"16094","6","6","6"
"16098","-3","-3","-3"
"16100","2","2","2"
"16103","43","43","43"
"16105","45","45","45"
"16111","5","5","5"
"16115","48","48","48"
"16118","24","24","24"
"16120","13","13","13"
"16143","25","25","25"
"16148","12","12","12"
"16149","9","9","9"
"16153","2","2","2"
"16154","12","12","12"
"16160","8","8","8"
"16175","13","13","13"
"16178","45","45","45"
"16186","44","44","44"
"16197","-2","-2","-2"
"16202","18","18","18"
"16205","2","2","2"
"16209","26","26","26"
"16213","25","25","25"
"16220","-2","-2","-2"
"16226","8","8","8"
"16229","-1","-1","-1"
"16234","1","1","1"
"16237","8","8","8"
"16238","9","9","9"
"16240","5","5","5"
"16243","48","48","48"
"16251","27","27","27"
"16254","44","44","44"
"16258","6","6","6"
"16259","11","11","11"
"16269","27","27","27"
"16270","20","20","20"
"16280","7","7","7"
"16283","4","4","4"
"16304","43","43","43"
"16307","45","45","45"
"16310","27","27","27"
"16314","13","13","13"
"16323","43","43","43"
"16325","17","17","17"
"16327","20","20","20"
"16336","44","44","44"
"16343","17","17","17"
"16344","13","13","13"
"16346","45","45","45"
"16358","-1","-1","-1"
"16359","20","20","20"
"16362","26","26","26"
"16365","44","44","44"
"16373","4","4","4"
"16380","19","19","19"
"16383","46","46","46"
"16395","27","27","27"
"16400","43","43","43"
"16405","23","23","23"
"16406","10","10","10"
"16411","43","43","43"
"16414","46","46","46"
"16416","13","13","13"
"16421","47","47","47"
"16427","45","45","45"
"16429","0","0","0"
"16446","49","49","49"
"16447","45","45","45"
"16451","8","8","8"
"16457","15","15","15"
"16459","9","9","9"
"16461","45","45","45"
"16465","7","7","7"
"16467","-2","-2","-2"
"16469","45","45","45"
"16477","13","13","13"
"16480","14","14","14"
"16481","21","21","21"
"16483","1","1","1"
"16486","15","15","15"
"16487","46","46","46"
"16488","2","2","2"
"16495","10","10","10"
"16506","6","6","6"
"16510","0","0","0"
"16512","21","21","21"
"16528","31","31","31"
"16531","14","14","14"
"16534","28","28","28"
"16535","45","45","45"
"16541","4","4","4"
"16547","43","43","43"
"16548","6","6","6"
"16550","-1","-1","-1"
"16558","3","3","3"
"16562","45","45","45"
"16563","44","44","44"
"16565","27","27","27"
"16574","15","15","15"
"16586","44","44","44"
"16590","44","44","44"
"16591","14","14","14"
"16592","47","47","47"
"16603","14","14","14"
"16605","-1","-1","-1"
"16614","48","48","48"
"16617","49","49","49"
"16618","16","16","16"
"16620","44","44","44"
"16623","2","2","2"
"16624","20","20","20"
"16641","11","11","11"
"16642","7","7","7"
"16650","48","48","48"
"16654","52","52","52"
"16658","1","1","1"
"16661","46","46","46"
"16663","28","28","28"
"16667","14","14","14"
"16670","14","14","14"
"16679","12","12","12"
"16680","47","47","47"
"16681","-1","-1","-1"
"16684","13","13","13"
"16685","46","46","46"
"16687","24","24","24"
"16688","44","44","44"
"16691","4","4","4"
"16706","17","17","17"
"16707","3","3","3"
"16709","-2","-2","-2"
"16715","6","6","6"
"16718","43","43","43"
"16719","47","47","47"
"16722","4","4","4"
"16736","18","18","18"
"16737","1","1","1"
"16739","3","3","3"
"16745","44","44","44"
"16747","0","0","0"
"16749","18","18","18"
"16753","44","44","44"
"16757","24","24","24"
"16760","9","9","9"
"16763","24","24","24"
"16771","22","22","22"
"16773","-1","-1","-1"
"16780","7","7","7"
"16781","15","15","15"
"16782","23","23","23"
"16785","3","3","3"
"16789","12","12","12"
"16791","-2","-2","-2"
"16795","1","1","1"
"16808","44","44","44"
"16818","13","13","13"
"16825","24","24","24"
"16826","49","49","49"
"16836","2","2","2"
"16840","10","10","10"
"16847","9","9","9"
"16862","48","48","48"
"16864","11","11","11"
"16868","8","8","8"
"16869","20","20","20"
"16875","43","43","43"
"16877","49","49","49"
"16880","11","11","11"
"16884","44","44","44"
"16885","9","9","9"
"16899","45","45","45"
"16900","3","3","3"
"16904","7","7","7"
"16906","12","12","12"
"16916","19","19","19"
"16920","2","2","2"
"16925","11","11","11"
"16931","-1","-1","-1"
"16948","0","0","0"
"16954","24","24","24"
"16960","43","43","43"
"16961","19","19","19"
"16976","10","10","10"
"16977","46","46","46"
"16978","-1","-1","-1"
"16979","25","25","25"
"16980","8","8","8"
"16983","44","44","44"
"17000","46","46","46"
"17002","1","1","1"
"17007","-3","-3","-3"
"17016","8","8","8"
"17023","12","12","12"
"17029","5","5","5"
"17031","43","43","43"
"17035","6","6","6"
"17037","47","47","47"
"17043","9","9","9"
"17048","46","46","46"
"17053","11","11","11"
"17055","-1","-1","-1"
"17062","15","15","15"
"17063","16","16","16"
"17068","0","0","0"
"17073","44","44","44"
"17077","20","20","20"
"17079","6","6","6"
"17095","44","44","44"
"17098","46","46","46"
"17100","-1","-1","-1"
