"Step","DQN_run_1747564920 - win","DQN_run_1747564920 - win__MIN","DQN_run_1747564920 - win__MAX"
"12281","0","0","0"
"12286","0","0","0"
"12288","0","0","0"
"12294","0","0","0"
"12309","0","0","0"
"12314","0","0","0"
"12316","0","0","0"
"12320","0","0","0"
"12338","0","0","0"
"12339","0","0","0"
"12345","0","0","0"
"12346","0","0","0"
"12349","1","1","1"
"12357","0","0","0"
"12374","0","0","0"
"12379","0","0","0"
"12384","0","0","0"
"12386","0","0","0"
"12387","1","1","1"
"12394","0","0","0"
"12404","0","0","0"
"12408","0","0","0"
"12411","0","0","0"
"12414","0","0","0"
"12415","0","0","0"
"12417","0","0","0"
"12419","0","0","0"
"12420","0","0","0"
"12421","0","0","0"
"12426","0","0","0"
"12433","0","0","0"
"12435","0","0","0"
"12437","0","0","0"
"12447","0","0","0"
"12460","0","0","0"
"12462","0","0","0"
"12465","0","0","0"
"12476","0","0","0"
"12483","0","0","0"
"12489","0","0","0"
"12490","0","0","0"
"12492","0","0","0"
"12497","0","0","0"
"12503","0","0","0"
"12507","0","0","0"
"12523","0","0","0"
"12524","0","0","0"
"12528","0","0","0"
"12537","0","0","0"
"12545","0","0","0"
"12546","0","0","0"
"12547","0","0","0"
"12548","0","0","0"
"12550","0","0","0"
"12554","0","0","0"
"12557","0","0","0"
"12558","0","0","0"
"12560","0","0","0"
"12573","1","1","1"
"12582","0","0","0"
"12591","0","0","0"
"12594","0","0","0"
"12602","0","0","0"
"12614","0","0","0"
"12615","0","0","0"
"12616","0","0","0"
"12617","0","0","0"
"12623","0","0","0"
"12628","0","0","0"
"12631","0","0","0"
"12638","0","0","0"
"12641","0","0","0"
"12644","0","0","0"
"12651","0","0","0"
"12657","0","0","0"
"12660","0","0","0"
"12665","0","0","0"
"12672","0","0","0"
"12679","0","0","0"
"12686","0","0","0"
"12687","0","0","0"
"12688","0","0","0"
"12698","0","0","0"
"12700","0","0","0"
"12710","0","0","0"
"12715","0","0","0"
"12717","0","0","0"
"12725","0","0","0"
"12730","0","0","0"
"12733","0","0","0"
"12754","0","0","0"
"12762","0","0","0"
"12769","0","0","0"
"12770","0","0","0"
"12772","0","0","0"
"12775","1","1","1"
"12778","0","0","0"
"12781","0","0","0"
"12782","0","0","0"
"12783","0","0","0"
"12788","0","0","0"
"12789","0","0","0"
"12794","0","0","0"
"12795","0","0","0"
"12797","0","0","0"
"12799","0","0","0"
"12805","0","0","0"
"12817","0","0","0"
"12826","0","0","0"
"12831","0","0","0"
"12833","0","0","0"
"12834","0","0","0"
"12837","0","0","0"
"12842","0","0","0"
"12847","0","0","0"
"12849","0","0","0"
"12852","0","0","0"
"12854","0","0","0"
"12860","0","0","0"
"12863","0","0","0"
"12867","0","0","0"
"12869","0","0","0"
"12879","0","0","0"
"12889","0","0","0"
"12891","0","0","0"
"12894","0","0","0"
"12924","0","0","0"
"12926","0","0","0"
"12928","0","0","0"
"12934","0","0","0"
"12935","0","0","0"
"12937","0","0","0"
"12952","0","0","0"
"12965","0","0","0"
"12968","0","0","0"
"12969","0","0","0"
"12989","0","0","0"
"13011","0","0","0"
"13014","0","0","0"
"13015","0","0","0"
"13022","0","0","0"
"13023","0","0","0"
"13032","0","0","0"
"13034","0","0","0"
"13048","0","0","0"
"13050","0","0","0"
"13051","0","0","0"
"13055","0","0","0"
"13059","0","0","0"
"13060","0","0","0"
"13063","0","0","0"
"13064","1","1","1"
"13069","0","0","0"
"13071","1","1","1"
"13073","0","0","0"
"13083","0","0","0"
"13095","0","0","0"
"13098","0","0","0"
"13105","0","0","0"
"13108","1","1","1"
"13115","0","0","0"
"13116","0","0","0"
"13118","0","0","0"
"13119","1","1","1"
"13124","0","0","0"
"13127","0","0","0"
"13128","0","0","0"
"13135","1","1","1"
"13136","0","0","0"
"13142","0","0","0"
"13146","0","0","0"
"13152","0","0","0"
"13157","0","0","0"
"13165","1","1","1"
"13166","0","0","0"
"13172","1","1","1"
"13175","1","1","1"
"13186","0","0","0"
"13187","0","0","0"
"13188","0","0","0"
"13191","0","0","0"
"13193","0","0","0"
"13197","0","0","0"
"13200","0","0","0"
"13203","0","0","0"
"13213","0","0","0"
"13222","0","0","0"
"13224","0","0","0"
"13227","0","0","0"
"13228","0","0","0"
"13229","0","0","0"
"13230","0","0","0"
"13235","0","0","0"
"13239","0","0","0"
"13241","0","0","0"
"13253","0","0","0"
"13257","1","1","1"
"13258","1","1","1"
"13260","0","0","0"
"13262","0","0","0"
"13293","0","0","0"
"13299","0","0","0"
"13309","0","0","0"
"13316","0","0","0"
"13325","0","0","0"
"13334","0","0","0"
"13344","0","0","0"
"13346","0","0","0"
"13348","0","0","0"
"13349","0","0","0"
"13350","0","0","0"
"13356","0","0","0"
"13361","0","0","0"
"13373","0","0","0"
"13375","0","0","0"
"13384","0","0","0"
"13390","1","1","1"
"13391","0","0","0"
"13403","0","0","0"
"13405","0","0","0"
"13412","0","0","0"
"13416","0","0","0"
"13418","0","0","0"
"13440","0","0","0"
"13447","0","0","0"
"13448","0","0","0"
"13453","0","0","0"
"13454","0","0","0"
"13455","1","1","1"
"13460","0","0","0"
"13465","0","0","0"
"13475","0","0","0"
"13476","0","0","0"
"13484","0","0","0"
"13495","1","1","1"
"13499","0","0","0"
"13503","0","0","0"
"13507","0","0","0"
"13509","0","0","0"
"13531","0","0","0"
"13538","0","0","0"
"13540","0","0","0"
"13549","0","0","0"
"13553","0","0","0"
"13563","0","0","0"
"13565","0","0","0"
"13566","0","0","0"
"13569","0","0","0"
"13570","1","1","1"
"13590","0","0","0"
"13600","1","1","1"
"13607","0","0","0"
"13613","0","0","0"
"13618","1","1","1"
"13628","0","0","0"
"13632","0","0","0"
"13634","1","1","1"
"13642","0","0","0"
"13645","0","0","0"
"13646","0","0","0"
"13650","0","0","0"
"13661","0","0","0"
"13662","0","0","0"
"13663","1","1","1"
"13666","0","0","0"
"13672","0","0","0"
"13674","0","0","0"
"13679","0","0","0"
"13686","0","0","0"
"13688","1","1","1"
"13689","0","0","0"
"13693","0","0","0"
"13695","0","0","0"
"13696","0","0","0"
"13702","0","0","0"
"13707","0","0","0"
"13713","0","0","0"
"13720","1","1","1"
"13721","0","0","0"
"13736","0","0","0"
"13742","0","0","0"
"13752","0","0","0"
"13756","0","0","0"
"13760","0","0","0"
"13765","0","0","0"
"13767","0","0","0"
"13784","1","1","1"
"13785","0","0","0"
"13786","0","0","0"
"13791","0","0","0"
"13797","0","0","0"
"13798","1","1","1"
"13806","0","0","0"
"13816","0","0","0"
"13829","0","0","0"
"13851","0","0","0"
"13855","0","0","0"
"13857","1","1","1"
"13865","0","0","0"
"13869","0","0","0"
"13871","0","0","0"
"13874","0","0","0"
"13876","0","0","0"
"13881","1","1","1"
"13882","0","0","0"
"13886","0","0","0"
"13887","0","0","0"
"13895","0","0","0"
"13896","0","0","0"
"13901","0","0","0"
"13903","0","0","0"
"13904","1","1","1"
"13906","0","0","0"
"13909","0","0","0"
"13911","0","0","0"
"13912","0","0","0"
"13913","0","0","0"
"13916","1","1","1"
"13920","0","0","0"
"13921","0","0","0"
"13922","0","0","0"
"13932","1","1","1"
"13954","1","1","1"
"13958","0","0","0"
"13963","0","0","0"
"13966","0","0","0"
"13970","0","0","0"
"13976","0","0","0"
"13983","0","0","0"
"13986","1","1","1"
"13990","1","1","1"
"14000","0","0","0"
"14002","0","0","0"
"14006","1","1","1"
"14009","0","0","0"
"14017","0","0","0"
"14018","0","0","0"
"14024","0","0","0"
"14028","0","0","0"
"14033","0","0","0"
"14039","0","0","0"
"14043","0","0","0"
"14046","0","0","0"
"14047","0","0","0"
"14048","0","0","0"
"14050","0","0","0"
"14061","1","1","1"
"14062","0","0","0"
"14066","0","0","0"
"14068","0","0","0"
"14074","1","1","1"
"14077","0","0","0"
"14078","0","0","0"
"14086","0","0","0"
"14088","0","0","0"
"14094","0","0","0"
"14099","0","0","0"
"14100","0","0","0"
"14102","0","0","0"
"14111","0","0","0"
"14119","1","1","1"
"14128","0","0","0"
"14130","0","0","0"
"14132","0","0","0"
"14139","0","0","0"
"14140","0","0","0"
"14142","0","0","0"
"14148","0","0","0"
"14160","0","0","0"
"14161","0","0","0"
"14162","0","0","0"
"14166","0","0","0"
"14170","0","0","0"
"14175","0","0","0"
"14179","0","0","0"
"14184","0","0","0"
"14196","1","1","1"
"14197","1","1","1"
"14198","0","0","0"
"14206","1","1","1"
"14210","0","0","0"
"14214","0","0","0"
"14216","0","0","0"
"14217","0","0","0"
"14218","1","1","1"
"14220","0","0","0"
"14222","0","0","0"
"14224","0","0","0"
"14227","0","0","0"
"14230","0","0","0"
"14234","0","0","0"
"14237","0","0","0"
"14238","0","0","0"
"14244","0","0","0"
"14248","0","0","0"
"14253","0","0","0"
"14260","0","0","0"
"14267","0","0","0"
"14282","0","0","0"
"14291","0","0","0"
"14304","0","0","0"
"14306","0","0","0"
"14311","0","0","0"
"14314","0","0","0"
"14320","0","0","0"
"14322","0","0","0"
"14324","0","0","0"
"14325","0","0","0"
"14339","1","1","1"
"14352","0","0","0"
"14356","0","0","0"
"14358","0","0","0"
"14360","0","0","0"
"14366","0","0","0"
"14388","1","1","1"
"14389","0","0","0"
"14390","0","0","0"
"14396","0","0","0"
"14401","0","0","0"
"14406","0","0","0"
"14409","0","0","0"
"14415","0","0","0"
"14420","0","0","0"
"14421","0","0","0"
"14429","0","0","0"
"14437","0","0","0"
"14438","0","0","0"
"14442","0","0","0"
"14445","0","0","0"
"14460","0","0","0"
"14465","0","0","0"
"14468","0","0","0"
"14471","0","0","0"
"14472","0","0","0"
"14473","1","1","1"
"14478","0","0","0"
"14479","0","0","0"
"14482","0","0","0"
"14488","0","0","0"
"14493","0","0","0"
"14506","0","0","0"
"14507","1","1","1"
"14511","0","0","0"
"14513","0","0","0"
"14522","0","0","0"
"14526","1","1","1"
"14542","1","1","1"
"14549","1","1","1"
"14550","1","1","1"
"14552","0","0","0"
"14561","0","0","0"
"14571","0","0","0"
"14581","0","0","0"
"14585","1","1","1"
"14589","0","0","0"
"14603","0","0","0"
"14604","0","0","0"
"14625","1","1","1"
"14628","1","1","1"
"14630","0","0","0"
"14631","0","0","0"
"14639","0","0","0"
"14644","0","0","0"
"14646","0","0","0"
"14648","0","0","0"
"14650","0","0","0"
"14651","0","0","0"
"14658","0","0","0"
"14659","0","0","0"
"14661","0","0","0"
"14668","0","0","0"
"14673","0","0","0"
"14676","1","1","1"
"14678","0","0","0"
"14696","0","0","0"
"14698","0","0","0"
"14703","0","0","0"
"14707","0","0","0"
"14712","0","0","0"
"14721","0","0","0"
"14722","1","1","1"
"14724","0","0","0"
"14728","0","0","0"
"14741","0","0","0"
"14746","0","0","0"
"14751","0","0","0"
"14757","0","0","0"
"14779","1","1","1"
"14790","0","0","0"
"14794","0","0","0"
"14795","0","0","0"
"14798","1","1","1"
"14801","0","0","0"
"14803","1","1","1"
"14810","0","0","0"
"14812","0","0","0"
"14817","0","0","0"
"14818","1","1","1"
"14828","0","0","0"
"14845","0","0","0"
"14846","0","0","0"
"14850","1","1","1"
"14871","0","0","0"
"14875","0","0","0"
"14876","0","0","0"
"14886","0","0","0"
"14900","1","1","1"
"14912","1","1","1"
"14923","0","0","0"
"14927","0","0","0"
"14928","0","0","0"
"14936","0","0","0"
"14938","0","0","0"
"14942","0","0","0"
"14946","1","1","1"
"14951","0","0","0"
"14957","0","0","0"
"14963","0","0","0"
"14964","0","0","0"
"14968","0","0","0"
"14982","0","0","0"
"14984","0","0","0"
"14986","0","0","0"
"14987","0","0","0"
"14989","0","0","0"
"15002","0","0","0"
"15018","0","0","0"
"15027","0","0","0"
"15032","0","0","0"
"15036","0","0","0"
"15037","0","0","0"
"15046","0","0","0"
"15053","0","0","0"
"15058","0","0","0"
"15062","0","0","0"
"15067","0","0","0"
"15071","0","0","0"
"15072","0","0","0"
"15081","0","0","0"
"15084","0","0","0"
"15089","0","0","0"
"15090","0","0","0"
"15093","0","0","0"
"15096","0","0","0"
"15099","1","1","1"
"15101","0","0","0"
"15109","1","1","1"
"15111","0","0","0"
"15118","0","0","0"
"15121","0","0","0"
"15124","1","1","1"
"15130","0","0","0"
"15131","1","1","1"
"15132","0","0","0"
"15135","0","0","0"
"15153","0","0","0"
"15154","0","0","0"
"15157","0","0","0"
"15158","0","0","0"
"15161","0","0","0"
"15165","0","0","0"
"15178","1","1","1"
"15184","0","0","0"
"15185","0","0","0"
"15191","1","1","1"
"15196","0","0","0"
"15202","0","0","0"
"15210","1","1","1"
"15214","0","0","0"
"15215","0","0","0"
"15231","0","0","0"
"15238","0","0","0"
"15246","0","0","0"
"15250","0","0","0"
"15268","0","0","0"
"15270","0","0","0"
"15273","1","1","1"
"15275","1","1","1"
"15276","0","0","0"
"15285","0","0","0"
"15291","0","0","0"
"15296","0","0","0"
"15298","0","0","0"
"15300","0","0","0"
"15306","0","0","0"
"15307","0","0","0"
"15308","0","0","0"
"15310","1","1","1"
"15318","0","0","0"
"15327","0","0","0"
"15330","0","0","0"
"15339","0","0","0"
"15353","0","0","0"
"15356","0","0","0"
"15361","0","0","0"
"15366","1","1","1"
"15373","0","0","0"
"15374","0","0","0"
"15384","0","0","0"
"15388","1","1","1"
"15389","0","0","0"
"15405","0","0","0"
"15411","0","0","0"
"15415","0","0","0"
"15418","0","0","0"
"15424","0","0","0"
"15428","0","0","0"
"15440","0","0","0"
"15446","0","0","0"
"15450","1","1","1"
"15455","0","0","0"
"15457","1","1","1"
"15459","0","0","0"
"15474","1","1","1"
"15477","0","0","0"
"15479","0","0","0"
"15480","0","0","0"
"15483","0","0","0"
"15487","0","0","0"
"15492","0","0","0"
"15503","0","0","0"
"15509","0","0","0"
"15516","0","0","0"
"15522","0","0","0"
"15523","0","0","0"
"15524","0","0","0"
"15526","0","0","0"
"15529","0","0","0"
"15530","0","0","0"
"15532","0","0","0"
"15541","0","0","0"
"15545","1","1","1"
"15554","1","1","1"
"15557","0","0","0"
"15559","0","0","0"
"15562","0","0","0"
"15568","0","0","0"
"15575","0","0","0"
"15586","0","0","0"
"15592","0","0","0"
"15601","1","1","1"
"15607","1","1","1"
"15614","0","0","0"
"15622","0","0","0"
"15625","1","1","1"
"15629","0","0","0"
"15644","0","0","0"
"15647","0","0","0"
"15652","1","1","1"
"15655","1","1","1"
"15657","1","1","1"
"15665","1","1","1"
"15673","0","0","0"
"15676","1","1","1"
"15680","0","0","0"
"15689","0","0","0"
"15691","0","0","0"
"15697","1","1","1"
"15706","0","0","0"
"15707","0","0","0"
"15710","0","0","0"
"15734","0","0","0"
"15739","0","0","0"
"15744","0","0","0"
"15757","0","0","0"
"15758","1","1","1"
"15761","1","1","1"
"15768","0","0","0"
"15776","1","1","1"
"15777","1","1","1"
"15778","0","0","0"
"15779","0","0","0"
"15780","1","1","1"
"15784","0","0","0"
"15788","0","0","0"
"15790","0","0","0"
"15791","0","0","0"
"15803","0","0","0"
"15805","0","0","0"
"15807","0","0","0"
"15815","1","1","1"
"15816","0","0","0"
"15818","0","0","0"
"15825","0","0","0"
"15828","1","1","1"
"15833","0","0","0"
"15837","0","0","0"
"15839","0","0","0"
"15854","0","0","0"
"15859","0","0","0"
"15865","0","0","0"
"15882","0","0","0"
"15884","0","0","0"
"15892","0","0","0"
"15897","0","0","0"
"15900","0","0","0"
"15902","0","0","0"
"15912","1","1","1"
"15916","0","0","0"
"15920","0","0","0"
"15931","0","0","0"
"15932","0","0","0"
"15934","0","0","0"
"15947","0","0","0"
"15948","0","0","0"
"15960","0","0","0"
"15968","0","0","0"
"15975","0","0","0"
"15976","0","0","0"
"15980","0","0","0"
"15984","1","1","1"
"15988","0","0","0"
"15990","0","0","0"
"15992","1","1","1"
"15995","0","0","0"
"15997","1","1","1"
"16002","0","0","0"
"16006","0","0","0"
"16009","1","1","1"
"16010","1","1","1"
"16014","0","0","0"
"16022","0","0","0"
"16032","1","1","1"
"16033","1","1","1"
"16040","1","1","1"
"16042","0","0","0"
"16043","0","0","0"
"16059","0","0","0"
"16061","0","0","0"
"16066","0","0","0"
"16070","0","0","0"
"16082","0","0","0"
"16087","0","0","0"
"16092","0","0","0"
"16097","0","0","0"
"16104","1","1","1"
"16106","0","0","0"
"16113","1","1","1"
"16117","0","0","0"
"16134","0","0","0"
"16135","0","0","0"
"16137","0","0","0"
"16140","0","0","0"
"16143","0","0","0"
"16147","0","0","0"
"16148","0","0","0"
"16172","0","0","0"
"16177","0","0","0"
"16183","0","0","0"
"16198","0","0","0"
"16206","0","0","0"
"16207","0","0","0"
"16210","1","1","1"
"16213","0","0","0"
"16234","0","0","0"
"16235","0","0","0"
"16239","0","0","0"
"16241","0","0","0"
"16242","0","0","0"
"16248","0","0","0"
"16256","0","0","0"
"16257","0","0","0"
"16258","0","0","0"
"16259","0","0","0"
"16269","0","0","0"
"16278","1","1","1"
"16283","0","0","0"
"16285","1","1","1"
"16293","0","0","0"
"16301","1","1","1"
"16307","1","1","1"
"16308","1","1","1"
"16313","1","1","1"
"16316","0","0","0"
"16317","1","1","1"
"16322","0","0","0"
"16328","1","1","1"
"16331","0","0","0"
"16337","0","0","0"
"16339","0","0","0"
"16341","0","0","0"
"16345","0","0","0"
"16355","0","0","0"
"16360","0","0","0"
"16364","0","0","0"
"16367","0","0","0"
"16376","1","1","1"
"16382","1","1","1"
"16390","0","0","0"
"16391","0","0","0"
"16399","0","0","0"
"16400","1","1","1"
"16405","0","0","0"
"16406","0","0","0"
"16412","0","0","0"
"16423","1","1","1"
"16426","0","0","0"
"16438","0","0","0"
"16439","0","0","0"
"16449","0","0","0"
"16450","0","0","0"
"16470","0","0","0"
"16472","1","1","1"
"16491","0","0","0"
"16495","0","0","0"
"16501","0","0","0"
"16505","1","1","1"
"16506","0","0","0"
"16507","0","0","0"
"16511","1","1","1"
"16516","0","0","0"
"16517","0","0","0"
"16520","0","0","0"
"16525","0","0","0"
"16526","0","0","0"
"16540","1","1","1"
"16550","0","0","0"
"16558","0","0","0"
"16560","0","0","0"
"16562","1","1","1"
"16568","0","0","0"
"16586","1","1","1"
"16587","0","0","0"
"16594","1","1","1"
"16599","0","0","0"
"16601","0","0","0"
"16610","0","0","0"
"16611","0","0","0"
"16614","1","1","1"
"16624","0","0","0"
"16626","0","0","0"
"16628","0","0","0"
"16631","0","0","0"
"16634","0","0","0"
"16636","0","0","0"
"16637","0","0","0"
"16639","0","0","0"
"16648","1","1","1"
"16651","1","1","1"
"16657","0","0","0"
"16658","0","0","0"
"16674","0","0","0"
"16677","0","0","0"
"16679","0","0","0"
"16683","0","0","0"
"16684","0","0","0"
"16689","1","1","1"
"16693","0","0","0"
"16694","0","0","0"
"16698","1","1","1"
"16705","0","0","0"
"16709","0","0","0"
"16712","1","1","1"
"16719","1","1","1"
"16720","1","1","1"
"16729","0","0","0"
"16731","0","0","0"
"16735","0","0","0"
"16750","1","1","1"
"16755","0","0","0"
"16768","0","0","0"
"16771","0","0","0"
"16773","0","0","0"
"16781","0","0","0"
"16782","0","0","0"
"16784","0","0","0"
"16786","1","1","1"
"16787","0","0","0"
"16790","0","0","0"
"16812","0","0","0"
"16814","0","0","0"
"16820","0","0","0"
"16825","0","0","0"
"16826","1","1","1"
"16829","1","1","1"
"16840","0","0","0"
"16849","0","0","0"
"16854","1","1","1"
"16855","0","0","0"
"16860","0","0","0"
"16862","1","1","1"
"16867","0","0","0"
"16880","0","0","0"
"16883","1","1","1"
"16885","0","0","0"
"16887","0","0","0"
"16905","0","0","0"
"16906","0","0","0"
"16909","0","0","0"
"16912","1","1","1"
"16914","1","1","1"
"16916","0","0","0"
"16919","0","0","0"
"16924","0","0","0"
"16926","0","0","0"
"16929","1","1","1"
"16933","0","0","0"
"16939","0","0","0"
"16940","1","1","1"
"16943","0","0","0"
"16944","0","0","0"
"16945","1","1","1"
"16949","1","1","1"
"16972","0","0","0"
"16973","0","0","0"
"16979","0","0","0"
"16988","0","0","0"
"16992","0","0","0"
"16999","1","1","1"
"17009","0","0","0"
"17013","1","1","1"
"17019","1","1","1"
"17021","0","0","0"
"17024","1","1","1"
"17027","0","0","0"
"17034","0","0","0"
"17036","0","0","0"
"17040","0","0","0"
"17043","0","0","0"
"17044","0","0","0"
"17045","0","0","0"
"17047","1","1","1"
"17052","0","0","0"
"17054","0","0","0"
"17055","0","0","0"
"17064","1","1","1"
"17068","0","0","0"
"17069","0","0","0"
"17071","1","1","1"
"17072","1","1","1"
"17075","1","1","1"
"17079","0","0","0"
"17085","0","0","0"
"17088","0","0","0"
"17093","1","1","1"
"17100","0","0","0"
"17108","0","0","0"
"17109","1","1","1"
"17111","1","1","1"
"17112","0","0","0"
"17116","0","0","0"
"17117","0","0","0"
"17127","1","1","1"
"17129","1","1","1"
"17130","1","1","1"
"17139","0","0","0"
"17158","0","0","0"
"17160","0","0","0"
"17162","1","1","1"
"17166","1","1","1"
"17167","0","0","0"
"17168","1","1","1"
"17173","0","0","0"
"17180","0","0","0"
"17192","0","0","0"
"17212","1","1","1"
"17225","1","1","1"
"17226","0","0","0"
"17227","0","0","0"
"17229","0","0","0"
"17236","1","1","1"
"17245","1","1","1"
"17247","0","0","0"
"17248","0","0","0"
"17249","0","0","0"
"17250","1","1","1"
"17257","0","0","0"
"17276","1","1","1"
"17286","0","0","0"
"17289","0","0","0"
"17292","1","1","1"
"17293","0","0","0"
"17305","1","1","1"
"17311","0","0","0"
"17312","1","1","1"
"17324","1","1","1"
"17326","1","1","1"
"17329","0","0","0"
"17331","1","1","1"
"17332","1","1","1"
"17333","1","1","1"
"17345","0","0","0"
"17348","0","0","0"
"17362","1","1","1"
"17365","0","0","0"
"17375","0","0","0"
"17376","0","0","0"
"17380","1","1","1"
"17381","1","1","1"
"17382","0","0","0"
"17386","0","0","0"
"17391","1","1","1"
"17392","0","0","0"
"17393","0","0","0"
"17400","1","1","1"
"17408","0","0","0"
"17417","0","0","0"
"17428","1","1","1"
"17431","0","0","0"
"17435","1","1","1"
"17438","0","0","0"
"17444","0","0","0"
"17445","1","1","1"
"17450","0","0","0"
"17453","1","1","1"
"17460","1","1","1"
"17463","0","0","0"
"17464","1","1","1"
"17468","1","1","1"
"17469","1","1","1"
"17472","1","1","1"
"17474","1","1","1"
"17481","1","1","1"
"17486","1","1","1"
"17490","0","0","0"
"17495","0","0","0"
"17496","0","0","0"
"17503","0","0","0"
"17504","1","1","1"
"17510","1","1","1"
"17517","1","1","1"
"17528","1","1","1"
"17533","0","0","0"
"17538","0","0","0"
"17543","0","0","0"
"17548","1","1","1"
"17554","1","1","1"
"17556","1","1","1"
"17562","0","0","0"
"17565","1","1","1"
"17566","0","0","0"
"17582","0","0","0"
"17583","1","1","1"
"17600","1","1","1"
"17601","0","0","0"
"17603","0","0","0"
"17610","1","1","1"
"17617","0","0","0"
"17621","1","1","1"
"17623","1","1","1"
"17624","0","0","0"
"17626","0","0","0"
"17636","0","0","0"
"17646","1","1","1"
"17665","1","1","1"
"17666","0","0","0"
"17680","0","0","0"
"17683","0","0","0"
"17684","1","1","1"
"17695","0","0","0"
"17707","0","0","0"
"17711","1","1","1"
"17715","1","1","1"
"17721","0","0","0"
"17724","0","0","0"
"17727","1","1","1"
"17733","1","1","1"
"17734","0","0","0"
"17744","1","1","1"
"17748","0","0","0"
"17750","1","1","1"
"17762","0","0","0"
"17769","1","1","1"
"17772","0","0","0"
"17776","0","0","0"
"17781","1","1","1"
"17794","1","1","1"
"17795","0","0","0"
"17799","0","0","0"
"17811","1","1","1"
"17816","1","1","1"
"17817","1","1","1"
"17818","1","1","1"
"17823","0","0","0"
"17830","0","0","0"
"17833","1","1","1"
"17835","1","1","1"
"17836","0","0","0"
"17838","1","1","1"
"17839","0","0","0"
"17848","0","0","0"
"17853","0","0","0"
"17859","1","1","1"
"17866","1","1","1"
"17875","0","0","0"
"17878","0","0","0"
"17896","1","1","1"
"17900","1","1","1"
"17907","0","0","0"
"17909","0","0","0"
"17923","1","1","1"
"17929","1","1","1"
"17931","0","0","0"
"17932","0","0","0"
"17933","0","0","0"
"17934","0","0","0"
"17936","1","1","1"
"17939","0","0","0"
"17954","0","0","0"
"17955","0","0","0"
"17961","1","1","1"
"17962","1","1","1"
"17966","1","1","1"
"17976","0","0","0"
"17986","1","1","1"
"17987","1","1","1"
"17992","1","1","1"
"17996","1","1","1"
"17997","1","1","1"
"18006","0","0","0"
"18010","1","1","1"
"18021","0","0","0"
"18024","0","0","0"
"18026","0","0","0"
"18036","1","1","1"
"18037","0","0","0"
"18040","0","0","0"
"18044","0","0","0"
"18059","0","0","0"
"18062","0","0","0"
"18064","0","0","0"
"18074","0","0","0"
"18075","0","0","0"
"18081","0","0","0"
"18087","1","1","1"
"18090","1","1","1"
"18100","0","0","0"
"18107","0","0","0"
"18116","0","0","0"
"18118","0","0","0"
"18125","1","1","1"
"18130","1","1","1"
"18134","0","0","0"
"18150","1","1","1"
"18153","1","1","1"
"18154","0","0","0"
"18158","0","0","0"
"18159","0","0","0"
"18160","0","0","0"
"18162","0","0","0"
"18165","1","1","1"
"18167","1","1","1"
"18176","1","1","1"
"18178","0","0","0"
"18180","0","0","0"
"18186","0","0","0"
"18187","1","1","1"
"18191","0","0","0"
"18193","1","1","1"
"18195","0","0","0"
"18196","1","1","1"
"18205","1","1","1"
"18206","1","1","1"
"18208","0","0","0"
"18223","0","0","0"
"18238","0","0","0"
"18242","0","0","0"
"18244","1","1","1"
"18246","1","1","1"
"18248","0","0","0"
"18251","0","0","0"
"18255","0","0","0"
"18257","1","1","1"
"18272","0","0","0"
"18277","1","1","1"
"18279","0","0","0"
"18287","0","0","0"
"18288","0","0","0"
"18292","1","1","1"
"18294","0","0","0"
"18300","0","0","0"
"18313","0","0","0"
"18331","1","1","1"
"18333","1","1","1"
"18356","1","1","1"
"18357","0","0","0"
"18358","1","1","1"
"18361","1","1","1"
"18365","1","1","1"
"18366","0","0","0"
"18369","0","0","0"
"18371","0","0","0"
"18374","0","0","0"
"18376","1","1","1"
"18401","0","0","0"
"18405","0","0","0"
"18414","0","0","0"
"18415","1","1","1"
"18429","0","0","0"
"18430","0","0","0"
"18436","1","1","1"
"18438","0","0","0"
"18441","0","0","0"
"18443","0","0","0"
"18444","0","0","0"
"18452","0","0","0"
"18469","1","1","1"
"18479","0","0","0"
"18483","1","1","1"
"18487","0","0","0"
"18491","1","1","1"
"18495","0","0","0"
"18516","1","1","1"
"18526","0","0","0"
"18528","0","0","0"
"18535","1","1","1"
"18550","1","1","1"
"18554","1","1","1"
"18555","0","0","0"
"18558","1","1","1"
"18568","1","1","1"
"18569","0","0","0"
"18572","1","1","1"
"18576","0","0","0"
"18578","0","0","0"
"18586","1","1","1"
"18592","0","0","0"
"18596","1","1","1"
"18600","1","1","1"
"18601","1","1","1"
"18604","0","0","0"
"18613","0","0","0"
"18616","0","0","0"
"18620","0","0","0"
"18623","1","1","1"
"18632","0","0","0"
"18635","1","1","1"
"18636","1","1","1"
"18641","0","0","0"
"18658","0","0","0"
"18673","0","0","0"
"18674","0","0","0"
"18676","1","1","1"
"18679","1","1","1"
"18687","0","0","0"
"18688","0","0","0"
"18691","0","0","0"
"18697","1","1","1"
"18705","0","0","0"
"18707","0","0","0"
"18709","1","1","1"
"18710","0","0","0"
"18720","0","0","0"
"18721","1","1","1"
"18725","1","1","1"
"18731","1","1","1"
"18734","0","0","0"
"18738","1","1","1"
"18743","1","1","1"
"18745","1","1","1"
"18749","0","0","0"
"18752","0","0","0"
"18753","1","1","1"
"18760","0","0","0"
"18763","1","1","1"
"18764","0","0","0"
"18767","0","0","0"
"18768","1","1","1"
"18770","0","0","0"
"18772","1","1","1"
"18778","0","0","0"
"18779","0","0","0"
"18784","1","1","1"
"18790","0","0","0"
"18791","1","1","1"
"18797","1","1","1"
"18802","1","1","1"
