episode,train_reward,win,roll_mean,roll_std,roll_win
711,-3.0,0,,,
712,-1.0,0,,,
713,-2.0,0,,,
714,-1.0,0,,,
715,-1.0,0,,,
716,-2.0,0,,,
717,-2.0,0,,,
718,1.0,0,,,
719,-1.0,0,,,
720,1.0,0,,,
721,-1.0,0,,,
722,-2.0,0,,,
723,0.0,0,,,
724,-2.0,0,,,
725,-2.0,0,,,
726,-3.0,0,,,
727,0.0,0,,,
728,-3.0,0,,,
729,0.0,0,,,
730,1.0,0,,,
731,-1.0,0,,,
732,3.0,0,,,
733,2.0,0,,,
734,5.0,0,,,
735,-2.0,0,,,
736,-3.0,0,,,
737,4.0,0,,,
738,-3.0,0,,,
739,6.0,0,,,
740,-3.0,0,,,
741,4.0,0,,,
742,-3.0,0,,,
743,-2.0,0,,,
744,-1.0,0,,,
745,-3.0,0,,,
746,2.0,0,,,
747,2.0,0,,,
748,-2.0,0,,,
749,0.0,0,,,
750,4.0,0,,,
751,2.0,0,,,
752,-3.0,0,,,
753,3.0,0,,,
754,-3.0,0,,,
755,-2.0,0,,,
756,0.0,0,,,
757,7.0,0,,,
758,-2.0,0,,,
759,1.0,0,,,
760,-2.0,0,,,
761,3.0,0,,,
762,-3.0,0,,,
763,0.0,0,,,
764,4.0,0,,,
765,0.0,0,,,
766,-3.0,0,,,
767,0.0,0,,,
768,-1.0,0,,,
769,-3.0,0,,,
770,2.0,0,,,
771,-2.0,0,,,
772,7.0,0,,,
773,-1.0,0,,,
774,1.0,0,,,
775,-1.0,0,,,
776,-3.0,0,,,
777,-2.0,0,,,
778,-2.0,0,,,
779,0.0,0,,,
780,1.0,0,,,
781,-1.0,0,,,
782,-3.0,0,,,
783,1.0,0,,,
784,-3.0,0,,,
785,4.0,0,,,
786,-2.0,0,,,
787,0.0,0,,,
788,3.0,0,,,
789,6.0,0,,,
790,-2.0,0,,,
791,2.0,0,,,
792,-2.0,0,,,
793,-1.0,0,,,
794,2.0,0,,,
795,-2.0,0,,,
796,3.0,0,,,
797,-2.0,0,,,
798,-3.0,0,,,
799,-3.0,0,,,
800,-1.0,0,,,
801,8.0,0,,,
802,-3.0,0,,,
803,0.0,0,,,
804,-3.0,0,,,
805,-2.0,0,,,
806,1.0,0,,,
807,-3.0,0,,,
808,7.0,0,,,
809,1.0,0,,,
810,-1.0,0,,,
811,-2.0,0,,,
812,2.0,0,,,
813,-3.0,0,,,
814,-2.0,0,,,
815,-2.0,0,,,
816,1.0,0,,,
817,-3.0,0,,,
818,-3.0,0,,,
819,-1.0,0,,,
820,-1.0,0,,,
821,-1.0,0,,,
822,0.0,0,,,
823,-1.0,0,,,
824,0.0,0,,,
825,2.0,0,,,
826,-2.0,0,,,
827,-2.0,0,,,
828,0.0,0,,,
829,-3.0,0,,,
830,-2.0,0,,,
831,-1.0,0,,,
832,2.0,0,,,
833,-3.0,0,,,
834,-2.0,0,,,
835,-2.0,0,,,
836,0.0,0,,,
837,-1.0,0,,,
838,-3.0,0,,,
839,-2.0,0,,,
840,4.0,0,,,
841,-1.0,0,,,
842,-2.0,0,,,
843,-1.0,0,,,
844,-3.0,0,,,
845,-1.0,0,,,
846,-2.0,0,,,
847,0.0,0,,,
848,0.0,0,,,
849,0.0,0,,,
850,-1.0,0,,,
851,0.0,0,,,
852,0.0,0,,,
853,3.0,0,,,
854,-2.0,0,,,
855,-3.0,0,,,
856,-2.0,0,,,
857,-3.0,0,,,
858,1.0,0,,,
859,1.0,0,,,
860,-1.0,0,,,
861,1.0,0,,,
862,-2.0,0,,,
863,3.0,0,,,
864,-2.0,0,,,
865,0.0,0,,,
866,2.0,0,,,
867,1.0,0,,,
868,-3.0,0,,,
869,-2.0,0,,,
870,-3.0,0,,,
871,-2.0,0,,,
872,-2.0,0,,,
873,2.0,0,,,
874,-3.0,0,,,
875,-1.0,0,,,
876,-1.0,0,,,
877,4.0,0,,,
878,-2.0,0,,,
879,2.0,0,,,
880,-1.0,0,,,
881,-1.0,0,,,
882,-2.0,0,,,
883,-3.0,0,,,
884,-3.0,0,,,
885,-1.0,0,,,
886,-3.0,0,,,
887,-2.0,0,,,
888,-3.0,0,,,
889,0.0,0,,,
890,-3.0,0,,,
891,0.0,0,,,
892,-2.0,0,,,
893,1.0,0,,,
894,-1.0,0,,,
895,-2.0,0,,,
896,1.0,0,,,
897,-3.0,0,,,
898,-1.0,0,,,
899,-2.0,0,,,
900,0.0,0,,,
901,-1.0,0,,,
902,-2.0,0,,,
903,-1.0,0,,,
904,-3.0,0,,,
905,1.0,0,,,
906,6.0,0,,,
907,-2.0,0,,,
908,0.0,0,,,
909,5.0,0,,,
910,-1.0,0,,,
911,-3.0,0,,,
912,-2.0,0,,,
913,1.0,0,,,
914,-2.0,0,,,
915,-3.0,0,,,
916,-2.0,0,,,
917,-2.0,0,,,
918,0.0,0,,,
919,-1.0,0,,,
920,3.0,0,,,
921,-1.0,0,,,
922,-3.0,0,,,
923,2.0,0,,,
924,0.0,0,,,
925,-2.0,0,,,
926,2.0,0,,,
927,0.0,0,,,
928,-2.0,0,,,
929,-1.0,0,,,
930,0.0,0,,,
931,-2.0,0,,,
932,0.0,0,,,
933,2.0,0,,,
934,1.0,0,,,
935,-3.0,0,,,
936,2.0,0,,,
937,-2.0,0,,,
938,-2.0,0,,,
939,-3.0,0,,,
940,-3.0,0,,,
941,1.0,0,,,
942,0.0,0,,,
943,1.0,0,,,
944,-2.0,0,,,
945,-2.0,0,,,
946,-2.0,0,,,
947,2.0,0,,,
948,4.0,0,,,
949,-2.0,0,,,
950,5.0,0,,,
951,2.0,0,,,
