"Step","non_det_DDQN_3_100k - total_reward","non_det_DDQN_3_100k - total_reward__MIN","non_det_DDQN_3_100k - total_reward__MAX"
"78929","3","3","3"
"78935","27","27","27"
"78941","-2","-2","-2"
"78948","7","7","7"
"78952","29","29","29"
"78967","6","6","6"
"78973","28","28","28"
"78984","36","36","36"
"79016","6","6","6"
"79029","8","8","8"
"79049","13","13","13"
"79108","5","5","5"
"79109","28","28","28"
"79117","25","25","25"
"79121","22","22","22"
"79124","-2","-2","-2"
"79129","24","24","24"
"79131","7","7","7"
"79134","11","11","11"
"79147","6","6","6"
"79151","9","9","9"
"79158","1","1","1"
"79161","24","24","24"
"79166","22","22","22"
"79178","21","21","21"
"79179","36","36","36"
"79190","1","1","1"
"79203","28","28","28"
"79210","4","4","4"
"79233","24","24","24"
"79237","35","35","35"
"79243","34","34","34"
"79247","35","35","35"
"79264","3","3","3"
"79265","27","27","27"
"79266","3","3","3"
"79285","3","3","3"
"79300","28","28","28"
"79308","11","11","11"
"79313","6","6","6"
"79314","1","1","1"
"79321","4","4","4"
"79333","36","36","36"
"79339","36","36","36"
"79379","33","33","33"
"79397","10","10","10"
"79399","17","17","17"
"79401","1","1","1"
"79406","2","2","2"
"79423","11","11","11"
"79429","37","37","37"
"79450","30","30","30"
"79466","10","10","10"
"79467","34","34","34"
"79478","9","9","9"
"79483","34","34","34"
"79489","11","11","11"
"79507","23","23","23"
"79511","0","0","0"
"79529","17","17","17"
"79571","28","28","28"
"79575","20","20","20"
"79600","28","28","28"
"79605","7","7","7"
"79607","35","35","35"
"79626","8","8","8"
"79640","8","8","8"
"79642","21","21","21"
"79647","8","8","8"
"79648","28","28","28"
"79650","29","29","29"
"79659","24","24","24"
"79662","15","15","15"
"79665","9","9","9"
"79668","8","8","8"
"79669","7","7","7"
"79673","31","31","31"
"79684","8","8","8"
"79700","3","3","3"
"79704","2","2","2"
"79708","10","10","10"
"79715","2","2","2"
"79734","30","30","30"
"79735","15","15","15"
"79742","5","5","5"
"79744","2","2","2"
"79768","30","30","30"
"79774","23","23","23"
"79780","2","2","2"
"79792","21","21","21"
"79801","-1","-1","-1"
"79802","16","16","16"
"79805","20","20","20"
"79828","6","6","6"
"79836","25","25","25"
"79842","3","3","3"
"79861","28","28","28"
"79862","6","6","6"
"79877","45","45","45"
"79878","7","7","7"
"79899","2","2","2"
"79924","16","16","16"
"79928","3","3","3"
"79930","0","0","0"
"79972","34","34","34"
"79975","21","21","21"
"79980","15","15","15"
"79997","6","6","6"
"80001","-1","-1","-1"
"80005","33","33","33"
"80006","2","2","2"
"80034","21","21","21"
"80048","5","5","5"
"80050","1","1","1"
"80052","9","9","9"
"80059","2","2","2"
"80091","3","3","3"
"80094","5","5","5"
"80096","0","0","0"
"80100","1","1","1"
"80145","2","2","2"
"80155","33","33","33"
"80157","21","21","21"
"80159","31","31","31"
"80161","16","16","16"
"80173","3","3","3"
"80174","10","10","10"
"80194","3","3","3"
"80197","12","12","12"
"80206","10","10","10"
"80207","32","32","32"
"80212","39","39","39"
"80225","6","6","6"
"80231","8","8","8"
"80235","33","33","33"
"80236","33","33","33"
"80237","6","6","6"
"80241","6","6","6"
"80247","41","41","41"
"80249","16","16","16"
"80255","8","8","8"
"80259","8","8","8"
"80260","31","31","31"
"80270","34","34","34"
"80285","41","41","41"
"80286","17","17","17"
"80290","15","15","15"
"80298","7","7","7"
"80308","22","22","22"
"80320","-2","-2","-2"
"80321","24","24","24"
"80324","24","24","24"
"80327","2","2","2"
"80335","33","33","33"
"80354","38","38","38"
"80364","18","18","18"
"80375","20","20","20"
"80376","25","25","25"
"80378","5","5","5"
"80406","39","39","39"
"80411","9","9","9"
"80422","14","14","14"
"80435","21","21","21"
"80441","3","3","3"
"80442","1","1","1"
"80446","26","26","26"
"80463","24","24","24"
"80466","12","12","12"
"80473","41","41","41"
"80480","9","9","9"
"80486","5","5","5"
"80495","34","34","34"
"80500","-1","-1","-1"
"80502","1","1","1"
"80505","5","5","5"
"80508","19","19","19"
"80523","33","33","33"
"80531","5","5","5"
"80536","12","12","12"
"80543","42","42","42"
"80551","27","27","27"
"80561","3","3","3"
"80566","-1","-1","-1"
"80580","4","4","4"
"80586","8","8","8"
"80614","17","17","17"
"80642","1","1","1"
"80682","34","34","34"
"80688","1","1","1"
"80692","26","26","26"
"80694","13","13","13"
"80718","5","5","5"
"80737","12","12","12"
"80743","11","11","11"
"80744","8","8","8"
"80771","31","31","31"
"80778","28","28","28"
"80779","1","1","1"
"80782","0","0","0"
"80785","1","1","1"
"80787","6","6","6"
"80788","25","25","25"
"80789","29","29","29"
"80800","12","12","12"
"80810","16","16","16"
"80820","3","3","3"
"80828","20","20","20"
"80851","8","8","8"
"80863","10","10","10"
"80877","27","27","27"
"80880","24","24","24"
"80922","3","3","3"
"80923","22","22","22"
"80926","29","29","29"
"80929","9","9","9"
"80950","36","36","36"
"80954","20","20","20"
"80959","5","5","5"
"80963","27","27","27"
"80969","11","11","11"
"80972","28","28","28"
"80974","4","4","4"
"80977","10","10","10"
"80988","20","20","20"
"81001","3","3","3"
"81020","27","27","27"
"81026","30","30","30"
"81076","1","1","1"
"81103","35","35","35"
"81114","31","31","31"
"81117","10","10","10"
"81118","4","4","4"
"81130","3","3","3"
"81133","18","18","18"
"81161","13","13","13"
"81164","38","38","38"
"81166","2","2","2"
"81187","0","0","0"
"81202","13","13","13"
"81217","38","38","38"
"81219","24","24","24"
"81226","2","2","2"
"81228","2","2","2"
"81239","1","1","1"
"81251","5","5","5"
"81262","21","21","21"
"81266","-1","-1","-1"
"81296","35","35","35"
"81334","10","10","10"
"81341","39","39","39"
"81347","35","35","35"
"81355","36","36","36"
"81356","24","24","24"
"81377","1","1","1"
"81381","1","1","1"
"81393","27","27","27"
"81395","24","24","24"
"81401","27","27","27"
"81404","8","8","8"
"81407","32","32","32"
"81414","0","0","0"
"81422","15","15","15"
"81437","2","2","2"
"81438","4","4","4"
"81441","24","24","24"
"81447","11","11","11"
"81473","2","2","2"
"81475","7","7","7"
"81476","2","2","2"
"81480","32","32","32"
"81511","21","21","21"
"81514","0","0","0"
"81515","22","22","22"
"81519","24","24","24"
"81532","4","4","4"
"81538","33","33","33"
"81542","37","37","37"
"81560","0","0","0"
"81571","1","1","1"
"81575","17","17","17"
"81583","18","18","18"
"81588","25","25","25"
"81591","4","4","4"
"81605","37","37","37"
"81606","20","20","20"
"81608","3","3","3"
"81609","41","41","41"
"81635","8","8","8"
"81636","5","5","5"
"81648","16","16","16"
"81671","26","26","26"
"81675","23","23","23"
"81680","-1","-1","-1"
"81683","7","7","7"
"81686","-2","-2","-2"
"81714","11","11","11"
"81721","-1","-1","-1"
"81728","9","9","9"
"81740","17","17","17"
"81785","12","12","12"
"81789","29","29","29"
"81792","0","0","0"
"81794","0","0","0"
"81815","4","4","4"
"81822","0","0","0"
"81831","-2","-2","-2"
"81837","37","37","37"
"81848","4","4","4"
"81860","2","2","2"
"81865","-2","-2","-2"
"81867","5","5","5"
"81869","4","4","4"
"81874","7","7","7"
"81877","23","23","23"
"81880","33","33","33"
"81905","26","26","26"
"81917","2","2","2"
"81941","34","34","34"
"81944","32","32","32"
"81954","28","28","28"
"81964","2","2","2"
"81973","29","29","29"
"82005","28","28","28"
"82020","34","34","34"
"82021","0","0","0"
"82026","4","4","4"
"82027","25","25","25"
"82028","-2","-2","-2"
"82038","0","0","0"
"82041","6","6","6"
"82055","8","8","8"
"82066","3","3","3"
"82080","23","23","23"
"82081","8","8","8"
"82084","38","38","38"
"82112","2","2","2"
"82113","3","3","3"
"82127","27","27","27"
"82129","22","22","22"
"82133","2","2","2"
"82144","24","24","24"
"82145","24","24","24"
"82149","25","25","25"
"82159","3","3","3"
"82164","13","13","13"
"82204","9","9","9"
"82220","32","32","32"
"82223","14","14","14"
"82224","-1","-1","-1"
"82239","8","8","8"
"82252","46","46","46"
"82282","3","3","3"
"82313","37","37","37"
"82316","21","21","21"
"82330","26","26","26"
"82355","9","9","9"
"82374","46","46","46"
"82391","9","9","9"
"82408","12","12","12"
"82416","-1","-1","-1"
"82428","27","27","27"
"82450","8","8","8"
"82455","3","3","3"
"82461","30","30","30"
"82472","31","31","31"
"82478","26","26","26"
"82479","28","28","28"
"82501","5","5","5"
"82514","10","10","10"
"82520","38","38","38"
"82528","6","6","6"
"82530","10","10","10"
"82537","28","28","28"
"82538","7","7","7"
"82540","3","3","3"
"82541","34","34","34"
"82544","30","30","30"
"82551","35","35","35"
"82589","18","18","18"
"82591","25","25","25"
"82609","5","5","5"
"82621","22","22","22"
"82633","37","37","37"
"82640","14","14","14"
"82648","22","22","22"
"82653","19","19","19"
"82660","27","27","27"
"82664","4","4","4"
"82674","2","2","2"
"82675","53","53","53"
"82682","23","23","23"
"82695","0","0","0"
"82707","1","1","1"
"82713","1","1","1"
"82718","10","10","10"
"82721","21","21","21"
"82751","42","42","42"
"82759","2","2","2"
"82765","30","30","30"
"82787","26","26","26"
"82793","6","6","6"
"82796","2","2","2"
"82801","42","42","42"
"82803","27","27","27"
"82815","-2","-2","-2"
"82834","33","33","33"
"82839","19","19","19"
"82856","1","1","1"
"82860","23","23","23"
"82866","30","30","30"
"82869","27","27","27"
"82894","13","13","13"
"82908","14","14","14"
"82925","38","38","38"
"82926","2","2","2"
"82937","5","5","5"
"82939","37","37","37"
"82945","26","26","26"
"82953","35","35","35"
"82957","19","19","19"
"82993","25","25","25"
"82999","6","6","6"
"83001","20","20","20"
"83017","2","2","2"
"83035","20","20","20"
"83053","2","2","2"
"83054","3","3","3"
"83062","7","7","7"
"83081","10","10","10"
"83099","25","25","25"
"83109","30","30","30"
"83113","21","21","21"
"83128","31","31","31"
"83130","8","8","8"
"83145","6","6","6"
"83147","9","9","9"
"83149","23","23","23"
"83150","9","9","9"
"83156","-2","-2","-2"
"83176","10","10","10"
"83190","7","7","7"
"83206","31","31","31"
"83234","17","17","17"
"83241","17","17","17"
"83243","9","9","9"
"83248","16","16","16"
"83259","26","26","26"
"83262","36","36","36"
"83267","34","34","34"
"83270","8","8","8"
"83281","25","25","25"
"83293","4","4","4"
"83294","35","35","35"
"83295","3","3","3"
"83298","30","30","30"
"83307","3","3","3"
"83314","11","11","11"
"83332","22","22","22"
"83341","14","14","14"
"83348","11","11","11"
"83353","18","18","18"
"83354","34","34","34"
"83359","9","9","9"
"83383","6","6","6"
"83386","-1","-1","-1"
"83390","0","0","0"
"83398","26","26","26"
"83408","19","19","19"
"83412","27","27","27"
"83421","10","10","10"
"83431","4","4","4"
"83435","2","2","2"
"83444","9","9","9"
"83465","21","21","21"
"83469","36","36","36"
"83487","40","40","40"
"83492","-1","-1","-1"
"83517","30","30","30"
"83519","19","19","19"
"83520","33","33","33"
"83524","27","27","27"
"83533","11","11","11"
"83534","2","2","2"
"83536","9","9","9"
"83539","4","4","4"
"83552","16","16","16"
"83574","11","11","11"
"83575","6","6","6"
"83584","29","29","29"
"83602","30","30","30"
"83604","23","23","23"
"83608","9","9","9"
"83619","1","1","1"
"83622","33","33","33"
"83632","31","31","31"
"83639","22","22","22"
"83648","29","29","29"
"83659","18","18","18"
"83674","30","30","30"
"83691","0","0","0"
"83711","5","5","5"
"83720","7","7","7"
"83757","26","26","26"
"83779","27","27","27"
"83780","37","37","37"
"83813","7","7","7"
"83818","10","10","10"
"83837","40","40","40"
"83844","23","23","23"
"83858","5","5","5"
"83865","23","23","23"
"83911","39","39","39"
"83925","17","17","17"
"83930","14","14","14"
"83934","21","21","21"
"83940","9","9","9"
"83948","3","3","3"
"83950","8","8","8"
"83968","-1","-1","-1"
"83987","27","27","27"
"83991","8","8","8"
"83996","25","25","25"
"84011","-2","-2","-2"
"84014","4","4","4"
"84020","27","27","27"
"84045","19","19","19"
"84075","25","25","25"
"84112","24","24","24"
"84125","25","25","25"
"84128","3","3","3"
"84132","9","9","9"
"84152","15","15","15"
"84173","34","34","34"
"84199","33","33","33"
"84200","7","7","7"
"84201","-1","-1","-1"
"84208","32","32","32"
"84213","3","3","3"
"84223","38","38","38"
"84226","7","7","7"
"84230","1","1","1"
"84239","3","3","3"
"84241","19","19","19"
"84259","11","11","11"
"84266","29","29","29"
"84267","8","8","8"
"84280","22","22","22"
"84290","36","36","36"
"84301","7","7","7"
"84309","5","5","5"
"84314","17","17","17"
"84323","15","15","15"
"84337","16","16","16"
"84348","8","8","8"
"84363","19","19","19"
"84377","27","27","27"
"84380","13","13","13"
"84394","32","32","32"
"84411","25","25","25"
"84418","-2","-2","-2"
"84433","33","33","33"
"84440","8","8","8"
"84459","25","25","25"
"84467","34","34","34"
"84473","37","37","37"
"84492","6","6","6"
"84498","48","48","48"
"84500","5","5","5"
"84501","3","3","3"
"84513","-1","-1","-1"
"84532","6","6","6"
"84535","9","9","9"
"84553","33","33","33"
"84557","-1","-1","-1"
"84560","18","18","18"
"84564","24","24","24"
"84589","1","1","1"
"84591","8","8","8"
"84599","3","3","3"
"84608","28","28","28"
"84610","32","32","32"
"84622","7","7","7"
"84630","5","5","5"
"84633","25","25","25"
"84635","5","5","5"
"84642","6","6","6"
"84661","14","14","14"
"84680","26","26","26"
"84681","9","9","9"
"84695","14","14","14"
"84706","29","29","29"
"84717","9","9","9"
"84718","8","8","8"
"84719","30","30","30"
"84723","27","27","27"
"84724","3","3","3"
"84741","9","9","9"
"84748","7","7","7"
"84755","7","7","7"
"84768","30","30","30"
"84784","9","9","9"
"84793","44","44","44"
"84794","19","19","19"
"84797","6","6","6"
"84806","37","37","37"
"84811","7","7","7"
"84823","20","20","20"
"84825","5","5","5"
"84829","15","15","15"
"84839","12","12","12"
"84858","36","36","36"
"84860","4","4","4"
"84877","5","5","5"
"84909","9","9","9"
"84910","31","31","31"
"84923","9","9","9"
"84963","15","15","15"
"84971","6","6","6"
"84982","26","26","26"
"84985","1","1","1"
"84993","8","8","8"
"85005","-1","-1","-1"
"85008","22","22","22"
"85022","0","0","0"
"85023","7","7","7"
"85026","3","3","3"
"85048","21","21","21"
"85055","16","16","16"
"85062","27","27","27"
"85068","39","39","39"
"85099","14","14","14"
"85103","12","12","12"
"85120","5","5","5"
"85123","4","4","4"
"85184","31","31","31"
"85209","3","3","3"
"85218","-2","-2","-2"
"85220","17","17","17"
"85228","2","2","2"
"85235","30","30","30"
"85243","9","9","9"
"85259","13","13","13"
"85261","9","9","9"
"85268","25","25","25"
"85269","18","18","18"
"85273","22","22","22"
"85283","18","18","18"
"85287","40","40","40"
"85299","30","30","30"
"85300","23","23","23"
"85304","21","21","21"
"85306","-1","-1","-1"
"85309","0","0","0"
"85315","2","2","2"
"85338","43","43","43"
"85353","38","38","38"
"85356","11","11","11"
"85358","28","28","28"
"85364","41","41","41"
"85374","35","35","35"
"85384","0","0","0"
"85393","24","24","24"
"85395","0","0","0"
"85431","5","5","5"
"85433","1","1","1"
"85443","18","18","18"
"85445","13","13","13"
"85458","12","12","12"
"85487","32","32","32"
"85488","33","33","33"
"85494","35","35","35"
"85497","9","9","9"
"85498","25","25","25"
"85504","25","25","25"
"85517","29","29","29"
"85529","39","39","39"
"85535","-2","-2","-2"
"85537","27","27","27"
"85549","11","11","11"
"85552","30","30","30"
"85553","35","35","35"
"85558","27","27","27"
"85563","38","38","38"
"85570","20","20","20"
"85574","29","29","29"
"85588","6","6","6"
"85616","7","7","7"
"85645","37","37","37"
"85661","29","29","29"
"85673","8","8","8"
"85675","5","5","5"
"85690","17","17","17"
"85691","17","17","17"
"85706","0","0","0"
"85710","6","6","6"
"85732","21","21","21"
"85751","0","0","0"
"85752","-1","-1","-1"
"85753","0","0","0"
"85754","24","24","24"
"85755","34","34","34"
"85771","30","30","30"
"85772","30","30","30"
"85784","3","3","3"
"85792","38","38","38"
"85794","5","5","5"
"85799","1","1","1"
"85807","13","13","13"
"85813","0","0","0"
"85817","10","10","10"
"85819","26","26","26"
"85844","36","36","36"
"85847","30","30","30"
"85851","37","37","37"
"85856","13","13","13"
"85858","3","3","3"
"85865","24","24","24"
"85889","2","2","2"
"85899","33","33","33"
"85913","20","20","20"
"85914","37","37","37"
"85917","28","28","28"
"85942","4","4","4"
"85949","43","43","43"
"85954","10","10","10"
"85958","22","22","22"
"85962","32","32","32"
"85976","29","29","29"
"85980","3","3","3"
"86005","11","11","11"
"86010","11","11","11"
"86028","25","25","25"
"86038","29","29","29"
"86046","34","34","34"
"86050","39","39","39"
"86077","20","20","20"
"86079","5","5","5"
"86093","2","2","2"
"86098","7","7","7"
"86111","2","2","2"
"86126","8","8","8"
"86143","7","7","7"
"86146","25","25","25"
"86147","3","3","3"
"86173","44","44","44"
"86200","7","7","7"
"86252","45","45","45"
"86265","12","12","12"
"86276","8","8","8"
"86277","9","9","9"
"86293","6","6","6"
"86320","25","25","25"
"86327","-2","-2","-2"
"86334","28","28","28"
"86346","6","6","6"
"86349","4","4","4"
"86355","3","3","3"
"86357","38","38","38"
"86383","3","3","3"
"86385","24","24","24"
"86405","11","11","11"
"86448","41","41","41"
"86454","4","4","4"
"86458","31","31","31"
"86468","26","26","26"
"86471","27","27","27"
"86478","29","29","29"
"86481","30","30","30"
"86482","30","30","30"
"86484","7","7","7"
"86494","11","11","11"
"86499","26","26","26"
"86513","30","30","30"
"86521","24","24","24"
"86530","29","29","29"
"86574","-2","-2","-2"
"86575","17","17","17"
"86608","7","7","7"
"86609","2","2","2"
"86613","40","40","40"
"86614","4","4","4"
"86617","25","25","25"
"86627","0","0","0"
"86637","14","14","14"
"86648","5","5","5"
"86654","31","31","31"
"86666","7","7","7"
"86672","35","35","35"
"86673","26","26","26"
"86686","25","25","25"
"86687","36","36","36"
"86689","12","12","12"
"86713","24","24","24"
"86739","25","25","25"
"86760","31","31","31"
"86764","7","7","7"
"86767","5","5","5"
"86780","-1","-1","-1"
"86788","7","7","7"
"86808","18","18","18"
"86826","-1","-1","-1"
"86831","37","37","37"
"86834","9","9","9"
"86840","7","7","7"
"86884","8","8","8"
"86909","-2","-2","-2"
"86920","33","33","33"
"86931","28","28","28"
"86959","16","16","16"
"86968","21","21","21"
"86984","27","27","27"
"86995","7","7","7"
"86999","-1","-1","-1"
"87001","29","29","29"
"87008","36","36","36"
"87009","13","13","13"
"87015","2","2","2"
"87059","24","24","24"
"87064","-2","-2","-2"
"87065","20","20","20"
"87077","36","36","36"
"87085","1","1","1"
"87102","39","39","39"
"87125","34","34","34"
"87132","23","23","23"
"87138","25","25","25"
"87145","35","35","35"
"87147","-2","-2","-2"
"87152","1","1","1"
"87156","4","4","4"
"87171","29","29","29"
"87181","23","23","23"
"87182","21","21","21"
"87208","10","10","10"
"87211","28","28","28"
"87233","7","7","7"
"87235","2","2","2"
"87253","26","26","26"
"87255","34","34","34"
"87262","26","26","26"
"87287","32","32","32"
"87288","1","1","1"
"87296","34","34","34"
"87308","1","1","1"
"87315","29","29","29"
"87319","3","3","3"
"87329","26","26","26"
"87330","6","6","6"
"87331","-1","-1","-1"
"87332","28","28","28"
"87340","7","7","7"
"87342","34","34","34"
"87353","3","3","3"
"87354","-1","-1","-1"
"87363","28","28","28"
"87375","-1","-1","-1"
"87378","-2","-2","-2"
"87380","11","11","11"
"87388","29","29","29"
"87396","10","10","10"
"87399","15","15","15"
"87409","38","38","38"
"87413","0","0","0"
"87428","3","3","3"
"87433","0","0","0"
"87439","3","3","3"
"87455","-2","-2","-2"
"87467","16","16","16"
"87471","2","2","2"
"87473","4","4","4"
"87475","10","10","10"
"87481","23","23","23"
"87484","-2","-2","-2"
"87491","42","42","42"
"87495","1","1","1"
"87497","-1","-1","-1"
"87507","1","1","1"
"87520","30","30","30"
"87533","6","6","6"
"87537","37","37","37"
"87551","22","22","22"
"87565","5","5","5"
"87582","5","5","5"
"87597","5","5","5"
"87610","9","9","9"
"87613","1","1","1"
"87618","8","8","8"
"87638","5","5","5"
"87643","2","2","2"
"87663","15","15","15"
"87708","11","11","11"
"87716","2","2","2"
"87731","41","41","41"
"87732","25","25","25"
"87752","2","2","2"
"87755","38","38","38"
"87757","28","28","28"
"87772","17","17","17"
"87782","23","23","23"
"87788","22","22","22"
"87801","3","3","3"
"87807","2","2","2"
"87815","28","28","28"
"87824","13","13","13"
"87833","40","40","40"
"87836","14","14","14"
"87847","28","28","28"
"87865","7","7","7"
"87887","16","16","16"
"87912","7","7","7"
"87915","-2","-2","-2"
"87917","9","9","9"
"87925","8","8","8"
"87926","24","24","24"
"87944","9","9","9"
"87957","4","4","4"
"87963","8","8","8"
"87968","27","27","27"
"87984","10","10","10"
"87991","25","25","25"
"87994","29","29","29"
"88009","2","2","2"
"88017","12","12","12"
"88023","3","3","3"
"88043","5","5","5"
"88053","0","0","0"
"88082","27","27","27"
"88084","38","38","38"
"88122","32","32","32"
"88136","6","6","6"
"88140","-2","-2","-2"
"88142","-2","-2","-2"
"88145","35","35","35"
"88150","34","34","34"
"88155","3","3","3"
"88158","29","29","29"
"88161","19","19","19"
"88189","13","13","13"
"88193","2","2","2"
"88213","23","23","23"
"88214","0","0","0"
"88220","23","23","23"
"88232","16","16","16"
"88245","26","26","26"
"88254","3","3","3"
"88267","1","1","1"
"88272","26","26","26"
"88280","29","29","29"
"88283","24","24","24"
"88294","22","22","22"
"88299","33","33","33"
"88325","4","4","4"
"88342","32","32","32"
"88390","29","29","29"
"88415","0","0","0"
"88420","2","2","2"
"88455","25","25","25"
"88459","7","7","7"
"88481","20","20","20"
"88484","1","1","1"
"88491","4","4","4"
"88498","37","37","37"
"88501","5","5","5"
"88514","25","25","25"
"88531","5","5","5"
"88537","12","12","12"
"88539","24","24","24"
"88555","-1","-1","-1"
"88558","-1","-1","-1"
"88560","22","22","22"
"88561","8","8","8"
"88565","5","5","5"
"88577","1","1","1"
"88583","9","9","9"
"88587","38","38","38"
"88603","1","1","1"
"88617","14","14","14"
"88637","7","7","7"
"88640","2","2","2"
"88642","18","18","18"
"88653","20","20","20"
"88673","0","0","0"
"88686","11","11","11"
"88690","14","14","14"
"88695","22","22","22"
"88704","4","4","4"
"88763","1","1","1"
"88774","11","11","11"
"88853","22","22","22"
"88868","9","9","9"
"88881","27","27","27"
"88899","38","38","38"
"88910","21","21","21"
"88914","8","8","8"
"88919","11","11","11"
"88928","8","8","8"
"88948","25","25","25"
"88950","39","39","39"
"88962","14","14","14"
"88976","3","3","3"
"89013","32","32","32"
"89037","6","6","6"
"89043","11","11","11"
"89050","19","19","19"
"89069","2","2","2"
"89079","10","10","10"
"89081","5","5","5"
"89085","15","15","15"
"89087","43","43","43"
"89101","28","28","28"
"89113","20","20","20"
"89116","-1","-1","-1"
"89122","7","7","7"
"89124","4","4","4"
"89131","2","2","2"
"89135","20","20","20"
"89155","6","6","6"
"89159","3","3","3"
"89168","23","23","23"
"89183","3","3","3"
"89192","10","10","10"
"89195","0","0","0"
"89197","11","11","11"
"89201","38","38","38"
"89208","0","0","0"
"89209","8","8","8"
"89218","10","10","10"
"89221","19","19","19"
"89224","1","1","1"
"89257","31","31","31"
"89274","3","3","3"
"89277","12","12","12"
"89293","32","32","32"
"89312","1","1","1"
"89318","42","42","42"
"89320","30","30","30"
"89323","2","2","2"
"89347","0","0","0"
"89348","31","31","31"
"89375","33","33","33"
"89384","2","2","2"
"89399","4","4","4"
"89410","27","27","27"
"89411","4","4","4"
"89413","11","11","11"
"89417","23","23","23"
"89426","13","13","13"
"89427","9","9","9"
"89434","3","3","3"
"89443","31","31","31"
"89445","6","6","6"
"89447","0","0","0"
"89448","13","13","13"
"89450","-1","-1","-1"
"89454","0","0","0"
"89467","0","0","0"
"89469","6","6","6"
"89481","1","1","1"
"89484","1","1","1"
"89519","13","13","13"
"89540","10","10","10"
"89549","-1","-1","-1"
"89554","4","4","4"
"89566","0","0","0"
"89580","32","32","32"
"89583","41","41","41"
"89609","5","5","5"
"89633","31","31","31"
"89636","12","12","12"
"89637","14","14","14"
"89641","6","6","6"
"89647","17","17","17"
"89659","5","5","5"
"89662","23","23","23"
"89671","11","11","11"
"89683","5","5","5"
"89690","10","10","10"
"89699","2","2","2"
"89722","26","26","26"
"89749","-1","-1","-1"
"89759","8","8","8"
"89766","21","21","21"
"89777","12","12","12"
"89786","15","15","15"
"89804","29","29","29"
"89817","1","1","1"
"89833","4","4","4"
"89834","13","13","13"
"89839","2","2","2"
"89857","10","10","10"
"89876","37","37","37"
"89885","0","0","0"
"89896","12","12","12"
"89919","23","23","23"
"89945","29","29","29"
"89957","0","0","0"
"89980","0","0","0"
"89983","9","9","9"
"89988","10","10","10"
"90002","30","30","30"
"90009","31","31","31"
"90021","29","29","29"
"90022","9","9","9"
"90042","7","7","7"
"90046","20","20","20"
"90058","11","11","11"
"90071","0","0","0"
"90089","29","29","29"
"90095","9","9","9"
"90099","33","33","33"
"90101","-1","-1","-1"
"90122","1","1","1"
"90123","7","7","7"
"90145","0","0","0"
"90170","32","32","32"
"90183","10","10","10"
"90187","7","7","7"
"90196","0","0","0"
"90200","10","10","10"
"90210","7","7","7"
"90224","5","5","5"
"90225","10","10","10"
"90236","22","22","22"
"90241","14","14","14"
"90244","8","8","8"
"90254","28","28","28"
"90264","26","26","26"
"90269","14","14","14"
"90299","27","27","27"
"90315","48","48","48"
"90318","2","2","2"
"90325","32","32","32"
"90327","7","7","7"
"90330","6","6","6"
"90335","11","11","11"
"90365","4","4","4"
"90389","9","9","9"
"90393","33","33","33"
"90398","7","7","7"
"90438","3","3","3"
"90464","37","37","37"
"90473","35","35","35"
"90475","22","22","22"
"90482","9","9","9"
"90485","27","27","27"
"90486","34","34","34"
"90489","22","22","22"
"90490","45","45","45"
"90493","1","1","1"
"90494","26","26","26"
"90525","22","22","22"
"90529","11","11","11"
"90530","6","6","6"
"90536","4","4","4"
"90546","28","28","28"
"90549","31","31","31"
"90554","-1","-1","-1"
"90555","6","6","6"
"90557","6","6","6"
"90572","2","2","2"
"90574","27","27","27"
"90594","8","8","8"
"90606","2","2","2"
"90607","35","35","35"
"90629","1","1","1"
"90636","36","36","36"
"90640","20","20","20"
"90641","28","28","28"
"90651","0","0","0"
"90665","21","21","21"
"90672","7","7","7"
"90698","24","24","24"
"90701","26","26","26"
"90703","16","16","16"
"90713","22","22","22"
"90736","5","5","5"
"90768","2","2","2"
"90772","17","17","17"
"90774","5","5","5"
"90777","28","28","28"
"90782","27","27","27"
"90784","22","22","22"
"90794","6","6","6"
"90797","18","18","18"
"90802","21","21","21"
"90805","31","31","31"
"90814","5","5","5"
"90817","11","11","11"
"90818","9","9","9"
"90833","9","9","9"
"90844","-1","-1","-1"
"90849","42","42","42"
"90850","6","6","6"
"90902","2","2","2"
"90923","38","38","38"
"90925","7","7","7"
"90943","12","12","12"
"90957","37","37","37"
"90974","-1","-1","-1"
"90981","3","3","3"
"90984","1","1","1"
"90991","7","7","7"
"91006","-2","-2","-2"
"91015","4","4","4"
"91019","6","6","6"
"91020","30","30","30"
"91022","9","9","9"
"91031","11","11","11"
"91056","19","19","19"
"91058","37","37","37"
"91059","8","8","8"
"91063","8","8","8"
"91081","41","41","41"
"91096","34","34","34"
"91103","-2","-2","-2"
"91104","25","25","25"
"91115","30","30","30"
"91126","40","40","40"
"91127","14","14","14"
"91131","30","30","30"
"91150","28","28","28"
"91156","9","9","9"
"91158","26","26","26"
"91162","20","20","20"
"91170","31","31","31"
"91171","17","17","17"
"91173","31","31","31"
"91204","13","13","13"
"91226","31","31","31"
"91229","30","30","30"
"91237","2","2","2"
"91244","28","28","28"
"91264","4","4","4"
"91269","0","0","0"
"91273","13","13","13"
"91274","4","4","4"
"91284","28","28","28"
"91288","0","0","0"
"91300","38","38","38"
"91309","20","20","20"
"91313","31","31","31"
"91344","29","29","29"
"91350","23","23","23"
"91354","25","25","25"
"91369","6","6","6"
"91371","31","31","31"
"91376","30","30","30"
"91386","25","25","25"
"91395","4","4","4"
