"Step","non_det_DDQN_3_100k - total_reward","non_det_DDQN_3_100k - total_reward__MIN","non_det_DDQN_3_100k - total_reward__MAX"
"21507","20","20","20"
"21514","3","3","3"
"21517","-1","-1","-1"
"21526","8","8","8"
"21527","3","3","3"
"21532","-2","-2","-2"
"21534","1","1","1"
"21547","7","7","7"
"21553","4","4","4"
"21557","0","0","0"
"21569","23","23","23"
"21573","2","2","2"
"21574","-1","-1","-1"
"21588","8","8","8"
"21596","2","2","2"
"21615","-2","-2","-2"
"21621","-2","-2","-2"
"21624","9","9","9"
"21638","3","3","3"
"21663","1","1","1"
"21668","2","2","2"
"21675","-2","-2","-2"
"21678","-1","-1","-1"
"21702","-2","-2","-2"
"21740","-1","-1","-1"
"21750","0","0","0"
"21756","-2","-2","-2"
"21771","1","1","1"
"21780","6","6","6"
"21782","2","2","2"
"21806","0","0","0"
"21808","-1","-1","-1"
"21820","7","7","7"
"21824","1","1","1"
"21831","-1","-1","-1"
"21847","-2","-2","-2"
"21851","1","1","1"
"21853","0","0","0"
"21854","10","10","10"
"21865","11","11","11"
"21878","5","5","5"
"21883","4","4","4"
"21892","-1","-1","-1"
"21898","0","0","0"
"21899","1","1","1"
"21900","11","11","11"
"21905","9","9","9"
"21916","-1","-1","-1"
"21927","-1","-1","-1"
"21938","-2","-2","-2"
"21945","4","4","4"
"21955","5","5","5"
"21956","7","7","7"
"21961","4","4","4"
"21966","0","0","0"
"21972","8","8","8"
"21976","2","2","2"
"21987","20","20","20"
"22016","1","1","1"
"22023","11","11","11"
"22029","32","32","32"
"22035","0","0","0"
"22043","7","7","7"
"22047","7","7","7"
"22056","6","6","6"
"22059","4","4","4"
"22069","-1","-1","-1"
"22132","7","7","7"
"22164","-2","-2","-2"
"22200","5","5","5"
"22201","10","10","10"
"22207","3","3","3"
"22215","-2","-2","-2"
"22216","2","2","2"
"22238","10","10","10"
"22247","3","3","3"
"22252","-2","-2","-2"
"22255","1","1","1"
"22269","2","2","2"
"22307","3","3","3"
"22318","2","2","2"
"22330","24","24","24"
"22349","1","1","1"
"22368","10","10","10"
"22369","10","10","10"
"22370","20","20","20"
"22373","2","2","2"
"22374","31","31","31"
"22404","8","8","8"
"22405","0","0","0"
"22416","0","0","0"
"22427","9","9","9"
"22431","2","2","2"
"22455","12","12","12"
"22468","4","4","4"
"22471","5","5","5"
"22476","2","2","2"
"22485","6","6","6"
"22494","-1","-1","-1"
"22505","0","0","0"
"22513","-1","-1","-1"
"22515","0","0","0"
"22559","0","0","0"
"22570","2","2","2"
"22638","38","38","38"
"22645","-1","-1","-1"
"22648","3","3","3"
"22656","2","2","2"
"22666","0","0","0"
"22698","-2","-2","-2"
"22704","4","4","4"
"22710","1","1","1"
"22712","5","5","5"
"22718","23","23","23"
"22720","2","2","2"
"22724","-2","-2","-2"
"22749","1","1","1"
"22754","5","5","5"
"22792","8","8","8"
"22795","2","2","2"
"22796","4","4","4"
"22808","1","1","1"
"22810","4","4","4"
"22812","2","2","2"
"22817","18","18","18"
"22820","4","4","4"
"22823","32","32","32"
"22826","2","2","2"
"22843","4","4","4"
"22856","34","34","34"
"22858","4","4","4"
"22860","5","5","5"
"22877","2","2","2"
"22899","0","0","0"
"22905","24","24","24"
"22922","4","4","4"
"22930","2","2","2"
"22931","1","1","1"
"22942","6","6","6"
"22965","2","2","2"
"22987","0","0","0"
"22989","3","3","3"
"22993","5","5","5"
"23000","2","2","2"
"23020","3","3","3"
"23036","28","28","28"
"23044","-1","-1","-1"
"23095","4","4","4"
"23100","-1","-1","-1"
"23104","31","31","31"
"23116","4","4","4"
"23124","3","3","3"
"23126","2","2","2"
"23138","4","4","4"
"23153","5","5","5"
"23154","1","1","1"
"23167","3","3","3"
"23212","6","6","6"
"23225","9","9","9"
"23242","10","10","10"
"23255","2","2","2"
"23278","0","0","0"
"23279","9","9","9"
"23285","0","0","0"
"23290","6","6","6"
"23307","2","2","2"
"23331","17","17","17"
"23334","-1","-1","-1"
"23349","9","9","9"
"23351","2","2","2"
"23356","11","11","11"
"23364","2","2","2"
"23377","7","7","7"
"23383","0","0","0"
"23385","-2","-2","-2"
"23398","0","0","0"
"23415","15","15","15"
"23430","2","2","2"
"23439","1","1","1"
"23442","14","14","14"
"23445","0","0","0"
"23446","4","4","4"
"23459","-1","-1","-1"
"23477","3","3","3"
"23481","13","13","13"
"23483","0","0","0"
"23492","4","4","4"
"23495","11","11","11"
"23497","0","0","0"
"23507","-1","-1","-1"
"23514","6","6","6"
"23515","0","0","0"
"23523","4","4","4"
"23535","6","6","6"
"23536","2","2","2"
"23539","18","18","18"
"23542","-1","-1","-1"
"23566","19","19","19"
"23568","-1","-1","-1"
"23571","4","4","4"
"23572","-1","-1","-1"
"23583","2","2","2"
"23596","-2","-2","-2"
"23600","-2","-2","-2"
"23607","4","4","4"
"23609","4","4","4"
"23612","9","9","9"
"23623","2","2","2"
"23629","4","4","4"
"23649","23","23","23"
"23652","29","29","29"
"23669","-1","-1","-1"
"23671","11","11","11"
"23695","0","0","0"
"23701","4","4","4"
"23709","8","8","8"
"23722","23","23","23"
"23725","4","4","4"
"23736","-2","-2","-2"
"23751","13","13","13"
"23823","15","15","15"
"23825","-1","-1","-1"
"23831","-1","-1","-1"
"23878","1","1","1"
"23885","-1","-1","-1"
"23904","6","6","6"
"23930","23","23","23"
"23937","35","35","35"
"23940","5","5","5"
"23945","11","11","11"
"23954","19","19","19"
"23962","-1","-1","-1"
"23988","0","0","0"
"24001","7","7","7"
"24002","-2","-2","-2"
"24004","17","17","17"
"24005","1","1","1"
"24020","1","1","1"
"24038","1","1","1"
"24043","24","24","24"
"24050","20","20","20"
"24078","15","15","15"
"24080","23","23","23"
"24084","1","1","1"
"24090","-1","-1","-1"
"24092","15","15","15"
"24095","3","3","3"
"24125","4","4","4"
"24132","8","8","8"
"24186","7","7","7"
"24216","7","7","7"
"24221","-2","-2","-2"
"24225","7","7","7"
"24229","2","2","2"
"24240","2","2","2"
"24241","6","6","6"
"24243","6","6","6"
"24246","1","1","1"
"24250","4","4","4"
"24254","10","10","10"
"24276","4","4","4"
"24292","4","4","4"
"24302","3","3","3"
"24320","6","6","6"
"24323","2","2","2"
"24331","1","1","1"
"24334","21","21","21"
"24352","0","0","0"
"24362","13","13","13"
"24369","6","6","6"
"24371","29","29","29"
"24372","9","9","9"
"24375","3","3","3"
"24380","26","26","26"
"24381","27","27","27"
"24385","12","12","12"
"24404","5","5","5"
"24409","2","2","2"
"24419","0","0","0"
"24434","2","2","2"
"24453","3","3","3"
"24465","10","10","10"
"24471","2","2","2"
"24480","7","7","7"
"24497","3","3","3"
"24508","25","25","25"
"24518","10","10","10"
"24531","-2","-2","-2"
"24534","-1","-1","-1"
"24536","10","10","10"
"24538","4","4","4"
"24548","32","32","32"
"24549","5","5","5"
"24550","5","5","5"
"24558","2","2","2"
"24573","10","10","10"
"24584","0","0","0"
"24597","5","5","5"
"24602","5","5","5"
"24608","2","2","2"
"24617","11","11","11"
"24618","10","10","10"
"24637","0","0","0"
"24640","8","8","8"
"24642","9","9","9"
"24675","-1","-1","-1"
"24679","8","8","8"
"24680","2","2","2"
"24686","3","3","3"
"24723","-1","-1","-1"
"24745","-1","-1","-1"
"24765","8","8","8"
"24772","24","24","24"
"24776","3","3","3"
"24783","0","0","0"
"24795","0","0","0"
"24797","43","43","43"
"24819","10","10","10"
"24827","5","5","5"
"24840","7","7","7"
"24846","3","3","3"
"24849","-1","-1","-1"
"24870","7","7","7"
"24876","8","8","8"
"24881","0","0","0"
"24884","2","2","2"
"24888","-2","-2","-2"
"24889","22","22","22"
"24891","0","0","0"
"24899","16","16","16"
"24934","0","0","0"
"24945","1","1","1"
"24949","9","9","9"
"24956","1","1","1"
"24968","-2","-2","-2"
"24972","7","7","7"
"24986","2","2","2"
"24988","-2","-2","-2"
"25001","3","3","3"
"25010","0","0","0"
"25021","20","20","20"
"25025","12","12","12"
"25034","2","2","2"
"25038","-1","-1","-1"
"25050","26","26","26"
"25069","5","5","5"
"25071","9","9","9"
"25079","-1","-1","-1"
"25080","1","1","1"
"25107","2","2","2"
"25118","2","2","2"
"25127","4","4","4"
"25138","29","29","29"
"25155","11","11","11"
"25176","10","10","10"
"25185","10","10","10"
"25188","-2","-2","-2"
"25189","3","3","3"
"25206","30","30","30"
"25218","4","4","4"
"25224","6","6","6"
"25228","0","0","0"
"25247","10","10","10"
"25256","-2","-2","-2"
"25267","6","6","6"
"25271","0","0","0"
"25307","4","4","4"
"25308","9","9","9"
"25310","2","2","2"
"25317","5","5","5"
"25318","2","2","2"
"25374","31","31","31"
"25404","26","26","26"
"25416","0","0","0"
"25423","3","3","3"
"25425","-1","-1","-1"
"25440","12","12","12"
"25450","26","26","26"
"25459","30","30","30"
"25479","9","9","9"
"25490","1","1","1"
"25494","0","0","0"
"25510","29","29","29"
"25514","2","2","2"
"25537","10","10","10"
"25553","3","3","3"
"25557","1","1","1"
"25567","26","26","26"
"25574","3","3","3"
"25584","0","0","0"
"25587","8","8","8"
"25595","3","3","3"
"25620","-2","-2","-2"
"25621","2","2","2"
"25627","4","4","4"
"25630","17","17","17"
"25639","5","5","5"
"25642","10","10","10"
"25663","13","13","13"
"25678","-1","-1","-1"
"25681","22","22","22"
"25684","5","5","5"
"25685","13","13","13"
"25689","26","26","26"
"25703","1","1","1"
"25717","-2","-2","-2"
"25726","13","13","13"
"25727","0","0","0"
"25747","24","24","24"
"25748","32","32","32"
"25755","4","4","4"
"25771","6","6","6"
"25782","8","8","8"
"25785","8","8","8"
"25797","-1","-1","-1"
"25816","1","1","1"
"25818","14","14","14"
"25832","1","1","1"
"25849","2","2","2"
"25857","-1","-1","-1"
"25879","11","11","11"
"25886","2","2","2"
"25894","8","8","8"
"25914","4","4","4"
"25925","4","4","4"
"25938","27","27","27"
"25948","12","12","12"
"25971","-1","-1","-1"
"25987","7","7","7"
"26004","5","5","5"
"26015","7","7","7"
"26021","16","16","16"
"26025","3","3","3"
"26046","10","10","10"
"26086","31","31","31"
"26134","1","1","1"
"26137","19","19","19"
"26141","5","5","5"
"26148","2","2","2"
"26165","1","1","1"
"26184","27","27","27"
"26188","6","6","6"
"26192","15","15","15"
"26198","35","35","35"
"26210","6","6","6"
"26218","8","8","8"
"26244","3","3","3"
"26246","8","8","8"
"26249","3","3","3"
"26253","-2","-2","-2"
"26257","8","8","8"
"26262","5","5","5"
"26274","4","4","4"
"26275","26","26","26"
"26289","31","31","31"
"26291","5","5","5"
"26296","6","6","6"
"26308","25","25","25"
"26320","3","3","3"
"26325","0","0","0"
"26348","17","17","17"
"26364","-1","-1","-1"
"26412","4","4","4"
"26416","2","2","2"
"26419","-1","-1","-1"
"26427","-2","-2","-2"
"26431","2","2","2"
"26474","2","2","2"
"26482","11","11","11"
"26488","6","6","6"
"26491","12","12","12"
"26498","6","6","6"
"26506","1","1","1"
"26510","0","0","0"
"26514","1","1","1"
"26517","5","5","5"
"26535","0","0","0"
"26547","31","31","31"
"26551","5","5","5"
"26553","8","8","8"
"26565","4","4","4"
"26571","16","16","16"
"26632","22","22","22"
"26637","13","13","13"
"26658","5","5","5"
"26669","1","1","1"
"26684","1","1","1"
"26685","8","8","8"
"26690","2","2","2"
"26694","-1","-1","-1"
"26696","3","3","3"
"26699","14","14","14"
"26714","31","31","31"
"26723","21","21","21"
"26730","2","2","2"
"26734","30","30","30"
"26741","7","7","7"
"26742","3","3","3"
"26744","11","11","11"
"26763","18","18","18"
"26770","2","2","2"
"26784","0","0","0"
"26788","15","15","15"
"26790","1","1","1"
"26794","4","4","4"
"26815","40","40","40"
"26822","23","23","23"
"26849","20","20","20"
"26851","12","12","12"
"26853","2","2","2"
"26857","0","0","0"
"26874","18","18","18"
"26883","9","9","9"
"26890","9","9","9"
"26898","7","7","7"
"26903","29","29","29"
"26905","27","27","27"
"26910","22","22","22"
"26924","8","8","8"
"26928","0","0","0"
"26934","7","7","7"
"26975","3","3","3"
"27012","25","25","25"
"27022","5","5","5"
"27023","5","5","5"
"27033","2","2","2"
"27035","34","34","34"
"27041","-1","-1","-1"
"27045","1","1","1"
"27072","4","4","4"
"27080","-2","-2","-2"
"27097","1","1","1"
"27106","5","5","5"
"27119","27","27","27"
"27123","14","14","14"
"27134","4","4","4"
"27142","26","26","26"
"27148","2","2","2"
"27166","23","23","23"
"27174","7","7","7"
"27185","28","28","28"
"27188","2","2","2"
"27190","5","5","5"
"27203","6","6","6"
"27204","8","8","8"
"27207","-2","-2","-2"
"27209","-2","-2","-2"
"27214","12","12","12"
"27220","0","0","0"
"27228","6","6","6"
"27229","19","19","19"
"27234","20","20","20"
"27245","3","3","3"
"27246","38","38","38"
"27248","37","37","37"
"27258","4","4","4"
"27263","7","7","7"
"27278","0","0","0"
"27283","32","32","32"
"27294","13","13","13"
"27312","2","2","2"
"27314","2","2","2"
"27316","0","0","0"
"27330","6","6","6"
"27332","21","21","21"
"27334","16","16","16"
"27335","3","3","3"
"27341","5","5","5"
"27358","7","7","7"
"27360","10","10","10"
"27363","37","37","37"
"27373","24","24","24"
"27374","10","10","10"
"27381","1","1","1"
"27386","-1","-1","-1"
"27389","27","27","27"
"27396","1","1","1"
"27399","-2","-2","-2"
"27416","35","35","35"
"27418","6","6","6"
"27420","8","8","8"
"27428","-2","-2","-2"
"27432","4","4","4"
"27448","-1","-1","-1"
"27517","1","1","1"
"27532","1","1","1"
"27543","5","5","5"
"27547","11","11","11"
"27555","6","6","6"
"27566","3","3","3"
"27595","20","20","20"
"27597","2","2","2"
"27603","2","2","2"
"27608","1","1","1"
"27609","31","31","31"
"27615","26","26","26"
"27619","29","29","29"
"27626","6","6","6"
"27642","18","18","18"
"27646","-2","-2","-2"
"27653","6","6","6"
"27657","1","1","1"
"27667","8","8","8"
"27690","-2","-2","-2"
"27700","4","4","4"
"27728","28","28","28"
"27757","8","8","8"
"27763","29","29","29"
"27783","30","30","30"
"27786","23","23","23"
"27789","3","3","3"
"27793","0","0","0"
"27801","9","9","9"
"27818","-1","-1","-1"
"27820","4","4","4"
"27825","4","4","4"
"27826","-1","-1","-1"
"27842","14","14","14"
"27855","0","0","0"
"27863","12","12","12"
"27864","0","0","0"
"27865","7","7","7"
"27866","34","34","34"
"27902","11","11","11"
"27921","0","0","0"
"27925","7","7","7"
"27966","0","0","0"
"27968","20","20","20"
"27970","4","4","4"
"27974","29","29","29"
"27978","31","31","31"
"27985","23","23","23"
"27993","1","1","1"
"28012","1","1","1"
"28035","9","9","9"
"28048","30","30","30"
"28069","4","4","4"
"28081","2","2","2"
"28096","8","8","8"
"28098","21","21","21"
"28104","4","4","4"
"28109","26","26","26"
"28113","0","0","0"
"28114","7","7","7"
"28115","1","1","1"
"28155","28","28","28"
"28158","-2","-2","-2"
"28167","-2","-2","-2"
"28185","23","23","23"
"28194","29","29","29"
"28212","26","26","26"
"28213","31","31","31"
"28217","22","22","22"
"28229","-1","-1","-1"
"28237","6","6","6"
"28244","30","30","30"
"28256","33","33","33"
"28262","3","3","3"
"28269","35","35","35"
"28270","12","12","12"
"28276","3","3","3"
"28277","6","6","6"
"28278","1","1","1"
"28293","12","12","12"
"28298","4","4","4"
"28299","3","3","3"
"28300","32","32","32"
"28320","4","4","4"
"28324","21","21","21"
"28326","3","3","3"
"28336","32","32","32"
"28346","-2","-2","-2"
"28347","31","31","31"
"28399","33","33","33"
"28447","0","0","0"
"28450","23","23","23"
"28459","4","4","4"
"28462","-1","-1","-1"
"28472","-1","-1","-1"
"28482","25","25","25"
"28484","3","3","3"
"28497","-1","-1","-1"
"28499","2","2","2"
"28506","4","4","4"
"28509","8","8","8"
"28521","4","4","4"
"28540","1","1","1"
"28565","34","34","34"
"28566","2","2","2"
"28568","6","6","6"
"28616","2","2","2"
"28620","22","22","22"
"28624","36","36","36"
"28632","1","1","1"
"28639","2","2","2"
"28665","5","5","5"
"28668","4","4","4"
"28683","11","11","11"
"28696","5","5","5"
"28709","0","0","0"
"28728","6","6","6"
"28730","6","6","6"
"28738","0","0","0"
"28750","9","9","9"
"28751","6","6","6"
"28760","11","11","11"
"28764","16","16","16"
"28766","7","7","7"
"28777","5","5","5"
"28780","0","0","0"
"28827","1","1","1"
"28836","2","2","2"
"28837","2","2","2"
"28857","9","9","9"
"28860","2","2","2"
"28861","-1","-1","-1"
"28877","2","2","2"
"28884","17","17","17"
"28906","3","3","3"
"28922","29","29","29"
"28940","11","11","11"
"28947","5","5","5"
"28952","-2","-2","-2"
"28957","2","2","2"
"28963","9","9","9"
"28967","28","28","28"
"28968","8","8","8"
"28986","21","21","21"
"29023","35","35","35"
"29035","24","24","24"
"29036","24","24","24"
"29045","35","35","35"
"29059","0","0","0"
"29061","1","1","1"
"29062","31","31","31"
"29067","19","19","19"
"29071","0","0","0"
"29072","-2","-2","-2"
"29075","-1","-1","-1"
"29088","-1","-1","-1"
"29096","5","5","5"
"29100","3","3","3"
"29127","8","8","8"
"29129","4","4","4"
"29145","17","17","17"
"29147","14","14","14"
"29148","32","32","32"
"29158","9","9","9"
"29171","22","22","22"
"29212","4","4","4"
"29214","2","2","2"
"29215","28","28","28"
"29216","26","26","26"
"29218","17","17","17"
"29219","5","5","5"
"29231","2","2","2"
"29234","6","6","6"
"29235","4","4","4"
"29250","20","20","20"
"29254","2","2","2"
"29263","10","10","10"
"29267","21","21","21"
"29268","5","5","5"
"29280","33","33","33"
"29282","7","7","7"
"29309","33","33","33"
"29322","0","0","0"
"29325","9","9","9"
"29334","11","11","11"
"29350","26","26","26"
"29352","18","18","18"
"29353","4","4","4"
"29357","9","9","9"
"29361","-2","-2","-2"
"29367","8","8","8"
"29386","0","0","0"
"29390","5","5","5"
"29401","2","2","2"
"29411","0","0","0"
"29422","18","18","18"
"29429","19","19","19"
"29430","5","5","5"
"29443","9","9","9"
"29445","5","5","5"
"29459","9","9","9"
"29463","25","25","25"
"29487","18","18","18"
"29494","4","4","4"
"29496","32","32","32"
"29501","5","5","5"
"29510","18","18","18"
"29527","26","26","26"
"29536","3","3","3"
"29567","4","4","4"
"29570","7","7","7"
"29574","3","3","3"
"29576","3","3","3"
"29586","15","15","15"
"29592","7","7","7"
"29602","25","25","25"
"29611","-1","-1","-1"
"29631","2","2","2"
"29644","5","5","5"
"29646","10","10","10"
"29648","1","1","1"
"29649","18","18","18"
"29650","33","33","33"
"29652","1","1","1"
"29654","11","11","11"
"29664","19","19","19"
"29705","1","1","1"
"29707","11","11","11"
"29741","12","12","12"
"29751","24","24","24"
"29764","39","39","39"
"29786","1","1","1"
"29787","-2","-2","-2"
"29790","-1","-1","-1"
"29793","22","22","22"
"29798","1","1","1"
"29822","8","8","8"
"29833","3","3","3"
"29854","-1","-1","-1"
"29855","23","23","23"
"29858","7","7","7"
"29871","0","0","0"
"29884","0","0","0"
"29890","25","25","25"
"29901","2","2","2"
"29928","24","24","24"
"29963","-2","-2","-2"
"29971","28","28","28"
"29988","25","25","25"
"29990","29","29","29"
"29992","2","2","2"
"30037","20","20","20"
"30042","32","32","32"
"30055","35","35","35"
"30074","3","3","3"
"30081","9","9","9"
"30085","3","3","3"
"30118","4","4","4"
"30125","6","6","6"
"30146","6","6","6"
"30160","2","2","2"
"30163","1","1","1"
"30170","8","8","8"
"30185","25","25","25"
"30191","4","4","4"
"30202","5","5","5"
"30217","27","27","27"
"30248","26","26","26"
"30257","-2","-2","-2"
"30270","6","6","6"
"30280","37","37","37"
"30321","3","3","3"
"30339","36","36","36"
"30374","-1","-1","-1"
"30388","20","20","20"
"30394","19","19","19"
"30401","-2","-2","-2"
"30403","-2","-2","-2"
"30415","20","20","20"
"30421","4","4","4"
"30430","30","30","30"
"30445","4","4","4"
"30449","-1","-1","-1"
"30462","4","4","4"
"30463","4","4","4"
"30464","4","4","4"
"30476","4","4","4"
"30483","2","2","2"
"30484","8","8","8"
"30504","27","27","27"
"30513","13","13","13"
"30529","25","25","25"
"30533","13","13","13"
"30542","34","34","34"
"30552","9","9","9"
"30559","3","3","3"
"30567","5","5","5"
"30568","20","20","20"
"30570","0","0","0"
"30571","27","27","27"
"30578","6","6","6"
"30590","14","14","14"
"30601","-1","-1","-1"
"30604","1","1","1"
"30616","5","5","5"
"30622","16","16","16"
"30665","28","28","28"
"30674","44","44","44"
"30681","31","31","31"
"30696","4","4","4"
"30750","28","28","28"
"30765","0","0","0"
"30772","32","32","32"
"30803","9","9","9"
"30810","18","18","18"
"30818","6","6","6"
"30819","2","2","2"
"30822","5","5","5"
"30825","43","43","43"
"30828","0","0","0"
"30829","0","0","0"
"30834","3","3","3"
"30835","1","1","1"
"30845","13","13","13"
"30846","-1","-1","-1"
"30861","10","10","10"
"30863","3","3","3"
"30877","35","35","35"
"30878","-1","-1","-1"
"30893","20","20","20"
"30895","10","10","10"
"30899","2","2","2"
"30906","0","0","0"
"30930","5","5","5"
"30935","4","4","4"
"30937","21","21","21"
"30949","2","2","2"
"30952","1","1","1"
"30960","8","8","8"
"30963","25","25","25"
"30965","34","34","34"
"30966","21","21","21"
"30971","29","29","29"
"30980","28","28","28"
"30996","6","6","6"
"30998","3","3","3"
"31009","3","3","3"
"31012","6","6","6"
"31013","1","1","1"
"31026","12","12","12"
"31077","10","10","10"
"31081","0","0","0"
"31097","16","16","16"
"31111","23","23","23"
"31119","38","38","38"
"31126","17","17","17"
"31138","3","3","3"
"31140","25","25","25"
"31146","3","3","3"
"31152","5","5","5"
"31174","3","3","3"
"31184","7","7","7"
"31190","16","16","16"
"31199","22","22","22"
"31211","10","10","10"
"31218","11","11","11"
"31234","35","35","35"
"31268","19","19","19"
"31275","4","4","4"
"31304","5","5","5"
"31311","34","34","34"
"31313","2","2","2"
"31319","6","6","6"
"31344","-2","-2","-2"
"31351","10","10","10"
"31355","26","26","26"
"31363","3","3","3"
"31364","38","38","38"
"31372","24","24","24"
"31383","34","34","34"
"31391","6","6","6"
"31413","2","2","2"
"31458","21","21","21"
"31476","-1","-1","-1"
"31482","-2","-2","-2"
"31483","0","0","0"
"31488","32","32","32"
"31497","12","12","12"
"31498","24","24","24"
"31508","28","28","28"
"31524","9","9","9"
"31545","28","28","28"
"31554","17","17","17"
"31557","13","13","13"
"31576","6","6","6"
"31594","7","7","7"
"31603","19","19","19"
"31611","42","42","42"
"31623","12","12","12"
"31645","1","1","1"
"31657","20","20","20"
"31665","23","23","23"
"31670","11","11","11"
"31681","9","9","9"
"31704","24","24","24"
"31726","2","2","2"
"31745","4","4","4"
"31751","6","6","6"
"31762","-2","-2","-2"
"31781","-1","-1","-1"
"31805","40","40","40"
"31820","25","25","25"
"31839","2","2","2"
"31843","24","24","24"
"31845","0","0","0"
"31856","0","0","0"
"31859","8","8","8"
"31860","32","32","32"
"31863","28","28","28"
"31864","6","6","6"
"31871","10","10","10"
"31884","9","9","9"
"31888","9","9","9"
"31892","6","6","6"
"31899","11","11","11"
"31902","9","9","9"
"31904","6","6","6"
"31910","1","1","1"
"31919","37","37","37"
"31929","3","3","3"
"31931","33","33","33"
"31965","15","15","15"
"31966","9","9","9"
"31980","44","44","44"
"31992","29","29","29"
"32009","11","11","11"
"32035","22","22","22"
"32040","19","19","19"
"32051","25","25","25"
"32052","3","3","3"
"32053","-2","-2","-2"
"32062","-2","-2","-2"
"32066","6","6","6"
"32080","2","2","2"
"32086","31","31","31"
"32092","9","9","9"
"32097","1","1","1"
"32119","5","5","5"
"32122","34","34","34"
"32129","26","26","26"
"32138","0","0","0"
"32149","8","8","8"
"32215","1","1","1"
"32220","3","3","3"
"32231","12","12","12"
"32234","16","16","16"
"32281","0","0","0"
"32295","-1","-1","-1"
"32298","5","5","5"
"32301","5","5","5"
"32306","36","36","36"
"32311","37","37","37"
"32313","32","32","32"
"32321","31","31","31"
"32322","2","2","2"
"32328","-1","-1","-1"
"32334","2","2","2"
"32340","26","26","26"
"32346","23","23","23"
"32353","21","21","21"
"32355","1","1","1"
"32360","1","1","1"
"32387","28","28","28"
"32391","5","5","5"
"32429","20","20","20"
"32440","2","2","2"
"32445","35","35","35"
"32467","-1","-1","-1"
"32492","9","9","9"
"32500","29","29","29"
"32515","9","9","9"
"32525","29","29","29"
"32528","2","2","2"
"32538","1","1","1"
"32551","24","24","24"
"32572","32","32","32"
"32574","23","23","23"
"32598","1","1","1"
"32603","43","43","43"
"32610","37","37","37"
"32611","33","33","33"
"32618","20","20","20"
"32620","3","3","3"
"32628","8","8","8"
"32629","39","39","39"
"32633","9","9","9"
"32651","2","2","2"
"32696","5","5","5"
"32697","42","42","42"
"32699","32","32","32"
"32701","4","4","4"
"32737","2","2","2"
"32762","6","6","6"
"32764","31","31","31"
"32775","2","2","2"
"32792","-1","-1","-1"
"32800","1","1","1"
"32811","21","21","21"
"32827","12","12","12"
"32828","11","11","11"
"32851","9","9","9"
"32868","7","7","7"
"32870","14","14","14"
"32881","6","6","6"
"32888","4","4","4"
"32902","7","7","7"
"32914","33","33","33"
"32924","10","10","10"
"32931","0","0","0"
"32943","-1","-1","-1"
"32956","1","1","1"
"32957","6","6","6"
"32979","32","32","32"
"32985","6","6","6"
"33000","1","1","1"
"33002","35","35","35"
"33009","7","7","7"
"33026","23","23","23"
"33057","23","23","23"
"33058","0","0","0"
"33063","6","6","6"
"33066","7","7","7"
"33067","32","32","32"
"33069","33","33","33"
"33070","30","30","30"
"33073","3","3","3"
"33082","6","6","6"
"33084","26","26","26"
"33110","26","26","26"
"33122","13","13","13"
"33139","28","28","28"
"33154","30","30","30"
"33166","26","26","26"
"33174","1","1","1"
"33180","35","35","35"
"33191","22","22","22"
"33192","3","3","3"
"33198","0","0","0"
"33207","2","2","2"
"33218","40","40","40"
"33231","24","24","24"
"33243","39","39","39"
"33253","5","5","5"
"33260","20","20","20"
"33319","0","0","0"
"33323","1","1","1"
"33359","3","3","3"
"33380","4","4","4"
"33393","0","0","0"
"33395","21","21","21"
"33397","11","11","11"
"33423","5","5","5"
"33424","-2","-2","-2"
"33441","2","2","2"
"33452","15","15","15"
"33481","32","32","32"
"33509","23","23","23"
"33513","16","16","16"
"33535","31","31","31"
"33561","37","37","37"
"33571","6","6","6"
"33589","26","26","26"
"33606","9","9","9"
"33617","14","14","14"
"33656","5","5","5"
"33659","11","11","11"
"33669","0","0","0"
"33696","26","26","26"
"33703","26","26","26"
"33704","35","35","35"
"33731","20","20","20"
"33740","-1","-1","-1"
"33743","5","5","5"
"33746","25","25","25"
"33753","35","35","35"
"33754","33","33","33"
"33759","28","28","28"
"33768","13","13","13"
"33771","19","19","19"
"33777","23","23","23"
"33795","36","36","36"
"33797","-1","-1","-1"
"33818","29","29","29"
"33821","3","3","3"
"33826","7","7","7"
"33833","-2","-2","-2"
"33835","3","3","3"
"33845","25","25","25"
"33873","5","5","5"
"33877","31","31","31"
"33898","28","28","28"
"33904","4","4","4"
"33906","-2","-2","-2"
"33913","29","29","29"
"33933","0","0","0"
"33950","25","25","25"
"33983","20","20","20"
"33985","23","23","23"
"33989","6","6","6"
"33993","6","6","6"
"34003","3","3","3"
"34009","28","28","28"
"34012","0","0","0"
"34030","10","10","10"
"34059","0","0","0"
"34060","33","33","33"
"34071","35","35","35"
"34073","34","34","34"
"34074","0","0","0"
"34086","3","3","3"
"34089","-2","-2","-2"
"34116","7","7","7"
"34130","33","33","33"
"34136","11","11","11"
"34154","1","1","1"
"34163","1","1","1"
"34196","9","9","9"
"34218","27","27","27"
"34223","0","0","0"
"34232","3","3","3"
"34233","7","7","7"
"34237","3","3","3"
"34275","0","0","0"
"34279","18","18","18"
"34280","5","5","5"
"34281","4","4","4"
"34287","2","2","2"
"34317","8","8","8"
"34327","1","1","1"
"34336","3","3","3"
"34339","27","27","27"
"34362","7","7","7"
"34375","33","33","33"
"34385","10","10","10"
"34388","0","0","0"
"34389","29","29","29"
"34392","6","6","6"
