"Step","non_det_DDQN_3_100k - win","non_det_DDQN_3_100k - win__MIN","non_det_DDQN_3_100k - win__MAX"
"24981","0","0","0"
"24994","0","0","0"
"25004","0","0","0"
"25009","0","0","0"
"25014","0","0","0"
"25016","0","0","0"
"25034","0","0","0"
"25063","0","0","0"
"25065","1","1","1"
"25091","0","0","0"
"25103","0","0","0"
"25104","1","1","1"
"25144","0","0","0"
"25153","0","0","0"
"25171","0","0","0"
"25186","0","0","0"
"25236","0","0","0"
"25243","0","0","0"
"25247","0","0","0"
"25258","0","0","0"
"25264","1","1","1"
"25272","1","1","1"
"25277","0","0","0"
"25287","0","0","0"
"25301","0","0","0"
"25312","0","0","0"
"25330","0","0","0"
"25331","0","0","0"
"25337","1","1","1"
"25341","0","0","0"
"25342","0","0","0"
"25345","0","0","0"
"25360","0","0","0"
"25372","0","0","0"
"25376","0","0","0"
"25387","0","0","0"
"25422","0","0","0"
"25442","0","0","0"
"25458","0","0","0"
"25472","0","0","0"
"25490","0","0","0"
"25494","0","0","0"
"25507","0","0","0"
"25534","0","0","0"
"25547","0","0","0"
"25553","0","0","0"
"25554","0","0","0"
"25565","0","0","0"
"25580","0","0","0"
"25585","0","0","0"
"25591","0","0","0"
"25596","0","0","0"
"25599","0","0","0"
"25620","0","0","0"
"25651","0","0","0"
"25659","0","0","0"
"25662","0","0","0"
"25665","0","0","0"
"25670","0","0","0"
"25678","0","0","0"
"25685","0","0","0"
"25688","0","0","0"
"25714","0","0","0"
"25720","0","0","0"
"25748","1","1","1"
"25766","0","0","0"
"25772","0","0","0"
"25778","0","0","0"
"25790","0","0","0"
"25811","0","0","0"
"25815","0","0","0"
"25841","0","0","0"
"25844","0","0","0"
"25846","0","0","0"
"25858","0","0","0"
"25861","1","1","1"
"25865","1","1","1"
"25866","0","0","0"
"25869","0","0","0"
"25877","0","0","0"
"25881","1","1","1"
"25892","0","0","0"
"25901","1","1","1"
"25921","0","0","0"
"25924","0","0","0"
"25930","0","0","0"
"25935","0","0","0"
"25971","0","0","0"
"25990","0","0","0"
"25995","0","0","0"
"26002","0","0","0"
"26011","1","1","1"
"26017","0","0","0"
"26022","0","0","0"
"26060","0","0","0"
"26065","0","0","0"
"26067","0","0","0"
"26076","0","0","0"
"26080","1","1","1"
"26095","0","0","0"
"26098","0","0","0"
"26104","0","0","0"
"26115","0","0","0"
"26135","1","1","1"
"26137","1","1","1"
"26148","0","0","0"
"26150","1","1","1"
"26165","0","0","0"
"26170","0","0","0"
"26181","0","0","0"
"26182","0","0","0"
"26205","0","0","0"
"26206","0","0","0"
"26222","0","0","0"
"26235","0","0","0"
"26237","1","1","1"
"26245","1","1","1"
"26260","0","0","0"
"26280","0","0","0"
"26281","0","0","0"
"26283","0","0","0"
"26287","1","1","1"
"26291","0","0","0"
"26294","1","1","1"
"26308","1","1","1"
"26318","1","1","1"
"26339","0","0","0"
"26345","0","0","0"
"26351","0","0","0"
"26354","0","0","0"
"26362","0","0","0"
"26365","0","0","0"
"26367","0","0","0"
"26372","1","1","1"
"26383","1","1","1"
"26387","1","1","1"
"26394","1","1","1"
"26398","0","0","0"
"26411","0","0","0"
"26412","0","0","0"
"26437","0","0","0"
"26442","0","0","0"
"26452","0","0","0"
"26467","0","0","0"
"26473","0","0","0"
"26476","0","0","0"
"26478","0","0","0"
"26491","0","0","0"
"26503","1","1","1"
"26531","0","0","0"
"26534","1","1","1"
"26535","0","0","0"
"26561","0","0","0"
"26570","1","1","1"
"26593","0","0","0"
"26609","0","0","0"
"26619","1","1","1"
"26624","1","1","1"
"26635","0","0","0"
"26639","0","0","0"
"26651","0","0","0"
"26672","0","0","0"
"26686","0","0","0"
"26693","0","0","0"
"26697","0","0","0"
"26704","1","1","1"
"26707","0","0","0"
"26711","1","1","1"
"26730","0","0","0"
"26744","0","0","0"
"26746","0","0","0"
"26747","1","1","1"
"26777","1","1","1"
"26782","0","0","0"
"26800","0","0","0"
"26804","1","1","1"
"26827","0","0","0"
"26855","0","0","0"
"26859","0","0","0"
"26872","0","0","0"
"26879","0","0","0"
"26889","1","1","1"
"26897","0","0","0"
"26919","0","0","0"
"26920","0","0","0"
"26921","1","1","1"
"26925","0","0","0"
"26938","1","1","1"
"26956","0","0","0"
"26975","0","0","0"
"26978","0","0","0"
"26988","1","1","1"
"27009","0","0","0"
"27014","0","0","0"
"27015","0","0","0"
"27033","0","0","0"
"27047","0","0","0"
"27051","0","0","0"
"27054","0","0","0"
"27062","0","0","0"
"27063","0","0","0"
"27067","0","0","0"
"27072","0","0","0"
"27075","0","0","0"
"27078","0","0","0"
"27098","0","0","0"
"27139","0","0","0"
"27146","0","0","0"
"27158","0","0","0"
"27160","0","0","0"
"27174","0","0","0"
"27180","0","0","0"
"27186","0","0","0"
"27193","0","0","0"
"27201","1","1","1"
"27207","0","0","0"
"27208","0","0","0"
"27230","1","1","1"
"27241","0","0","0"
"27242","0","0","0"
"27253","0","0","0"
"27264","0","0","0"
"27277","0","0","0"
"27278","0","0","0"
"27298","0","0","0"
"27301","1","1","1"
"27309","0","0","0"
"27316","0","0","0"
"27319","0","0","0"
"27320","0","0","0"
"27336","0","0","0"
"27341","0","0","0"
"27342","0","0","0"
"27358","0","0","0"
"27360","0","0","0"
"27369","1","1","1"
"27370","0","0","0"
"27386","0","0","0"
"27391","0","0","0"
"27393","1","1","1"
"27395","0","0","0"
"27413","0","0","0"
"27415","0","0","0"
"27416","1","1","1"
"27423","0","0","0"
"27427","0","0","0"
"27437","1","1","1"
"27457","0","0","0"
"27458","0","0","0"
"27460","0","0","0"
"27463","0","0","0"
"27475","0","0","0"
"27483","1","1","1"
"27536","0","0","0"
"27566","0","0","0"
"27569","0","0","0"
"27571","0","0","0"
"27599","0","0","0"
"27601","1","1","1"
"27612","1","1","1"
"27627","0","0","0"
"27634","0","0","0"
"27640","0","0","0"
"27641","0","0","0"
"27652","1","1","1"
"27655","0","0","0"
"27662","0","0","0"
"27688","0","0","0"
"27706","0","0","0"
"27717","1","1","1"
"27734","0","0","0"
"27738","0","0","0"
"27742","1","1","1"
"27753","0","0","0"
"27759","0","0","0"
"27768","0","0","0"
"27769","0","0","0"
"27786","1","1","1"
"27791","1","1","1"
"27793","0","0","0"
"27801","0","0","0"
"27815","1","1","1"
"27819","0","0","0"
"27828","1","1","1"
"27829","0","0","0"
"27834","0","0","0"
"27859","0","0","0"
"27865","0","0","0"
"27870","0","0","0"
"27872","0","0","0"
"27873","0","0","0"
"27879","0","0","0"
"27882","0","0","0"
"27883","0","0","0"
"27888","0","0","0"
"27895","0","0","0"
"27935","0","0","0"
"27944","0","0","0"
"27955","0","0","0"
"27966","0","0","0"
"27980","0","0","0"
"27985","1","1","1"
"27989","1","1","1"
"28042","0","0","0"
"28060","1","1","1"
"28064","0","0","0"
"28082","1","1","1"
"28084","0","0","0"
"28095","0","0","0"
"28104","0","0","0"
"28110","0","0","0"
"28115","0","0","0"
"28157","0","0","0"
"28160","0","0","0"
"28169","0","0","0"
"28191","0","0","0"
"28204","0","0","0"
"28210","0","0","0"
"28212","1","1","1"
"28223","0","0","0"
"28235","0","0","0"
"28246","0","0","0"
"28248","1","1","1"
"28253","0","0","0"
"28256","1","1","1"
"28259","0","0","0"
"28275","0","0","0"
"28290","0","0","0"
"28298","0","0","0"
"28310","0","0","0"
"28317","0","0","0"
"28323","0","0","0"
"28326","0","0","0"
"28334","1","1","1"
"28338","1","1","1"
"28349","0","0","0"
"28375","0","0","0"
"28378","0","0","0"
"28390","0","0","0"
"28396","1","1","1"
"28397","0","0","0"
"28405","1","1","1"
"28409","0","0","0"
"28413","0","0","0"
"28421","0","0","0"
"28436","1","1","1"
"28444","1","1","1"
"28448","0","0","0"
"28454","0","0","0"
"28459","0","0","0"
"28464","1","1","1"
"28478","0","0","0"
"28479","0","0","0"
"28502","0","0","0"
"28503","0","0","0"
"28514","0","0","0"
"28528","0","0","0"
"28548","0","0","0"
"28551","0","0","0"
"28553","0","0","0"
"28557","0","0","0"
"28569","0","0","0"
"28574","0","0","0"
"28583","0","0","0"
"28593","0","0","0"
"28594","0","0","0"
"28595","0","0","0"
"28629","0","0","0"
"28632","0","0","0"
"28639","0","0","0"
"28641","0","0","0"
"28645","1","1","1"
"28649","0","0","0"
"28654","1","1","1"
"28660","1","1","1"
"28678","0","0","0"
"28693","0","0","0"
"28694","0","0","0"
"28695","0","0","0"
"28696","0","0","0"
"28711","0","0","0"
"28732","1","1","1"
"28744","1","1","1"
"28753","1","1","1"
"28756","0","0","0"
"28764","0","0","0"
"28769","0","0","0"
"28776","1","1","1"
"28797","1","1","1"
"28801","1","1","1"
"28813","0","0","0"
"28816","0","0","0"
"28817","0","0","0"
"28825","0","0","0"
"28827","0","0","0"
"28829","1","1","1"
"28831","1","1","1"
"28832","0","0","0"
"28833","1","1","1"
"28835","0","0","0"
"28842","1","1","1"
"28853","1","1","1"
"28859","0","0","0"
"28861","0","0","0"
"28865","0","0","0"
"28873","0","0","0"
"28892","1","1","1"
"28897","1","1","1"
"28899","0","0","0"
"28901","0","0","0"
"28904","1","1","1"
"28905","0","0","0"
"28910","0","0","0"
"28912","0","0","0"
"28915","0","0","0"
"28933","1","1","1"
"28950","0","0","0"
"28965","0","0","0"
"28976","0","0","0"
"28993","1","1","1"
"28999","1","1","1"
"29000","0","0","0"
"29007","0","0","0"
"29010","0","0","0"
"29027","0","0","0"
"29089","0","0","0"
"29142","0","0","0"
"29151","1","1","1"
"29160","0","0","0"
"29161","0","0","0"
"29176","0","0","0"
"29198","0","0","0"
"29222","0","0","0"
"29223","0","0","0"
"29236","0","0","0"
"29250","1","1","1"
"29256","0","0","0"
"29275","0","0","0"
"29293","0","0","0"
"29298","0","0","0"
"29322","0","0","0"
"29327","0","0","0"
"29340","0","0","0"
"29352","0","0","0"
"29370","0","0","0"
"29374","1","1","1"
"29375","1","1","1"
"29384","0","0","0"
"29386","0","0","0"
"29395","1","1","1"
"29399","1","1","1"
"29409","0","0","0"
"29422","1","1","1"
"29442","0","0","0"
"29458","0","0","0"
"29489","0","0","0"
"29498","0","0","0"
"29501","0","0","0"
"29518","1","1","1"
"29522","0","0","0"
"29531","0","0","0"
"29539","0","0","0"
"29561","0","0","0"
"29562","0","0","0"
"29570","0","0","0"
"29579","0","0","0"
"29587","0","0","0"
"29609","0","0","0"
"29620","0","0","0"
"29627","0","0","0"
"29631","0","0","0"
"29637","0","0","0"
"29639","1","1","1"
"29643","0","0","0"
"29648","0","0","0"
"29654","0","0","0"
"29673","0","0","0"
"29679","0","0","0"
"29683","0","0","0"
"29684","0","0","0"
"29685","0","0","0"
"29687","0","0","0"
"29691","0","0","0"
"29700","1","1","1"
"29706","0","0","0"
"29712","0","0","0"
"29719","1","1","1"
"29740","0","0","0"
"29750","0","0","0"
"29770","0","0","0"
"29791","0","0","0"
"29793","1","1","1"
"29797","0","0","0"
"29802","0","0","0"
"29820","1","1","1"
"29853","0","0","0"
"29855","1","1","1"
"29867","0","0","0"
"29878","0","0","0"
"29882","1","1","1"
"29891","1","1","1"
"29892","0","0","0"
"29900","0","0","0"
"29915","0","0","0"
"29917","0","0","0"
"29918","0","0","0"
"29920","0","0","0"
"29930","0","0","0"
"29937","0","0","0"
"29950","0","0","0"
"29953","1","1","1"
"29975","0","0","0"
"29982","0","0","0"
"30006","0","0","0"
"30025","0","0","0"
"30029","0","0","0"
"30033","0","0","0"
"30050","1","1","1"
"30054","1","1","1"
"30058","0","0","0"
"30071","0","0","0"
"30074","0","0","0"
"30076","0","0","0"
"30086","1","1","1"
"30090","1","1","1"
"30099","1","1","1"
"30102","1","1","1"
"30104","0","0","0"
"30111","0","0","0"
"30115","0","0","0"
"30121","0","0","0"
"30126","0","0","0"
"30128","0","0","0"
"30130","1","1","1"
"30134","0","0","0"
"30145","0","0","0"
"30153","0","0","0"
"30176","1","1","1"
"30182","0","0","0"
"30200","1","1","1"
"30210","1","1","1"
"30211","0","0","0"
"30212","0","0","0"
"30219","0","0","0"
"30234","0","0","0"
"30256","0","0","0"
"30259","0","0","0"
"30260","0","0","0"
"30264","1","1","1"
"30286","0","0","0"
"30295","0","0","0"
"30327","0","0","0"
"30330","0","0","0"
"30339","1","1","1"
"30342","1","1","1"
"30356","1","1","1"
"30367","0","0","0"
"30379","0","0","0"
"30382","1","1","1"
"30385","1","1","1"
"30391","0","0","0"
"30395","1","1","1"
"30409","0","0","0"
"30413","1","1","1"
"30420","0","0","0"
"30429","1","1","1"
"30433","0","0","0"
"30434","1","1","1"
"30437","0","0","0"
"30445","0","0","0"
"30469","1","1","1"
"30470","0","0","0"
"30476","0","0","0"
"30491","0","0","0"
"30497","0","0","0"
"30515","0","0","0"
"30524","1","1","1"
"30537","0","0","0"
"30549","1","1","1"
"30557","1","1","1"
"30566","0","0","0"
"30586","0","0","0"
"30589","0","0","0"
"30597","0","0","0"
"30617","1","1","1"
"30641","0","0","0"
"30651","0","0","0"
"30653","0","0","0"
"30654","0","0","0"
"30671","1","1","1"
"30691","1","1","1"
"30698","0","0","0"
"30703","0","0","0"
"30727","0","0","0"
"30730","0","0","0"
"30746","1","1","1"
"30751","0","0","0"
"30769","0","0","0"
"30796","0","0","0"
"30802","0","0","0"
"30815","0","0","0"
"30822","0","0","0"
"30837","0","0","0"
"30852","1","1","1"
"30855","1","1","1"
"30866","0","0","0"
"30882","1","1","1"
"30890","1","1","1"
"30893","0","0","0"
"30896","1","1","1"
"30900","0","0","0"
"30904","0","0","0"
"30917","0","0","0"
"30920","1","1","1"
"30925","1","1","1"
"30950","0","0","0"
"30966","1","1","1"
"30976","0","0","0"
"30979","1","1","1"
"30995","0","0","0"
"31006","0","0","0"
"31009","0","0","0"
"31011","0","0","0"
"31013","0","0","0"
"31028","1","1","1"
"31032","0","0","0"
"31039","0","0","0"
"31047","0","0","0"
"31052","0","0","0"
"31056","1","1","1"
"31062","1","1","1"
"31070","1","1","1"
"31075","1","1","1"
"31076","0","0","0"
"31081","0","0","0"
"31098","1","1","1"
"31104","1","1","1"
"31112","1","1","1"
"31122","0","0","0"
"31126","1","1","1"
"31138","0","0","0"
"31140","1","1","1"
"31146","0","0","0"
"31155","0","0","0"
"31168","0","0","0"
"31169","1","1","1"
"31170","0","0","0"
"31173","0","0","0"
"31175","1","1","1"
"31179","1","1","1"
"31188","0","0","0"
"31227","0","0","0"
"31262","0","0","0"
"31264","0","0","0"
"31270","1","1","1"
"31272","0","0","0"
"31275","0","0","0"
"31282","0","0","0"
"31285","1","1","1"
"31296","0","0","0"
"31298","0","0","0"
"31330","1","1","1"
"31335","1","1","1"
"31345","1","1","1"
"31359","1","1","1"
"31362","0","0","0"
"31375","0","0","0"
"31382","0","0","0"
"31403","0","0","0"
"31406","1","1","1"
"31409","0","0","0"
"31412","0","0","0"
"31418","0","0","0"
"31423","0","0","0"
"31455","1","1","1"
"31458","1","1","1"
"31461","0","0","0"
"31463","1","1","1"
"31468","0","0","0"
"31473","1","1","1"
"31475","0","0","0"
"31482","0","0","0"
"31486","1","1","1"
"31487","1","1","1"
"31490","0","0","0"
"31496","1","1","1"
"31515","1","1","1"
"31538","0","0","0"
"31551","0","0","0"
"31555","0","0","0"
"31564","0","0","0"
"31588","0","0","0"
"31630","0","0","0"
"31642","0","0","0"
"31661","0","0","0"
"31670","0","0","0"
"31673","1","1","1"
"31684","0","0","0"
"31692","0","0","0"
"31703","1","1","1"
"31711","0","0","0"
"31718","1","1","1"
"31738","1","1","1"
"31753","0","0","0"
"31754","0","0","0"
"31763","0","0","0"
"31774","0","0","0"
"31783","0","0","0"
"31798","0","0","0"
"31811","0","0","0"
"31822","1","1","1"
"31827","1","1","1"
"31833","0","0","0"
"31836","0","0","0"
"31839","0","0","0"
"31845","0","0","0"
"31848","1","1","1"
"31868","0","0","0"
"31877","0","0","0"
"31884","0","0","0"
"31891","0","0","0"
"31895","0","0","0"
"31896","0","0","0"
"31922","1","1","1"
"31929","0","0","0"
"31943","0","0","0"
"31945","0","0","0"
"31955","1","1","1"
"31962","1","1","1"
"31974","0","0","0"
"31979","0","0","0"
"31981","0","0","0"
"32008","1","1","1"
"32011","0","0","0"
"32033","1","1","1"
"32034","1","1","1"
"32044","1","1","1"
"32047","1","1","1"
"32069","1","1","1"
"32071","0","0","0"
"32081","0","0","0"
"32099","0","0","0"
"32111","0","0","0"
"32125","0","0","0"
"32134","0","0","0"
"32153","0","0","0"
"32155","1","1","1"
"32164","0","0","0"
"32174","0","0","0"
"32182","0","0","0"
"32192","0","0","0"
"32206","0","0","0"
"32237","0","0","0"
"32252","1","1","1"
"32272","0","0","0"
"32275","1","1","1"
"32306","1","1","1"
"32337","1","1","1"
"32344","1","1","1"
"32349","0","0","0"
"32361","1","1","1"
"32406","0","0","0"
"32427","0","0","0"
"32437","1","1","1"
"32441","0","0","0"
"32463","1","1","1"
"32471","0","0","0"
"32492","0","0","0"
"32497","1","1","1"
"32516","1","1","1"
"32520","1","1","1"
"32528","0","0","0"
"32544","0","0","0"
"32548","0","0","0"
"32549","1","1","1"
"32563","0","0","0"
"32565","0","0","0"
"32569","0","0","0"
"32584","0","0","0"
"32590","1","1","1"
"32591","0","0","0"
"32604","1","1","1"
"32626","0","0","0"
"32675","0","0","0"
"32677","1","1","1"
"32678","0","0","0"
"32685","1","1","1"
"32690","0","0","0"
"32694","0","0","0"
"32718","0","0","0"
"32722","0","0","0"
"32737","0","0","0"
"32771","1","1","1"
"32784","0","0","0"
"32791","1","1","1"
"32794","0","0","0"
"32801","1","1","1"
"32806","0","0","0"
"32820","0","0","0"
"32827","0","0","0"
"32828","0","0","0"
"32829","1","1","1"
"32835","0","0","0"
"32850","0","0","0"
"32855","0","0","0"
"32865","1","1","1"
"32866","0","0","0"
"32875","1","1","1"
"32883","0","0","0"
"32895","0","0","0"
"32899","0","0","0"
"32909","0","0","0"
"32939","0","0","0"
"32962","0","0","0"
"32969","0","0","0"
"32971","1","1","1"
"32985","0","0","0"
"32996","1","1","1"
"33000","0","0","0"
"33002","1","1","1"
"33010","1","1","1"
"33014","1","1","1"
"33018","0","0","0"
"33019","0","0","0"
"33022","1","1","1"
"33037","1","1","1"
"33038","1","1","1"
"33057","1","1","1"
"33095","0","0","0"
"33107","1","1","1"
"33109","1","1","1"
"33113","0","0","0"
"33137","0","0","0"
"33140","1","1","1"
"33148","0","0","0"
"33151","1","1","1"
"33155","0","0","0"
"33161","1","1","1"
"33165","0","0","0"
"33166","1","1","1"
"33169","0","0","0"
"33189","0","0","0"
"33201","1","1","1"
"33212","0","0","0"
"33214","0","0","0"
"33229","0","0","0"
"33231","1","1","1"
"33240","0","0","0"
"33284","1","1","1"
"33298","0","0","0"
"33300","0","0","0"
"33309","0","0","0"
"33310","0","0","0"
"33315","0","0","0"
"33336","0","0","0"
"33347","1","1","1"
"33349","0","0","0"
"33356","0","0","0"
"33360","0","0","0"
"33372","1","1","1"
"33389","1","1","1"
"33390","1","1","1"
"33399","0","0","0"
"33400","1","1","1"
"33418","0","0","0"
"33419","1","1","1"
"33422","0","0","0"
"33436","0","0","0"
"33448","0","0","0"
"33469","0","0","0"
"33472","0","0","0"
"33508","1","1","1"
"33518","1","1","1"
"33519","0","0","0"
"33524","0","0","0"
"33530","0","0","0"
"33541","0","0","0"
"33567","0","0","0"
"33570","0","0","0"
"33593","0","0","0"
"33594","1","1","1"
"33596","0","0","0"
"33603","1","1","1"
"33608","0","0","0"
"33611","1","1","1"
"33625","0","0","0"
"33628","1","1","1"
"33634","0","0","0"
"33636","1","1","1"
"33647","1","1","1"
"33657","1","1","1"
"33662","0","0","0"
"33663","0","0","0"
"33664","0","0","0"
"33669","0","0","0"
"33670","1","1","1"
"33683","0","0","0"
"33697","1","1","1"
"33706","0","0","0"
"33707","0","0","0"
"33714","1","1","1"
"33716","0","0","0"
"33719","1","1","1"
"33724","0","0","0"
"33725","0","0","0"
"33757","0","0","0"
"33758","1","1","1"
"33759","1","1","1"
"33769","0","0","0"
"33804","1","1","1"
"33814","1","1","1"
"33820","1","1","1"
"33870","0","0","0"
"33878","1","1","1"
"33880","0","0","0"
"33928","0","0","0"
"33947","1","1","1"
"33954","0","0","0"
"33979","1","1","1"
"33980","0","0","0"
"33994","1","1","1"
"34002","0","0","0"
"34029","0","0","0"
"34030","0","0","0"
"34036","1","1","1"
"34047","0","0","0"
"34054","1","1","1"
"34063","0","0","0"
"34068","1","1","1"
"34100","1","1","1"
"34102","0","0","0"
"34103","1","1","1"
"34106","1","1","1"
"34108","0","0","0"
"34111","1","1","1"
"34115","0","0","0"
"34118","0","0","0"
"34123","0","0","0"
"34132","1","1","1"
"34148","1","1","1"
"34151","0","0","0"
"34164","0","0","0"
"34166","0","0","0"
"34182","0","0","0"
"34192","1","1","1"
"34194","0","0","0"
"34203","0","0","0"
"34208","0","0","0"
"34210","1","1","1"
"34230","1","1","1"
"34240","1","1","1"
"34243","0","0","0"
"34244","0","0","0"
"34249","1","1","1"
"34252","1","1","1"
"34255","1","1","1"
"34308","0","0","0"
"34330","0","0","0"
"34347","1","1","1"
"34363","1","1","1"
"34367","0","0","0"
"34369","1","1","1"
"34372","1","1","1"
"34373","1","1","1"
"34374","0","0","0"
"34379","0","0","0"
"34381","0","0","0"
"34384","0","0","0"
"34393","0","0","0"
"34394","0","0","0"
"34402","0","0","0"
"34411","0","0","0"
"34429","0","0","0"
"34433","1","1","1"
"34439","0","0","0"
"34463","0","0","0"
"34464","1","1","1"
"34474","0","0","0"
"34491","0","0","0"
"34492","1","1","1"
"34501","1","1","1"
"34502","1","1","1"
"34517","0","0","0"
"34519","1","1","1"
"34520","0","0","0"
"34533","1","1","1"
"34534","0","0","0"
"34538","0","0","0"
"34552","0","0","0"
"34557","0","0","0"
"34598","0","0","0"
"34609","0","0","0"
"34624","1","1","1"
"34625","0","0","0"
"34640","1","1","1"
"34684","1","1","1"
"34685","0","0","0"
"34697","0","0","0"
"34713","1","1","1"
"34745","0","0","0"
"34758","0","0","0"
"34763","0","0","0"
"34775","0","0","0"
"34782","1","1","1"
"34784","0","0","0"
"34790","0","0","0"
"34792","0","0","0"
"34808","0","0","0"
"34812","1","1","1"
"34816","0","0","0"
"34828","1","1","1"
"34841","0","0","0"
"34846","1","1","1"
"34863","0","0","0"
"34875","0","0","0"
"34881","0","0","0"
"34888","0","0","0"
"34892","1","1","1"
"34901","0","0","0"
"34931","1","1","1"
"34947","1","1","1"
"34949","0","0","0"
"34954","1","1","1"
"34962","1","1","1"
"34972","0","0","0"
"34986","1","1","1"
"34990","0","0","0"
"35002","0","0","0"
"35009","0","0","0"
"35011","0","0","0"
"35012","0","0","0"
"35025","0","0","0"
"35039","0","0","0"
"35065","1","1","1"
"35074","0","0","0"
"35078","0","0","0"
"35084","0","0","0"
"35087","0","0","0"
"35088","0","0","0"
"35109","0","0","0"
"35110","0","0","0"
"35165","0","0","0"
"35168","1","1","1"
"35188","0","0","0"
"35189","0","0","0"
"35190","0","0","0"
"35191","1","1","1"
"35192","0","0","0"
"35199","1","1","1"
"35210","0","0","0"
"35222","0","0","0"
"35224","0","0","0"
"35225","1","1","1"
"35227","0","0","0"
"35230","1","1","1"
"35275","0","0","0"
"35293","1","1","1"
"35306","1","1","1"
"35319","1","1","1"
"35332","0","0","0"
"35345","0","0","0"
"35352","0","0","0"
"35374","0","0","0"
"35379","1","1","1"
"35395","1","1","1"
"35432","1","1","1"
"35445","0","0","0"
"35451","0","0","0"
"35452","1","1","1"
"35465","0","0","0"
"35477","0","0","0"
"35484","1","1","1"
"35503","0","0","0"
"35508","1","1","1"
"35524","1","1","1"
"35530","0","0","0"
"35532","1","1","1"
"35534","0","0","0"
"35543","1","1","1"
"35545","0","0","0"
"35562","0","0","0"
"35574","0","0","0"
"35580","0","0","0"
"35583","0","0","0"
"35584","0","0","0"
"35588","0","0","0"
"35594","0","0","0"
"35600","0","0","0"
"35625","1","1","1"
"35644","1","1","1"
"35650","0","0","0"
"35653","0","0","0"
"35661","0","0","0"
"35663","0","0","0"
"35670","0","0","0"
"35692","0","0","0"
"35700","0","0","0"
"35730","0","0","0"
"35743","0","0","0"
"35755","1","1","1"
"35766","0","0","0"
"35767","0","0","0"
"35782","0","0","0"
"35796","0","0","0"
"35809","0","0","0"
"35812","1","1","1"
"35823","1","1","1"
"35824","0","0","0"
"35825","0","0","0"
"35862","0","0","0"
"35865","0","0","0"
"35870","1","1","1"
"35873","1","1","1"
"35878","0","0","0"
"35884","0","0","0"
"35886","0","0","0"
"35888","0","0","0"
"35893","0","0","0"
"35921","1","1","1"
"35935","1","1","1"
"35946","0","0","0"
"35960","1","1","1"
"35971","1","1","1"
"35985","0","0","0"
"35986","1","1","1"
"36003","1","1","1"
"36005","1","1","1"
"36029","0","0","0"
"36032","0","0","0"
"36049","1","1","1"
"36050","0","0","0"
"36055","0","0","0"
"36060","0","0","0"
"36062","1","1","1"
"36072","1","1","1"
"36078","0","0","0"
"36079","0","0","0"
"36097","0","0","0"
"36110","0","0","0"
"36121","0","0","0"
"36140","1","1","1"
"36153","0","0","0"
"36158","0","0","0"
"36174","0","0","0"
"36176","0","0","0"
"36186","1","1","1"
"36204","1","1","1"
"36211","0","0","0"
"36215","0","0","0"
"36237","0","0","0"
"36240","1","1","1"
"36253","0","0","0"
"36259","0","0","0"
"36263","1","1","1"
"36267","1","1","1"
"36270","0","0","0"
"36276","1","1","1"
"36309","0","0","0"
"36327","0","0","0"
"36344","1","1","1"
"36354","1","1","1"
"36377","0","0","0"
"36391","1","1","1"
"36401","0","0","0"
"36421","0","0","0"
"36424","0","0","0"
"36425","0","0","0"
"36438","0","0","0"
"36460","0","0","0"
"36462","0","0","0"
"36473","0","0","0"
"36476","1","1","1"
"36495","0","0","0"
"36524","0","0","0"
"36550","0","0","0"
"36555","1","1","1"
"36573","0","0","0"
"36578","1","1","1"
"36581","0","0","0"
"36584","1","1","1"
"36608","1","1","1"
"36610","1","1","1"
"36618","0","0","0"
"36628","0","0","0"
"36630","0","0","0"
"36638","1","1","1"
"36643","1","1","1"
"36647","0","0","0"
"36651","0","0","0"
"36659","0","0","0"
"36671","1","1","1"
"36685","0","0","0"
"36693","0","0","0"
"36701","0","0","0"
"36716","0","0","0"
"36720","1","1","1"
"36737","1","1","1"
"36757","0","0","0"
"36758","0","0","0"
"36768","1","1","1"
"36778","1","1","1"
"36781","1","1","1"
"36787","0","0","0"
"36793","1","1","1"
"36803","1","1","1"
"36833","1","1","1"
"36839","0","0","0"
"36848","0","0","0"
"36854","0","0","0"
"36860","0","0","0"
"36866","0","0","0"
"36870","0","0","0"
"36878","0","0","0"
"36912","1","1","1"
"36949","1","1","1"
"36954","0","0","0"
"36978","0","0","0"
"37014","0","0","0"
"37016","0","0","0"
"37020","0","0","0"
"37021","1","1","1"
"37023","0","0","0"
"37044","1","1","1"
"37046","0","0","0"
"37061","0","0","0"
"37062","1","1","1"
"37090","1","1","1"
"37094","0","0","0"
"37104","1","1","1"
"37110","0","0","0"
"37126","0","0","0"
"37127","1","1","1"
"37128","0","0","0"
"37136","0","0","0"
"37139","0","0","0"
"37143","0","0","0"
"37152","0","0","0"
"37158","0","0","0"
"37161","0","0","0"
"37180","0","0","0"
"37183","1","1","1"
"37186","0","0","0"
"37190","1","1","1"
"37203","1","1","1"
"37218","1","1","1"
"37225","0","0","0"
"37241","1","1","1"
"37262","1","1","1"
"37266","0","0","0"
"37328","1","1","1"
"37332","1","1","1"
"37340","1","1","1"
"37367","0","0","0"
"37374","0","0","0"
"37388","1","1","1"
"37389","0","0","0"
"37429","0","0","0"
"37439","0","0","0"
"37444","1","1","1"
"37461","1","1","1"
"37484","0","0","0"
"37502","0","0","0"
"37505","0","0","0"
"37515","0","0","0"
"37523","1","1","1"
"37529","0","0","0"
"37541","1","1","1"
