"Step","DDQN_good_disc - win","non_det_DDQN_run_1747653794 - win__MIN","non_det_DDQN_run_1747653794 - win__MAX"
"12127","0","0","0"
"12130","0","0","0"
"12137","0","0","0"
"12141","0","0","0"
"12145","0","0","0"
"12147","0","0","0"
"12148","0","0","0"
"12156","0","0","0"
"12158","0","0","0"
"12161","0","0","0"
"12162","0","0","0"
"12169","0","0","0"
"12183","0","0","0"
"12185","0","0","0"
"12198","0","0","0"
"12203","0","0","0"
"12207","0","0","0"
"12211","0","0","0"
"12227","0","0","0"
"12236","0","0","0"
"12239","0","0","0"
"12251","0","0","0"
"12252","0","0","0"
"12256","0","0","0"
"12258","0","0","0"
"12259","0","0","0"
"12264","0","0","0"
"12271","0","0","0"
"12275","0","0","0"
"12276","0","0","0"
"12279","0","0","0"
"12294","0","0","0"
"12299","0","0","0"
"12301","0","0","0"
"12307","0","0","0"
"12308","0","0","0"
"12312","0","0","0"
"12320","0","0","0"
"12326","0","0","0"
"12334","0","0","0"
"12341","0","0","0"
"12344","0","0","0"
"12354","0","0","0"
"12365","0","0","0"
"12374","0","0","0"
"12377","0","0","0"
"12389","0","0","0"
"12391","0","0","0"
"12399","1","1","1"
"12401","0","0","0"
"12404","0","0","0"
"12408","0","0","0"
"12416","0","0","0"
"12418","0","0","0"
"12423","0","0","0"
"12424","0","0","0"
"12438","0","0","0"
"12461","0","0","0"
"12464","0","0","0"
"12465","1","1","1"
"12466","0","0","0"
"12467","0","0","0"
"12471","0","0","0"
"12475","0","0","0"
"12477","0","0","0"
"12479","0","0","0"
"12485","0","0","0"
"12488","0","0","0"
"12492","0","0","0"
"12494","0","0","0"
"12495","0","0","0"
"12497","0","0","0"
"12499","0","0","0"
"12501","0","0","0"
"12505","0","0","0"
"12506","0","0","0"
"12507","0","0","0"
"12512","0","0","0"
"12517","0","0","0"
"12520","0","0","0"
"12523","0","0","0"
"12527","0","0","0"
"12529","0","0","0"
"12532","0","0","0"
"12535","0","0","0"
"12552","0","0","0"
"12555","0","0","0"
"12565","0","0","0"
"12567","0","0","0"
"12573","0","0","0"
"12583","0","0","0"
"12584","0","0","0"
"12593","0","0","0"
"12594","0","0","0"
"12595","0","0","0"
"12599","0","0","0"
"12602","0","0","0"
"12605","0","0","0"
"12609","0","0","0"
"12610","0","0","0"
"12634","0","0","0"
"12636","0","0","0"
"12645","0","0","0"
"12649","0","0","0"
"12651","0","0","0"
"12660","1","1","1"
"12664","0","0","0"
"12670","0","0","0"
"12671","0","0","0"
"12673","0","0","0"
"12677","0","0","0"
"12685","0","0","0"
"12686","0","0","0"
"12714","0","0","0"
"12726","0","0","0"
"12728","0","0","0"
"12731","0","0","0"
"12740","0","0","0"
"12748","0","0","0"
"12756","1","1","1"
"12759","0","0","0"
"12763","0","0","0"
"12766","0","0","0"
"12767","0","0","0"
"12774","0","0","0"
"12778","0","0","0"
"12782","0","0","0"
"12786","0","0","0"
"12795","0","0","0"
"12797","0","0","0"
"12798","0","0","0"
"12803","1","1","1"
"12810","0","0","0"
"12815","0","0","0"
"12829","0","0","0"
"12831","0","0","0"
"12846","0","0","0"
"12849","0","0","0"
"12866","0","0","0"
"12868","0","0","0"
"12872","0","0","0"
"12881","0","0","0"
"12886","0","0","0"
"12890","0","0","0"
"12896","0","0","0"
"12905","0","0","0"
"12922","0","0","0"
"12923","0","0","0"
"12927","0","0","0"
"12933","0","0","0"
"12941","0","0","0"
"12945","0","0","0"
"12947","0","0","0"
"12955","0","0","0"
"12967","1","1","1"
"12968","0","0","0"
"12973","0","0","0"
"12974","0","0","0"
"12976","0","0","0"
"12982","0","0","0"
"12996","0","0","0"
"12997","0","0","0"
"12998","0","0","0"
"12999","0","0","0"
"13003","0","0","0"
"13021","0","0","0"
"13022","0","0","0"
"13026","0","0","0"
"13031","0","0","0"
"13037","0","0","0"
"13039","0","0","0"
"13042","0","0","0"
"13048","0","0","0"
"13049","0","0","0"
"13051","0","0","0"
"13054","0","0","0"
"13064","0","0","0"
"13073","0","0","0"
"13083","0","0","0"
"13085","0","0","0"
"13089","0","0","0"
"13097","0","0","0"
"13098","0","0","0"
"13103","0","0","0"
"13106","0","0","0"
"13110","0","0","0"
"13116","0","0","0"
"13125","1","1","1"
"13138","0","0","0"
"13146","0","0","0"
"13149","0","0","0"
"13151","0","0","0"
"13152","0","0","0"
"13158","0","0","0"
"13162","0","0","0"
"13173","0","0","0"
"13179","0","0","0"
"13180","0","0","0"
"13197","0","0","0"
"13198","0","0","0"
"13204","0","0","0"
"13208","0","0","0"
"13212","0","0","0"
"13216","0","0","0"
"13217","0","0","0"
"13219","0","0","0"
"13221","0","0","0"
"13223","0","0","0"
"13226","0","0","0"
"13228","0","0","0"
"13233","0","0","0"
"13235","0","0","0"
"13236","1","1","1"
"13240","0","0","0"
"13242","0","0","0"
"13243","0","0","0"
"13246","0","0","0"
"13250","0","0","0"
"13252","0","0","0"
"13255","0","0","0"
"13257","0","0","0"
"13259","0","0","0"
"13267","0","0","0"
"13271","0","0","0"
"13291","0","0","0"
"13293","0","0","0"
"13299","0","0","0"
"13300","0","0","0"
"13302","0","0","0"
"13311","0","0","0"
"13312","0","0","0"
"13322","0","0","0"
"13323","0","0","0"
"13329","0","0","0"
"13331","0","0","0"
"13333","0","0","0"
"13348","0","0","0"
"13349","0","0","0"
"13354","0","0","0"
"13357","0","0","0"
"13362","0","0","0"
"13364","0","0","0"
"13380","0","0","0"
"13382","0","0","0"
"13383","0","0","0"
"13386","0","0","0"
"13398","0","0","0"
"13409","0","0","0"
"13410","0","0","0"
"13412","0","0","0"
"13415","0","0","0"
"13421","0","0","0"
"13423","0","0","0"
"13430","0","0","0"
"13438","0","0","0"
"13441","0","0","0"
"13442","0","0","0"
"13447","0","0","0"
"13450","0","0","0"
"13451","1","1","1"
"13454","0","0","0"
"13464","0","0","0"
"13467","0","0","0"
"13468","0","0","0"
"13474","0","0","0"
"13476","0","0","0"
"13481","0","0","0"
"13497","0","0","0"
"13501","0","0","0"
"13504","0","0","0"
"13506","0","0","0"
"13509","0","0","0"
"13514","0","0","0"
"13517","0","0","0"
"13521","0","0","0"
"13533","0","0","0"
"13535","0","0","0"
"13537","0","0","0"
"13541","0","0","0"
"13542","0","0","0"
"13544","0","0","0"
"13546","0","0","0"
"13552","0","0","0"
"13555","0","0","0"
"13559","0","0","0"
"13560","0","0","0"
"13562","0","0","0"
"13574","0","0","0"
"13575","0","0","0"
"13578","0","0","0"
"13582","0","0","0"
"13588","0","0","0"
"13603","0","0","0"
"13605","0","0","0"
"13606","0","0","0"
"13608","0","0","0"
"13609","0","0","0"
"13623","0","0","0"
"13624","0","0","0"
"13627","0","0","0"
"13628","0","0","0"
"13631","0","0","0"
"13638","0","0","0"
"13640","0","0","0"
"13645","0","0","0"
"13658","1","1","1"
"13660","0","0","0"
"13661","0","0","0"
"13662","1","1","1"
"13663","0","0","0"
"13672","0","0","0"
"13676","1","1","1"
"13678","0","0","0"
"13684","0","0","0"
"13688","0","0","0"
"13689","0","0","0"
"13694","0","0","0"
"13696","0","0","0"
"13698","0","0","0"
"13706","0","0","0"
"13710","0","0","0"
"13713","0","0","0"
"13718","0","0","0"
"13721","0","0","0"
"13725","0","0","0"
"13733","0","0","0"
"13745","0","0","0"
"13748","0","0","0"
"13749","0","0","0"
"13751","0","0","0"
"13754","0","0","0"
"13755","0","0","0"
"13757","0","0","0"
"13764","0","0","0"
"13770","0","0","0"
"13780","0","0","0"
"13797","0","0","0"
"13801","0","0","0"
"13803","0","0","0"
"13809","0","0","0"
"13811","0","0","0"
"13816","0","0","0"
"13817","0","0","0"
"13822","0","0","0"
"13823","0","0","0"
"13833","1","1","1"
"13836","0","0","0"
"13843","0","0","0"
"13847","0","0","0"
"13850","0","0","0"
"13855","0","0","0"
"13862","0","0","0"
"13863","0","0","0"
"13866","0","0","0"
"13872","0","0","0"
"13874","0","0","0"
"13876","0","0","0"
"13879","0","0","0"
"13884","0","0","0"
"13899","0","0","0"
"13902","0","0","0"
"13912","0","0","0"
"13913","0","0","0"
"13917","0","0","0"
"13918","0","0","0"
"13943","0","0","0"
"13964","0","0","0"
"13966","1","1","1"
"13972","0","0","0"
"13975","0","0","0"
"13980","0","0","0"
"13985","0","0","0"
"13996","0","0","0"
"14002","0","0","0"
"14005","0","0","0"
"14011","1","1","1"
"14021","0","0","0"
"14034","0","0","0"
"14035","1","1","1"
"14039","0","0","0"
"14045","0","0","0"
"14046","0","0","0"
"14048","0","0","0"
"14058","0","0","0"
"14068","0","0","0"
"14076","0","0","0"
"14085","0","0","0"
"14088","0","0","0"
"14096","0","0","0"
"14101","0","0","0"
"14103","0","0","0"
"14106","0","0","0"
"14110","0","0","0"
"14119","0","0","0"
"14120","0","0","0"
"14131","0","0","0"
"14133","0","0","0"
"14136","0","0","0"
"14138","0","0","0"
"14140","1","1","1"
"14155","0","0","0"
"14161","0","0","0"
"14162","0","0","0"
"14168","0","0","0"
"14174","0","0","0"
"14177","0","0","0"
"14178","0","0","0"
"14180","0","0","0"
"14183","0","0","0"
"14184","0","0","0"
"14189","0","0","0"
"14197","0","0","0"
"14201","0","0","0"
"14202","0","0","0"
"14203","0","0","0"
"14205","0","0","0"
"14206","0","0","0"
"14215","0","0","0"
"14223","0","0","0"
"14225","0","0","0"
"14229","0","0","0"
"14232","0","0","0"
"14238","0","0","0"
"14239","0","0","0"
"14241","0","0","0"
"14242","0","0","0"
"14243","0","0","0"
"14259","0","0","0"
"14265","0","0","0"
"14266","0","0","0"
"14267","0","0","0"
"14270","0","0","0"
"14271","0","0","0"
"14276","0","0","0"
"14280","0","0","0"
"14281","0","0","0"
"14282","0","0","0"
"14284","0","0","0"
"14285","0","0","0"
"14298","0","0","0"
"14305","0","0","0"
"14312","0","0","0"
"14315","0","0","0"
"14318","0","0","0"
"14323","0","0","0"
"14327","0","0","0"
"14334","0","0","0"
"14335","0","0","0"
"14341","0","0","0"
"14342","0","0","0"
"14348","0","0","0"
"14350","0","0","0"
"14360","0","0","0"
"14365","0","0","0"
"14371","0","0","0"
"14376","0","0","0"
"14380","0","0","0"
"14385","0","0","0"
"14387","0","0","0"
"14393","0","0","0"
"14396","0","0","0"
"14397","1","1","1"
"14400","1","1","1"
"14404","0","0","0"
"14407","0","0","0"
"14410","0","0","0"
"14413","0","0","0"
"14417","0","0","0"
"14419","0","0","0"
"14420","0","0","0"
"14424","0","0","0"
"14427","0","0","0"
"14431","0","0","0"
"14432","0","0","0"
"14434","0","0","0"
"14438","1","1","1"
"14443","0","0","0"
"14444","0","0","0"
"14446","0","0","0"
"14447","0","0","0"
"14453","0","0","0"
"14454","0","0","0"
"14456","0","0","0"
"14458","0","0","0"
"14464","0","0","0"
"14471","0","0","0"
"14472","0","0","0"
"14475","0","0","0"
"14483","0","0","0"
"14486","0","0","0"
"14488","1","1","1"
"14492","0","0","0"
"14509","0","0","0"
"14510","0","0","0"
"14513","0","0","0"
"14528","0","0","0"
"14539","0","0","0"
"14541","0","0","0"
"14542","0","0","0"
"14549","0","0","0"
"14553","0","0","0"
"14560","0","0","0"
"14571","0","0","0"
"14572","1","1","1"
"14580","1","1","1"
"14582","0","0","0"
"14583","0","0","0"
"14584","1","1","1"
"14585","0","0","0"
"14588","0","0","0"
"14593","0","0","0"
"14598","0","0","0"
"14600","0","0","0"
"14603","0","0","0"
"14605","0","0","0"
"14609","0","0","0"
"14610","0","0","0"
"14612","0","0","0"
"14613","0","0","0"
"14618","0","0","0"
"14621","0","0","0"
"14633","0","0","0"
"14641","0","0","0"
"14643","0","0","0"
"14660","0","0","0"
"14663","0","0","0"
"14665","0","0","0"
"14666","0","0","0"
"14670","0","0","0"
"14679","0","0","0"
"14680","0","0","0"
"14685","1","1","1"
"14686","0","0","0"
"14687","0","0","0"
"14689","0","0","0"
"14691","0","0","0"
"14693","0","0","0"
"14697","0","0","0"
"14698","1","1","1"
"14699","0","0","0"
"14703","0","0","0"
"14705","0","0","0"
"14714","0","0","0"
"14718","0","0","0"
"14721","0","0","0"
"14723","0","0","0"
"14734","0","0","0"
"14741","1","1","1"
"14742","0","0","0"
"14747","0","0","0"
"14749","0","0","0"
"14752","0","0","0"
"14755","0","0","0"
"14757","0","0","0"
"14758","0","0","0"
"14769","0","0","0"
"14779","1","1","1"
"14785","0","0","0"
"14786","0","0","0"
"14794","0","0","0"
"14797","0","0","0"
"14803","0","0","0"
"14807","0","0","0"
"14808","0","0","0"
"14821","0","0","0"
"14831","0","0","0"
"14841","0","0","0"
"14843","0","0","0"
"14851","0","0","0"
"14852","1","1","1"
"14853","0","0","0"
"14854","0","0","0"
"14868","0","0","0"
"14881","0","0","0"
"14890","0","0","0"
"14891","0","0","0"
"14894","0","0","0"
"14897","1","1","1"
"14898","0","0","0"
"14907","0","0","0"
"14908","0","0","0"
"14911","0","0","0"
"14914","0","0","0"
"14922","0","0","0"
"14933","0","0","0"
"14943","0","0","0"
"14953","0","0","0"
"14954","0","0","0"
"14956","0","0","0"
"14957","0","0","0"
"14962","1","1","1"
"14972","0","0","0"
"14976","0","0","0"
"14977","0","0","0"
"14985","0","0","0"
"14987","0","0","0"
"14995","0","0","0"
"14997","0","0","0"
"14998","1","1","1"
"15008","0","0","0"
"15012","0","0","0"
"15016","0","0","0"
"15019","0","0","0"
"15022","0","0","0"
"15025","0","0","0"
"15028","1","1","1"
"15032","0","0","0"
"15043","1","1","1"
"15050","0","0","0"
"15051","0","0","0"
"15055","0","0","0"
"15058","0","0","0"
"15067","0","0","0"
"15068","0","0","0"
"15071","0","0","0"
"15082","0","0","0"
"15090","0","0","0"
"15106","1","1","1"
"15112","0","0","0"
"15121","0","0","0"
"15123","0","0","0"
"15124","0","0","0"
"15127","0","0","0"
"15136","0","0","0"
"15137","0","0","0"
"15140","0","0","0"
"15143","0","0","0"
"15158","0","0","0"
"15160","0","0","0"
"15161","0","0","0"
"15164","0","0","0"
"15177","0","0","0"
"15180","0","0","0"
"15181","0","0","0"
"15184","0","0","0"
"15189","1","1","1"
"15190","0","0","0"
"15193","0","0","0"
"15200","0","0","0"
"15204","1","1","1"
"15205","0","0","0"
"15210","0","0","0"
"15214","0","0","0"
"15227","0","0","0"
"15234","0","0","0"
"15235","0","0","0"
"15238","0","0","0"
"15239","0","0","0"
"15247","0","0","0"
"15250","0","0","0"
"15251","0","0","0"
"15253","0","0","0"
"15254","0","0","0"
"15256","0","0","0"
"15262","0","0","0"
"15265","1","1","1"
"15269","0","0","0"
"15278","0","0","0"
"15281","0","0","0"
"15283","0","0","0"
"15291","0","0","0"
"15297","0","0","0"
"15300","0","0","0"
"15302","0","0","0"
"15310","0","0","0"
"15313","0","0","0"
"15323","0","0","0"
"15324","0","0","0"
"15326","1","1","1"
"15333","0","0","0"
"15336","0","0","0"
"15339","0","0","0"
"15341","0","0","0"
"15342","0","0","0"
"15344","0","0","0"
"15345","0","0","0"
"15354","0","0","0"
"15357","0","0","0"
"15359","0","0","0"
"15360","0","0","0"
"15362","0","0","0"
"15371","0","0","0"
"15378","0","0","0"
"15390","0","0","0"
"15395","0","0","0"
"15396","0","0","0"
"15397","0","0","0"
"15403","0","0","0"
"15406","0","0","0"
"15410","0","0","0"
"15413","0","0","0"
"15414","0","0","0"
"15435","0","0","0"
"15440","0","0","0"
"15442","0","0","0"
"15444","0","0","0"
"15447","0","0","0"
"15449","0","0","0"
"15459","0","0","0"
"15465","0","0","0"
"15466","0","0","0"
"15467","0","0","0"
"15469","0","0","0"
"15472","0","0","0"
"15483","0","0","0"
"15485","0","0","0"
"15486","0","0","0"
"15489","0","0","0"
"15494","0","0","0"
"15495","0","0","0"
"15496","0","0","0"
"15503","0","0","0"
"15507","1","1","1"
"15524","0","0","0"
"15527","0","0","0"
"15531","0","0","0"
"15543","0","0","0"
"15547","0","0","0"
"15556","0","0","0"
"15565","0","0","0"
"15575","0","0","0"
"15577","0","0","0"
"15582","0","0","0"
"15597","0","0","0"
"15599","0","0","0"
"15601","0","0","0"
"15620","0","0","0"
"15638","0","0","0"
"15642","0","0","0"
"15644","1","1","1"
"15647","1","1","1"
"15652","0","0","0"
"15660","1","1","1"
"15666","0","0","0"
"15673","0","0","0"
"15676","0","0","0"
"15683","0","0","0"
"15684","0","0","0"
"15686","0","0","0"
"15687","0","0","0"
"15688","0","0","0"
"15706","1","1","1"
"15719","0","0","0"
"15726","0","0","0"
"15729","0","0","0"
"15733","0","0","0"
"15748","1","1","1"
"15758","0","0","0"
"15761","0","0","0"
"15767","0","0","0"
"15768","0","0","0"
"15769","0","0","0"
"15777","0","0","0"
"15778","0","0","0"
"15804","0","0","0"
"15810","1","1","1"
"15831","0","0","0"
"15838","0","0","0"
"15842","0","0","0"
"15844","1","1","1"
"15851","0","0","0"
"15857","0","0","0"
"15869","0","0","0"
"15882","0","0","0"
"15886","0","0","0"
"15902","0","0","0"
"15907","0","0","0"
"15916","0","0","0"
"15918","0","0","0"
"15922","0","0","0"
"15924","0","0","0"
"15930","0","0","0"
"15931","0","0","0"
"15932","0","0","0"
"15940","0","0","0"
"15943","0","0","0"
"15962","0","0","0"
"15964","0","0","0"
"15965","0","0","0"
"15973","0","0","0"
"15977","0","0","0"
"15980","0","0","0"
"15981","0","0","0"
"15984","0","0","0"
"15985","1","1","1"
"15990","0","0","0"
"15994","1","1","1"
"15996","1","1","1"
"16000","0","0","0"
"16005","0","0","0"
"16015","0","0","0"
"16021","0","0","0"
"16026","0","0","0"
"16033","0","0","0"
"16040","1","1","1"
"16052","0","0","0"
"16053","0","0","0"
"16055","0","0","0"
"16058","0","0","0"
"16067","0","0","0"
"16069","0","0","0"
"16078","0","0","0"
"16080","0","0","0"
"16081","0","0","0"
"16084","0","0","0"
"16085","0","0","0"
"16087","0","0","0"
"16090","0","0","0"
"16098","0","0","0"
"16110","0","0","0"
"16114","0","0","0"
"16117","1","1","1"
"16123","0","0","0"
"16124","0","0","0"
"16125","0","0","0"
"16126","0","0","0"
"16127","0","0","0"
"16128","0","0","0"
"16129","0","0","0"
"16131","0","0","0"
"16142","0","0","0"
"16148","0","0","0"
"16150","1","1","1"
"16152","0","0","0"
"16153","0","0","0"
"16155","0","0","0"
"16156","0","0","0"
"16169","0","0","0"
"16174","0","0","0"
"16181","1","1","1"
"16182","0","0","0"
"16184","0","0","0"
"16185","0","0","0"
"16190","0","0","0"
"16191","0","0","0"
"16192","0","0","0"
"16195","0","0","0"
"16199","0","0","0"
"16200","0","0","0"
"16203","0","0","0"
"16205","0","0","0"
"16206","0","0","0"
"16208","0","0","0"
"16212","0","0","0"
"16216","0","0","0"
"16217","0","0","0"
"16225","0","0","0"
"16230","0","0","0"
"16234","0","0","0"
"16238","0","0","0"
"16239","0","0","0"
"16244","0","0","0"
"16246","0","0","0"
"16248","0","0","0"
"16249","0","0","0"
"16253","0","0","0"
"16258","0","0","0"
"16287","0","0","0"
"16291","0","0","0"
"16293","0","0","0"
"16298","0","0","0"
"16299","0","0","0"
"16303","0","0","0"
"16308","0","0","0"
"16309","0","0","0"
"16311","0","0","0"
"16318","0","0","0"
"16322","0","0","0"
"16337","0","0","0"
"16339","0","0","0"
"16343","0","0","0"
"16345","0","0","0"
"16365","0","0","0"
"16370","0","0","0"
"16378","0","0","0"
"16383","0","0","0"
"16384","0","0","0"
"16388","0","0","0"
"16394","0","0","0"
"16399","0","0","0"
"16411","0","0","0"
"16418","0","0","0"
"16423","0","0","0"
"16425","0","0","0"
"16427","0","0","0"
"16431","0","0","0"
"16445","0","0","0"
"16447","0","0","0"
"16460","0","0","0"
"16464","0","0","0"
"16466","0","0","0"
"16469","0","0","0"
"16472","0","0","0"
"16473","0","0","0"
"16474","0","0","0"
"16481","0","0","0"
"16483","0","0","0"
"16484","0","0","0"
"16491","0","0","0"
"16497","0","0","0"
"16499","0","0","0"
"16503","0","0","0"
"16505","0","0","0"
"16514","0","0","0"
"16528","0","0","0"
"16532","0","0","0"
"16538","0","0","0"
"16552","0","0","0"
"16553","0","0","0"
"16560","0","0","0"
"16571","1","1","1"
"16575","0","0","0"
"16586","0","0","0"
"16587","0","0","0"
"16597","0","0","0"
"16606","0","0","0"
"16611","0","0","0"
"16613","1","1","1"
"16614","0","0","0"
"16618","0","0","0"
"16619","0","0","0"
"16624","1","1","1"
"16627","0","0","0"
"16632","0","0","0"
"16639","0","0","0"
"16648","0","0","0"
"16651","0","0","0"
"16652","0","0","0"
"16654","0","0","0"
"16655","0","0","0"
"16658","0","0","0"
"16660","0","0","0"
"16663","0","0","0"
"16665","0","0","0"
"16666","0","0","0"
"16671","0","0","0"
"16674","0","0","0"
"16675","0","0","0"
"16680","1","1","1"
"16682","0","0","0"
"16688","0","0","0"
"16693","0","0","0"
"16697","0","0","0"
"16699","0","0","0"
"16701","1","1","1"
"16718","0","0","0"
"16732","0","0","0"
"16733","0","0","0"
"16742","0","0","0"
"16746","0","0","0"
"16754","0","0","0"
"16771","1","1","1"
"16775","0","0","0"
"16776","0","0","0"
"16777","0","0","0"
"16779","1","1","1"
"16782","0","0","0"
"16786","0","0","0"
"16791","0","0","0"
"16792","0","0","0"
"16794","0","0","0"
"16799","0","0","0"
"16811","0","0","0"
"16812","0","0","0"
"16815","0","0","0"
"16818","0","0","0"
"16824","0","0","0"
"16828","0","0","0"
"16833","0","0","0"
"16841","0","0","0"
"16851","0","0","0"
"16854","0","0","0"
"16880","0","0","0"
"16884","1","1","1"
"16887","0","0","0"
"16890","0","0","0"
"16891","0","0","0"
"16893","0","0","0"
"16896","0","0","0"
"16919","0","0","0"
"16922","0","0","0"
"16923","0","0","0"
"16924","0","0","0"
"16925","0","0","0"
"16938","0","0","0"
"16943","0","0","0"
"16958","0","0","0"
"16963","0","0","0"
"16968","0","0","0"
"16974","1","1","1"
"16976","0","0","0"
"16983","0","0","0"
"16984","0","0","0"
"16993","0","0","0"
"16996","0","0","0"
"16998","0","0","0"
"17001","0","0","0"
"17004","0","0","0"
"17012","0","0","0"
"17030","0","0","0"
"17034","1","1","1"
"17043","0","0","0"
"17077","0","0","0"
"17080","0","0","0"
"17081","0","0","0"
"17088","0","0","0"
"17092","0","0","0"
"17096","0","0","0"
"17097","0","0","0"
"17098","0","0","0"
"17102","0","0","0"
"17103","0","0","0"
"17116","0","0","0"
"17119","0","0","0"
"17121","0","0","0"
"17122","0","0","0"
"17123","0","0","0"
"17130","0","0","0"
"17133","1","1","1"
"17138","0","0","0"
"17144","0","0","0"
"17161","0","0","0"
"17162","0","0","0"
"17170","0","0","0"
"17173","0","0","0"
"17179","0","0","0"
"17180","1","1","1"
"17182","0","0","0"
"17188","0","0","0"
"17199","0","0","0"
"17200","0","0","0"
"17218","1","1","1"
"17219","0","0","0"
"17220","0","0","0"
"17232","0","0","0"
"17258","0","0","0"
"17266","1","1","1"
"17283","1","1","1"
"17284","0","0","0"
"17287","1","1","1"
"17289","0","0","0"
"17295","0","0","0"
"17301","0","0","0"
"17304","0","0","0"
"17306","0","0","0"
"17308","1","1","1"
"17310","0","0","0"
"17313","0","0","0"
"17320","0","0","0"
"17323","0","0","0"
"17326","0","0","0"
"17329","0","0","0"
"17337","0","0","0"
"17340","0","0","0"
"17345","0","0","0"
"17355","0","0","0"
"17358","0","0","0"
"17364","0","0","0"
"17371","0","0","0"
"17373","0","0","0"
"17376","0","0","0"
"17379","0","0","0"
"17382","0","0","0"
"17385","0","0","0"
"17386","0","0","0"
"17387","0","0","0"
"17394","0","0","0"
"17400","0","0","0"
"17402","0","0","0"
"17403","0","0","0"
"17407","0","0","0"
"17415","1","1","1"
"17422","0","0","0"
"17426","0","0","0"
"17427","0","0","0"
"17429","0","0","0"
"17434","0","0","0"
"17438","0","0","0"
"17444","0","0","0"
"17446","0","0","0"
"17447","0","0","0"
"17448","0","0","0"
"17451","0","0","0"
"17471","0","0","0"
"17487","0","0","0"
"17489","0","0","0"
"17494","0","0","0"
"17498","0","0","0"
"17502","0","0","0"
"17504","1","1","1"
"17516","0","0","0"
"17523","0","0","0"
"17524","0","0","0"
"17525","0","0","0"
"17528","0","0","0"
"17531","0","0","0"
"17533","0","0","0"
"17534","0","0","0"
"17535","0","0","0"
"17537","0","0","0"
"17538","1","1","1"
"17543","1","1","1"
"17555","0","0","0"
"17573","0","0","0"
"17578","0","0","0"
"17582","0","0","0"
"17592","0","0","0"
"17601","0","0","0"
"17602","0","0","0"
"17605","0","0","0"
"17621","0","0","0"
"17623","0","0","0"
"17633","0","0","0"
"17638","0","0","0"
"17639","0","0","0"
"17647","0","0","0"
"17654","0","0","0"
"17659","0","0","0"
"17673","0","0","0"
"17677","0","0","0"
"17688","1","1","1"
"17702","0","0","0"
"17704","0","0","0"
"17705","0","0","0"
"17709","0","0","0"
"17711","0","0","0"
"17716","0","0","0"
"17725","0","0","0"
"17728","0","0","0"
"17730","0","0","0"
"17734","0","0","0"
"17740","0","0","0"
"17743","0","0","0"
"17748","0","0","0"
"17749","0","0","0"
"17752","0","0","0"
"17759","0","0","0"
"17769","0","0","0"
"17770","0","0","0"
"17775","0","0","0"
"17778","0","0","0"
"17782","0","0","0"
"17784","0","0","0"
"17786","0","0","0"
"17793","0","0","0"
"17799","0","0","0"
"17801","0","0","0"
"17812","0","0","0"
"17815","0","0","0"
"17823","1","1","1"
"17826","0","0","0"
"17832","0","0","0"
"17833","0","0","0"
"17834","0","0","0"
"17839","0","0","0"
"17840","0","0","0"
"17846","0","0","0"
"17847","0","0","0"
"17851","1","1","1"
"17855","0","0","0"
"17864","0","0","0"
"17865","1","1","1"
"17872","0","0","0"
"17874","0","0","0"
"17878","0","0","0"
"17883","1","1","1"
"17888","0","0","0"
"17893","0","0","0"
"17895","1","1","1"
"17896","0","0","0"
"17901","0","0","0"
"17903","0","0","0"
"17912","0","0","0"
"17926","0","0","0"
"17929","0","0","0"
"17930","0","0","0"
"17935","0","0","0"
"17941","0","0","0"
"17945","0","0","0"
"17952","0","0","0"
"17959","0","0","0"
"17965","0","0","0"
"17969","0","0","0"
"17977","0","0","0"
"17982","1","1","1"
"17984","0","0","0"
"17985","0","0","0"
"17988","0","0","0"
"17989","0","0","0"
"17991","0","0","0"
"17993","1","1","1"
"17995","0","0","0"
"18015","0","0","0"
"18021","0","0","0"
"18026","0","0","0"
"18033","0","0","0"
"18037","0","0","0"
"18046","0","0","0"
"18049","0","0","0"
"18055","0","0","0"
"18056","0","0","0"
"18059","1","1","1"
"18060","1","1","1"
"18066","1","1","1"
"18073","0","0","0"
"18078","0","0","0"
"18080","0","0","0"
"18082","0","0","0"
"18089","1","1","1"
"18095","0","0","0"
"18097","0","0","0"
"18099","0","0","0"
"18111","0","0","0"
"18121","0","0","0"
"18132","0","0","0"
"18135","0","0","0"
"18140","0","0","0"
"18146","0","0","0"
"18147","0","0","0"
"18148","0","0","0"
"18149","1","1","1"
"18150","0","0","0"
"18151","0","0","0"
"18159","0","0","0"
"18166","0","0","0"
"18173","0","0","0"
"18175","0","0","0"
"18181","1","1","1"
"18197","0","0","0"
"18198","0","0","0"
"18199","0","0","0"
"18205","0","0","0"
"18208","0","0","0"
"18209","0","0","0"
"18211","0","0","0"
"18225","0","0","0"
"18232","0","0","0"
"18233","0","0","0"
"18234","0","0","0"
"18240","0","0","0"
"18244","1","1","1"
"18246","0","0","0"
"18249","1","1","1"
"18257","0","0","0"
"18260","0","0","0"
"18283","1","1","1"
"18284","0","0","0"
"18288","0","0","0"
"18300","0","0","0"
"18310","1","1","1"
"18313","0","0","0"
"18318","0","0","0"
"18325","0","0","0"
"18335","0","0","0"
"18338","0","0","0"
"18341","1","1","1"
"18343","0","0","0"
"18347","0","0","0"
"18349","0","0","0"
"18353","0","0","0"
"18358","0","0","0"
"18367","0","0","0"
"18373","0","0","0"
"18378","0","0","0"
"18380","0","0","0"
"18388","0","0","0"
"18395","0","0","0"
