"Step","DQN_good_disc - total_reward","non_Det_DQN_discounted_run_1747653690 - total_reward__MIN","non_Det_DQN_discounted_run_1747653690 - total_reward__MAX"
"5437","-2","-2","-2"
"5438","1","1","1"
"5440","-1","-1","-1"
"5447","-1","-1","-1"
"5452","-2","-2","-2"
"5461","2","2","2"
"5465","5","5","5"
"5472","-2","-2","-2"
"5473","-1","-1","-1"
"5476","-2","-2","-2"
"5479","1","1","1"
"5480","-2","-2","-2"
"5493","-1","-1","-1"
"5497","-1","-1","-1"
"5498","-1","-1","-1"
"5504","1","1","1"
"5511","-1","-1","-1"
"5522","1","1","1"
"5531","6","6","6"
"5535","2","2","2"
"5536","-2","-2","-2"
"5542","-1","-1","-1"
"5550","0","0","0"
"5555","1","1","1"
"5561","-1","-1","-1"
"5565","-2","-2","-2"
"5566","-2","-2","-2"
"5568","-2","-2","-2"
"5570","1","1","1"
"5571","8","8","8"
"5573","4","4","4"
"5576","1","1","1"
"5577","-2","-2","-2"
"5587","2","2","2"
"5589","1","1","1"
"5593","1","1","1"
"5595","-1","-1","-1"
"5599","1","1","1"
"5604","-2","-2","-2"
"5628","0","0","0"
"5629","-1","-1","-1"
"5633","-2","-2","-2"
"5637","-1","-1","-1"
"5643","-1","-1","-1"
"5646","-2","-2","-2"
"5649","-1","-1","-1"
"5652","0","0","0"
"5668","1","1","1"
"5677","-2","-2","-2"
"5678","-2","-2","-2"
"5686","0","0","0"
"5698","-2","-2","-2"
"5708","-1","-1","-1"
"5715","-2","-2","-2"
"5723","-1","-1","-1"
"5737","-1","-1","-1"
"5748","1","1","1"
"5764","-1","-1","-1"
"5767","-1","-1","-1"
"5770","-2","-2","-2"
"5771","-2","-2","-2"
"5773","-1","-1","-1"
"5778","-2","-2","-2"
"5780","-2","-2","-2"
"5781","-2","-2","-2"
"5793","0","0","0"
"5797","-2","-2","-2"
"5803","-2","-2","-2"
"5806","4","4","4"
"5815","2","2","2"
"5821","-2","-2","-2"
"5825","-1","-1","-1"
"5830","7","7","7"
"5850","-2","-2","-2"
"5856","0","0","0"
"5866","-1","-1","-1"
"5873","2","2","2"
"5875","-1","-1","-1"
"5878","-1","-1","-1"
"5890","-2","-2","-2"
"5891","-2","-2","-2"
"5893","-1","-1","-1"
"5912","0","0","0"
"5917","0","0","0"
"5919","1","1","1"
"5923","-2","-2","-2"
"5926","2","2","2"
"5929","-2","-2","-2"
"5936","-2","-2","-2"
"5937","-2","-2","-2"
"5946","-2","-2","-2"
"5947","6","6","6"
"5948","0","0","0"
"5949","-1","-1","-1"
"5950","-2","-2","-2"
"5954","-2","-2","-2"
"5957","0","0","0"
"5972","-1","-1","-1"
"5976","0","0","0"
"5978","-1","-1","-1"
"5989","-2","-2","-2"
"5990","4","4","4"
"5994","-2","-2","-2"
"5996","-1","-1","-1"
"6008","-2","-2","-2"
"6009","-2","-2","-2"
"6011","-2","-2","-2"
"6021","-2","-2","-2"
"6031","-2","-2","-2"
"6045","-2","-2","-2"
"6049","-1","-1","-1"
"6052","-2","-2","-2"
"6073","-1","-1","-1"
"6075","-1","-1","-1"
"6076","1","1","1"
"6081","-2","-2","-2"
"6088","0","0","0"
"6090","-2","-2","-2"
"6091","-2","-2","-2"
"6105","-2","-2","-2"
"6107","-1","-1","-1"
"6115","16","16","16"
"6116","-1","-1","-1"
"6119","-2","-2","-2"
"6124","1","1","1"
"6132","1","1","1"
"6135","-2","-2","-2"
"6138","1","1","1"
"6145","-1","-1","-1"
"6148","-2","-2","-2"
"6164","-2","-2","-2"
"6185","0","0","0"
"6188","0","0","0"
"6193","-2","-2","-2"
"6220","-2","-2","-2"
"6229","-2","-2","-2"
"6230","-2","-2","-2"
"6233","2","2","2"
"6236","-1","-1","-1"
"6237","-2","-2","-2"
"6255","-1","-1","-1"
"6256","-2","-2","-2"
"6258","-2","-2","-2"
"6260","-2","-2","-2"
"6261","-1","-1","-1"
"6272","1","1","1"
"6287","-2","-2","-2"
"6289","-2","-2","-2"
"6300","2","2","2"
"6318","-1","-1","-1"
"6321","-1","-1","-1"
"6323","-2","-2","-2"
"6324","-2","-2","-2"
"6336","-1","-1","-1"
"6347","-2","-2","-2"
"6354","-2","-2","-2"
"6360","-2","-2","-2"
"6362","-2","-2","-2"
"6367","-2","-2","-2"
"6373","-1","-1","-1"
"6380","-2","-2","-2"
"6389","-1","-1","-1"
"6395","1","1","1"
"6401","0","0","0"
"6404","9","9","9"
"6416","-2","-2","-2"
"6418","-2","-2","-2"
"6420","-2","-2","-2"
"6428","1","1","1"
"6429","0","0","0"
"6434","5","5","5"
"6436","-2","-2","-2"
"6453","-1","-1","-1"
"6456","0","0","0"
"6464","4","4","4"
"6468","0","0","0"
"6469","2","2","2"
"6471","-1","-1","-1"
"6486","0","0","0"
"6498","-2","-2","-2"
"6505","-2","-2","-2"
"6507","-2","-2","-2"
"6513","-1","-1","-1"
"6515","-2","-2","-2"
"6516","-1","-1","-1"
"6522","0","0","0"
"6526","-1","-1","-1"
"6539","-2","-2","-2"
"6545","-1","-1","-1"
"6547","-2","-2","-2"
"6578","-2","-2","-2"
"6591","10","10","10"
"6597","-2","-2","-2"
"6598","2","2","2"
"6605","0","0","0"
"6608","-2","-2","-2"
"6614","1","1","1"
"6617","5","5","5"
"6629","1","1","1"
"6631","0","0","0"
"6632","-2","-2","-2"
"6633","-1","-1","-1"
"6641","-2","-2","-2"
"6643","0","0","0"
"6648","1","1","1"
"6652","0","0","0"
"6654","7","7","7"
"6660","-1","-1","-1"
"6661","-2","-2","-2"
"6664","-1","-1","-1"
"6665","4","4","4"
"6666","0","0","0"
"6669","7","7","7"
"6670","-2","-2","-2"
"6677","-2","-2","-2"
"6682","0","0","0"
"6689","-2","-2","-2"
"6697","-2","-2","-2"
"6698","-2","-2","-2"
"6699","1","1","1"
"6700","-2","-2","-2"
"6704","-2","-2","-2"
"6713","2","2","2"
"6714","-2","-2","-2"
"6719","-2","-2","-2"
"6723","0","0","0"
"6725","-2","-2","-2"
"6736","-2","-2","-2"
"6740","0","0","0"
"6748","-1","-1","-1"
"6750","1","1","1"
"6751","-2","-2","-2"
"6763","-1","-1","-1"
"6765","-2","-2","-2"
"6780","-2","-2","-2"
"6798","0","0","0"
"6799","-2","-2","-2"
"6800","-1","-1","-1"
"6813","-1","-1","-1"
"6826","-1","-1","-1"
"6827","-2","-2","-2"
"6834","0","0","0"
"6836","-2","-2","-2"
"6839","-2","-2","-2"
"6842","7","7","7"
"6844","-1","-1","-1"
"6856","1","1","1"
"6858","1","1","1"
"6859","1","1","1"
"6865","-2","-2","-2"
"6871","1","1","1"
"6879","-2","-2","-2"
"6881","-1","-1","-1"
"6882","3","3","3"
"6884","5","5","5"
"6900","4","4","4"
"6909","-2","-2","-2"
"6910","-1","-1","-1"
"6912","0","0","0"
"6920","-1","-1","-1"
"6926","-1","-1","-1"
"6928","2","2","2"
"6931","-2","-2","-2"
"6944","-1","-1","-1"
"6955","-2","-2","-2"
"6958","-1","-1","-1"
"6967","2","2","2"
"6973","4","4","4"
"6985","-2","-2","-2"
"7008","1","1","1"
"7011","-2","-2","-2"
"7022","-1","-1","-1"
"7029","4","4","4"
"7032","-2","-2","-2"
"7046","4","4","4"
"7074","1","1","1"
"7090","3","3","3"
"7106","-1","-1","-1"
"7107","-1","-1","-1"
"7109","-1","-1","-1"
"7111","-2","-2","-2"
"7120","-1","-1","-1"
"7132","0","0","0"
"7134","-1","-1","-1"
"7139","-1","-1","-1"
"7145","-2","-2","-2"
"7155","-1","-1","-1"
"7157","-2","-2","-2"
"7160","3","3","3"
"7177","-1","-1","-1"
"7183","-1","-1","-1"
"7187","-2","-2","-2"
"7190","-2","-2","-2"
"7192","0","0","0"
"7204","1","1","1"
"7205","-2","-2","-2"
"7213","-1","-1","-1"
"7216","0","0","0"
"7217","3","3","3"
"7218","-1","-1","-1"
"7219","-2","-2","-2"
"7223","-1","-1","-1"
"7224","0","0","0"
"7226","6","6","6"
"7227","5","5","5"
"7231","-2","-2","-2"
"7232","-1","-1","-1"
"7243","3","3","3"
"7249","0","0","0"
"7254","-2","-2","-2"
"7259","-2","-2","-2"
"7260","-1","-1","-1"
"7274","-1","-1","-1"
"7275","0","0","0"
"7279","-2","-2","-2"
"7281","-1","-1","-1"
"7298","2","2","2"
"7304","0","0","0"
"7313","1","1","1"
"7328","0","0","0"
"7343","-2","-2","-2"
"7348","-2","-2","-2"
"7349","-2","-2","-2"
"7351","1","1","1"
"7352","6","6","6"
"7353","0","0","0"
"7359","0","0","0"
"7364","-2","-2","-2"
"7368","0","0","0"
"7371","2","2","2"
"7388","2","2","2"
"7390","-2","-2","-2"
"7391","-2","-2","-2"
"7392","-1","-1","-1"
"7405","0","0","0"
"7408","-1","-1","-1"
"7414","-2","-2","-2"
"7417","2","2","2"
"7428","-2","-2","-2"
"7430","-2","-2","-2"
"7431","-1","-1","-1"
"7435","0","0","0"
"7437","-1","-1","-1"
"7447","-2","-2","-2"
"7451","3","3","3"
"7455","-1","-1","-1"
"7463","1","1","1"
"7466","2","2","2"
"7471","0","0","0"
"7475","2","2","2"
"7480","-2","-2","-2"
"7484","0","0","0"
"7492","-1","-1","-1"
"7501","0","0","0"
"7510","0","0","0"
"7512","4","4","4"
"7517","-2","-2","-2"
"7525","0","0","0"
"7529","-2","-2","-2"
"7539","-1","-1","-1"
"7545","1","1","1"
"7546","-2","-2","-2"
"7550","-1","-1","-1"
"7569","-1","-1","-1"
"7581","-1","-1","-1"
"7584","-1","-1","-1"
"7585","3","3","3"
"7590","0","0","0"
"7591","-2","-2","-2"
"7592","-1","-1","-1"
"7599","1","1","1"
"7606","-2","-2","-2"
"7614","-2","-2","-2"
"7627","-2","-2","-2"
"7637","-2","-2","-2"
"7639","-2","-2","-2"
"7640","2","2","2"
"7644","-2","-2","-2"
"7646","-2","-2","-2"
"7651","-1","-1","-1"
"7659","-1","-1","-1"
"7660","-2","-2","-2"
"7662","0","0","0"
"7671","2","2","2"
"7678","-2","-2","-2"
"7687","-2","-2","-2"
"7688","5","5","5"
"7702","0","0","0"
"7713","-2","-2","-2"
"7729","-2","-2","-2"
"7731","0","0","0"
"7737","-1","-1","-1"
"7748","-2","-2","-2"
"7756","-2","-2","-2"
"7761","-2","-2","-2"
"7762","5","5","5"
"7774","-2","-2","-2"
"7775","2","2","2"
"7777","1","1","1"
"7780","-2","-2","-2"
"7782","-2","-2","-2"
"7783","-1","-1","-1"
"7789","2","2","2"
"7791","-1","-1","-1"
"7795","-2","-2","-2"
"7796","1","1","1"
"7804","-1","-1","-1"
"7815","1","1","1"
"7817","-2","-2","-2"
"7818","-1","-1","-1"
"7823","1","1","1"
"7826","-2","-2","-2"
"7831","-2","-2","-2"
"7834","-2","-2","-2"
"7836","0","0","0"
"7839","-2","-2","-2"
"7841","-2","-2","-2"
"7844","1","1","1"
"7851","-2","-2","-2"
"7855","1","1","1"
"7874","-2","-2","-2"
"7875","4","4","4"
"7881","0","0","0"
"7883","0","0","0"
"7887","-2","-2","-2"
"7894","0","0","0"
"7902","-2","-2","-2"
"7908","-2","-2","-2"
"7909","-1","-1","-1"
"7913","-2","-2","-2"
"7918","0","0","0"
"7920","-2","-2","-2"
"7929","-1","-1","-1"
"7932","-1","-1","-1"
"7942","0","0","0"
"7951","-1","-1","-1"
"7953","-2","-2","-2"
"7954","-1","-1","-1"
"7955","4","4","4"
"7957","4","4","4"
"7963","0","0","0"
"7974","0","0","0"
"7983","10","10","10"
"7995","-1","-1","-1"
"7997","-2","-2","-2"
"8000","-1","-1","-1"
"8010","0","0","0"
"8011","0","0","0"
"8026","0","0","0"
"8049","-2","-2","-2"
"8055","-2","-2","-2"
"8056","0","0","0"
"8057","-2","-2","-2"
"8059","-1","-1","-1"
"8065","-2","-2","-2"
"8069","3","3","3"
"8085","2","2","2"
"8095","1","1","1"
"8096","0","0","0"
"8105","-2","-2","-2"
"8107","6","6","6"
"8109","1","1","1"
"8113","-2","-2","-2"
"8118","6","6","6"
"8121","0","0","0"
"8123","2","2","2"
"8128","-1","-1","-1"
"8129","-2","-2","-2"
"8130","3","3","3"
"8133","1","1","1"
"8152","-2","-2","-2"
"8158","17","17","17"
"8161","-2","-2","-2"
"8162","0","0","0"
"8163","2","2","2"
"8171","-2","-2","-2"
"8176","-1","-1","-1"
"8177","-1","-1","-1"
"8179","-2","-2","-2"
"8184","0","0","0"
"8192","0","0","0"
"8196","-2","-2","-2"
"8197","-2","-2","-2"
"8199","2","2","2"
"8207","-1","-1","-1"
"8208","-2","-2","-2"
"8212","1","1","1"
"8213","-2","-2","-2"
"8220","-1","-1","-1"
"8222","6","6","6"
"8230","-1","-1","-1"
"8235","-1","-1","-1"
"8238","-2","-2","-2"
"8257","-2","-2","-2"
"8261","1","1","1"
"8265","0","0","0"
"8274","7","7","7"
"8279","-2","-2","-2"
"8282","3","3","3"
"8288","-2","-2","-2"
"8294","-2","-2","-2"
"8306","-2","-2","-2"
"8312","-2","-2","-2"
"8315","-1","-1","-1"
"8340","0","0","0"
"8346","-2","-2","-2"
"8349","0","0","0"
"8360","-2","-2","-2"
"8361","9","9","9"
"8362","8","8","8"
"8365","-2","-2","-2"
"8367","-1","-1","-1"
"8371","0","0","0"
"8373","-1","-1","-1"
"8375","-2","-2","-2"
"8383","-2","-2","-2"
"8390","-2","-2","-2"
"8391","6","6","6"
"8396","2","2","2"
"8406","0","0","0"
"8410","-2","-2","-2"
"8417","-1","-1","-1"
"8420","0","0","0"
"8422","-2","-2","-2"
"8436","-2","-2","-2"
"8437","0","0","0"
"8438","-1","-1","-1"
"8439","1","1","1"
"8440","-1","-1","-1"
"8448","1","1","1"
"8458","-2","-2","-2"
"8459","2","2","2"
"8468","-2","-2","-2"
"8471","-2","-2","-2"
"8473","-1","-1","-1"
"8474","0","0","0"
"8479","-2","-2","-2"
"8485","5","5","5"
"8486","-1","-1","-1"
"8487","1","1","1"
"8496","4","4","4"
"8497","-1","-1","-1"
"8504","0","0","0"
"8507","-1","-1","-1"
"8508","-2","-2","-2"
"8509","-1","-1","-1"
"8521","-2","-2","-2"
"8523","-2","-2","-2"
"8524","5","5","5"
"8545","-1","-1","-1"
"8551","-2","-2","-2"
"8557","0","0","0"
"8567","0","0","0"
"8575","-2","-2","-2"
"8579","0","0","0"
"8581","-2","-2","-2"
"8588","0","0","0"
"8590","1","1","1"
"8591","4","4","4"
"8592","-2","-2","-2"
"8599","0","0","0"
"8604","1","1","1"
"8606","2","2","2"
"8609","-2","-2","-2"
"8618","-1","-1","-1"
"8629","9","9","9"
"8630","-1","-1","-1"
"8637","-1","-1","-1"
"8640","-2","-2","-2"
"8645","2","2","2"
"8649","-2","-2","-2"
"8650","0","0","0"
"8658","-2","-2","-2"
"8659","-1","-1","-1"
"8672","-2","-2","-2"
"8678","0","0","0"
"8679","-2","-2","-2"
"8684","-2","-2","-2"
"8701","-2","-2","-2"
"8704","-1","-1","-1"
"8720","7","7","7"
"8722","7","7","7"
"8723","-1","-1","-1"
"8724","3","3","3"
"8725","-2","-2","-2"
"8730","-2","-2","-2"
"8732","-2","-2","-2"
"8741","-2","-2","-2"
"8743","0","0","0"
"8744","-1","-1","-1"
"8746","2","2","2"
"8747","0","0","0"
"8748","0","0","0"
"8752","-2","-2","-2"
"8753","17","17","17"
"8756","0","0","0"
"8760","-1","-1","-1"
"8762","-2","-2","-2"
"8764","1","1","1"
"8765","2","2","2"
"8767","-2","-2","-2"
"8770","-2","-2","-2"
"8777","0","0","0"
"8779","1","1","1"
"8793","-2","-2","-2"
"8803","-2","-2","-2"
"8804","2","2","2"
"8808","-1","-1","-1"
"8809","-1","-1","-1"
"8811","-2","-2","-2"
"8812","-2","-2","-2"
"8843","3","3","3"
"8844","-2","-2","-2"
"8845","3","3","3"
"8846","2","2","2"
"8857","-1","-1","-1"
"8865","0","0","0"
"8867","7","7","7"
"8869","-2","-2","-2"
"8871","-2","-2","-2"
"8872","-2","-2","-2"
"8875","-2","-2","-2"
"8878","1","1","1"
"8880","-2","-2","-2"
"8882","1","1","1"
"8885","-1","-1","-1"
"8889","-1","-1","-1"
"8890","2","2","2"
"8898","0","0","0"
"8901","-1","-1","-1"
"8903","3","3","3"
"8912","1","1","1"
"8923","1","1","1"
"8925","-2","-2","-2"
"8935","-1","-1","-1"
"8941","0","0","0"
"8947","5","5","5"
"8953","1","1","1"
"8960","1","1","1"
"8973","-1","-1","-1"
"8977","0","0","0"
"8985","2","2","2"
"8994","1","1","1"
"8997","9","9","9"
"9006","-1","-1","-1"
"9015","-1","-1","-1"
"9021","-2","-2","-2"
"9022","-2","-2","-2"
"9034","-2","-2","-2"
"9043","0","0","0"
"9044","-2","-2","-2"
"9050","-2","-2","-2"
"9053","2","2","2"
"9055","5","5","5"
"9058","0","0","0"
"9060","-1","-1","-1"
"9064","0","0","0"
"9065","8","8","8"
"9076","5","5","5"
"9081","0","0","0"
"9088","-2","-2","-2"
"9090","-2","-2","-2"
"9093","1","1","1"
"9094","1","1","1"
"9100","0","0","0"
"9107","9","9","9"
"9109","1","1","1"
"9114","0","0","0"
"9116","-2","-2","-2"
"9118","2","2","2"
"9120","1","1","1"
"9123","-1","-1","-1"
"9125","1","1","1"
"9132","-1","-1","-1"
"9136","-1","-1","-1"
"9152","-2","-2","-2"
"9153","-2","-2","-2"
"9167","0","0","0"
"9169","3","3","3"
"9174","-2","-2","-2"
"9175","-2","-2","-2"
"9178","2","2","2"
"9180","-1","-1","-1"
"9181","-1","-1","-1"
"9184","-1","-1","-1"
"9187","-1","-1","-1"
"9188","9","9","9"
"9189","1","1","1"
"9191","-2","-2","-2"
"9192","-2","-2","-2"
"9194","0","0","0"
"9197","0","0","0"
"9199","-2","-2","-2"
"9200","-1","-1","-1"
"9206","-2","-2","-2"
"9210","-2","-2","-2"
"9219","-1","-1","-1"
"9220","0","0","0"
"9237","0","0","0"
"9238","1","1","1"
"9275","-2","-2","-2"
"9282","-2","-2","-2"
"9295","5","5","5"
"9299","-2","-2","-2"
"9306","-2","-2","-2"
"9310","0","0","0"
"9311","3","3","3"
"9313","5","5","5"
"9317","5","5","5"
"9318","2","2","2"
"9324","2","2","2"
"9329","3","3","3"
"9336","11","11","11"
"9337","3","3","3"
"9345","2","2","2"
"9350","-2","-2","-2"
"9354","6","6","6"
"9356","-1","-1","-1"
"9357","0","0","0"
"9363","-1","-1","-1"
"9368","-2","-2","-2"
"9376","-1","-1","-1"
"9381","-1","-1","-1"
"9382","-1","-1","-1"
"9385","2","2","2"
"9386","-1","-1","-1"
"9397","2","2","2"
"9403","-2","-2","-2"
"9404","0","0","0"
"9423","-1","-1","-1"
"9427","-2","-2","-2"
"9428","0","0","0"
"9429","0","0","0"
"9437","-2","-2","-2"
"9440","-2","-2","-2"
"9442","4","4","4"
"9445","-2","-2","-2"
"9446","-1","-1","-1"
"9450","-2","-2","-2"
"9452","1","1","1"
"9454","1","1","1"
"9460","-2","-2","-2"
"9463","-2","-2","-2"
"9467","-2","-2","-2"
"9469","-1","-1","-1"
"9472","0","0","0"
"9473","-2","-2","-2"
"9475","18","18","18"
"9485","-1","-1","-1"
"9489","-2","-2","-2"
"9493","-2","-2","-2"
"9500","0","0","0"
"9502","2","2","2"
"9504","-2","-2","-2"
"9506","2","2","2"
"9507","4","4","4"
"9511","8","8","8"
"9514","1","1","1"
"9515","3","3","3"
"9518","0","0","0"
"9521","0","0","0"
"9524","0","0","0"
"9532","2","2","2"
"9533","9","9","9"
"9537","-2","-2","-2"
"9541","-2","-2","-2"
"9547","-1","-1","-1"
"9550","-1","-1","-1"
"9556","-2","-2","-2"
"9569","3","3","3"
"9570","-1","-1","-1"
"9573","6","6","6"
"9574","4","4","4"
"9584","-1","-1","-1"
"9594","4","4","4"
"9599","0","0","0"
"9617","4","4","4"
"9621","-1","-1","-1"
"9625","-2","-2","-2"
"9629","-2","-2","-2"
"9630","0","0","0"
"9634","2","2","2"
"9651","-2","-2","-2"
"9652","-2","-2","-2"
"9653","-2","-2","-2"
"9667","0","0","0"
"9669","1","1","1"
"9683","3","3","3"
"9685","-1","-1","-1"
"9686","1","1","1"
"9690","6","6","6"
"9693","-2","-2","-2"
"9701","2","2","2"
"9709","1","1","1"
"9721","-2","-2","-2"
"9724","5","5","5"
"9733","19","19","19"
"9735","-2","-2","-2"
"9737","0","0","0"
"9740","4","4","4"
"9744","4","4","4"
"9750","3","3","3"
"9751","0","0","0"
"9762","3","3","3"
"9769","0","0","0"
"9774","0","0","0"
"9775","-2","-2","-2"
"9786","1","1","1"
"9791","-2","-2","-2"
"9795","-2","-2","-2"
"9800","18","18","18"
"9801","-2","-2","-2"
"9814","-2","-2","-2"
"9817","2","2","2"
"9818","-1","-1","-1"
"9821","2","2","2"
"9828","-1","-1","-1"
"9840","0","0","0"
"9855","0","0","0"
"9858","2","2","2"
"9860","7","7","7"
"9861","3","3","3"
"9864","5","5","5"
"9866","-1","-1","-1"
"9883","0","0","0"
"9884","10","10","10"
"9889","7","7","7"
"9892","1","1","1"
"9899","3","3","3"
"9901","0","0","0"
"9905","-1","-1","-1"
"9911","-1","-1","-1"
"9919","-2","-2","-2"
"9925","3","3","3"
"9929","-1","-1","-1"
"9933","0","0","0"
"9936","-2","-2","-2"
"9940","0","0","0"
"9948","-2","-2","-2"
"9952","2","2","2"
"9958","-1","-1","-1"
"9959","-1","-1","-1"
"9966","-2","-2","-2"
"9967","0","0","0"
"9984","-2","-2","-2"
"9986","-2","-2","-2"
"9992","-1","-1","-1"
"9993","-1","-1","-1"
"9999","-2","-2","-2"
"10008","1","1","1"
"10010","-1","-1","-1"
"10013","-2","-2","-2"
"10014","-2","-2","-2"
"10015","-1","-1","-1"
"10017","-1","-1","-1"
"10023","5","5","5"
"10024","2","2","2"
"10026","0","0","0"
"10027","3","3","3"
"10028","-2","-2","-2"
"10030","1","1","1"
"10038","1","1","1"
"10039","2","2","2"
"10046","-1","-1","-1"
"10052","3","3","3"
"10059","5","5","5"
"10060","2","2","2"
"10063","1","1","1"
"10071","0","0","0"
"10075","0","0","0"
"10078","5","5","5"
"10079","-2","-2","-2"
"10094","-2","-2","-2"
"10103","-2","-2","-2"
"10106","1","1","1"
"10108","-2","-2","-2"
"10109","-2","-2","-2"
"10114","3","3","3"
"10115","-2","-2","-2"
"10127","4","4","4"
"10129","-1","-1","-1"
"10136","6","6","6"
"10143","-2","-2","-2"
"10146","4","4","4"
"10148","0","0","0"
"10151","4","4","4"
"10159","3","3","3"
"10161","-2","-2","-2"
"10172","-2","-2","-2"
"10175","-1","-1","-1"
"10178","-1","-1","-1"
"10181","-2","-2","-2"
"10183","2","2","2"
"10184","-2","-2","-2"
"10187","0","0","0"
"10189","-2","-2","-2"
"10192","-1","-1","-1"
"10197","-1","-1","-1"
"10205","-2","-2","-2"
"10206","1","1","1"
"10210","-2","-2","-2"
"10213","2","2","2"
"10227","0","0","0"
"10230","-1","-1","-1"
"10234","-1","-1","-1"
"10236","-1","-1","-1"
"10240","1","1","1"
"10249","1","1","1"
"10250","-1","-1","-1"
"10257","-2","-2","-2"
"10264","1","1","1"
"10272","-1","-1","-1"
"10276","-1","-1","-1"
"10279","2","2","2"
"10285","-2","-2","-2"
"10287","-1","-1","-1"
"10289","-1","-1","-1"
"10291","2","2","2"
"10294","1","1","1"
"10296","-2","-2","-2"
"10303","-1","-1","-1"
"10306","2","2","2"
"10308","-2","-2","-2"
"10312","2","2","2"
"10320","1","1","1"
"10321","-2","-2","-2"
"10323","0","0","0"
"10325","-1","-1","-1"
"10330","-2","-2","-2"
"10336","1","1","1"
"10342","-2","-2","-2"
"10349","-1","-1","-1"
"10361","-1","-1","-1"
"10376","0","0","0"
"10378","1","1","1"
"10379","-2","-2","-2"
"10384","0","0","0"
"10385","0","0","0"
"10386","0","0","0"
"10395","5","5","5"
"10397","-1","-1","-1"
"10400","-2","-2","-2"
"10404","17","17","17"
"10405","3","3","3"
"10410","4","4","4"
"10413","-1","-1","-1"
"10414","2","2","2"
"10415","5","5","5"
"10427","-2","-2","-2"
"10428","3","3","3"
"10444","-1","-1","-1"
"10447","3","3","3"
"10449","2","2","2"
"10450","-2","-2","-2"
"10451","3","3","3"
"10453","5","5","5"
"10454","0","0","0"
"10458","0","0","0"
"10459","5","5","5"
"10462","2","2","2"
"10463","4","4","4"
"10469","-2","-2","-2"
"10474","0","0","0"
"10478","-2","-2","-2"
"10485","-2","-2","-2"
"10490","-1","-1","-1"
"10494","10","10","10"
"10495","1","1","1"
"10510","4","4","4"
"10514","1","1","1"
"10516","6","6","6"
"10521","16","16","16"
"10522","-2","-2","-2"
"10524","-2","-2","-2"
"10529","-2","-2","-2"
"10538","-2","-2","-2"
"10543","-1","-1","-1"
"10546","-2","-2","-2"
"10556","-1","-1","-1"
"10558","-1","-1","-1"
"10565","-2","-2","-2"
"10566","1","1","1"
"10573","-2","-2","-2"
"10574","-1","-1","-1"
"10580","-2","-2","-2"
"10598","1","1","1"
"10600","1","1","1"
"10601","4","4","4"
"10607","3","3","3"
"10608","0","0","0"
"10609","3","3","3"
"10610","0","0","0"
"10614","3","3","3"
"10618","-2","-2","-2"
"10620","7","7","7"
"10621","4","4","4"
"10626","1","1","1"
"10636","-2","-2","-2"
"10637","3","3","3"
"10641","-2","-2","-2"
"10648","18","18","18"
"10651","1","1","1"
"10657","-1","-1","-1"
"10659","-2","-2","-2"
"10664","0","0","0"
"10680","-1","-1","-1"
"10684","-2","-2","-2"
"10685","5","5","5"
"10687","-1","-1","-1"
"10691","-1","-1","-1"
"10692","1","1","1"
"10695","2","2","2"
"10700","1","1","1"
"10709","-2","-2","-2"
"10718","3","3","3"
"10721","1","1","1"
"10722","-2","-2","-2"
"10727","-1","-1","-1"
"10738","4","4","4"
"10739","0","0","0"
"10750","3","3","3"
"10754","-2","-2","-2"
"10759","5","5","5"
"10762","-2","-2","-2"
"10763","-2","-2","-2"
"10769","6","6","6"
"10771","1","1","1"
"10773","4","4","4"
"10783","-2","-2","-2"
"10784","-2","-2","-2"
"10787","0","0","0"
"10788","-2","-2","-2"
"10798","-2","-2","-2"
"10800","-1","-1","-1"
"10805","3","3","3"
"10808","0","0","0"
"10811","0","0","0"
"10812","-1","-1","-1"
"10818","-1","-1","-1"
"10829","-2","-2","-2"
"10837","-1","-1","-1"
"10845","-1","-1","-1"
"10856","0","0","0"
"10859","-2","-2","-2"
"10870","1","1","1"
"10873","-1","-1","-1"
"10874","-2","-2","-2"
"10878","0","0","0"
"10894","-2","-2","-2"
"10895","1","1","1"
"10900","-2","-2","-2"
"10902","-2","-2","-2"
"10905","-2","-2","-2"
"10909","1","1","1"
"10911","-2","-2","-2"
"10912","0","0","0"
"10913","7","7","7"
"10915","2","2","2"
"10918","1","1","1"
"10920","0","0","0"
"10925","2","2","2"
"10926","21","21","21"
"10940","-2","-2","-2"
"10947","0","0","0"
"10950","-1","-1","-1"
"10958","-2","-2","-2"
"10959","-1","-1","-1"
"10963","-2","-2","-2"
"10964","-1","-1","-1"
"10970","18","18","18"
"10971","-1","-1","-1"
"10974","-2","-2","-2"
"10975","-2","-2","-2"
"10977","0","0","0"
"10982","-1","-1","-1"
"10986","2","2","2"
"10990","2","2","2"
"10992","10","10","10"
"10998","6","6","6"
"10999","-1","-1","-1"
"11001","4","4","4"
"11010","0","0","0"
"11016","-2","-2","-2"
"11024","2","2","2"
"11025","1","1","1"
"11030","-2","-2","-2"
"11035","2","2","2"
"11036","-2","-2","-2"
"11038","5","5","5"
"11043","5","5","5"
"11050","17","17","17"
"11054","2","2","2"
"11059","2","2","2"
"11060","-2","-2","-2"
