"Step","DQN_good_disc - win","non_Det_DQN_discounted_run_1747653690 - win__MIN","non_Det_DQN_discounted_run_1747653690 - win__MAX"
"11964","1","1","1"
"11982","0","0","0"
"11987","0","0","0"
"11988","0","0","0"
"11990","0","0","0"
"11991","0","0","0"
"11993","0","0","0"
"12015","0","0","0"
"12019","0","0","0"
"12020","0","0","0"
"12042","0","0","0"
"12043","0","0","0"
"12049","0","0","0"
"12053","0","0","0"
"12062","0","0","0"
"12069","0","0","0"
"12078","0","0","0"
"12080","0","0","0"
"12091","0","0","0"
"12093","0","0","0"
"12095","0","0","0"
"12097","0","0","0"
"12107","0","0","0"
"12109","0","0","0"
"12123","0","0","0"
"12131","0","0","0"
"12132","0","0","0"
"12135","0","0","0"
"12144","0","0","0"
"12145","0","0","0"
"12150","0","0","0"
"12154","0","0","0"
"12155","0","0","0"
"12156","0","0","0"
"12160","0","0","0"
"12164","0","0","0"
"12166","0","0","0"
"12168","0","0","0"
"12169","0","0","0"
"12174","0","0","0"
"12175","0","0","0"
"12182","0","0","0"
"12185","0","0","0"
"12197","0","0","0"
"12200","0","0","0"
"12205","0","0","0"
"12222","0","0","0"
"12227","0","0","0"
"12231","0","0","0"
"12233","0","0","0"
"12237","0","0","0"
"12238","0","0","0"
"12239","0","0","0"
"12241","0","0","0"
"12242","0","0","0"
"12257","0","0","0"
"12259","0","0","0"
"12268","0","0","0"
"12280","0","0","0"
"12289","0","0","0"
"12295","0","0","0"
"12301","0","0","0"
"12304","0","0","0"
"12306","0","0","0"
"12308","0","0","0"
"12313","0","0","0"
"12314","0","0","0"
"12318","0","0","0"
"12325","0","0","0"
"12327","0","0","0"
"12328","0","0","0"
"12329","0","0","0"
"12330","0","0","0"
"12334","0","0","0"
"12337","0","0","0"
"12342","0","0","0"
"12345","0","0","0"
"12359","0","0","0"
"12361","1","1","1"
"12363","0","0","0"
"12364","0","0","0"
"12365","0","0","0"
"12367","0","0","0"
"12368","0","0","0"
"12370","0","0","0"
"12371","0","0","0"
"12372","0","0","0"
"12384","0","0","0"
"12396","0","0","0"
"12405","0","0","0"
"12410","0","0","0"
"12413","0","0","0"
"12435","0","0","0"
"12438","0","0","0"
"12447","0","0","0"
"12452","0","0","0"
"12454","0","0","0"
"12457","0","0","0"
"12458","0","0","0"
"12459","0","0","0"
"12470","0","0","0"
"12480","0","0","0"
"12493","0","0","0"
"12503","0","0","0"
"12514","0","0","0"
"12516","0","0","0"
"12522","0","0","0"
"12534","0","0","0"
"12546","0","0","0"
"12547","0","0","0"
"12553","0","0","0"
"12556","0","0","0"
"12561","0","0","0"
"12563","0","0","0"
"12567","0","0","0"
"12574","0","0","0"
"12575","0","0","0"
"12582","0","0","0"
"12584","0","0","0"
"12585","0","0","0"
"12588","0","0","0"
"12592","0","0","0"
"12593","0","0","0"
"12597","0","0","0"
"12600","0","0","0"
"12609","0","0","0"
"12610","0","0","0"
"12612","0","0","0"
"12618","0","0","0"
"12623","0","0","0"
"12627","0","0","0"
"12644","0","0","0"
"12646","0","0","0"
"12654","0","0","0"
"12656","0","0","0"
"12665","0","0","0"
"12674","0","0","0"
"12681","0","0","0"
"12682","0","0","0"
"12683","0","0","0"
"12686","0","0","0"
"12693","0","0","0"
"12694","0","0","0"
"12696","0","0","0"
"12703","0","0","0"
"12704","0","0","0"
"12708","0","0","0"
"12709","0","0","0"
"12715","0","0","0"
"12716","0","0","0"
"12718","0","0","0"
"12724","0","0","0"
"12729","0","0","0"
"12730","0","0","0"
"12733","0","0","0"
"12737","0","0","0"
"12738","0","0","0"
"12747","0","0","0"
"12755","0","0","0"
"12772","0","0","0"
"12780","0","0","0"
"12785","0","0","0"
"12787","0","0","0"
"12807","0","0","0"
"12810","0","0","0"
"12816","0","0","0"
"12822","0","0","0"
"12829","0","0","0"
"12830","0","0","0"
"12850","1","1","1"
"12852","0","0","0"
"12855","0","0","0"
"12857","0","0","0"
"12864","0","0","0"
"12865","0","0","0"
"12871","0","0","0"
"12874","0","0","0"
"12896","0","0","0"
"12899","0","0","0"
"12904","0","0","0"
"12908","0","0","0"
"12914","0","0","0"
"12915","0","0","0"
"12919","0","0","0"
"12920","0","0","0"
"12924","0","0","0"
"12941","0","0","0"
"12946","0","0","0"
"12948","0","0","0"
"12950","0","0","0"
"12953","0","0","0"
"12954","0","0","0"
"12960","0","0","0"
"12963","0","0","0"
"12967","0","0","0"
"12969","0","0","0"
"12972","0","0","0"
"12993","0","0","0"
"12994","0","0","0"
"12995","0","0","0"
"13002","0","0","0"
"13009","0","0","0"
"13013","0","0","0"
"13015","0","0","0"
"13017","0","0","0"
"13020","0","0","0"
"13029","0","0","0"
"13034","0","0","0"
"13035","0","0","0"
"13040","0","0","0"
"13044","0","0","0"
"13051","0","0","0"
"13058","0","0","0"
"13062","0","0","0"
"13072","0","0","0"
"13079","0","0","0"
"13081","0","0","0"
"13087","0","0","0"
"13089","0","0","0"
"13093","0","0","0"
"13097","1","1","1"
"13108","1","1","1"
"13113","0","0","0"
"13133","0","0","0"
"13138","0","0","0"
"13139","0","0","0"
"13144","0","0","0"
"13146","0","0","0"
"13147","0","0","0"
"13149","0","0","0"
"13154","0","0","0"
"13155","0","0","0"
"13156","0","0","0"
"13170","0","0","0"
"13198","0","0","0"
"13216","0","0","0"
"13217","0","0","0"
"13221","0","0","0"
"13224","0","0","0"
"13238","0","0","0"
"13254","0","0","0"
"13262","0","0","0"
"13266","0","0","0"
"13270","0","0","0"
"13280","0","0","0"
"13288","0","0","0"
"13289","0","0","0"
"13293","0","0","0"
"13307","0","0","0"
"13308","0","0","0"
"13317","0","0","0"
"13321","0","0","0"
"13323","0","0","0"
"13324","0","0","0"
"13339","0","0","0"
"13342","0","0","0"
"13343","0","0","0"
"13349","0","0","0"
"13354","0","0","0"
"13355","0","0","0"
"13357","0","0","0"
"13359","0","0","0"
"13362","0","0","0"
"13364","0","0","0"
"13381","0","0","0"
"13387","0","0","0"
"13389","0","0","0"
"13396","0","0","0"
"13398","0","0","0"
"13401","0","0","0"
"13404","0","0","0"
"13407","0","0","0"
"13409","0","0","0"
"13413","0","0","0"
"13417","0","0","0"
"13419","0","0","0"
"13423","0","0","0"
"13427","0","0","0"
"13433","0","0","0"
"13440","0","0","0"
"13442","0","0","0"
"13447","0","0","0"
"13451","0","0","0"
"13452","0","0","0"
"13453","0","0","0"
"13454","0","0","0"
"13456","0","0","0"
"13457","0","0","0"
"13459","0","0","0"
"13460","0","0","0"
"13470","0","0","0"
"13473","0","0","0"
"13475","0","0","0"
"13476","0","0","0"
"13477","0","0","0"
"13478","0","0","0"
"13489","0","0","0"
"13490","0","0","0"
"13500","0","0","0"
"13502","0","0","0"
"13511","0","0","0"
"13514","0","0","0"
"13529","0","0","0"
"13530","0","0","0"
"13534","0","0","0"
"13537","0","0","0"
"13543","0","0","0"
"13544","0","0","0"
"13549","0","0","0"
"13551","0","0","0"
"13554","0","0","0"
"13557","0","0","0"
"13558","0","0","0"
"13560","0","0","0"
"13562","0","0","0"
"13576","0","0","0"
"13582","0","0","0"
"13583","0","0","0"
"13585","0","0","0"
"13592","0","0","0"
"13600","0","0","0"
"13602","0","0","0"
"13607","0","0","0"
"13608","0","0","0"
"13611","0","0","0"
"13616","0","0","0"
"13620","0","0","0"
"13621","0","0","0"
"13628","0","0","0"
"13629","0","0","0"
"13635","1","1","1"
"13636","0","0","0"
"13650","0","0","0"
"13663","0","0","0"
"13673","0","0","0"
"13677","0","0","0"
"13679","0","0","0"
"13680","0","0","0"
"13681","0","0","0"
"13686","0","0","0"
"13687","0","0","0"
"13688","0","0","0"
"13691","0","0","0"
"13697","0","0","0"
"13701","0","0","0"
"13703","0","0","0"
"13716","0","0","0"
"13719","0","0","0"
"13725","0","0","0"
"13734","0","0","0"
"13738","0","0","0"
"13748","0","0","0"
"13752","0","0","0"
"13755","0","0","0"
"13759","0","0","0"
"13768","0","0","0"
"13775","0","0","0"
"13781","0","0","0"
"13784","0","0","0"
"13795","1","1","1"
"13805","0","0","0"
"13816","0","0","0"
"13817","0","0","0"
"13827","0","0","0"
"13835","0","0","0"
"13836","0","0","0"
"13837","0","0","0"
"13838","0","0","0"
"13839","0","0","0"
"13846","0","0","0"
"13847","0","0","0"
"13851","0","0","0"
"13854","0","0","0"
"13856","0","0","0"
"13864","0","0","0"
"13867","0","0","0"
"13878","0","0","0"
"13880","0","0","0"
"13881","0","0","0"
"13885","0","0","0"
"13903","0","0","0"
"13907","0","0","0"
"13911","0","0","0"
"13914","0","0","0"
"13927","0","0","0"
"13929","0","0","0"
"13931","0","0","0"
"13938","0","0","0"
"13941","0","0","0"
"13947","0","0","0"
"13981","0","0","0"
"13986","0","0","0"
"13988","0","0","0"
"13990","0","0","0"
"13993","0","0","0"
"13995","0","0","0"
"14000","0","0","0"
"14001","0","0","0"
"14003","0","0","0"
"14010","0","0","0"
"14018","0","0","0"
"14021","0","0","0"
"14030","0","0","0"
"14032","0","0","0"
"14037","0","0","0"
"14041","0","0","0"
"14042","0","0","0"
"14044","0","0","0"
"14048","0","0","0"
"14051","1","1","1"
"14052","0","0","0"
"14069","0","0","0"
"14081","0","0","0"
"14083","0","0","0"
"14088","0","0","0"
"14103","0","0","0"
"14105","0","0","0"
"14123","0","0","0"
"14126","0","0","0"
"14127","0","0","0"
"14136","0","0","0"
"14158","0","0","0"
"14159","0","0","0"
"14163","0","0","0"
"14164","0","0","0"
"14168","0","0","0"
"14169","0","0","0"
"14180","0","0","0"
"14193","0","0","0"
"14194","0","0","0"
"14201","1","1","1"
"14208","0","0","0"
"14215","0","0","0"
"14220","0","0","0"
"14224","0","0","0"
"14226","0","0","0"
"14227","0","0","0"
"14228","0","0","0"
"14232","0","0","0"
"14245","0","0","0"
"14247","0","0","0"
"14248","0","0","0"
"14250","0","0","0"
"14256","0","0","0"
"14282","0","0","0"
"14292","0","0","0"
"14293","0","0","0"
"14296","0","0","0"
"14299","1","1","1"
"14303","0","0","0"
"14306","0","0","0"
"14314","0","0","0"
"14317","0","0","0"
"14318","0","0","0"
"14320","0","0","0"
"14322","0","0","0"
"14331","0","0","0"
"14334","0","0","0"
"14337","0","0","0"
"14342","0","0","0"
"14346","0","0","0"
"14347","0","0","0"
"14351","0","0","0"
"14352","0","0","0"
"14356","0","0","0"
"14361","0","0","0"
"14363","0","0","0"
"14367","0","0","0"
"14378","0","0","0"
"14381","0","0","0"
"14383","0","0","0"
"14384","0","0","0"
"14385","0","0","0"
"14391","0","0","0"
"14395","0","0","0"
"14405","0","0","0"
"14408","0","0","0"
"14417","0","0","0"
"14430","0","0","0"
"14440","0","0","0"
"14446","0","0","0"
"14448","0","0","0"
"14455","0","0","0"
"14463","0","0","0"
"14464","0","0","0"
"14468","0","0","0"
"14471","0","0","0"
"14472","0","0","0"
"14476","0","0","0"
"14480","0","0","0"
"14481","0","0","0"
"14491","0","0","0"
"14497","0","0","0"
"14499","0","0","0"
"14501","0","0","0"
"14513","0","0","0"
"14519","0","0","0"
"14525","0","0","0"
"14528","0","0","0"
"14532","0","0","0"
"14542","0","0","0"
"14554","0","0","0"
"14558","0","0","0"
"14560","0","0","0"
"14561","0","0","0"
"14563","0","0","0"
"14581","0","0","0"
"14582","0","0","0"
"14583","0","0","0"
"14592","0","0","0"
"14594","0","0","0"
"14602","0","0","0"
"14606","0","0","0"
"14615","0","0","0"
"14616","0","0","0"
"14623","0","0","0"
"14626","1","1","1"
"14636","0","0","0"
"14638","0","0","0"
"14640","0","0","0"
"14650","0","0","0"
"14659","0","0","0"
"14662","0","0","0"
"14669","0","0","0"
"14691","0","0","0"
"14692","0","0","0"
"14693","0","0","0"
"14705","0","0","0"
"14706","0","0","0"
"14707","0","0","0"
"14708","0","0","0"
"14710","0","0","0"
"14717","0","0","0"
"14718","0","0","0"
"14720","0","0","0"
"14722","0","0","0"
"14727","0","0","0"
"14732","0","0","0"
"14734","0","0","0"
"14736","0","0","0"
"14737","0","0","0"
"14755","0","0","0"
"14756","0","0","0"
"14757","0","0","0"
"14764","0","0","0"
"14765","0","0","0"
"14767","0","0","0"
"14768","0","0","0"
"14770","0","0","0"
"14773","0","0","0"
"14774","0","0","0"
"14778","0","0","0"
"14780","0","0","0"
"14788","0","0","0"
"14798","0","0","0"
"14805","0","0","0"
"14812","0","0","0"
"14819","0","0","0"
"14828","0","0","0"
"14833","0","0","0"
"14845","0","0","0"
"14849","0","0","0"
"14852","0","0","0"
"14853","0","0","0"
"14854","0","0","0"
"14857","0","0","0"
"14866","0","0","0"
"14867","0","0","0"
"14870","0","0","0"
"14875","0","0","0"
"14876","0","0","0"
"14877","0","0","0"
"14880","0","0","0"
"14881","0","0","0"
"14888","0","0","0"
"14895","0","0","0"
"14901","0","0","0"
"14903","0","0","0"
"14910","0","0","0"
"14912","0","0","0"
"14913","0","0","0"
"14918","0","0","0"
"14938","0","0","0"
"14939","0","0","0"
"14943","0","0","0"
"14944","0","0","0"
"14945","1","1","1"
"14952","0","0","0"
"14957","0","0","0"
"14961","0","0","0"
"14966","0","0","0"
"14975","0","0","0"
"14982","0","0","0"
"14985","0","0","0"
"14988","0","0","0"
"14998","0","0","0"
"15006","0","0","0"
"15010","0","0","0"
"15011","0","0","0"
"15012","0","0","0"
"15029","0","0","0"
"15031","0","0","0"
"15034","0","0","0"
"15038","0","0","0"
"15068","0","0","0"
"15070","0","0","0"
"15088","0","0","0"
"15101","0","0","0"
"15104","0","0","0"
"15108","0","0","0"
"15112","0","0","0"
"15114","0","0","0"
"15121","0","0","0"
"15123","0","0","0"
"15131","0","0","0"
"15138","0","0","0"
"15144","0","0","0"
"15147","0","0","0"
"15151","0","0","0"
"15153","0","0","0"
"15155","0","0","0"
"15157","0","0","0"
"15161","0","0","0"
"15165","0","0","0"
"15178","0","0","0"
"15179","0","0","0"
"15181","1","1","1"
"15193","0","0","0"
"15198","0","0","0"
"15199","0","0","0"
"15203","0","0","0"
"15225","0","0","0"
"15227","0","0","0"
"15230","0","0","0"
"15233","0","0","0"
"15243","0","0","0"
"15247","0","0","0"
"15251","0","0","0"
"15254","0","0","0"
"15256","0","0","0"
"15258","0","0","0"
"15260","1","1","1"
"15266","0","0","0"
"15271","0","0","0"
"15277","0","0","0"
"15278","0","0","0"
"15286","0","0","0"
"15288","0","0","0"
"15293","0","0","0"
"15294","0","0","0"
"15297","0","0","0"
"15302","0","0","0"
"15312","0","0","0"
"15317","0","0","0"
"15322","0","0","0"
"15327","0","0","0"
"15338","0","0","0"
"15373","0","0","0"
"15389","0","0","0"
"15391","1","1","1"
"15396","0","0","0"
"15412","0","0","0"
"15418","0","0","0"
"15422","0","0","0"
"15423","0","0","0"
"15431","0","0","0"
"15434","0","0","0"
"15436","0","0","0"
"15441","0","0","0"
"15446","0","0","0"
"15451","0","0","0"
"15452","0","0","0"
"15458","0","0","0"
"15466","0","0","0"
"15469","0","0","0"
"15474","0","0","0"
"15476","0","0","0"
"15486","0","0","0"
"15490","0","0","0"
"15493","0","0","0"
"15495","0","0","0"
"15497","0","0","0"
"15499","0","0","0"
"15501","0","0","0"
"15510","0","0","0"
"15524","0","0","0"
"15530","0","0","0"
"15540","0","0","0"
"15541","0","0","0"
"15546","0","0","0"
"15565","0","0","0"
"15570","0","0","0"
"15590","0","0","0"
"15595","0","0","0"
"15598","0","0","0"
"15601","0","0","0"
"15602","0","0","0"
"15604","0","0","0"
"15606","0","0","0"
"15619","0","0","0"
"15623","0","0","0"
"15627","0","0","0"
"15631","0","0","0"
"15636","0","0","0"
"15643","0","0","0"
"15647","0","0","0"
"15663","0","0","0"
"15672","0","0","0"
"15673","0","0","0"
"15677","0","0","0"
"15686","0","0","0"
"15689","0","0","0"
"15702","0","0","0"
"15707","0","0","0"
"15711","0","0","0"
"15712","0","0","0"
"15719","0","0","0"
"15723","0","0","0"
"15724","0","0","0"
"15725","0","0","0"
"15728","0","0","0"
"15733","0","0","0"
"15735","0","0","0"
"15736","0","0","0"
"15737","0","0","0"
"15743","0","0","0"
"15747","0","0","0"
"15749","0","0","0"
"15756","0","0","0"
"15762","0","0","0"
"15771","0","0","0"
"15772","0","0","0"
"15777","0","0","0"
"15780","0","0","0"
"15789","0","0","0"
"15793","0","0","0"
"15796","0","0","0"
"15811","0","0","0"
"15813","0","0","0"
"15817","0","0","0"
"15818","0","0","0"
"15838","0","0","0"
"15845","0","0","0"
"15848","0","0","0"
"15849","1","1","1"
"15853","0","0","0"
"15854","1","1","1"
"15861","0","0","0"
"15867","0","0","0"
"15878","0","0","0"
"15882","0","0","0"
"15886","0","0","0"
"15888","1","1","1"
"15889","0","0","0"
"15892","0","0","0"
"15895","0","0","0"
"15897","0","0","0"
"15899","0","0","0"
"15902","0","0","0"
"15907","0","0","0"
"15917","0","0","0"
"15922","0","0","0"
"15926","0","0","0"
"15927","0","0","0"
"15930","0","0","0"
"15934","0","0","0"
"15935","0","0","0"
"15939","0","0","0"
"15946","0","0","0"
"15947","0","0","0"
"15950","0","0","0"
"15951","0","0","0"
"15955","0","0","0"
"15964","1","1","1"
"15970","0","0","0"
"15974","0","0","0"
"15975","0","0","0"
"15982","0","0","0"
"15983","0","0","0"
"15993","0","0","0"
"15997","0","0","0"
"16014","0","0","0"
"16015","0","0","0"
"16019","0","0","0"
"16031","0","0","0"
"16032","0","0","0"
"16033","0","0","0"
"16036","0","0","0"
"16038","0","0","0"
"16043","0","0","0"
"16049","0","0","0"
"16057","0","0","0"
"16058","0","0","0"
"16079","0","0","0"
"16093","0","0","0"
"16100","0","0","0"
"16102","0","0","0"
"16107","0","0","0"
"16116","0","0","0"
"16124","0","0","0"
"16128","0","0","0"
"16130","0","0","0"
"16132","0","0","0"
"16133","0","0","0"
"16137","0","0","0"
"16139","0","0","0"
"16140","0","0","0"
"16144","0","0","0"
"16167","0","0","0"
"16178","0","0","0"
"16183","0","0","0"
"16193","0","0","0"
"16194","0","0","0"
"16206","0","0","0"
"16209","0","0","0"
"16218","0","0","0"
"16222","0","0","0"
"16227","0","0","0"
"16235","0","0","0"
"16250","0","0","0"
"16254","0","0","0"
"16268","0","0","0"
"16272","0","0","0"
"16273","0","0","0"
"16275","0","0","0"
"16284","0","0","0"
"16287","1","1","1"
"16288","0","0","0"
"16290","0","0","0"
"16293","0","0","0"
"16299","0","0","0"
"16303","0","0","0"
"16310","0","0","0"
"16311","0","0","0"
"16314","0","0","0"
"16316","0","0","0"
"16317","0","0","0"
"16318","0","0","0"
"16319","0","0","0"
"16323","0","0","0"
"16332","0","0","0"
"16337","0","0","0"
"16340","0","0","0"
"16341","0","0","0"
"16343","0","0","0"
"16345","0","0","0"
"16366","0","0","0"
"16371","0","0","0"
"16375","0","0","0"
"16380","0","0","0"
"16383","0","0","0"
"16387","0","0","0"
"16388","0","0","0"
"16400","0","0","0"
"16402","0","0","0"
"16405","0","0","0"
"16406","1","1","1"
"16410","0","0","0"
"16412","0","0","0"
"16417","0","0","0"
"16425","0","0","0"
"16428","0","0","0"
"16430","0","0","0"
"16435","0","0","0"
"16440","0","0","0"
"16455","0","0","0"
"16466","0","0","0"
"16472","0","0","0"
"16473","0","0","0"
"16476","0","0","0"
"16477","0","0","0"
"16485","0","0","0"
"16487","0","0","0"
"16488","0","0","0"
"16494","0","0","0"
"16498","0","0","0"
"16501","0","0","0"
"16502","0","0","0"
"16513","0","0","0"
"16515","0","0","0"
"16518","0","0","0"
"16520","0","0","0"
"16525","0","0","0"
"16529","0","0","0"
"16538","0","0","0"
"16551","0","0","0"
"16553","0","0","0"
"16559","0","0","0"
"16564","0","0","0"
"16567","1","1","1"
"16580","0","0","0"
"16583","0","0","0"
"16600","0","0","0"
"16604","0","0","0"
"16611","0","0","0"
"16616","0","0","0"
"16641","0","0","0"
"16662","0","0","0"
"16666","0","0","0"
"16669","0","0","0"
"16676","0","0","0"
"16681","0","0","0"
"16691","0","0","0"
"16695","0","0","0"
"16700","0","0","0"
"16704","0","0","0"
"16707","0","0","0"
"16711","0","0","0"
"16712","0","0","0"
"16722","0","0","0"
"16727","0","0","0"
"16730","0","0","0"
"16737","0","0","0"
"16742","0","0","0"
"16752","0","0","0"
"16756","0","0","0"
"16757","0","0","0"
"16760","0","0","0"
"16766","0","0","0"
"16768","0","0","0"
"16794","0","0","0"
"16803","0","0","0"
"16811","0","0","0"
"16826","0","0","0"
"16833","0","0","0"
"16834","0","0","0"
"16837","0","0","0"
"16844","0","0","0"
"16847","0","0","0"
"16849","0","0","0"
"16862","0","0","0"
"16865","0","0","0"
"16876","0","0","0"
"16877","0","0","0"
"16882","0","0","0"
"16885","0","0","0"
"16890","0","0","0"
"16896","0","0","0"
"16900","0","0","0"
"16908","0","0","0"
"16912","0","0","0"
"16923","0","0","0"
"16935","0","0","0"
"16936","0","0","0"
"16946","0","0","0"
"16951","0","0","0"
"16956","0","0","0"
"16957","0","0","0"
"16962","0","0","0"
"16967","0","0","0"
"16969","0","0","0"
"16973","0","0","0"
"16975","0","0","0"
"16980","0","0","0"
"16981","0","0","0"
"16987","0","0","0"
"16991","0","0","0"
"16994","0","0","0"
"16995","0","0","0"
"16997","0","0","0"
"17000","0","0","0"
"17004","0","0","0"
"17010","0","0","0"
"17015","0","0","0"
"17019","0","0","0"
"17039","0","0","0"
"17051","0","0","0"
"17055","0","0","0"
"17066","0","0","0"
"17070","0","0","0"
"17075","0","0","0"
"17077","0","0","0"
"17080","0","0","0"
"17085","0","0","0"
"17090","0","0","0"
"17098","0","0","0"
"17101","0","0","0"
"17103","0","0","0"
"17109","1","1","1"
"17118","0","0","0"
"17126","0","0","0"
"17128","0","0","0"
"17129","0","0","0"
"17139","0","0","0"
"17141","0","0","0"
"17149","0","0","0"
"17152","0","0","0"
"17153","0","0","0"
"17155","0","0","0"
"17163","0","0","0"
"17169","0","0","0"
"17170","0","0","0"
"17176","0","0","0"
"17181","0","0","0"
"17186","0","0","0"
"17187","0","0","0"
"17193","0","0","0"
"17194","0","0","0"
"17195","0","0","0"
"17203","0","0","0"
"17204","1","1","1"
"17208","0","0","0"
"17215","0","0","0"
"17225","0","0","0"
"17237","0","0","0"
"17240","0","0","0"
"17243","0","0","0"
"17244","0","0","0"
"17246","0","0","0"
"17249","0","0","0"
"17260","0","0","0"
"17262","0","0","0"
"17277","0","0","0"
"17282","0","0","0"
"17295","0","0","0"
"17297","0","0","0"
"17299","0","0","0"
"17303","0","0","0"
"17306","0","0","0"
"17326","0","0","0"
"17327","0","0","0"
"17331","0","0","0"
"17345","0","0","0"
"17349","0","0","0"
"17351","0","0","0"
"17358","0","0","0"
"17362","0","0","0"
"17366","0","0","0"
"17368","0","0","0"
"17369","0","0","0"
"17377","0","0","0"
"17384","0","0","0"
"17388","0","0","0"
"17390","0","0","0"
"17393","0","0","0"
"17394","0","0","0"
"17402","0","0","0"
"17411","0","0","0"
"17429","0","0","0"
"17431","0","0","0"
"17432","0","0","0"
"17441","0","0","0"
"17443","0","0","0"
"17445","0","0","0"
"17455","0","0","0"
"17465","0","0","0"
"17473","0","0","0"
"17480","0","0","0"
"17482","0","0","0"
"17496","0","0","0"
"17499","0","0","0"
"17503","0","0","0"
"17506","0","0","0"
"17510","0","0","0"
"17511","0","0","0"
"17513","0","0","0"
"17517","0","0","0"
"17521","0","0","0"
"17524","0","0","0"
"17533","0","0","0"
"17535","0","0","0"
"17536","0","0","0"
"17541","0","0","0"
"17542","0","0","0"
"17546","0","0","0"
"17549","0","0","0"
"17568","0","0","0"
"17569","0","0","0"
"17570","0","0","0"
"17572","0","0","0"
"17590","0","0","0"
"17592","0","0","0"
"17605","0","0","0"
"17609","0","0","0"
"17615","0","0","0"
"17620","0","0","0"
"17622","0","0","0"
"17637","0","0","0"
"17639","0","0","0"
"17652","0","0","0"
"17658","0","0","0"
"17659","0","0","0"
"17669","0","0","0"
"17676","0","0","0"
"17679","0","0","0"
"17682","0","0","0"
"17684","0","0","0"
"17687","0","0","0"
"17692","0","0","0"
"17696","0","0","0"
"17702","0","0","0"
"17704","0","0","0"
"17717","0","0","0"
"17720","0","0","0"
"17723","0","0","0"
"17728","0","0","0"
"17729","0","0","0"
"17734","0","0","0"
"17737","1","1","1"
"17738","0","0","0"
"17742","0","0","0"
"17744","0","0","0"
"17749","0","0","0"
"17769","0","0","0"
"17771","0","0","0"
"17776","0","0","0"
"17793","0","0","0"
"17795","0","0","0"
"17804","0","0","0"
"17816","0","0","0"
"17817","0","0","0"
"17820","0","0","0"
"17823","0","0","0"
"17827","0","0","0"
"17829","0","0","0"
"17832","0","0","0"
"17833","0","0","0"
"17837","0","0","0"
"17847","0","0","0"
"17848","0","0","0"
"17859","0","0","0"
"17861","0","0","0"
"17864","0","0","0"
"17872","0","0","0"
"17875","0","0","0"
"17879","0","0","0"
"17880","0","0","0"
"17884","0","0","0"
"17888","0","0","0"
"17890","0","0","0"
"17897","0","0","0"
"17900","0","0","0"
"17908","0","0","0"
"17910","0","0","0"
"17920","0","0","0"
"17931","0","0","0"
"17932","0","0","0"
"17937","0","0","0"
"17939","0","0","0"
"17952","0","0","0"
"17966","0","0","0"
"17996","0","0","0"
"17997","0","0","0"
"18001","0","0","0"
"18004","0","0","0"
"18011","0","0","0"
"18017","0","0","0"
"18020","0","0","0"
"18024","0","0","0"
"18026","0","0","0"
"18028","0","0","0"
"18031","0","0","0"
"18034","0","0","0"
"18050","0","0","0"
"18056","0","0","0"
"18057","0","0","0"
"18063","0","0","0"
"18065","0","0","0"
"18071","0","0","0"
"18074","0","0","0"
"18087","0","0","0"
"18091","0","0","0"
"18098","0","0","0"
"18106","0","0","0"
"18107","0","0","0"
"18113","0","0","0"
"18121","0","0","0"
"18122","0","0","0"
"18132","0","0","0"
"18143","0","0","0"
"18146","0","0","0"
"18154","0","0","0"
"18163","1","1","1"
"18164","0","0","0"
"18174","0","0","0"
"18178","0","0","0"
"18184","0","0","0"
"18191","0","0","0"
"18193","0","0","0"
"18196","0","0","0"
"18199","0","0","0"
"18200","0","0","0"
"18202","0","0","0"
"18205","0","0","0"
"18208","0","0","0"
"18213","0","0","0"
"18216","0","0","0"
"18219","0","0","0"
"18223","0","0","0"
"18225","0","0","0"
"18229","0","0","0"
"18234","0","0","0"
"18237","0","0","0"
"18241","0","0","0"
"18243","0","0","0"
"18246","0","0","0"
"18248","0","0","0"
"18255","0","0","0"
"18257","0","0","0"
"18258","0","0","0"
"18259","0","0","0"
"18265","0","0","0"
"18273","0","0","0"
"18276","0","0","0"
"18281","1","1","1"
"18282","1","1","1"
"18286","0","0","0"
"18291","0","0","0"
"18296","0","0","0"
"18310","0","0","0"
"18316","0","0","0"
"18322","0","0","0"
"18326","0","0","0"
"18328","0","0","0"
"18330","0","0","0"
"18332","0","0","0"
"18335","0","0","0"
"18337","0","0","0"
"18347","0","0","0"
"18358","0","0","0"
"18365","0","0","0"
"18369","0","0","0"
"18373","0","0","0"
"18374","0","0","0"
"18380","0","0","0"
"18386","0","0","0"
"18387","0","0","0"
"18389","0","0","0"
"18392","0","0","0"
"18403","0","0","0"
"18405","0","0","0"
"18417","0","0","0"
"18420","0","0","0"
"18424","0","0","0"
"18426","0","0","0"
"18427","0","0","0"
"18429","0","0","0"
"18433","0","0","0"
"18440","0","0","0"
"18441","0","0","0"
"18457","0","0","0"
"18461","0","0","0"
"18465","1","1","1"
"18467","0","0","0"
"18469","0","0","0"
"18472","0","0","0"
"18474","0","0","0"
"18478","0","0","0"
"18481","0","0","0"
"18484","0","0","0"
"18490","0","0","0"
"18492","0","0","0"
"18498","0","0","0"
"18500","0","0","0"
"18508","0","0","0"
"18514","0","0","0"
"18527","0","0","0"
"18528","0","0","0"
"18530","0","0","0"
"18533","0","0","0"
"18534","0","0","0"
"18535","0","0","0"
"18543","0","0","0"
"18545","0","0","0"
"18547","0","0","0"
"18548","0","0","0"
