"Step","DDQN_run_1747573335 - total_reward","DDQN_run_1747573335 - total_reward__MIN","DDQN_run_1747573335 - total_reward__MAX"
"25983","42","42","42"
"25993","23","23","23"
"25996","23","23","23"
"25998","23","23","23"
"26000","23","23","23"
"26001","23","23","23"
"26002","23","23","23"
"26003","23","23","23"
"26005","23","23","23"
"26007","19","19","19"
"26016","42","42","42"
"26017","42","42","42"
"26019","23","23","23"
"26022","42","42","42"
"26023","23","23","23"
"26024","23","23","23"
"26026","23","23","23"
"26028","25","25","25"
"26030","23","23","23"
"26039","23","23","23"
"26043","42","42","42"
"26044","42","42","42"
"26049","23","23","23"
"26050","23","23","23"
"26051","23","23","23"
"26053","42","42","42"
"26062","42","42","42"
"26064","23","23","23"
"26067","42","42","42"
"26069","42","42","42"
"26073","23","23","23"
"26076","23","23","23"
"26084","42","42","42"
"26089","1","1","1"
"26096","42","42","42"
"26098","23","23","23"
"26119","42","42","42"
"26122","42","42","42"
"26136","23","23","23"
"26139","23","23","23"
"26142","42","42","42"
"26160","23","23","23"
"26164","28","28","28"
"26168","28","28","28"
"26178","20","20","20"
"26190","47","47","47"
"26192","28","28","28"
"26193","28","28","28"
"26207","28","28","28"
"26209","47","47","47"
"26211","28","28","28"
"26220","28","28","28"
"26225","22","22","22"
"26227","3","3","3"
"26228","28","28","28"
"26229","41","41","41"
"26230","6","6","6"
"26232","28","28","28"
"26252","22","22","22"
"26259","42","42","42"
"26267","41","41","41"
"26277","41","41","41"
"26279","22","22","22"
"26283","22","22","22"
"26288","22","22","22"
"26295","42","42","42"
"26302","22","22","22"
"26304","41","41","41"
"26305","41","41","41"
"26310","0","0","0"
"26314","41","41","41"
"26317","22","22","22"
"26322","4","4","4"
"26324","22","22","22"
"26327","9","9","9"
"26331","22","22","22"
"26335","22","22","22"
"26336","22","22","22"
"26338","22","22","22"
"26339","41","41","41"
"26340","41","41","41"
"26344","22","22","22"
"26345","22","22","22"
"26349","41","41","41"
"26354","22","22","22"
"26375","22","22","22"
"26378","41","41","41"
"26387","22","22","22"
"26388","22","22","22"
"26389","41","41","41"
"26391","41","41","41"
"26400","41","41","41"
"26403","41","41","41"
"26409","41","41","41"
"26418","7","7","7"
"26419","21","21","21"
"26424","6","6","6"
"26434","41","41","41"
"26443","41","41","41"
"26444","41","41","41"
"26446","22","22","22"
"26447","22","22","22"
"26450","41","41","41"
"26451","41","41","41"
"26467","41","41","41"
"26468","41","41","41"
"26469","22","22","22"
"26475","41","41","41"
"26478","2","2","2"
"26479","41","41","41"
"26482","41","41","41"
"26485","41","41","41"
"26495","-3","-3","-3"
"26499","22","22","22"
"26506","22","22","22"
"26507","22","22","22"
"26510","0","0","0"
"26511","19","19","19"
"26518","22","22","22"
"26525","19","19","19"
"26526","22","22","22"
"26527","41","41","41"
"26529","41","41","41"
"26535","41","41","41"
"26538","22","22","22"
"26546","41","41","41"
"26547","41","41","41"
"26555","41","41","41"
"26559","41","41","41"
"26560","22","22","22"
"26563","22","22","22"
"26568","41","41","41"
"26569","22","22","22"
"26575","41","41","41"
"26576","41","41","41"
"26578","21","21","21"
"26588","41","41","41"
"26598","22","22","22"
"26601","22","22","22"
"26603","41","41","41"
"26606","41","41","41"
"26617","41","41","41"
"26627","22","22","22"
"26630","41","41","41"
"26637","41","41","41"
"26638","41","41","41"
"26639","41","41","41"
"26646","21","21","21"
"26667","41","41","41"
"26668","22","22","22"
"26670","22","22","22"
"26672","41","41","41"
"26677","22","22","22"
"26679","41","41","41"
"26682","22","22","22"
"26693","22","22","22"
"26699","22","22","22"
"26705","22","22","22"
"26710","22","22","22"
"26712","41","41","41"
"26719","18","18","18"
"26720","41","41","41"
"26725","22","22","22"
"26727","22","22","22"
"26732","22","22","22"
"26739","22","22","22"
"26747","22","22","22"
"26750","22","22","22"
"26751","22","22","22"
"26785","22","22","22"
"26790","22","22","22"
"26791","41","41","41"
"26794","41","41","41"
"26795","22","22","22"
"26796","22","22","22"
"26798","27","27","27"
"26799","41","41","41"
"26812","41","41","41"
"26813","14","14","14"
"26823","22","22","22"
"26825","22","22","22"
"26833","22","22","22"
"26838","41","41","41"
"26841","22","22","22"
"26843","22","22","22"
"26855","15","15","15"
"26857","22","22","22"
"26858","22","22","22"
"26864","41","41","41"
"26872","22","22","22"
"26875","41","41","41"
"26886","22","22","22"
"26888","22","22","22"
"26890","22","22","22"
"26892","41","41","41"
"26897","41","41","41"
"26905","41","41","41"
"26906","41","41","41"
"26907","22","22","22"
"26912","41","41","41"
"26913","41","41","41"
"26914","22","22","22"
"26918","1","1","1"
"26929","22","22","22"
"26933","41","41","41"
"26936","41","41","41"
"26942","22","22","22"
"26943","22","22","22"
"26952","41","41","41"
"26963","41","41","41"
"26970","2","2","2"
"26972","41","41","41"
"26974","41","41","41"
"26976","10","10","10"
"26990","20","20","20"
"26992","41","41","41"
"26997","41","41","41"
"27001","41","41","41"
"27002","41","41","41"
"27008","22","22","22"
"27013","41","41","41"
"27016","41","41","41"
"27018","41","41","41"
"27028","41","41","41"
"27029","22","22","22"
"27032","22","22","22"
"27047","41","41","41"
"27050","41","41","41"
"27058","41","41","41"
"27060","22","22","22"
"27067","22","22","22"
"27071","41","41","41"
"27073","22","22","22"
"27077","22","22","22"
"27078","22","22","22"
"27084","22","22","22"
"27085","41","41","41"
"27087","41","41","41"
"27102","22","22","22"
"27116","22","22","22"
"27125","41","41","41"
"27126","41","41","41"
"27129","22","22","22"
"27130","22","22","22"
"27143","22","22","22"
"27147","13","13","13"
"27152","22","22","22"
"27154","22","22","22"
"27158","41","41","41"
"27164","22","22","22"
"27165","22","22","22"
"27168","41","41","41"
"27180","22","22","22"
"27181","22","22","22"
"27182","22","22","22"
"27188","22","22","22"
"27193","41","41","41"
"27195","22","22","22"
"27197","41","41","41"
"27198","41","41","41"
"27200","41","41","41"
"27201","22","22","22"
"27211","27","27","27"
"27212","22","22","22"
"27216","23","23","23"
"27217","41","41","41"
"27227","3","3","3"
"27231","41","41","41"
"27237","2","2","2"
"27240","22","22","22"
"27241","41","41","41"
"27242","41","41","41"
"27244","22","22","22"
"27246","22","22","22"
"27249","14","14","14"
"27251","20","20","20"
"27252","41","41","41"
"27253","22","22","22"
"27274","22","22","22"
"27280","22","22","22"
"27282","22","22","22"
"27284","22","22","22"
"27285","22","22","22"
"27292","41","41","41"
"27300","22","22","22"
"27301","22","22","22"
"27302","41","41","41"
"27303","22","22","22"
"27311","22","22","22"
"27314","22","22","22"
"27315","41","41","41"
"27320","7","7","7"
"27324","22","22","22"
"27326","16","16","16"
"27333","22","22","22"
"27344","41","41","41"
"27351","41","41","41"
"27354","22","22","22"
"27365","22","22","22"
"27368","22","22","22"
"27380","18","18","18"
"27390","41","41","41"
"27391","22","22","22"
"27399","41","41","41"
"27400","22","22","22"
"27402","41","41","41"
"27403","41","41","41"
"27406","41","41","41"
"27415","22","22","22"
"27430","41","41","41"
"27431","41","41","41"
"27432","18","18","18"
"27436","22","22","22"
"27445","41","41","41"
"27456","41","41","41"
"27458","22","22","22"
"27460","22","22","22"
"27463","41","41","41"
"27467","22","22","22"
"27473","41","41","41"
"27477","14","14","14"
"27479","41","41","41"
"27481","16","16","16"
"27482","41","41","41"
"27486","41","41","41"
"27495","41","41","41"
"27498","22","22","22"
"27503","22","22","22"
"27505","41","41","41"
"27520","41","41","41"
"27521","22","22","22"
"27523","41","41","41"
"27526","22","22","22"
"27528","22","22","22"
"27529","2","2","2"
"27532","41","41","41"
"27533","22","22","22"
"27535","22","22","22"
"27536","41","41","41"
"27539","41","41","41"
"27563","41","41","41"
"27564","14","14","14"
"27570","22","22","22"
"27574","41","41","41"
"27575","13","13","13"
"27582","22","22","22"
"27586","22","22","22"
"27589","22","22","22"
"27590","22","22","22"
"27591","41","41","41"
"27593","41","41","41"
"27594","22","22","22"
"27598","21","21","21"
"27603","22","22","22"
"27612","22","22","22"
"27614","5","5","5"
"27617","41","41","41"
"27618","22","22","22"
"27621","41","41","41"
"27628","19","19","19"
"27630","22","22","22"
"27635","41","41","41"
"27640","22","22","22"
"27641","22","22","22"
"27656","22","22","22"
"27676","22","22","22"
"27680","22","22","22"
"27681","22","22","22"
"27682","41","41","41"
"27691","22","22","22"
"27697","22","22","22"
"27700","22","22","22"
"27707","22","22","22"
"27711","22","22","22"
"27714","22","22","22"
"27718","14","14","14"
"27720","22","22","22"
"27723","22","22","22"
"27725","22","22","22"
"27728","41","41","41"
"27730","41","41","41"
"27743","22","22","22"
"27744","22","22","22"
"27747","41","41","41"
"27749","41","41","41"
"27752","22","22","22"
"27759","22","22","22"
"27764","22","22","22"
"27766","41","41","41"
"27767","41","41","41"
"27775","22","22","22"
"27783","-2","-2","-2"
"27784","41","41","41"
"27787","14","14","14"
"27798","41","41","41"
"27800","41","41","41"
"27814","41","41","41"
"27817","41","41","41"
"27827","41","41","41"
"27835","22","22","22"
"27836","41","41","41"
"27839","41","41","41"
"27842","41","41","41"
"27853","41","41","41"
"27854","-2","-2","-2"
"27856","41","41","41"
"27859","41","41","41"
"27860","41","41","41"
"27865","41","41","41"
"27875","41","41","41"
"27877","0","0","0"
"27878","41","41","41"
"27883","22","22","22"
"27884","22","22","22"
"27886","22","22","22"
"27895","41","41","41"
"27922","22","22","22"
"27938","22","22","22"
"27939","41","41","41"
"27949","41","41","41"
"27950","19","19","19"
"27951","41","41","41"
"27952","3","3","3"
"27960","12","12","12"
"27961","22","22","22"
"27964","41","41","41"
"27969","41","41","41"
"27975","41","41","41"
"27985","41","41","41"
"28002","41","41","41"
"28006","22","22","22"
"28008","22","22","22"
"28009","22","22","22"
"28013","22","22","22"
"28016","41","41","41"
"28017","5","5","5"
"28022","18","18","18"
"28024","41","41","41"
"28030","22","22","22"
"28032","22","22","22"
"28041","22","22","22"
"28049","22","22","22"
"28051","41","41","41"
"28052","22","22","22"
"28053","22","22","22"
"28057","-1","-1","-1"
"28079","22","22","22"
"28085","41","41","41"
"28087","41","41","41"
"28089","41","41","41"
"28097","22","22","22"
"28102","22","22","22"
"28107","22","22","22"
"28108","22","22","22"
"28110","22","22","22"
"28115","18","18","18"
"28120","22","22","22"
"28125","22","22","22"
"28128","22","22","22"
"28130","41","41","41"
"28137","22","22","22"
"28140","0","0","0"
"28141","22","22","22"
"28143","14","14","14"
"28144","2","2","2"
"28146","22","22","22"
"28159","41","41","41"
"28160","41","41","41"
"28163","41","41","41"
"28165","41","41","41"
"28173","22","22","22"
"28176","22","22","22"
"28183","41","41","41"
"28184","41","41","41"
"28190","41","41","41"
"28191","41","41","41"
"28201","41","41","41"
"28206","41","41","41"
"28211","17","17","17"
"28217","22","22","22"
"28222","22","22","22"
"28228","41","41","41"
"28235","22","22","22"
"28242","22","22","22"
"28244","16","16","16"
"28247","22","22","22"
"28249","22","22","22"
"28252","22","22","22"
"28267","22","22","22"
"28269","22","22","22"
"28272","41","41","41"
"28273","22","22","22"
"28280","9","9","9"
"28285","41","41","41"
"28291","22","22","22"
"28301","20","20","20"
"28304","22","22","22"
"28305","15","15","15"
"28308","41","41","41"
"28314","41","41","41"
"28328","22","22","22"
"28337","22","22","22"
"28346","22","22","22"
"28352","22","22","22"
"28353","41","41","41"
"28367","22","22","22"
"28368","22","22","22"
"28375","22","22","22"
"28377","41","41","41"
"28381","22","22","22"
"28382","22","22","22"
"28383","41","41","41"
"28390","22","22","22"
"28394","22","22","22"
"28396","22","22","22"
"28407","1","1","1"
"28417","22","22","22"
"28422","22","22","22"
"28425","22","22","22"
"28434","22","22","22"
"28436","41","41","41"
"28440","41","41","41"
"28442","41","41","41"
"28445","41","41","41"
"28449","22","22","22"
"28472","22","22","22"
"28484","41","41","41"
"28486","22","22","22"
"28492","22","22","22"
"28507","22","22","22"
"28510","41","41","41"
"28511","22","22","22"
"28517","22","22","22"
"28523","22","22","22"
"28524","41","41","41"
"28534","8","8","8"
"28550","22","22","22"
"28558","22","22","22"
"28567","41","41","41"
"28569","22","22","22"
"28576","22","22","22"
"28580","22","22","22"
"28587","22","22","22"
"28590","7","7","7"
"28592","22","22","22"
"28597","22","22","22"
"28606","22","22","22"
"28609","41","41","41"
"28620","22","22","22"
"28637","42","42","42"
"28638","22","22","22"
"28640","41","41","41"
"28645","22","22","22"
"28650","22","22","22"
"28652","41","41","41"
"28654","41","41","41"
"28661","22","22","22"
"28668","-1","-1","-1"
"28669","22","22","22"
"28673","22","22","22"
"28678","22","22","22"
"28683","22","22","22"
"28688","22","22","22"
"28689","6","6","6"
"28690","24","24","24"
"28712","22","22","22"
"28713","22","22","22"
"28722","22","22","22"
"28728","22","22","22"
"28740","22","22","22"
"28741","41","41","41"
"28753","10","10","10"
"28755","22","22","22"
"28758","22","22","22"
"28763","22","22","22"
"28765","22","22","22"
"28772","22","22","22"
"28774","22","22","22"
"28777","22","22","22"
"28779","16","16","16"
"28785","22","22","22"
"28809","20","20","20"
"28812","41","41","41"
"28818","22","22","22"
"28819","22","22","22"
"28832","41","41","41"
"28833","22","22","22"
"28835","22","22","22"
"28839","19","19","19"
"28840","22","22","22"
"28851","41","41","41"
"28853","41","41","41"
"28856","13","13","13"
"28861","22","22","22"
"28864","22","22","22"
"28870","22","22","22"
"28873","22","22","22"
"28877","22","22","22"
"28881","22","22","22"
"28883","20","20","20"
"28893","22","22","22"
"28894","22","22","22"
"28895","22","22","22"
"28896","22","22","22"
"28897","41","41","41"
"28898","22","22","22"
"28904","7","7","7"
"28911","22","22","22"
"28915","22","22","22"
"28923","22","22","22"
"28924","22","22","22"
"28929","22","22","22"
"28936","41","41","41"
"28937","22","22","22"
"28943","22","22","22"
"28945","22","22","22"
"28948","22","22","22"
"28951","22","22","22"
"28955","22","22","22"
"28956","0","0","0"
"28963","22","22","22"
"28965","22","22","22"
"28967","-2","-2","-2"
"28968","22","22","22"
"28975","22","22","22"
"28977","22","22","22"
"28987","21","21","21"
"28988","9","9","9"
"28991","22","22","22"
"28999","22","22","22"
"29015","22","22","22"
"29020","41","41","41"
"29022","22","22","22"
"29023","22","22","22"
"29030","10","10","10"
"29031","22","22","22"
"29034","19","19","19"
"29040","22","22","22"
"29043","22","22","22"
"29046","22","22","22"
"29054","22","22","22"
"29057","22","22","22"
"29058","41","41","41"
"29060","17","17","17"
"29068","22","22","22"
"29070","41","41","41"
"29072","0","0","0"
"29075","22","22","22"
"29077","41","41","41"
"29080","22","22","22"
"29081","22","22","22"
"29090","22","22","22"
"29091","22","22","22"
"29095","22","22","22"
"29104","22","22","22"
"29109","41","41","41"
"29113","18","18","18"
"29114","22","22","22"
"29135","22","22","22"
"29142","2","2","2"
"29143","41","41","41"
"29152","0","0","0"
"29156","22","22","22"
"29163","22","22","22"
"29165","15","15","15"
"29167","22","22","22"
"29176","22","22","22"
"29179","5","5","5"
"29186","22","22","22"
"29189","22","22","22"
"29192","22","22","22"
"29193","14","14","14"
"29195","22","22","22"
"29197","22","22","22"
"29198","-2","-2","-2"
"29201","22","22","22"
"29208","22","22","22"
"29219","22","22","22"
"29221","22","22","22"
"29228","22","22","22"
"29240","41","41","41"
"29244","10","10","10"
"29253","22","22","22"
"29260","22","22","22"
"29264","22","22","22"
"29265","22","22","22"
"29271","41","41","41"
"29272","22","22","22"
"29273","22","22","22"
"29274","22","22","22"
"29275","22","22","22"
"29280","13","13","13"
"29281","22","22","22"
"29288","22","22","22"
"29292","41","41","41"
"29296","23","23","23"
"29297","16","16","16"
"29300","17","17","17"
"29302","22","22","22"
"29308","12","12","12"
"29313","22","22","22"
"29314","22","22","22"
"29317","5","5","5"
"29331","22","22","22"
"29344","14","14","14"
"29352","22","22","22"
"29354","22","22","22"
"29359","22","22","22"
"29365","22","22","22"
"29373","17","17","17"
"29375","22","22","22"
"29382","22","22","22"
"29390","22","22","22"
"29400","22","22","22"
"29417","22","22","22"
"29423","22","22","22"
"29424","22","22","22"
"29426","22","22","22"
"29431","22","22","22"
"29439","22","22","22"
"29446","22","22","22"
"29447","17","17","17"
"29448","22","22","22"
"29450","22","22","22"
"29451","22","22","22"
"29452","22","22","22"
"29456","22","22","22"
"29458","22","22","22"
"29469","22","22","22"
"29470","22","22","22"
"29479","22","22","22"
"29483","22","22","22"
"29487","41","41","41"
"29489","22","22","22"
"29492","18","18","18"
"29497","22","22","22"
"29498","9","9","9"
"29499","22","22","22"
"29502","22","22","22"
"29504","41","41","41"
"29526","22","22","22"
"29527","22","22","22"
"29529","22","22","22"
"29531","22","22","22"
"29536","22","22","22"
"29543","22","22","22"
"29546","22","22","22"
"29547","22","22","22"
"29555","22","22","22"
"29561","22","22","22"
"29584","41","41","41"
"29586","22","22","22"
"29589","22","22","22"
"29591","21","21","21"
"29595","41","41","41"
"29604","22","22","22"
"29612","22","22","22"
"29618","22","22","22"
"29623","22","22","22"
"29630","22","22","22"
"29634","22","22","22"
"29649","22","22","22"
"29651","22","22","22"
"29656","22","22","22"
"29657","22","22","22"
"29664","22","22","22"
"29665","22","22","22"
"29671","22","22","22"
"29674","22","22","22"
"29681","22","22","22"
"29682","22","22","22"
"29690","22","22","22"
"29691","22","22","22"
"29698","22","22","22"
"29703","22","22","22"
"29706","22","22","22"
"29708","22","22","22"
"29714","22","22","22"
"29721","41","41","41"
"29722","22","22","22"
"29725","22","22","22"
"29729","22","22","22"
"29733","22","22","22"
"29738","22","22","22"
"29742","41","41","41"
"29746","22","22","22"
"29747","22","22","22"
"29757","22","22","22"
"29773","22","22","22"
"29774","22","22","22"
"29779","22","22","22"
"29780","22","22","22"
"29781","22","22","22"
"29786","22","22","22"
"29794","22","22","22"
"29803","22","22","22"
"29804","22","22","22"
"29817","22","22","22"
"29819","22","22","22"
"29837","22","22","22"
"29849","22","22","22"
"29853","22","22","22"
"29865","41","41","41"
"29877","41","41","41"
"29890","22","22","22"
"29892","22","22","22"
"29895","22","22","22"
"29902","22","22","22"
"29903","22","22","22"
"29908","22","22","22"
"29916","41","41","41"
"29930","4","4","4"
"29932","30","30","30"
"29938","30","30","30"
"29940","30","30","30"
"29945","41","41","41"
"29950","-3","-3","-3"
"29951","12","12","12"
"29953","22","22","22"
"29960","-1","-1","-1"
"29961","22","22","22"
"29964","41","41","41"
"29973","22","22","22"
"29984","22","22","22"
"29993","28","28","28"
"29994","28","28","28"
"30000","28","28","28"
"30011","28","28","28"
"30016","22","22","22"
"30017","22","22","22"
"30020","11","11","11"
"30026","22","22","22"
"30027","41","41","41"
"30028","41","41","41"
"30042","28","28","28"
"30046","28","28","28"
"30047","28","28","28"
"30054","28","28","28"
"30057","28","28","28"
"30060","16","16","16"
"30064","22","22","22"
"30067","22","22","22"
"30075","47","47","47"
"30077","22","22","22"
"30078","41","41","41"
"30082","22","22","22"
"30104","22","22","22"
"30106","22","22","22"
"30113","22","22","22"
"30115","22","22","22"
"30117","22","22","22"
"30136","22","22","22"
"30140","22","22","22"
"30141","22","22","22"
"30147","22","22","22"
"30148","22","22","22"
"30158","41","41","41"
"30162","22","22","22"
"30174","22","22","22"
"30180","22","22","22"
"30183","15","15","15"
"30189","22","22","22"
"30197","14","14","14"
"30198","22","22","22"
"30208","22","22","22"
"30221","22","22","22"
"30233","22","22","22"
"30234","22","22","22"
"30243","22","22","22"
"30248","22","22","22"
"30249","22","22","22"
"30260","41","41","41"
"30262","22","22","22"
"30263","16","16","16"
"30283","22","22","22"
"30286","22","22","22"
"30289","23","23","23"
"30290","22","22","22"
"30292","17","17","17"
"30297","4","4","4"
"30305","22","22","22"
"30312","27","27","27"
"30314","27","27","27"
"30338","27","27","27"
"30342","25","25","25"
"30343","27","27","27"
"30344","27","27","27"
"30366","27","27","27"
"30370","27","27","27"
"30375","27","27","27"
"30384","27","27","27"
"30386","27","27","27"
"30388","27","27","27"
"30400","27","27","27"
"30407","27","27","27"
"30418","27","27","27"
"30425","27","27","27"
"30426","27","27","27"
"30428","27","27","27"
"30430","27","27","27"
"30431","27","27","27"
"30432","27","27","27"
"30434","19","19","19"
"30437","27","27","27"
"30440","27","27","27"
"30443","22","22","22"
"30444","25","25","25"
"30456","27","27","27"
"30458","27","27","27"
"30459","26","26","26"
"30463","27","27","27"
"30467","27","27","27"
"30473","27","27","27"
"30478","27","27","27"
"30488","27","27","27"
"30489","-1","-1","-1"
"30491","27","27","27"
"30496","27","27","27"
"30499","27","27","27"
"30500","27","27","27"
"30513","14","14","14"
"30514","13","13","13"
"30518","27","27","27"
"30519","46","46","46"
"30522","27","27","27"
"30526","46","46","46"
"30533","27","27","27"
"30548","27","27","27"
"30550","27","27","27"
"30552","27","27","27"
"30554","27","27","27"
"30556","27","27","27"
"30558","27","27","27"
"30567","46","46","46"
"30574","27","27","27"
"30577","27","27","27"
"30578","27","27","27"
"30599","27","27","27"
"30600","27","27","27"
"30605","27","27","27"
"30615","27","27","27"
"30622","9","9","9"
"30626","46","46","46"
"30634","12","12","12"
"30638","21","21","21"
"30642","27","27","27"
"30646","27","27","27"
"30647","27","27","27"
"30648","27","27","27"
"30652","27","27","27"
"30656","27","27","27"
"30661","27","27","27"
"30662","27","27","27"
"30670","27","27","27"
"30680","45","45","45"
"30683","27","27","27"
"30684","27","27","27"
"30685","27","27","27"
"30692","27","27","27"
"30701","27","27","27"
"30702","28","28","28"
"30703","27","27","27"
"30719","27","27","27"
"30722","44","44","44"
"30723","27","27","27"
"30735","27","27","27"
"30736","12","12","12"
"30738","27","27","27"
"30741","27","27","27"
"30753","26","26","26"
"30758","46","46","46"
"30760","46","46","46"
"30761","46","46","46"
"30762","46","46","46"
"30765","27","27","27"
"30772","25","25","25"
"30774","27","27","27"
"30775","27","27","27"
"30788","27","27","27"
"30790","27","27","27"
"30796","27","27","27"
"30804","27","27","27"
"30810","27","27","27"
"30811","13","13","13"
"30813","22","22","22"
"30816","46","46","46"
"30818","27","27","27"
"30822","46","46","46"
"30824","46","46","46"
"30829","46","46","46"
"30833","46","46","46"
"30836","0","0","0"
"30838","46","46","46"
"30841","27","27","27"
"30856","27","27","27"
"30862","46","46","46"
"30863","27","27","27"
"30876","17","17","17"
"30878","46","46","46"
"30881","27","27","27"
"30887","27","27","27"
"30888","21","21","21"
"30909","46","46","46"
"30914","46","46","46"
"30915","46","46","46"
"30922","46","46","46"
"30925","27","27","27"
"30926","27","27","27"
"30930","27","27","27"
"30931","27","27","27"
"30955","27","27","27"
"30956","46","46","46"
"30957","27","27","27"
"30963","46","46","46"
"30970","2","2","2"
"30972","27","27","27"
"30981","43","43","43"
"30994","27","27","27"
"30996","46","46","46"
"31004","46","46","46"
"31005","27","27","27"
"31007","27","27","27"
"31009","46","46","46"
"31010","27","27","27"
"31031","18","18","18"
"31032","27","27","27"
"31035","27","27","27"
"31048","6","6","6"
"31057","46","46","46"
"31060","27","27","27"
"31074","27","27","27"
"31076","46","46","46"
"31079","46","46","46"
"31084","27","27","27"
"31098","27","27","27"
"31101","46","46","46"
"31107","26","26","26"
"31110","46","46","46"
"31116","46","46","46"
"31121","46","46","46"
"31124","46","46","46"
"31126","27","27","27"
"31139","27","27","27"
"31151","20","20","20"
"31152","46","46","46"
"31155","27","27","27"
"31161","27","27","27"
"31164","27","27","27"
"31166","27","27","27"
"31168","10","10","10"
"31171","46","46","46"
"31173","46","46","46"
"31184","46","46","46"
"31186","27","27","27"
"31195","46","46","46"
"31214","27","27","27"
"31216","27","27","27"
"31221","27","27","27"
"31223","27","27","27"
"31232","27","27","27"
"31237","46","46","46"
"31241","27","27","27"
"31243","25","25","25"
"31249","27","27","27"
"31253","27","27","27"
"31262","46","46","46"
"31263","-1","-1","-1"
"31274","27","27","27"
"31275","2","2","2"
"31280","5","5","5"
"31288","46","46","46"
"31289","46","46","46"
"31297","46","46","46"
"31299","20","20","20"
"31317","27","27","27"
"31319","46","46","46"
"31321","27","27","27"
"31335","27","27","27"
"31337","27","27","27"
"31339","27","27","27"
"31340","27","27","27"
"31347","27","27","27"
"31353","27","27","27"
"31371","27","27","27"
"31372","27","27","27"
"31376","46","46","46"
"31378","46","46","46"
"31389","27","27","27"
"31395","27","27","27"
"31406","27","27","27"
"31418","3","3","3"
"31424","1","1","1"
"31429","17","17","17"
"31434","7","7","7"
"31438","27","27","27"
"31441","27","27","27"
"31450","46","46","46"
"31452","13","13","13"
"31453","26","26","26"
"31457","27","27","27"
"31464","27","27","27"
"31468","46","46","46"
"31473","27","27","27"
"31479","27","27","27"
"31481","27","27","27"
"31495","27","27","27"
"31509","46","46","46"
"31510","46","46","46"
"31511","46","46","46"
"31516","27","27","27"
"31521","46","46","46"
"31522","27","27","27"
"31529","27","27","27"
"31530","46","46","46"
"31531","27","27","27"
"31540","27","27","27"
"31541","27","27","27"
"31543","18","18","18"
"31555","27","27","27"
"31570","14","14","14"
"31575","27","27","27"
"31578","46","46","46"
"31590","16","16","16"
"31594","27","27","27"
"31598","27","27","27"
"31616","27","27","27"
"31619","46","46","46"
"31620","27","27","27"
"31624","27","27","27"
"31629","27","27","27"
"31639","27","27","27"
"31650","27","27","27"
"31653","27","27","27"
"31658","27","27","27"
"31660","16","16","16"
"31661","3","3","3"
"31667","11","11","11"
"31671","46","46","46"
"31682","27","27","27"
"31683","27","27","27"
"31686","27","27","27"
"31687","27","27","27"
"31701","27","27","27"
"31706","27","27","27"
"31708","27","27","27"
"31710","27","27","27"
"31711","46","46","46"
"31714","27","27","27"
"31722","46","46","46"
"31729","27","27","27"
"31740","27","27","27"
"31743","27","27","27"
"31744","24","24","24"
"31745","46","46","46"
"31751","27","27","27"
"31756","27","27","27"
"31757","27","27","27"
"31759","27","27","27"
"31761","27","27","27"
"31777","27","27","27"
"31778","27","27","27"
"31802","27","27","27"
"31812","27","27","27"
"31814","24","24","24"
"31816","27","27","27"
"31819","25","25","25"
"31820","27","27","27"
"31829","46","46","46"
"31832","27","27","27"
"31835","46","46","46"
"31841","11","11","11"
"31842","0","0","0"
"31847","26","26","26"
"31855","27","27","27"
"31856","27","27","27"
"31871","27","27","27"
"31874","27","27","27"
"31876","27","27","27"
"31892","27","27","27"
"31894","27","27","27"
"31895","46","46","46"
"31898","46","46","46"
"31904","27","27","27"
"31914","27","27","27"
"31927","46","46","46"
"31928","27","27","27"
"31929","27","27","27"
"31932","27","27","27"
"31936","46","46","46"
"31951","27","27","27"
"31956","46","46","46"
"31957","46","46","46"
"31959","27","27","27"
"31969","22","22","22"
"31972","27","27","27"
"31977","46","46","46"
"31978","26","26","26"
"31986","46","46","46"
"31992","46","46","46"
"32003","3","3","3"
"32004","46","46","46"
"32005","27","27","27"
"32006","21","21","21"
"32012","46","46","46"
"32016","27","27","27"
"32017","27","27","27"
"32018","27","27","27"
"32019","27","27","27"
"32022","13","13","13"
"32023","46","46","46"
"32028","27","27","27"
"32033","1","1","1"
"32040","27","27","27"
"32041","26","26","26"
"32042","10","10","10"
"32043","27","27","27"
"32051","27","27","27"
"32058","27","27","27"
"32062","27","27","27"
"32070","27","27","27"
"32078","27","27","27"
"32083","27","27","27"
"32087","46","46","46"
"32094","27","27","27"
"32095","0","0","0"
"32097","27","27","27"
"32101","46","46","46"
"32105","27","27","27"
"32108","26","26","26"
"32124","27","27","27"
"32127","16","16","16"
"32128","14","14","14"
"32130","27","27","27"
"32135","27","27","27"
"32138","27","27","27"
"32142","25","25","25"
"32143","46","46","46"
"32151","27","27","27"
"32154","27","27","27"
"32158","46","46","46"
"32159","46","46","46"
"32162","27","27","27"
"32167","27","27","27"
"32173","46","46","46"
"32177","27","27","27"
"32180","27","27","27"
"32181","4","4","4"
"32189","46","46","46"
"32201","27","27","27"
"32205","27","27","27"
"32207","27","27","27"
"32211","27","27","27"
"32213","46","46","46"
"32215","46","46","46"
"32222","27","27","27"
"32223","27","27","27"
"32226","27","27","27"
"32231","27","27","27"
"32237","27","27","27"
"32244","27","27","27"
"32245","27","27","27"
"32257","27","27","27"
"32260","27","27","27"
