"Step","DDQN_run_1747573335 - total_reward","DDQN_run_1747573335 - total_reward__MIN","DDQN_run_1747573335 - total_reward__MAX"
"12574","21","21","21"
"12577","-2","-2","-2"
"12582","41","41","41"
"12591","0","0","0"
"12594","41","41","41"
"12595","3","3","3"
"12597","42","42","42"
"12600","12","12","12"
"12606","21","21","21"
"12607","42","42","42"
"12611","6","6","6"
"12612","15","15","15"
"12614","7","7","7"
"12625","10","10","10"
"12633","4","4","4"
"12637","3","3","3"
"12638","41","41","41"
"12649","18","18","18"
"12656","22","22","22"
"12659","1","1","1"
"12660","23","23","23"
"12664","1","1","1"
"12665","18","18","18"
"12668","12","12","12"
"12673","-1","-1","-1"
"12676","41","41","41"
"12679","7","7","7"
"12684","22","22","22"
"12685","42","42","42"
"12687","15","15","15"
"12690","5","5","5"
"12693","-2","-2","-2"
"12696","4","4","4"
"12703","8","8","8"
"12707","7","7","7"
"12710","9","9","9"
"12716","19","19","19"
"12718","18","18","18"
"12723","41","41","41"
"12724","7","7","7"
"12725","8","8","8"
"12734","2","2","2"
"12736","0","0","0"
"12737","9","9","9"
"12758","42","42","42"
"12760","19","19","19"
"12764","21","21","21"
"12766","0","0","0"
"12770","42","42","42"
"12772","42","42","42"
"12777","10","10","10"
"12778","22","22","22"
"12779","22","22","22"
"12783","2","2","2"
"12785","4","4","4"
"12787","15","15","15"
"12789","16","16","16"
"12792","10","10","10"
"12813","6","6","6"
"12814","-1","-1","-1"
"12819","19","19","19"
"12821","42","42","42"
"12829","3","3","3"
"12839","11","11","11"
"12841","3","3","3"
"12846","0","0","0"
"12847","15","15","15"
"12851","43","43","43"
"12856","42","42","42"
"12860","7","7","7"
"12870","-1","-1","-1"
"12871","8","8","8"
"12874","9","9","9"
"12875","-1","-1","-1"
"12881","1","1","1"
"12883","12","12","12"
"12885","7","7","7"
"12888","14","14","14"
"12892","12","12","12"
"12894","0","0","0"
"12900","11","11","11"
"12904","-2","-2","-2"
"12909","42","42","42"
"12919","10","10","10"
"12921","3","3","3"
"12922","42","42","42"
"12929","21","21","21"
"12934","6","6","6"
"12942","8","8","8"
"12945","42","42","42"
"12946","42","42","42"
"12947","8","8","8"
"12952","-3","-3","-3"
"12962","4","4","4"
"12975","20","20","20"
"12976","18","18","18"
"12978","12","12","12"
"12983","42","42","42"
"12993","2","2","2"
"12995","-1","-1","-1"
"12996","20","20","20"
"12997","23","23","23"
"13007","8","8","8"
"13012","42","42","42"
"13018","-3","-3","-3"
"13019","9","9","9"
"13024","16","16","16"
"13026","5","5","5"
"13034","10","10","10"
"13041","19","19","19"
"13042","10","10","10"
"13047","9","9","9"
"13049","42","42","42"
"13055","1","1","1"
"13059","42","42","42"
"13061","10","10","10"
"13063","23","23","23"
"13073","3","3","3"
"13087","14","14","14"
"13088","1","1","1"
"13092","5","5","5"
"13094","5","5","5"
"13097","3","3","3"
"13098","2","2","2"
"13104","2","2","2"
"13105","16","16","16"
"13106","-2","-2","-2"
"13108","5","5","5"
"13112","0","0","0"
"13114","2","2","2"
"13119","42","42","42"
"13120","-3","-3","-3"
"13124","3","3","3"
"13127","2","2","2"
"13133","13","13","13"
"13140","18","18","18"
"13143","10","10","10"
"13145","20","20","20"
"13149","20","20","20"
"13159","-1","-1","-1"
"13163","16","16","16"
"13171","11","11","11"
"13174","22","22","22"
"13177","16","16","16"
"13179","42","42","42"
"13186","20","20","20"
"13190","5","5","5"
"13203","-2","-2","-2"
"13206","16","16","16"
"13212","25","25","25"
"13213","42","42","42"
"13215","1","1","1"
"13217","10","10","10"
"13219","8","8","8"
"13227","17","17","17"
"13231","6","6","6"
"13233","11","11","11"
"13234","6","6","6"
"13247","4","4","4"
"13255","9","9","9"
"13256","8","8","8"
"13258","-2","-2","-2"
"13260","1","1","1"
"13261","3","3","3"
"13262","22","22","22"
"13264","42","42","42"
"13268","22","22","22"
"13270","43","43","43"
"13279","20","20","20"
"13286","22","22","22"
"13288","5","5","5"
"13291","10","10","10"
"13292","42","42","42"
"13300","42","42","42"
"13302","0","0","0"
"13305","4","4","4"
"13306","42","42","42"
"13313","42","42","42"
"13320","11","11","11"
"13329","8","8","8"
"13337","0","0","0"
"13348","42","42","42"
"13356","4","4","4"
"13361","3","3","3"
"13366","15","15","15"
"13372","17","17","17"
"13378","42","42","42"
"13382","-1","-1","-1"
"13388","9","9","9"
"13389","42","42","42"
"13393","42","42","42"
"13403","17","17","17"
"13407","42","42","42"
"13409","41","41","41"
"13412","42","42","42"
"13415","-3","-3","-3"
"13419","3","3","3"
"13435","23","23","23"
"13437","4","4","4"
"13440","3","3","3"
"13441","42","42","42"
"13460","42","42","42"
"13462","9","9","9"
"13463","20","20","20"
"13484","42","42","42"
"13487","9","9","9"
"13489","3","3","3"
"13494","19","19","19"
"13498","13","13","13"
"13499","8","8","8"
"13507","17","17","17"
"13511","6","6","6"
"13517","4","4","4"
"13518","4","4","4"
"13520","18","18","18"
"13521","15","15","15"
"13523","5","5","5"
"13525","42","42","42"
"13531","10","10","10"
"13532","12","12","12"
"13548","20","20","20"
"13558","20","20","20"
"13559","10","10","10"
"13562","-2","-2","-2"
"13573","-2","-2","-2"
"13582","18","18","18"
"13586","10","10","10"
"13593","13","13","13"
"13597","18","18","18"
"13609","44","44","44"
"13613","5","5","5"
"13614","19","19","19"
"13623","11","11","11"
"13625","-2","-2","-2"
"13635","24","24","24"
"13649","8","8","8"
"13654","14","14","14"
"13665","22","22","22"
"13669","23","23","23"
"13671","5","5","5"
"13673","3","3","3"
"13675","7","7","7"
"13680","18","18","18"
"13685","10","10","10"
"13687","18","18","18"
"13688","22","22","22"
"13690","7","7","7"
"13693","18","18","18"
"13698","11","11","11"
"13700","42","42","42"
"13703","18","18","18"
"13705","22","22","22"
"13722","41","41","41"
"13723","1","1","1"
"13730","23","23","23"
"13732","42","42","42"
"13734","0","0","0"
"13740","16","16","16"
"13743","5","5","5"
"13744","8","8","8"
"13745","19","19","19"
"13751","22","22","22"
"13756","10","10","10"
"13759","21","21","21"
"13763","18","18","18"
"13773","3","3","3"
"13778","14","14","14"
"13781","0","0","0"
"13787","41","41","41"
"13789","19","19","19"
"13791","12","12","12"
"13795","19","19","19"
"13799","17","17","17"
"13801","42","42","42"
"13802","7","7","7"
"13804","16","16","16"
"13817","23","23","23"
"13824","3","3","3"
"13826","0","0","0"
"13831","42","42","42"
"13840","16","16","16"
"13841","13","13","13"
"13855","1","1","1"
"13864","1","1","1"
"13868","7","7","7"
"13873","42","42","42"
"13874","9","9","9"
"13881","13","13","13"
"13887","42","42","42"
"13896","41","41","41"
"13899","21","21","21"
"13903","4","4","4"
"13915","12","12","12"
"13921","22","22","22"
"13930","18","18","18"
"13932","41","41","41"
"13934","5","5","5"
"13935","12","12","12"
"13939","15","15","15"
"13942","0","0","0"
"13945","4","4","4"
"13946","0","0","0"
"13947","1","1","1"
"13956","41","41","41"
"13957","-1","-1","-1"
"13959","6","6","6"
"13972","5","5","5"
"13978","41","41","41"
"13979","4","4","4"
"13995","1","1","1"
"14016","2","2","2"
"14033","14","14","14"
"14037","15","15","15"
"14042","42","42","42"
"14043","41","41","41"
"14048","7","7","7"
"14049","0","0","0"
"14051","41","41","41"
"14052","2","2","2"
"14054","41","41","41"
"14056","16","16","16"
"14059","21","21","21"
"14062","2","2","2"
"14070","13","13","13"
"14073","24","24","24"
"14077","-2","-2","-2"
"14079","21","21","21"
"14084","21","21","21"
"14100","6","6","6"
"14102","-3","-3","-3"
"14113","16","16","16"
"14115","-2","-2","-2"
"14118","15","15","15"
"14130","41","41","41"
"14136","3","3","3"
"14137","-3","-3","-3"
"14142","41","41","41"
"14147","16","16","16"
"14148","0","0","0"
"14149","41","41","41"
"14150","6","6","6"
"14157","0","0","0"
"14160","1","1","1"
"14164","41","41","41"
"14170","4","4","4"
"14171","-1","-1","-1"
"14173","17","17","17"
"14174","41","41","41"
"14176","22","22","22"
"14184","5","5","5"
"14188","41","41","41"
"14191","0","0","0"
"14193","44","44","44"
"14206","41","41","41"
"14208","7","7","7"
"14228","41","41","41"
"14230","21","21","21"
"14231","20","20","20"
"14233","0","0","0"
"14234","19","19","19"
"14238","41","41","41"
"14251","44","44","44"
"14256","9","9","9"
"14265","22","22","22"
"14273","6","6","6"
"14283","19","19","19"
"14285","42","42","42"
"14288","16","16","16"
"14291","41","41","41"
"14293","42","42","42"
"14294","15","15","15"
"14295","42","42","42"
"14296","11","11","11"
"14303","6","6","6"
"14306","17","17","17"
"14308","5","5","5"
"14309","6","6","6"
"14311","20","20","20"
"14318","41","41","41"
"14321","6","6","6"
"14327","13","13","13"
"14328","2","2","2"
"14330","5","5","5"
"14336","8","8","8"
"14343","6","6","6"
"14346","-2","-2","-2"
"14348","7","7","7"
"14352","-3","-3","-3"
"14354","9","9","9"
"14359","10","10","10"
"14367","16","16","16"
"14368","7","7","7"
"14373","42","42","42"
"14384","14","14","14"
"14385","2","2","2"
"14394","24","24","24"
"14402","44","44","44"
"14405","44","44","44"
"14416","6","6","6"
"14426","6","6","6"
"14428","3","3","3"
"14432","6","6","6"
"14434","0","0","0"
"14435","44","44","44"
"14437","7","7","7"
"14454","21","21","21"
"14463","20","20","20"
"14467","7","7","7"
"14469","0","0","0"
"14475","4","4","4"
"14483","11","11","11"
"14490","19","19","19"
"14495","18","18","18"
"14509","45","45","45"
"14522","9","9","9"
"14527","41","41","41"
"14531","-3","-3","-3"
"14538","44","44","44"
"14546","8","8","8"
"14547","8","8","8"
"14549","1","1","1"
"14551","41","41","41"
"14556","8","8","8"
"14565","19","19","19"
"14570","13","13","13"
"14577","18","18","18"
"14579","6","6","6"
"14585","-2","-2","-2"
"14595","11","11","11"
"14598","25","25","25"
"14603","-1","-1","-1"
"14617","-3","-3","-3"
"14627","5","5","5"
"14632","5","5","5"
"14633","45","45","45"
"14640","4","4","4"
"14641","13","13","13"
"14650","19","19","19"
"14672","-3","-3","-3"
"14678","8","8","8"
"14691","44","44","44"
"14692","5","5","5"
"14703","5","5","5"
"14705","45","45","45"
"14706","5","5","5"
"14712","17","17","17"
"14715","-1","-1","-1"
"14722","5","5","5"
"14723","44","44","44"
"14724","5","5","5"
"14728","43","43","43"
"14731","-2","-2","-2"
"14738","43","43","43"
"14741","16","16","16"
"14752","43","43","43"
"14759","44","44","44"
"14765","44","44","44"
"14774","13","13","13"
"14775","21","21","21"
"14790","5","5","5"
"14791","44","44","44"
"14794","10","10","10"
"14795","21","21","21"
"14800","3","3","3"
"14807","2","2","2"
"14808","25","25","25"
"14812","-2","-2","-2"
"14817","45","45","45"
"14822","-3","-3","-3"
"14825","4","4","4"
"14827","-3","-3","-3"
"14834","41","41","41"
"14838","19","19","19"
"14843","3","3","3"
"14845","5","5","5"
"14847","17","17","17"
"14850","-3","-3","-3"
"14852","42","42","42"
"14854","1","1","1"
"14856","43","43","43"
"14862","41","41","41"
"14864","45","45","45"
"14868","14","14","14"
"14878","20","20","20"
"14887","16","16","16"
"14890","13","13","13"
"14901","0","0","0"
"14905","3","3","3"
"14908","8","8","8"
"14909","42","42","42"
"14916","8","8","8"
"14931","3","3","3"
"14932","25","25","25"
"14937","-1","-1","-1"
"14943","43","43","43"
"14946","18","18","18"
"14954","15","15","15"
"14959","44","44","44"
"14964","7","7","7"
"14971","26","26","26"
"14974","4","4","4"
"14976","2","2","2"
"14979","42","42","42"
"14990","13","13","13"
"15002","16","16","16"
"15005","-3","-3","-3"
"15007","17","17","17"
"15009","7","7","7"
"15011","5","5","5"
"15012","16","16","16"
"15014","-3","-3","-3"
"15017","44","44","44"
"15021","4","4","4"
"15023","8","8","8"
"15024","8","8","8"
"15029","11","11","11"
"15034","41","41","41"
"15036","13","13","13"
"15042","43","43","43"
"15056","1","1","1"
"15058","7","7","7"
"15059","2","2","2"
"15060","23","23","23"
"15084","-1","-1","-1"
"15085","-2","-2","-2"
"15088","13","13","13"
"15095","18","18","18"
"15098","0","0","0"
"15100","41","41","41"
"15101","12","12","12"
"15102","2","2","2"
"15103","18","18","18"
"15104","7","7","7"
"15105","6","6","6"
"15109","5","5","5"
"15112","45","45","45"
"15131","10","10","10"
"15144","6","6","6"
"15152","2","2","2"
"15169","45","45","45"
"15172","-2","-2","-2"
"15175","45","45","45"
"15176","1","1","1"
"15178","11","11","11"
"15181","-2","-2","-2"
"15184","1","1","1"
"15187","20","20","20"
"15188","7","7","7"
"15191","2","2","2"
"15192","17","17","17"
"15194","12","12","12"
"15197","46","46","46"
"15199","8","8","8"
"15204","45","45","45"
"15205","45","45","45"
"15208","20","20","20"
"15211","16","16","16"
"15215","17","17","17"
"15216","1","1","1"
"15229","0","0","0"
"15231","46","46","46"
"15232","4","4","4"
"15235","45","45","45"
"15240","5","5","5"
"15241","-2","-2","-2"
"15242","13","13","13"
"15248","7","7","7"
"15251","0","0","0"
"15254","7","7","7"
"15256","18","18","18"
"15257","11","11","11"
"15260","45","45","45"
"15261","2","2","2"
"15268","45","45","45"
"15282","-1","-1","-1"
"15299","8","8","8"
"15307","23","23","23"
"15311","25","25","25"
"15316","17","17","17"
"15326","5","5","5"
"15329","13","13","13"
"15336","9","9","9"
"15344","-2","-2","-2"
"15356","45","45","45"
"15357","22","22","22"
"15358","6","6","6"
"15359","0","0","0"
"15361","22","22","22"
"15371","20","20","20"
"15372","45","45","45"
"15375","5","5","5"
"15381","23","23","23"
"15387","3","3","3"
"15389","25","25","25"
"15396","20","20","20"
"15397","22","22","22"
"15399","-2","-2","-2"
"15403","19","19","19"
"15405","6","6","6"
"15408","7","7","7"
"15413","11","11","11"
"15414","10","10","10"
"15418","20","20","20"
"15420","24","24","24"
"15421","18","18","18"
"15425","46","46","46"
"15426","24","24","24"
"15431","23","23","23"
"15434","43","43","43"
"15441","20","20","20"
"15445","17","17","17"
"15451","15","15","15"
"15452","1","1","1"
"15455","12","12","12"
"15471","10","10","10"
"15483","26","26","26"
"15496","46","46","46"
"15499","1","1","1"
"15500","23","23","23"
"15513","42","42","42"
"15518","3","3","3"
"15532","45","45","45"
"15538","46","46","46"
"15553","5","5","5"
"15556","1","1","1"
"15570","48","48","48"
"15571","12","12","12"
"15574","6","6","6"
"15577","-2","-2","-2"
"15579","6","6","6"
"15584","14","14","14"
"15585","18","18","18"
"15588","1","1","1"
"15593","15","15","15"
"15595","46","46","46"
"15599","2","2","2"
"15606","25","25","25"
"15621","10","10","10"
"15622","47","47","47"
"15624","45","45","45"
"15627","1","1","1"
"15628","0","0","0"
"15632","12","12","12"
"15636","11","11","11"
"15637","42","42","42"
"15648","23","23","23"
"15650","13","13","13"
"15651","5","5","5"
"15655","3","3","3"
"15657","15","15","15"
"15662","3","3","3"
"15663","45","45","45"
"15665","1","1","1"
"15671","45","45","45"
"15672","26","26","26"
"15676","43","43","43"
"15683","3","3","3"
"15688","23","23","23"
"15690","4","4","4"
"15693","4","4","4"
"15704","-2","-2","-2"
"15708","45","45","45"
"15712","48","48","48"
"15716","15","15","15"
"15719","45","45","45"
"15732","46","46","46"
"15733","6","6","6"
"15736","47","47","47"
"15751","5","5","5"
"15756","5","5","5"
"15757","27","27","27"
"15760","7","7","7"
"15762","22","22","22"
"15765","44","44","44"
"15773","8","8","8"
"15775","10","10","10"
"15779","45","45","45"
"15790","-1","-1","-1"
"15794","22","22","22"
"15803","9","9","9"
"15807","46","46","46"
"15813","6","6","6"
"15824","7","7","7"
"15826","10","10","10"
"15827","45","45","45"
"15840","12","12","12"
"15842","24","24","24"
"15845","46","46","46"
"15853","20","20","20"
"15855","19","19","19"
"15856","7","7","7"
"15858","6","6","6"
"15869","10","10","10"
"15870","45","45","45"
"15871","42","42","42"
"15873","4","4","4"
"15878","25","25","25"
"15879","42","42","42"
"15881","43","43","43"
"15889","7","7","7"
"15890","9","9","9"
"15896","4","4","4"
"15905","45","45","45"
"15906","16","16","16"
"15922","-3","-3","-3"
"15926","46","46","46"
"15928","19","19","19"
"15931","17","17","17"
"15942","10","10","10"
"15944","19","19","19"
"15948","45","45","45"
"15954","45","45","45"
"15960","-2","-2","-2"
"15962","18","18","18"
"15970","15","15","15"
"15993","-3","-3","-3"
"15997","11","11","11"
"15999","0","0","0"
"16003","45","45","45"
"16004","4","4","4"
"16006","44","44","44"
"16007","3","3","3"
"16010","20","20","20"
"16013","7","7","7"
"16017","-2","-2","-2"
"16043","44","44","44"
"16044","45","45","45"
"16057","21","21","21"
"16061","2","2","2"
"16062","45","45","45"
"16067","45","45","45"
"16068","16","16","16"
"16078","45","45","45"
"16079","4","4","4"
"16086","10","10","10"
"16087","44","44","44"
"16089","1","1","1"
"16097","5","5","5"
"16100","16","16","16"
"16105","4","4","4"
"16109","0","0","0"
"16111","45","45","45"
"16122","13","13","13"
"16130","24","24","24"
"16133","44","44","44"
"16136","43","43","43"
"16139","44","44","44"
"16140","13","13","13"
"16145","-3","-3","-3"
"16155","45","45","45"
"16166","45","45","45"
"16174","45","45","45"
"16188","23","23","23"
"16190","-1","-1","-1"
"16196","17","17","17"
"16198","44","44","44"
"16202","43","43","43"
"16206","9","9","9"
"16217","44","44","44"
"16225","23","23","23"
"16226","44","44","44"
"16231","23","23","23"
"16238","25","25","25"
"16247","18","18","18"
"16248","-3","-3","-3"
"16249","44","44","44"
"16253","9","9","9"
"16257","9","9","9"
"16269","-1","-1","-1"
"16274","12","12","12"
"16276","44","44","44"
"16280","46","46","46"
"16283","24","24","24"
"16285","10","10","10"
"16290","25","25","25"
"16298","26","26","26"
"16304","22","22","22"
"16309","43","43","43"
"16312","44","44","44"
"16315","19","19","19"
"16317","21","21","21"
"16320","44","44","44"
"16321","10","10","10"
"16322","20","20","20"
"16327","13","13","13"
"16329","4","4","4"
"16330","46","46","46"
"16331","22","22","22"
"16344","24","24","24"
"16347","26","26","26"
"16348","7","7","7"
"16350","46","46","46"
"16355","7","7","7"
"16357","7","7","7"
"16376","42","42","42"
"16382","15","15","15"
"16383","-2","-2","-2"
"16385","1","1","1"
"16394","43","43","43"
"16400","3","3","3"
"16402","1","1","1"
"16418","43","43","43"
"16419","46","46","46"
"16424","3","3","3"
"16431","44","44","44"
"16432","1","1","1"
"16434","4","4","4"
"16440","44","44","44"
"16449","46","46","46"
"16451","4","4","4"
"16455","46","46","46"
"16456","43","43","43"
"16458","12","12","12"
"16467","46","46","46"
"16468","44","44","44"
"16475","5","5","5"
"16495","16","16","16"
"16498","-2","-2","-2"
"16508","23","23","23"
"16512","2","2","2"
"16517","44","44","44"
"16518","45","45","45"
"16520","4","4","4"
"16525","18","18","18"
"16526","8","8","8"
"16535","43","43","43"
"16539","19","19","19"
"16540","10","10","10"
"16541","-2","-2","-2"
"16542","44","44","44"
"16551","44","44","44"
"16560","9","9","9"
"16579","44","44","44"
"16596","43","43","43"
"16599","43","43","43"
"16614","7","7","7"
"16616","11","11","11"
"16625","20","20","20"
"16627","13","13","13"
"16629","24","24","24"
"16634","43","43","43"
"16635","43","43","43"
"16639","46","46","46"
"16641","-3","-3","-3"
"16644","4","4","4"
"16650","12","12","12"
"16653","19","19","19"
"16661","46","46","46"
"16662","43","43","43"
"16663","46","46","46"
"16679","7","7","7"
"16692","4","4","4"
"16696","23","23","23"
"16699","1","1","1"
"16706","43","43","43"
"16707","13","13","13"
"16722","10","10","10"
"16726","-3","-3","-3"
"16727","18","18","18"
"16731","43","43","43"
"16741","46","46","46"
"16743","24","24","24"
"16745","43","43","43"
"16753","43","43","43"
"16757","42","42","42"
"16758","43","43","43"
"16762","43","43","43"
"16765","6","6","6"
"16778","24","24","24"
"16779","13","13","13"
"16781","3","3","3"
"16795","43","43","43"
"16810","24","24","24"
"16813","18","18","18"
"16818","9","9","9"
"16825","19","19","19"
"16829","43","43","43"
"16835","-1","-1","-1"
"16837","-2","-2","-2"
"16842","13","13","13"
"16844","43","43","43"
"16845","44","44","44"
"16860","43","43","43"
"16866","11","11","11"
"16871","44","44","44"
"16879","5","5","5"
"16882","43","43","43"
"16885","43","43","43"
"16887","13","13","13"
"16888","44","44","44"
"16889","4","4","4"
"16891","22","22","22"
"16894","43","43","43"
"16897","43","43","43"
"16901","43","43","43"
"16903","26","26","26"
"16907","-1","-1","-1"
"16914","44","44","44"
"16921","9","9","9"
"16945","18","18","18"
"16948","12","12","12"
"16951","14","14","14"
"16954","8","8","8"
"16960","-1","-1","-1"
"16963","19","19","19"
"16964","-3","-3","-3"
"16965","10","10","10"
"16972","5","5","5"
"16973","16","16","16"
"16985","42","42","42"
"17000","24","24","24"
"17003","43","43","43"
"17015","43","43","43"
"17016","47","47","47"
"17021","44","44","44"
"17030","43","43","43"
"17031","-2","-2","-2"
"17038","44","44","44"
"17043","11","11","11"
"17048","43","43","43"
"17052","46","46","46"
"17054","5","5","5"
"17056","42","42","42"
"17057","22","22","22"
"17076","20","20","20"
"17078","47","47","47"
"17083","25","25","25"
"17099","22","22","22"
"17110","43","43","43"
"17114","43","43","43"
"17119","6","6","6"
"17120","24","24","24"
"17125","25","25","25"
"17128","46","46","46"
"17136","11","11","11"
"17137","25","25","25"
"17138","9","9","9"
"17141","9","9","9"
"17142","46","46","46"
"17149","11","11","11"
"17165","-1","-1","-1"
"17170","47","47","47"
"17172","8","8","8"
"17184","46","46","46"
"17193","46","46","46"
"17196","25","25","25"
"17199","3","3","3"
"17201","42","42","42"
"17202","43","43","43"
"17206","22","22","22"
"17215","0","0","0"
"17217","43","43","43"
"17219","7","7","7"
"17228","43","43","43"
"17229","42","42","42"
"17233","43","43","43"
"17236","13","13","13"
"17247","10","10","10"
"17250","42","42","42"
"17255","5","5","5"
"17259","16","16","16"
"17272","3","3","3"
"17275","43","43","43"
"17276","23","23","23"
"17278","1","1","1"
"17281","16","16","16"
"17296","43","43","43"
"17297","8","8","8"
"17303","43","43","43"
"17306","2","2","2"
"17310","43","43","43"
"17317","23","23","23"
"17323","18","18","18"
"17328","43","43","43"
"17334","23","23","23"
"17335","24","24","24"
"17350","23","23","23"
"17357","25","25","25"
"17367","44","44","44"
"17370","12","12","12"
"17371","43","43","43"
"17373","-1","-1","-1"
"17384","43","43","43"
"17386","23","23","23"
"17390","20","20","20"
"17391","43","43","43"
"17395","18","18","18"
"17396","42","42","42"
"17399","43","43","43"
"17405","-3","-3","-3"
"17418","-2","-2","-2"
"17419","24","24","24"
"17421","45","45","45"
"17426","7","7","7"
"17436","24","24","24"
"17438","15","15","15"
"17442","24","24","24"
"17444","14","14","14"
"17445","0","0","0"
"17452","44","44","44"
"17464","42","42","42"
"17466","25","25","25"
"17468","3","3","3"
"17469","15","15","15"
"17471","-3","-3","-3"
"17482","1","1","1"
"17499","13","13","13"
"17505","9","9","9"
"17512","24","24","24"
"17514","24","24","24"
"17516","0","0","0"
"17519","43","43","43"
"17527","14","14","14"
"17532","8","8","8"
"17543","43","43","43"
"17551","9","9","9"
"17553","23","23","23"
"17561","18","18","18"
"17563","43","43","43"
"17580","17","17","17"
"17582","43","43","43"
"17598","25","25","25"
"17600","44","44","44"
"17605","43","43","43"
"17607","43","43","43"
"17614","8","8","8"
"17617","1","1","1"
"17623","8","8","8"
"17629","43","43","43"
"17632","3","3","3"
"17634","44","44","44"
"17651","-1","-1","-1"
"17652","43","43","43"
"17657","15","15","15"
"17663","4","4","4"
"17669","7","7","7"
"17671","24","24","24"
"17679","44","44","44"
"17685","20","20","20"
"17686","7","7","7"
"17687","26","26","26"
"17693","9","9","9"
"17717","45","45","45"
"17720","25","25","25"
"17722","7","7","7"
"17736","43","43","43"
"17740","24","24","24"
"17743","43","43","43"
"17745","8","8","8"
"17749","18","18","18"
"17752","26","26","26"
"17754","44","44","44"
"17756","15","15","15"
"17759","21","21","21"
"17763","6","6","6"
"17764","23","23","23"
"17777","14","14","14"
"17780","24","24","24"
"17796","6","6","6"
"17798","15","15","15"
"17801","43","43","43"
"17807","43","43","43"
"17811","43","43","43"
"17818","23","23","23"
"17820","26","26","26"
"17840","24","24","24"
"17841","25","25","25"
"17847","9","9","9"
"17853","43","43","43"
"17858","0","0","0"
"17861","24","24","24"
"17864","44","44","44"
"17870","43","43","43"
"17874","25","25","25"
"17886","6","6","6"
"17895","6","6","6"
"17906","23","23","23"
"17919","43","43","43"
"17921","24","24","24"
"17922","24","24","24"
"17942","8","8","8"
"17943","0","0","0"
"17944","43","43","43"
"17945","25","25","25"
"17947","24","24","24"
"17950","11","11","11"
"17951","25","25","25"
"17957","24","24","24"
"17959","6","6","6"
"17978","-1","-1","-1"
"17979","25","25","25"
"17980","18","18","18"
"17994","-2","-2","-2"
"18001","44","44","44"
"18010","25","25","25"
"18013","25","25","25"
"18018","24","24","24"
"18020","19","19","19"
"18030","25","25","25"
"18031","43","43","43"
"18042","19","19","19"
"18044","43","43","43"
"18045","8","8","8"
"18046","44","44","44"
"18054","24","24","24"
"18057","9","9","9"
"18059","24","24","24"
"18062","24","24","24"
"18064","15","15","15"
"18065","24","24","24"
"18068","18","18","18"
"18074","-3","-3","-3"
"18081","12","12","12"
"18086","11","11","11"
"18087","19","19","19"
"18088","24","24","24"
"18091","24","24","24"
"18109","21","21","21"
"18110","18","18","18"
"18118","25","25","25"
"18119","43","43","43"
"18122","11","11","11"
"18126","14","14","14"
"18127","24","24","24"
"18136","24","24","24"
"18138","16","16","16"
"18143","5","5","5"
"18146","44","44","44"
"18165","3","3","3"
"18174","23","23","23"
"18179","24","24","24"
"18183","6","6","6"
"18188","11","11","11"
"18203","15","15","15"
"18204","24","24","24"
"18206","43","43","43"
"18209","14","14","14"
"18222","44","44","44"
"18224","43","43","43"
"18226","20","20","20"
"18232","24","24","24"
"18242","24","24","24"
"18246","24","24","24"
"18247","46","46","46"
"18249","15","15","15"
"18253","25","25","25"
"18254","24","24","24"
"18267","24","24","24"
"18273","23","23","23"
"18274","24","24","24"
"18281","19","19","19"
"18282","26","26","26"
"18283","8","8","8"
"18286","6","6","6"
"18287","10","10","10"
"18290","25","25","25"
"18302","24","24","24"
"18311","25","25","25"
"18318","45","45","45"
"18321","24","24","24"
"18324","44","44","44"
"18327","44","44","44"
"18331","6","6","6"
"18333","43","43","43"
"18336","24","24","24"
"18342","18","18","18"
"18348","8","8","8"
"18350","10","10","10"
"18352","11","11","11"
"18356","24","24","24"
"18358","2","2","2"
"18359","24","24","24"
"18361","5","5","5"
"18372","15","15","15"
"18379","24","24","24"
"18381","-2","-2","-2"
"18382","24","24","24"
"18383","24","24","24"
"18386","11","11","11"
"18389","11","11","11"
"18392","25","25","25"
"18402","43","43","43"
"18410","24","24","24"
"18411","22","22","22"
"18412","24","24","24"
"18418","17","17","17"
"18420","25","25","25"
"18421","24","24","24"
"18423","24","24","24"
"18425","4","4","4"
"18426","43","43","43"
"18436","43","43","43"
"18442","43","43","43"
"18443","24","24","24"
"18452","43","43","43"
"18456","24","24","24"
"18458","24","24","24"
"18459","9","9","9"
"18471","23","23","23"
"18476","24","24","24"
"18480","23","23","23"
"18483","24","24","24"
"18488","25","25","25"
"18496","24","24","24"
"18499","0","0","0"
"18508","22","22","22"
"18516","43","43","43"
"18525","25","25","25"
"18529","24","24","24"
"18535","7","7","7"
"18537","43","43","43"
"18545","43","43","43"
"18546","23","23","23"
"18548","21","21","21"
"18550","24","24","24"
"18562","19","19","19"
"18564","6","6","6"
"18569","16","16","16"
"18579","43","43","43"
"18581","24","24","24"
"18592","24","24","24"
"18598","43","43","43"
"18603","18","18","18"
"18604","43","43","43"
"18611","24","24","24"
"18612","24","24","24"
"18615","13","13","13"
"18616","-1","-1","-1"
"18619","7","7","7"
"18639","24","24","24"
"18641","24","24","24"
"18651","23","23","23"
"18655","24","24","24"
"18656","25","25","25"
"18659","13","13","13"
"18664","19","19","19"
"18671","11","11","11"
"18672","16","16","16"
"18673","24","24","24"
"18674","24","24","24"
"18679","20","20","20"
"18683","19","19","19"
"18698","24","24","24"
"18699","8","8","8"
